N	2gram	Vinokur_Ku_3	Marksizm
391	под ним	1	1
392	из того	2	1
393	мы и	1	1
394	то это	3	1
395	для нашей	4	1
396	и со	1	1
397	которое в	2	1
398	подчеркнуть что	2	1
399	откуда же	1	1
400	отношении в	1	1
401	конкретных фактов	1	1
402	языке в	1	1
403	между собой	1	1
404	время в	3	1
405	всего этого	3	1
406	от темы	1	1
407	подходить к	1	1
408	важное или	1	1
409	из этих	5	1
410	то он	3	1
411	же на	1	1
412	а только	1	1
413	точка зрения	4	1
414	случай когда	2	1
415	только тогда	4	1
416	не все	2	1
417	к слову	1	1
418	особая специфическая	1	1
419	друг от	1	1
420	или иное	2	1
421	форме и	1	1
422	помощью которых	1	1
423	были не	1	1
424	всю эту	2	1
425	мы снова	1	1
426	и я	2	1
427	как в	4	1
428	что именно	3	1
429	поскольку они	1	1
430	поэтому-то и	1	1
431	дает нам	2	1
432	может обойтись	1	1
433	словом в	1	1
434	кроме того	2	1
435	и где	1	1
436	слова между	1	1
437	когда он	2	1
438	в круг	1	1
439	и ты	1	1
440	в каком-то	1	1
441	мир и	1	1
442	увидим что	2	1
443	данной эпохи	1	1
444	нет никакой	1	1
445	что слово	3	1
446	для которого	2	1
447	в которой	1	1
448	как это	7	1
449	нет дела	1	1
450	формы в	1	1
451	те творческие	1	1
452	чуть ли	1	1
453	речи но	3	1
454	формы не	1	1
455	как он	2	1
456	не могла	1	1
457	а вовсе	1	1
458	этот процесс	1	1
459	и если	2	1
460	что она	5	1
461	как оно	1	1
462	главным образом	2	1
463	в статье	2	1
464	и навыки	1	1
465	в нашей	4	1
466	и самый	2	1
467	всех этих	1	1
468	в первую	3	1
469	не значит	5	1
470	или иному	1	1
471	как увидим	1	1
472	в силу	6	1
473	и вот	3	1
474	быть с	2	1
475	осветить в	1	1
476	о языке	6	1
477	так например	1	1
478	от общего	1	1
479	в основу	1	1
480	но все	2	1
481	в каждом	1	1
482	как они	2	1
483	связанные с	1	1
484	сознание и	1	1
485	же касается	1	1
486	речи или	1	1
487	литературного языка	3	1
488	ясно что	4	1
489	к теме	1	1
490	с целью	2	1
491	входит в	1	1
492	заключается в	4	1
493	не умеет	1	1
494	первую очередь	3	1
495	как особый	1	1
496	ко второму	1	1
497	и иных	1	1
498	он есть	1	1
499	моменты в	2	1
500	приходит в	2	1
501	в беседе	1	1
502	те синтаксические	1	1
503	однако при	1	1
504	мне пришлось	1	1
505	он является	1	1
506	о которых	1	1
507	с тем	6	1
508	несмотря на	1	1
509	речевого процесса	1	1
510	языках в	1	1
511	между грамматикой	1	1
512	все это	2	1
513	остается в	2	1
514	до крайности	2	1
515	конкретной связи	1	1
516	с различными	1	1
517	что такое	4	1
518	ясности и	1	1
519	лежат в	1	1
520	мы конечно	1	1
521	уже к	1	1
522	только для	2	1
523	бы к	1	1
524	мере не	2	1
525	не столько	4	1
526	в особых	1	1
527	языке но	1	1
528	большей степени	2	1
529	на первых	1	1
530	построениях при	1	1
531	какую дает	1	1
532	утверждения что	1	1
533	от его	1	1
534	языка нам	1	1
535	конечном счете	1	1
536	значение для	1	1
537	не менее	12	1
538	не понимает	3	1
539	но он	1	1
540	друг другу	1	1
541	тем не	9	1
542	синтаксиса и	2	1
543	же мы	4	1
544	же такое	1	1
545	вернемся к	2	1
546	степень его	1	1
547	мы были	1	1
548	что с	1	1
549	можно понимать	1	1
550	есть прежде	1	1
551	в русской	1	1
552	тогда когда	4	1
553	и остается	1	1
554	во время	1	1
555	и часто	1	1
556	языка с	1	1
557	но она	1	1
558	но только	1	1
559	в структуре	3	1
560	это еще	2	1
561	не могло	1	1
562	нам предстоит	1	1
563	этого явления	1	1
564	заданий и	1	1
565	тому или	1	1
566	в самой	1	1
567	на себя	2	1
568	которые и	3	1
569	в лингвистическом	2	1
570	что самое	1	1
571	языка это	1	1
572	ровно ничего	1	1
573	связанное с	1	1
574	такая же	2	1
575	а лишь	3	1
576	это слово	1	1
577	убедиться в	1	1
578	те особенности	1	1
579	синтаксической формы	1	1
580	теперь перейдем	1	1
581	в составе	1	1
582	так то	2	1
583	и делает	1	1
584	за ними	1	1
585	не совсем	1	1
586	тему в	1	1
587	конечно только	1	1
588	язык до	2	1
589	уже о	2	1
590	форме не	1	1
591	не давая	1	1
592	искусства и	1	1
593	не могут	5	1
594	когда мы	3	1
595	что все	2	1
596	и другой	1	1
597	и такие	2	1
598	совершенно особая	1	1
599	ли не	1	1
600	другом месте	1	1
601	есть вещь	2	1
602	как для	1	1
603	но также	5	1
604	ведь язык	1	1
605	эпохи когда	1	1
606	как некая	1	1
607	от той	1	1
608	от друга	1	1
609	этого конечно	1	1
610	город и	1	1
611	связи со	1	1
612	в некоторых	2	1
613	а язык	1	1
614	говоря уже	2	1
615	здесь не	2	1
616	если как	2	1
617	последнее время	1	1
618	то или	2	1
619	от отношения	1	1
620	и общая	1	1
621	так в	2	1
622	мы вспомним	1	1
623	и практической	1	1
624	мы наблюдаем	1	1
625	слова а	1	1
626	на том	2	1
627	иной форме	1	1
628	отсюда и	1	1
629	элементов речи	1	1
630	когда в	2	1
631	можно только	1	1
632	русского литературного	2	1
633	как сигналы	1	1
634	понятно что	1	1
635	и формами	2	1
636	к языку	4	1
637	до нас	1	1
638	языка лингвистического	1	1
639	этого языка	3	1
640	разговорной речи	2	1
641	часть или	1	1
642	внимание на	2	1
643	и что	7	1
644	противоположного характера	1	1
645	речи то	1	1
646	можно сказать	2	1
647	в вопросах	1	1
648	тем или	1	1
649	непосредственном и	1	1
650	в конечном	1	1
651	более широкий	1	1
652	эти два	2	1
653	нуждается в	1	1
654	так обстоит	1	1
655	свой смысл	1	1
656	лингвистики в	1	1
657	тем менее	1	1
658	и только	3	1
659	какой-нибудь определенной	1	1
660	из сферы	1	1
661	язык есть	4	1
662	лингвистикой и	1	1
663	в него	1	1
664	как тема	1	1
665	в современной	1	1
666	что здесь	1	1
667	в лингвистике	1	1
668	первых порах	1	1
669	формы а	1	1
670	в верхних	1	1
671	но с	1	1
672	интереса к	1	1
673	есть часть	1	1
674	какой точки	1	1
675	формы отдельных	1	1
676	всякого рода	5	1
677	себе внимание	1	1
678	мы видим	1	1
679	тот же	6	1
680	в свой	1	1
681	языка на	1	1
682	бы из	1	1
683	слове которые	1	1
684	может оказаться	2	1
685	и так	1	1
686	о значении	2	1
687	система знаков	1	1
688	грамматика есть	1	1
689	для нее	1	1
690	этих слов	3	1
691	идет об	1	1
692	и стилистической	1	1
693	язык а	1	1
694	тот или	2	1
695	именно на	2	1
696	с какой	1	1
697	же и	1	1
698	форме с	1	1
699	и др	1	1
700	оказывается в	1	1
701	как само	1	1
702	тенденции и	1	1
703	и композиционные	1	1
704	уже не	8	1
705	и политической	1	1
706	вопроса о	3	1
707	ни одного	2	1
708	мы получим	1	1
709	же в	1	1
710	только слово	2	1
711	направлениях во-первых	2	1
712	здесь же	1	1
713	смысл слова	3	1
714	не дает	2	1
715	или даже	1	1
716	не стал	1	1
717	конечно лишь	1	1
718	был бы	3	1
719	этими формами	1	1
720	важность этого	1	1
721	не находит	1	1
722	могло бы	3	1
723	говорить об	1	1
724	языковых фактов	2	1
725	в одном	2	1
726	иначе как	1	1
727	в современном	1	1
728	с определенным	1	1
729	роль эта	1	1
730	не о	2	1
731	само по	1	1
732	от того	5	1
733	остается подвести	1	1
734	остается за	1	1
735	что синтаксические	1	1
736	имеет значение	1	1
737	были бы	4	1
738	в письменной	2	1
739	значение имеет	1	1
740	ясно также	1	1
741	со всем	1	1
742	факт в	1	1
743	со стороны	1	1
744	к нашему	1	1
745	если только	1	1
746	а именно	3	1
747	в каких	1	1
748	как же	3	1
749	еще и	2	1
750	то нельзя	2	1
751	не говоря	2	1
752	превращается в	1	1
753	смысла и	1	1
754	а на	1	1
755	которых мы	1	1
756	этого не	1	1
757	а наоборот	1	1
758	на которых	5	1
759	конкретного речевого	1	1
760	самое слово	1	1
761	целью дать	1	1
762	другой стороны	3	1
763	слова очень	1	1
764	на эту	1	1
765	своего понимания	1	1
766	во внимание	5	1
767	или с	1	1
768	если не	1	1
769	как элемент	1	1
770	на фоне	7	1
771	из элементов	1	1
772	ни на	2	1
773	ответить на	2	1
774	чрезвычайно важно	1	1
775	мы говорим	4	1
776	и иной	2	1
777	этот смысл	1	1
778	к самому	1	1
779	значения есть	1	1
780	к жизни	1	1
781	для обозначения	2	1
782	значения этот	1	1
783	какого-нибудь одного	1	1
784	статье о	1	1
785	мы сразу	1	1
786	что же	5	1
787	когда же	1	1
788	кто такой	1	1
789	исходя из	1	1
790	и было	1	1
791	быть не	2	1
792	сказать не	1	1
793	этом случае	4	1
794	наше научное	3	1
795	в условиях	2	1
796	в целом	4	1
797	но это	5	1
798	принимая во	1	1
799	говорить что	3	1
800	к вопросу	2	1
801	содержанием и	1	1
802	каждой из	2	1
803	деле как	1	1
804	этого рода	3	1
805	что ж	1	1
806	исключительно от	1	1
807	об отношении	1	1
808	к конкретному	1	1
809	особенно это	1	1
810	о котором	1	1
811	хотя и	5	1
812	к одной	1	1
813	у них	1	1
814	или нет	1	1
815	интерес к	1	1
816	иного языкового	1	1
817	мы должны	3	1
818	потому что	12	1
819	все они	2	1
820	укладывается в	1	1
821	однако на	1	1
822	оно начинает	1	1
823	в равной	1	1
824	мы в	1	1
825	то вопрос	1	1
826	нам не	1	1
827	работы и	1	1
828	данном отношении	1	1
829	является и	2	1
830	какой мере	2	1
831	в последнем	1	1
832	существенное в	1	1
833	в кругу	2	1
834	это и	3	1
835	или иным	2	1
836	самое что	1	1
837	на своем	1	1
838	проникнуть в	1	1
839	но вот	1	1
840	речи как	3	1
841	а может	1	1
842	и другие	1	1
843	по поводу	3	1
844	мертвых языков	1	1
845	том числе	2	1
846	смысле что	1	1
