N	2gram	Losev_Dial_1	VLabPisa
492	ничего общего	4	1
493	и это	2	1
494	и которая	1	1
495	своего развития	1	1
496	даже самые	1	1
497	но по	1	1
498	как один	2	1
499	же не	1	1
500	нет нужды	1	1
501	нем уже	1	1
502	то или	3	1
503	от обычного	1	1
504	то время	1	1
505	и образа	2	1
506	в дальнейшем	5	1
507	однако эта	1	1
508	его самого	2	1
509	и сам	1	1
510	что у	1	1
511	часто в	1	1
512	по сравнению	2	1
513	жизнь и	3	1
514	о котором	1	1
515	для этого	2	1
516	действия не	1	1
517	по мере	2	1
518	с ним	6	1
519	что об	1	1
520	и аллегории	1	1
521	а по	1	1
522	до последних	1	1
523	это происходит	1	1
524	и та	3	1
525	им она	1	1
526	и что	12	1
527	для нас	1	1
528	а также	1	1
529	ли она	1	1
530	с целью	1	1
531	д но	2	1
532	или как	1	1
533	говорят о	2	1
534	сами собою	1	1
535	доходит до	1	1
536	самый принцип	1	1
537	или иначе	1	1
538	он например	1	1
539	в ту	1	1
540	мы хотим	1	1
541	если это	2	1
542	о своих	2	1
543	какой мере	1	1
544	в него	2	1
545	из видов	2	1
546	наконец и	1	1
547	быть и	4	1
548	большею частью	2	1
549	или иные	1	1
550	в какой	1	1
551	но ни	1	1
552	он совершенно	1	1
553	как нечто	1	1
554	то прежде	1	1
555	и движение	1	1
556	в стороне	1	1
557	очень много	3	1
558	сложности и	1	1
559	но ее	1	1
560	об их	1	1
561	образ как	1	1
562	же и	2	1
563	есть в	1	1
564	конечно не	3	1
565	можно установить	1	1
566	только на	3	1
567	в поэзии	1	1
568	в виде	2	1
569	и чисто	1	1
570	говорят об	1	1
571	не дает	1	1
572	и других	1	1
573	сущность и	1	1
574	и объективно	1	1
575	роль и	1	1
576	который как	1	1
577	себе в	1	1
578	и из	3	1
579	ни в	15	1
580	в очерке	1	1
581	сами по	1	1
582	не для	1	1
583	в состоянии	1	1
584	отношение к	5	1
585	но что	3	1
586	в систему	1	1
587	заметить что	2	1
588	или ином	1	1
589	и вместе	1	1
590	смысла и	1	1
591	это положение	1	1
592	к идее	1	1
593	имели бы	1	1
594	формы для	1	1
595	о внутреннем	2	1
596	имеет свой	1	1
597	а именно	1	1
598	что тот	1	1
599	он это	1	1
600	чем он	2	1
601	как же	5	1
602	ли считать	1	1
603	соответствует ли	2	1
604	связано с	1	1
605	них и	1	1
606	их можно	1	1
607	и самый	1	1
608	действительности как	1	1
609	жизнь в	1	1
610	самого начала	1	1
611	со своими	1	1
612	если не	1	1
613	ведь ни	1	1
614	может иметь	3	1
615	впасть в	1	1
616	представить себе	1	1
617	мы говорим	4	1
618	в духе	1	1
619	как в	2	1
620	и самые	1	1
621	получить в	1	1
622	где же	1	1
623	в данном	3	1
624	сравнению с	2	1
625	а если	1	1
626	так или	1	1
627	в той	1	1
628	плоти и	1	1
629	это его	1	1
630	рисуется в	1	1
631	имеем дело	1	1
632	я с	1	1
633	ней не	1	1
634	это значит	11	1
635	должно быть	3	1
636	у которого	1	1
637	не дело	1	1
638	или другого	1	1
639	самых ранних	1	1
640	еще раз	1	1
641	сейчас же	1	1
642	может ограничиться	1	1
643	но это	8	1
644	природу и	1	1
645	мы видим	4	1
646	и борьба	1	1
647	лишь его	1	1
648	и внешнего	6	1
649	и ему	1	1
650	форм и	1	1
651	нем можно	1	1
652	не тождественны	1	1
653	происходит в	1	1
654	я всегда	2	1
655	это как	1	1
656	и все	3	1
657	собственно говоря	4	1
658	той или	7	1
659	этому закону	1	1
660	еще более	3	1
661	и ни	6	1
662	и смысл	3	1
663	ни к	2	1
664	потому что	14	1
665	существует ли	1	1
666	исключительно в	1	1
667	или не	5	1
668	хотя в	1	1
669	но вот	3	1
670	еще в	1	1
671	к ее	1	1
672	науке и	1	1
673	в схеме	4	1
674	состоит из	3	1
675	том или	2	1
676	имеет ничего	3	1
677	совершенно не	8	1
678	эти же	1	1
679	в последнем	1	1
680	религии и	3	1
681	и идеи	1	1
682	есть и	5	1
683	есть то	1	1
684	к этой	1	1
685	это было	2	1
686	и другие	1	1
687	от которой	2	1
688	в таком	1	1
689	или наоборот	2	1
