N	2gram	Bakhtin_Pr_3	PoTuStor
275	главным образом	3	1
276	как всякий	1	1
277	время и	1	1
278	но именно	1	1
279	и социальной	1	1
280	идеи и	3	1
281	образом и	1	1
282	отношений между	1	1
283	направлениями и	2	1
284	из него	1	1
285	или психологическое	1	1
286	как момент	1	1
287	религиозных и	1	1
288	мы говорили	1	1
289	последнее слово	1	1
290	человека в	3	1
291	по его	1	1
292	а вместе	1	1
293	для всей	1	1
294	как они	1	1
295	из предшествующего	1	1
296	в мире	5	1
297	конечно в	2	1
298	той же	5	1
299	на все	2	1
300	это было	3	1
301	должны перейти	1	1
302	уже знаем	1	1
303	на почве	1	1
304	форму и	1	1
305	истории и	2	1
306	мы сказали	1	1
307	которая была	1	1
308	поведения и	1	1
309	не чем	1	1
310	для них	1	1
311	человеком на	1	1
312	и представить	1	1
313	под прикрытием	2	1
314	несмотря на	2	1
315	уже у	3	1
316	все моменты	1	1
317	мир в	1	1
318	и еще	1	1
319	но если	1	1
320	и мышления	2	1
321	не интересует	1	1
322	что я	2	1
323	значение для	2	1
324	но эта	1	1
325	не будем	3	1
326	которые в	1	1
327	творчества и	1	1
328	иным как	1	1
329	важный момент	1	1
330	и почти	2	1
331	слов о	3	1
332	человека но	1	1
333	освободиться от	1	1
334	она по	1	1
335	на один	1	1
336	в атмосфере	1	1
337	иной раз	1	1
338	только здесь	1	1
339	в смысле	2	1
340	в эпоху	10	1
341	одна из	7	1
342	почти во	3	1
343	в сущности	10	1
344	исторической и	2	1
345	в самых	1	1
346	что иное	1	1
347	ничего не	6	1
348	золотого века	1	1
349	этих двух	2	1
350	всего на	1	1
351	уже становится	1	1
352	во всем	2	1
353	мире и	2	1
354	связи с	1	1
355	в сознании	2	1
356	уже и	1	1
357	и делает	1	1
358	потом в	1	1
359	мы и	2	1
360	характерен для	1	1
361	и социального	1	1
362	один шаг	1	1
363	и со	1	1
364	в образах	1	1
365	т.п и	1	1
366	в духе	8	1
367	их лежит	1	1
368	те основные	1	1
369	и такие	1	1
370	же самое	1	1
371	должны быть	1	1
372	бы он	1	1
373	той или	1	1
374	в применении	1	1
375	бы по	1	1
376	своего развития	1	1
377	на другой	1	1
378	в себя	6	1
379	говорили что	1	1
380	все оттенки	1	1
381	и что	1	1
382	например о	1	1
383	с первым	1	1
384	и ту	1	1
385	можно было	1	1
386	времени и	2	1
387	его жизни	1	1
388	каждого из	2	1
389	мог бы	1	1
390	именно этот	1	1
391	остановимся на	1	1
392	в разных	4	1
393	связанная с	2	1
394	о нем	1	1
395	часто и	1	1
396	развития в	1	1
397	и здесь	1	1
398	и т.д	2	1
399	но к	3	1
400	имеем дело	1	1
401	внимание на	1	1
402	и та	1	1
403	как ее	1	1
404	значение имеют	1	1
405	других людей	1	1
406	этот момент	1	1
407	эти два	2	1
408	никаких сомнений	1	1
409	отметить что	2	1
410	быть даже	1	1
411	наконец в	2	1
412	нем и	1	1
413	в свете	1	1
414	все время	1	1
415	некоторых отношениях	1	1
416	и об	1	1
417	в которую	1	1
418	хорошо известны	1	1
419	тот же	2	1
420	вся область	1	1
421	дело с	1	1
422	эти разнородные	1	1
423	бы из	1	1
424	на своей	1	1
425	при некоторых	1	1
426	и жизни	2	1
427	в качестве	1	1
428	же и	1	1
429	всем мире	2	1
430	уже в	2	1
431	и они	2	1
432	веры и	1	1
433	не дает	1	1
434	конечно нет	1	1
435	главное для	1	1
436	ведь это	1	1
437	все ценности	1	1
438	в известной	2	1
439	жизни таким	1	1
440	в конце	3	1
441	вовсе не	3	1
442	в землю	1	1
443	таковы основные	2	1
444	с этими	1	1
445	как его	1	1
446	заметить что	1	1
447	этом отношении	1	1
448	даже и	2	1
449	перейти к	2	1
450	для того	1	1
451	со всем	1	1
452	или иной	1	1
453	имеет и	1	1
454	с другой	2	1
455	моменты и	1	1
456	на ее	2	1
457	здесь в	10	1
458	и прежде	6	1
459	все творчество	2	1
460	мы еще	3	1
461	что для	1	1
462	говорит о	2	1
463	в некоторых	4	1
464	связано с	1	1
465	и самый	5	1
466	а не	11	1
467	власти и	2	1
468	жизнь в	2	1
469	потому-то и	1	1
470	в комнате	1	1
471	не всегда	1	1
472	у порога	1	1
473	в связи	2	1
474	в момент	1	1
475	связь с	2	1
476	только сон	1	1
477	свободна от	1	1
478	и особенно	3	1
479	не сразу	1	1
480	б я	2	1
481	он будет	1	1
482	применении к	1	1
483	быть только	2	1
484	очень важный	1	1
485	эту свою	1	1
486	несколько слов	3	1
487	человека который	1	1
488	их во	1	1
489	о его	1	1
490	нужно отметить	2	1
491	этом и	1	1
492	которые были	1	1
493	в более	4	1
494	это уже	1	1
495	и абсолютного	1	1
496	пор еще	2	1
497	формы и	3	1
498	не подлежит	1	1
499	которая в	1	1
500	отца с	1	1
501	считаем нужным	1	1
502	в эту	3	1
503	еще более	5	1
504	и ни	1	1
505	мы должны	4	1
506	т.п наконец	1	1
507	основе их	1	1
508	останавливаться не	1	1
509	всеми его	1	1
510	жизни в	3	1
511	и начинается	1	1
512	нет ничего	2	1
513	в период	1	1
514	некоторых условиях	1	1
515	он владеет	1	1
516	с ней	3	1
517	противоречий и	1	1
518	а во	1	1
519	от всех	1	1
520	мир но	1	1
521	является и	1	1
522	для нашего	1	1
523	не что	1	1
524	ко всему	1	1
525	чем иным	1	1
526	на свет	1	1
527	культурного сознания	1	1
528	в своих	2	1
529	художественных образов	2	1
530	это в	1	1
531	как на	1	1
