N	2gram	Propp_Morf_1	Literetu
140	и при	1	2
141	и ее	3	2
142	вплоть до	1	2
143	ни было	2	2
144	и наоборот	4	2
145	не менее	5	2
146	для меня	1	2
147	того чтобы	3	2
148	как раз	1	2
149	другой стороны	4	2
150	у нас	2	2
151	же самое	1	2
152	то она	1	2
153	не с	2	2
154	здесь как	1	2
155	если бы	2	2
156	можно сказать	2	2
157	во втором	3	2
158	что и	7	2
159	во всей	1	2
160	в лице	1	2
161	по собственному	1	2
162	герой в	1	2
163	как например	2	2
164	но с	1	2
165	здесь не	2	2
166	с ними	1	2
167	со всеми	1	2
168	связи с	10	2
169	за ним	1	2
170	для него	1	2
171	тем что	4	2
172	для того	2	2
173	это будет	1	2
174	на свое	1	2
175	себя и	2	2
176	что не	1	2
177	а на	3	2
178	не означает	1	2
179	если не	1	2
180	все более	1	2
181	в полном	1	2
182	так же	3	2
183	какого бы	1	2
184	если это	3	2
185	никем не	1	2
186	быть не	1	2
187	исходной ситуации	1	2
188	с этой	1	2
189	один из	5	2
190	что в	8	2
191	же в	2	2
192	оно не	2	2
193	еще и	1	2
194	ее в	1	2
195	к этому	3	2
196	и т	41	1
197	начинается с	3	1
198	и то	1	1
199	задачи в	4	1
200	на самом	4	1
201	тех же	4	1
202	это и	2	1
203	и есть	2	1
204	между двумя	1	1
205	от самого	1	1
206	из самых	1	1
207	и до	1	1
208	из его	2	1
209	которое может	2	1
210	где я	1	1
211	и за	2	1
212	по его	1	1
213	мы уже	1	1
214	который в	2	1
215	герою найти	1	1
216	и подобные	1	1
217	если герой	3	1
218	приводят к	1	1
219	о помощи	2	1
220	в последнем	2	1
221	говорить о	3	1
222	к началу	4	1
223	и со	1	1
224	кто же	1	1
225	который может	2	1
226	он был	1	1
227	он сам	1	1
228	с тех	1	1
229	в чем	1	1
230	тем как	1	1
231	если в	5	1
232	герой не	2	1
233	основная задача	1	1
234	первый взгляд	3	1
235	независимо от	3	1
236	данный момент	1	1
237	с этим	11	1
238	и дети	1	1
239	что касается	1	1
240	перед нами	10	1
241	в плену	1	1
242	более или	2	1
243	в этот	1	1
244	духа в	1	1
245	в нашем	3	1
246	бы не	1	1
247	ни одна	4	1
248	после чего	2	1
249	собственному усмотрению	1	1
250	что эти	2	1
251	вообще не	1	1
252	больше всего	1	1
253	тем не	5	1
254	он не	3	1
255	к героям	1	1
256	момента в	1	1
257	свою собственную	1	1
258	в силу	1	1
259	прежде чем	3	1
260	бы они	2	1
261	здесь мы	3	1
262	а то	3	1
263	втором случае	1	1
264	его не	1	1
265	на все	1	1
266	вопрос как	2	1
267	дух в	1	1
268	ощущается как	1	1
269	с другими	1	1
270	они по	1	1
271	например с	2	1
272	еще одно	1	1
273	из первых	2	1
274	кажется что	1	1
275	в них	1	1
276	нет в	1	1
277	о которых	1	1
278	всеми другими	1	1
279	этого не	2	1
280	и вне	3	1
281	чем в	1	1
282	ведет к	1	1
283	на этот	1	1
284	на пути	4	1
285	на первый	3	1
286	во время	6	1
287	в ходе	4	1
288	что такое	3	1
289	этой связи	1	1
290	где мы	1	1
291	самого в	1	1
292	то для	1	1
293	сами себе	1	1
294	не столько	1	1
295	значение для	1	1
296	же сказка	1	1
297	но это	6	1
298	но он	1	1
299	в россии	2	1
300	была не	1	1
301	в таких	2	1
302	бы быть	1	1
303	вовсе не	4	1
304	сам он	3	1
305	и герой	1	1
306	тому что	4	1
307	то с	2	1
308	а от	1	1
309	на номер	1	1
310	а а	2	1
311	она не	2	1
312	в русской	1	1
313	чтобы в	1	1
314	и притом	1	1
315	и сама	1	1
316	на ее	1	1
317	в самых	2	1
318	не имеет	2	1
319	вопрос не	2	1
320	это явление	4	1
321	к концу	1	1
322	за исключением	1	1
323	во всем	1	1
324	стороны у	1	1
325	не по	2	1
326	материала но	2	1
327	что там	2	1
328	когда мы	1	1
329	ничего общего	1	1
330	приходит к	1	1
331	в виду	1	1
332	читателя в	1	1
333	с собой	3	1
334	здесь нет	1	1
335	том как	1	1
336	имеется в	3	1
337	жизненных явлений	1	1
338	в ход	1	1
339	на вопрос	2	1
340	но мы	3	1
341	с того	3	1
342	как было	1	1
343	а во	1	1
344	героя при	1	1
345	собственно говоря	1	1
346	и были	1	1
347	исходят из	2	1
348	людей в	1	1
349	его герой	1	1
350	и иных	2	1
351	мы находимся	1	1
352	и она	1	1
353	тех пор	1	1
354	к нему	3	1
355	но так	1	1
356	путь за	1	1
357	одной из	1	1
358	и действительно	1	1
359	походило на	1	1
360	об их	1	1
361	путь героя	1	1
362	в эти	1	1
363	так что	1	1
364	для всех	1	1
365	бы по	1	1
366	с двумя	2	1
367	и у	1	1
368	в итоге	2	1
369	вообще всякое	1	1
370	вопрос что	2	1
371	ниже и	1	1
372	и их	2	1
373	с различными	1	1
374	так как	16	1
375	ее не	1	1
376	друг друга	3	1
377	у него	1	1
378	случае не	3	1
379	в каждом	1	1
380	лишь один	1	1
381	без такого	2	1
382	где есть	1	1
383	момент в	1	1
384	только на	1	1
385	из двух	2	1
386	даже не	3	1
387	сюда же	3	1
388	что они	2	1
389	я был	1	1
390	а с	2	1
391	просит у	1	1
392	с тем	2	1
393	а сам	1	1
394	из наиболее	1	1
395	и далее	1	1
396	не на	2	1
397	что несмотря	1	1
398	он отвечает	1	1
399	в ряду	1	1
400	как возвращение	1	1
401	в связи	9	1
402	и становятся	1	1
403	он представляет	1	1
404	некоторые из	1	1
405	к персонажу	1	1
406	не зная	1	1
407	в той	1	1
408	самого себя	2	1
409	это значит	1	1
410	вышел на	1	1
411	и там	1	1
412	за которым	2	1
413	что здесь	1	1
414	этом и	1	1
415	точно и	1	1
416	и где	1	1
417	это уже	3	1
418	и более	1	1
419	совершается в	2	1
420	потому не	1	1
421	о котором	1	1
422	в другое	1	1
423	для нас	2	1
424	или менее	2	1
425	и все	1	1
426	лишь как	1	1
427	и однако	1	1
428	в этих	13	1
429	чтобы его	2	1
430	хотя бы	4	1
431	все остальные	1	1
432	но вот	2	1
433	не есть	1	1
434	нисколько не	1	1
435	может и	1	1
436	быть выражено	1	1
437	какой степени	1	1
438	пример если	1	1
439	всегда так	1	1
440	сказать что	2	1
441	для каждой	2	1
442	уже только	1	1
443	всех других	1	1
444	в горы	1	1
445	из этого	1	1
446	есть и	4	1
447	а другой	1	1
448	в таком	1	1
449	к этой	1	1
450	что за	1	1
451	можно будет	1	1
452	часто встречается	1	1
453	они не	1	1
454	которая не	1	1
