N	2gram	Vinokur_St_2	FransuaR
104	но все	7	3
105	то что	11	3
106	в себе	2	3
107	перестает быть	1	3
108	и с	4	3
109	на этой	1	3
110	в ее	2	3
111	он и	1	3
112	с точки	2	3
113	разного рода	1	3
114	но это	3	3
115	даже в	2	3
116	взглянуть на	2	3
117	ничего не	4	3
118	у шекспира	4	3
119	этом отношении	9	3
120	и здесь	3	3
121	не могут	1	3
122	в виду	7	3
123	средних веков	1	3
124	она была	1	3
125	и вообще	2	3
126	с другой	4	3
127	и во	1	3
128	в форме	1	3
129	что он	13	3
130	до нас	1	3
131	но как	1	3
132	в известной	1	3
133	как раз	8	3
134	связан с	3	3
135	не были	1	3
136	в ряду	1	3
137	и их	1	3
138	в тех	2	3
139	нужно отметить	1	3
140	но для	1	3
141	в более	1	3
142	не является	3	3
143	не может	2	3
144	что в	19	3
145	своей части	1	3
146	одним из	6	2
147	например в	3	2
148	это очень	2	2
149	из всех	1	2
150	очень широко	1	2
151	на тех	1	2
152	для своего	2	2
153	память о	1	2
154	который был	1	2
155	не вполне	1	2
156	бы ни	2	2
157	которое в	1	2
158	подчеркнуть что	3	2
159	и он	3	2
160	это время	2	2
161	он был	2	2
162	на них	1	2
163	в чем	1	2
164	но не	3	2
165	общения между	1	2
166	были глубоко	1	2
167	нет и	2	2
168	был связан	1	2
169	в чисто	2	2
170	из этих	1	2
171	с традициями	1	2
172	он не	9	2
173	не к	2	2
174	на его	2	2
175	новое и	1	2
176	свое время	1	2
177	его от	1	2
178	и по	3	2
179	так например	7	2
180	значительной степени	2	2
181	а затем	2	2
182	конечно в	2	2
183	на все	1	2
184	это было	2	2
185	истории и	2	2
186	в этих	3	2
187	от своего	1	2
188	и без	1	2
189	xviii века	2	2
190	и почти	1	2
191	и очень	1	2
192	при всех	1	2
193	в таких	1	2
194	дело в	4	2
195	на него	1	2
196	в процессе	2	2
197	образом в	1	2
198	этих двух	1	2
199	и именно	3	2
200	к тому	10	2
201	в наши	1	2
202	и это	2	2
203	роль в	1	2
204	особенно в	2	2
205	во многом	2	2
206	во второй	1	2
207	поэтому в	1	2
208	о том	17	2
209	второй половине	1	2
210	элементы ее	1	2
211	можно сказать	1	2
212	ни на	1	2
213	отметить что	2	2
214	в свете	1	2
215	но с	4	2
216	этот вопрос	2	2
217	половине xviii	1	2
218	к какому	1	2
219	только на	1	2
220	ни с	2	2
221	не для	1	2
222	не укладывается	1	2
223	в особенности	2	2
224	очень медленно	1	2
225	др в	1	2
226	в некоторых	2	2
227	на этот	2	2
228	до конца	3	2
229	и самый	2	2
230	о необходимости	1	2
231	несмотря на	2	2
232	в изображении	1	2
233	да и	1	2
234	в это	2	2
235	того что	5	2
236	еще раз	1	2
237	между прочим	12	2
238	кроме того	4	2
239	в книге	1	2
240	и для	1	2
241	было еще	1	2
242	и от	1	2
243	не подлежит	1	2
244	или в	1	2
245	хотя и	4	2
246	от него	1	2
247	ни к	1	2
248	же в	1	2
249	в романе	4	2
250	одновременно и	1	2
251	в свое	1	2
252	в таком	1	2
253	а между	1	1
254	произведения но	1	1
255	речь идет	4	1
256	это и	1	1
257	в приведенном	1	1
258	что слово	1	1
259	характерное для	1	1
260	как результат	1	1
261	в какой-то	1	1
262	действительности и	1	1
263	значение но	1	1
264	то же	2	1
265	их и	1	1
266	а как	4	1
267	смотреть на	1	1
268	и значение	1	1
269	и была	2	1
270	отступает от	1	1
271	в письмах	2	1
272	на материале	1	1
273	мы не	1	1
274	на первом	2	1
275	общества и	1	1
276	большую роль	1	1
277	значение этой	1	1
278	литературных явлений	1	1
279	оба эти	3	1
280	совпадает с	1	1
281	говорить о	1	1
282	этого термина	1	1
283	конечно это	1	1
284	и всего	1	1
285	от них	1	1
286	котором теперь	1	1
287	с которыми	1	1
288	по отношению	1	1
289	это были	2	1
290	где бы	1	1
291	чем же	1	1
292	с этим	3	1
293	вышедшая в	1	1
294	как нам	1	1
295	это был	2	1
296	к обновлению	1	1
297	в полном	3	1
298	и как	2	1
299	говорит что	1	1
300	силе и	1	1
301	именно эта	1	1
302	по плечу	1	1
303	них как	1	1
304	для которого	1	1
305	в которой	11	1
306	перестал быть	1	1
307	по преимуществу	1	1
308	в известном	3	1
309	раз в	2	1
310	остановиться на	1	1
311	традиция в	1	1
312	тому же	3	1
313	как он	2	1
314	на то	2	1
315	и если	1	1
316	вообще не	3	1
317	в свет	5	1
318	но именно	1	1
319	для того	7	1
320	народ не	1	1
321	именно этим	1	1
322	и более	2	1
323	и сам	2	1
324	не могли	2	1
325	на этом	1	1
326	в основу	1	1
327	исторического исследования	1	1
328	они должны	1	1
329	в совершенно	1	1
330	об этом	6	1
331	связанных с	1	1
332	традиции и	1	1
333	литературного языка	2	1
334	зрения на	1	1
335	совпадения с	1	1
336	действительности в	1	1
337	было бы	5	1
338	его душу	1	1
339	лишь на	1	1
340	почти потому	1	1
341	но уже	1	1
342	нет в	1	1
343	о которых	2	1
344	внешнего мира	1	1
345	площадной и	1	1
346	и уже	1	1
347	нигде не	2	1
348	в развитии	1	1
349	ряд новых	1	1
350	предисловии к	2	1
351	на таких	1	1
352	исторической действительности	1	1
353	которую он	2	1
354	место в	1	1
355	двадцатых годов	2	1
356	места в	1	1
357	что такое	2	1
358	можно найти	1	1
359	к истории	2	1
360	это делает	1	1
361	что элементы	1	1
362	не столько	7	1
363	представление о	1	1
364	классики и	1	1
365	не представляется	2	1
366	своего рода	5	1
367	значение для	1	1
368	отношений между	3	1
369	одном из	3	1
370	как это	2	1
371	времени не	2	1
372	но он	3	1
373	сами по	2	1
374	него со	1	1
375	что было	2	1
376	есть еще	2	1
377	где нет	2	1
378	намека на	1	1
379	освободиться от	1	1
380	и вся	2	1
381	почти все	2	1
382	ни для	1	1
383	был уже	1	1
384	можно ли	1	1
385	не менее	3	1
386	на рубеже	3	1
387	вплоть до	1	1
388	но они	2	1
389	она не	1	1
390	что с	2	1
391	их характеру	1	1
392	в то	2	1
393	мысли в	1	1
394	принадлежат к	1	1
395	которого он	1	1
396	которые были	1	1
397	не могло	3	1
398	для всего	1	1
399	борьба вокруг	1	1
400	с острым	1	1
401	на стороне	1	1
402	же время	1	1
403	и народной	1	1
404	другой стороны	3	1
405	вопрос в	1	1
406	до того	4	1
407	звучит в	1	1
408	что на	3	1
409	ему не	2	1
410	не потому	2	1
411	у нас	3	1
412	числе конечно	1	1
413	поняли и	1	1
414	и такие	1	1
415	следует однако	1	1
416	они и	1	1
417	оно не	3	1
418	что при	1	1
419	для кого	1	1
420	на это	2	1
421	где он	2	1
422	наши дни	1	1
423	им в	1	1
424	и которая	1	1
425	у себя	1	1
426	значения и	1	1
427	совершенно правильно	1	1
428	того чтобы	6	1
429	элементы этого	1	1
430	что все	1	1
431	того времени	4	1
432	здесь не	1	1
433	без всякого	1	1
434	тем в	2	1
435	характер и	1	1
436	представляется возможным	2	1
437	чтобы показать	1	1
438	идет не	1	1
439	в пределах	1	1
440	так в	1	1
441	с шекспиром	1	1
442	котором мы	1	1
443	с собой	1	1
444	можно было	1	1
445	таково было	1	1
446	те же	1	1
447	было в	1	1
448	здесь нет	1	1
449	все свои	1	1
450	происходит известная	1	1
451	еще в	2	1
452	которого был	1	1
453	отрицать что	1	1
454	форме в	1	1
455	его через	1	1
456	именно потому	1	1
457	по себе	3	1
458	вот почему	1	1
459	настоящее время	1	1
460	говорит об	2	1
461	но основное	1	1
462	по нашему	1	1
463	под маской	1	1
464	по их	2	1
465	должно было	3	1
466	пр но	1	1
467	в которую	2	1
468	всей нашей	1	1
469	но нет	1	1
470	в языке	5	1
471	никаких сомнений	1	1
472	бы в	1	1
473	наконец в	3	1
474	именно в	4	1
475	иначе в	1	1
476	какой-то мере	1	1
477	которой в	2	1
478	не зная	1	1
479	известном смысле	1	1
480	один из	1	1
481	сомнению что	1	1
482	одной из	3	1
483	с ними	1	1
484	языка на	1	1
485	в какой	2	1
486	и действительно	1	1
487	который в	1	1
488	эти определения	1	1
489	приводил к	1	1
490	всяком случае	3	1
491	образа в	1	1
492	не было	3	1
493	с нею	3	1
494	уже в	1	1
495	то и	1	1
496	от других	1	1
497	этого процесса	1	1
498	в комедии	1	1
499	не находит	1	1
500	в конце	2	1
501	что и	2	1
502	не о	1	1
503	если оно	1	1
504	у него	1	1
505	случае не	2	1
506	и живо	1	1
507	только по	2	1
508	тем что	3	1
509	усматривали в	1	1
510	это положение	1	1
511	в очень	1	1
512	смысл этих	1	1
513	именно как	1	1
514	со стороны	2	1
515	и речи	2	1
516	строится в	1	1
517	к которому	1	1
518	очень большое	2	1
519	уходит в	1	1
520	которые не	3	1
521	себя и	1	1
522	в живом	1	1
523	только к	2	1
524	говорит о	2	1
525	и стал	1	1
526	а на	1	1
527	а за	1	1
528	не исключает	1	1
529	не на	2	1
530	а не	5	1
531	сколько в	3	1
532	жизнь в	1	1
533	его как	2	1
534	было для	2	1
535	конечно на	1	1
536	о чем	5	1
537	одна из	1	1
538	его собственной	1	1
539	и исторической	1	1
540	как литературная	1	1
541	именно поэтому	1	1
542	имея в	1	1
543	но оно	1	1
544	первоначально не	1	1
545	почти ничего	1	1
546	своеобразия и	1	1
547	характера и	1	1
548	он смотрел	1	1
549	конечно не	1	1
550	говорит в	1	1
551	и всякого	1	1
552	в течение	6	1
553	исторических и	1	1
554	еще некоторые	1	1
555	наконец и	1	1
556	там где	2	1
557	для понимания	1	1
558	что как	1	1
559	человек с	1	1
560	на свете	1	1
561	нам еще	1	1
562	в контексте	1	1
563	как например	2	1
564	со времени	1	1
565	мире с	1	1
566	отличается от	1	1
567	в начале	3	1
568	что касается	1	1
569	о мире	2	1
570	сторона этого	1	1
571	при всем	1	1
572	уже на	1	1
573	в связи	1	1
574	этому и	1	1
575	в результате	2	1
576	в настоящее	1	1
577	пр в	1	1
578	в эту	3	1
579	это позволяет	1	1
580	хотя бы	3	1
581	находили и	1	1
582	все они	1	1
583	не выдерживает	1	1
584	и роста	1	1
585	укладывается в	1	1
586	характере и	1	1
587	отношении к	3	1
588	не понял	1	1
589	подобные явления	1	1
590	образы не	1	1
591	обычно не	1	1
592	их с	1	1
593	но этот	1	1
594	и литературная	2	1
595	отношению к	1	1
596	было быть	1	1
597	из лучших	1	1
598	яркое выражение	1	1
599	являются не	1	1
600	к этому	4	1
601	как на	9	1
602	во всяком	3	1
603	все что	1	1
604	такой же	1	1
605	они не	2	1
606	с самим	1	1
