N	2gram	Losev_Dial_4	Vvedenie
268	и совершенно	1	2
269	в силу	4	2
270	д все	2	2
271	одной и	3	2
272	подобно тому	4	2
273	объяснить его	1	2
274	но дело	1	2
275	не бывает	1	2
276	и с	4	2
277	входит в	1	2
278	о которых	1	2
279	во внимание	2	2
280	ни с	4	2
281	должно быть	2	2
282	и тогда	2	2
283	не мог	2	2
284	момента в	1	2
285	из того	1	2
286	и при	2	2
287	с точки	9	2
288	и той	3	2
289	не могли	2	2
290	том же	1	2
291	и истории	3	2
292	и науки	1	2
293	в отношении	2	2
294	того как	2	2
295	одна из	1	2
296	никогда не	2	2
297	ничего не	17	2
298	находятся в	1	2
299	его можно	1	2
300	иной раз	3	2
301	кто так	1	2
302	от того	2	2
303	у нас	3	2
304	именно оно	1	2
305	деятельности и	1	2
306	когда мы	1	2
307	есть только	3	2
308	лежит в	3	2
309	как только	5	2
310	той или	4	2
311	что остается	1	2
312	то она	1	2
313	говоря уже	3	2
314	в дальнейшем	1	2
315	идет речь	4	2
316	наукой и	1	2
317	так и	5	2
318	собой в	1	2
319	мог бы	2	2
320	не нужно	2	2
321	для этого	2	2
322	познания и	2	2
323	только так	4	2
324	и здесь	1	2
325	и должно	1	2
326	во всех	2	2
327	тем или	2	2
328	и требует	2	2
329	во втором	1	2
330	в языке	1	2
331	тем более	6	2
332	все время	1	2
333	народов и	1	2
334	если это	1	2
335	наукой в	1	2
336	быть и	3	2
337	философии и	1	2
338	и так	2	2
339	для нее	2	2
340	именно на	1	2
341	сомнений в	1	2
342	мы можем	3	2
343	или иной	1	2
344	и чем	2	2
345	не говоря	3	2
346	те кто	1	2
347	них и	1	2
348	не было	2	2
349	в подлинном	1	2
350	ближе к	1	2
351	в связи	1	2
352	науку и	1	2
353	историю и	1	2
354	д в	1	2
355	мы говорим	2	2
356	из которых	3	2
357	на каком-нибудь	1	2
358	с этим	3	2
359	а если	3	2
360	тому как	4	2
361	это есть	13	2
362	по существу	1	2
363	но это	4	2
364	и развития	1	2
365	это уже	1	2
366	в идеале	1	2
367	и сама	1	2
368	у них	1	2
369	или нет	3	2
370	то о	1	2
371	бы в	4	2
372	конце концов	1	2
373	мы должны	4	2
374	будто бы	1	2
375	древней греции	1	2
376	хотя в	1	2
377	в нечто	1	2
378	нами не	1	2
379	природе и	2	2
380	время не	1	2
381	с научной	1	2
382	жизни и	4	2
383	точно так	2	2
384	гораздо ближе	1	2
385	я и	1	1
386	сам по	2	1
387	все т	1	1
388	но тогда	1	1
389	на самом	1	1
390	только потому	3	1
391	человека к	1	1
392	это и	9	1
393	который можно	1	1
394	и внутри	1	1
395	можно говорить	2	1
396	речь идет	1	1
397	еще важнее	1	1
398	ведь и	2	1
399	видеть в	1	1
400	в зависимости	1	1
401	отношения к	3	1
402	то для	1	1
403	бы уже	1	1
404	заключается она	1	1
405	и ничего	2	1
406	и трудно	1	1
407	теперь мы	7	1
408	та же	3	1
409	есть нечто	2	1
410	третье что	1	1
411	мы ее	1	1
412	к общему	1	1
413	и говорить	1	1
414	которую можно	1	1
415	на них	1	1
416	только после	2	1
417	то мы	3	1
418	говорим только	1	1
419	в область	1	1
420	но как	2	1
421	только тогда	5	1
422	к слову	1	1
423	очевидно что	1	1
424	как в	3	1
425	в новом	1	1
426	на первые	1	1
427	отличие от	2	1
428	и будет	2	1
429	в совершенстве	2	1
430	никакой истории	1	1
431	нет и	2	1
432	или иное	3	1
433	что они	4	1
434	своих отдельных	1	1
435	который хотя	1	1
436	и я	1	1
437	трудно сказать	1	1
438	общего с	3	1
439	от нашего	1	1
440	как к	1	1
441	уже о	4	1
442	помнить что	1	1
443	и исторические	1	1
444	кроме того	2	1
445	просто как	2	1
446	понять и	2	1
447	что по	2	1
448	это тоже	1	1
449	показывает что	2	1
450	такое воззрение	1	1
451	и художественного	1	1
452	себе не	2	1
453	все возможные	1	1
454	этой идеи	1	1
455	или иную	2	1
456	то в	5	1
457	зависит как	1	1
458	идея и	3	1
459	непонятно почему	1	1
460	не приходится	1	1
461	в которой	2	1
462	с какой	1	1
463	подлинный смысл	1	1
464	что так	1	1
465	достоевского в	1	1
466	то обстоятельство	1	1
467	последних т	1	1
468	остановиться на	1	1
469	и тот	1	1
470	только один	1	1
471	говорят о	1	1
472	имеем в	1	1
473	что отношения	1	1
474	на то	5	1
475	если он	1	1
476	заключается не	1	1
477	с чем	1	1
478	время и	2	1
479	не значит	2	1
480	интерес представляет	1	1
481	он должен	1	1
482	же это	5	1
483	новое и	1	1
484	чтобы в	1	1
485	его от	1	1
486	даже прямо	1	1
487	каком-нибудь одном	1	1
488	именно это	1	1
489	одно и	1	1
490	то ни	4	1
491	как они	1	1
492	что все	4	1
493	не наука	1	1
494	они должны	1	1
495	пока мы	1	1
496	в каком-нибудь	2	1
497	фактов не	1	1
498	и никакого	1	1
499	говорил что	1	1
500	именно данной	1	1
501	в глубине	2	1
502	об абсолютной	1	1
503	лишь в	2	1
504	того или	2	1
505	он есть	7	1
506	известно что	3	1
507	и основные	1	1
508	чаще всего	1	1
509	его и	1	1
510	бы только	4	1
511	она и	1	1
512	ни одной	1	1
513	нашего исследования	2	1
514	что совершенно	1	1
515	не всегда	3	1
516	значит не	1	1
517	можно считать	1	1
518	действительно не	1	1
519	своего носа	1	1
520	одного и	1	1
521	и становится	1	1
522	бы на	1	1
523	что такая	1	1
524	никак не	2	1
525	которая имеет	2	1
526	но поскольку	1	1
527	и без	2	1
528	е того	1	1
529	с идеей	1	1
530	почти не	1	1
531	чтобы эта	2	1
532	еще нет	1	1
533	представление о	2	1
534	говорил о	2	1
535	не от	1	1
536	вещи и	2	1
537	в отличие	1	1
538	далее в	2	1
539	даже просто	1	1
540	мы теперь	2	1
541	и другого	1	1
542	типу знания	1	1
543	но он	1	1
544	же начале	1	1
545	зависимости от	1	1
546	что было	2	1
547	возможно только	3	1
548	вещей и	1	1
549	что этот	2	1
550	того кто	1	1
551	и очень	1	1
552	нет никакого	3	1
553	истории по	1	1
554	одна сторона	1	1
555	как будет	1	1
556	для познания	1	1
557	не раз	2	1
558	могло не	1	1
559	она могла	1	1
560	в обоих	1	1
561	непосредственно и	2	1
562	это дает	1	1
563	ее с	1	1
564	не по	2	1
565	мы помним	1	1
566	материи в	1	1
567	и искусство	2	1
568	случае не	2	1
569	и имеет	1	1
570	из их	1	1
571	самого по	1	1
572	та или	3	1
573	не могло	1	1
574	следовательно и	1	1
575	не похоже	1	1
576	и всегда	1	1
577	почему в	1	1
578	это то	1	1
579	имеем дело	1	1
580	или иная	2	1
581	во всем	2	1
582	но теперь	1	1
583	е не	2	1
584	в некотором	1	1
585	что на	2	1
586	ему не	1	1
587	у меня	1	1
588	такие же	1	1
589	обстоятельство что	1	1
590	превращается в	1	1
591	если его	1	1
592	в специальном	1	1
593	в духе	1	1
594	относиться к	1	1
595	сравнении с	2	1
596	человека в	1	1
597	отличается от	1	1
598	должны быть	4	1
599	всего в	1	1
600	и надо	1	1
601	что существует	1	1
602	не предполагает	1	1
603	оно не	2	1
604	слово которое	2	1
605	и которая	1	1
606	приходит к	1	1
607	можно и	2	1
608	из всего	1	1
609	и о	8	1
610	как не	2	1
611	е все	1	1
612	свою очередь	2	1
613	поэтического образа	1	1
614	как один	1	1
615	без всякого	2	1
616	только при	1	1
617	совершенно ясно	2	1
618	из сторон	1	1
619	то или	3	1
620	чтобы быть	1	1
621	только то	1	1
622	и возможна	1	1
623	и природе	1	1
624	что именно	7	1
625	достаточно чтобы	1	1
626	в фактах	2	1
627	больше в	1	1
628	и которые	1	1
629	сознание а	1	1
630	может еще	1	1
631	как таковые	1	1
632	самого понятия	1	1
633	осуществляется в	2	1
634	их применения	1	1
635	можно только	3	1
636	том как	2	1
637	жизнь и	2	1
638	данностью и	1	1
639	образом в	1	1
640	разная степень	1	1
641	о ней	2	1
642	и нужно	1	1
643	и та	3	1
644	другими словами	5	1
645	говорит об	1	1
646	и из	2	1
647	для целей	1	1
648	не содержит	1	1
649	одного из	1	1
650	после того	1	1
651	теми или	1	1
652	может не	1	1
653	должно было	1	1
654	это было	2	1
655	все в	1	1
656	нем не	1	1
657	смысле не	1	1
658	познание или	1	1
659	когда оно	1	1
660	во всей	2	1
661	никаких вопросов	1	1
662	есть действительно	1	1
663	заключается вовсе	1	1
664	и можно	5	1
665	них в	1	1
666	получается что	1	1
667	ее отдельные	1	1
668	в свете	5	1
669	в лучшем	1	1
670	существует как	1	1
671	больше он	1	1
672	значит что	9	1
673	что здесь	3	1
674	рассуждение о	1	1
675	д и	3	1
676	есть что-нибудь	1	1
677	мы видим	4	1
678	ни та	1	1
679	ней то	1	1
680	явления в	1	1
681	своем существе	1	1
682	и чувства	1	1
683	очень много	2	1
684	эти отдельные	1	1
685	или другим	2	1
686	не мешает	2	1
687	не то	1	1
688	без этого	1	1
689	себя в	2	1
690	имеет права	2	1
691	возникает необходимость	1	1
692	есть в	4	1
693	на всем	1	1
694	истории человечества	1	1
695	и у	1	1
696	своим собственным	2	1
697	положение что	1	1
698	а это	2	1
699	слова не	1	1
700	есть однако	1	1
701	за ним	1	1
702	ту или	2	1
703	признать его	1	1
704	совсем другое	1	1
705	есть та	1	1
706	мы находим	2	1
707	ее не	1	1
708	бытия и	4	1
709	из системы	1	1
710	чтобы не	1	1
711	значение только	1	1
712	самом же	2	1
713	явно что	3	1
714	были бы	1	1
715	говорим о	1	1
716	о познании	1	1
717	мог не	1	1
718	и тех	2	1
719	оно будет	1	1
720	все равно	2	1
721	с той	2	1
722	и прежде	1	1
723	как же	5	1
724	на которые	1	1
725	в природе	3	1
726	своего собственного	1	1
727	к полученному	1	1
728	но есть	1	1
729	что будет	1	1
730	к человеку	1	1
731	нужно сказать	1	1
732	а главное	1	1
733	он вполне	1	1
734	однако и	1	1
735	человек в	1	1
736	разумеется еще	1	1
737	именно так	2	1
738	всегда и	3	1
739	жизнь в	1	1
740	мира в	1	1
741	например какой-нибудь	1	1
742	и об	3	1
743	был он	1	1
744	входить в	1	1
745	мы условились	1	1
746	и распоряжается	1	1
747	эта идея	1	1
748	и потому	3	1
749	эта связь	1	1
750	как одно	2	1
751	и самые	1	1
752	не одно	1	1
753	чем то	1	1
754	к своему	2	1
755	именно для	2	1
756	полученные результаты	1	1
757	знать что	1	1
758	наряду с	1	1
759	а между	1	1
760	история этой	1	1
761	и основной	1	1
762	подлинном смысле	1	1
763	быть только	1	1
764	это значит	8	1
765	в малом	1	1
766	здесь идет	1	1
767	находить и	1	1
768	быть не	2	1
769	или с	1	1
770	именно он	1	1
771	и была	1	1
772	лучшем случае	1	1
773	в который	1	1
774	но для	2	1
775	или по	4	1
776	имел в	1	1
777	истории но	1	1
778	искусством и	2	1
779	но разумеется	1	1
780	и часто	2	1
781	и более	1	1
782	слова но	1	1
783	и от	1	1
784	она может	1	1
785	это можно	1	1
786	что оно	7	1
787	и иного	1	1
788	это как	2	1
789	которая в	1	1
790	художественного образа	3	1
791	е о	3	1
792	помещенной в	1	1
793	всего что	1	1
794	и все	11	1
795	лишь как	4	1
796	из себя	1	1
797	хорошо знаем	1	1
798	сказано о	1	1
799	не дает	2	1
800	однако задача	1	1
801	на части	1	1
802	давно уже	1	1
803	отношении к	2	1
804	становления и	1	1
805	может и	2	1
806	в свою	3	1
807	цель и	2	1
808	не быть	1	1
809	совершенно не	3	1
810	жизни а	1	1
811	что понятие	1	1
812	в сравнении	3	1
813	только о	3	1
814	есть наука	1	1
815	есть то	5	1
816	самое что	2	1
817	в заключение	1	1
818	которая существует	1	1
819	включает в	1	1
820	значило бы	1	1
821	и стало	4	1
822	большой интерес	1	1
823	логическая ошибка	1	1
824	чтобы эти	1	1
825	ее в	2	1
826	в своих	1	1
827	это понятие	3	1
828	ничего иного	1	1
829	можно назвать	3	1
830	все что	2	1
831	этой точки	2	1
832	которая не	2	1
