N	2gram	Tiupa_Anal_3	Dialekti
119	таком случае	1	3
120	сам по	1	3
121	это и	2	3
122	как мы	1	3
123	что если	1	3
124	вопрос о	1	3
125	что иное	1	3
126	оно есть	1	3
127	иное как	1	3
128	в этой	6	3
129	с этим	3	3
130	от этого	1	3
131	но без	1	3
132	всех этих	1	3
133	об этом	2	3
134	его в	3	3
135	это было	1	3
136	было бы	3	3
137	в один	1	3
138	мы имеем	5	3
139	и тогда	1	3
140	но я	1	3
141	или точнее	2	3
142	даже в	2	3
143	не менее	4	3
144	ничего не	3	3
145	или как	1	3
146	и религии	1	3
147	все его	1	3
148	уже не	5	3
149	нуждается в	2	3
150	может иметь	1	3
151	он есть	1	3
152	тех пор	2	3
153	же мы	1	3
154	будто бы	1	3
155	с нею	2	3
156	ведь это	1	3
157	бы это	1	3
158	и их	1	3
159	не было	3	3
160	себе не	1	3
161	о чем	4	3
162	во внимание	1	3
163	в данном	4	3
164	в той	2	3
165	когда мы	2	3
166	и от	2	3
167	только как	1	3
168	не что	1	3
169	они не	1	3
170	я и	3	2
171	как известно	1	2
172	также что	1	2
173	человека и	1	2
174	связана с	1	2
175	на самом	1	2
176	тем же	1	2
177	исторических фактов	1	2
178	его не	3	2
179	например в	2	2
180	что уже	1	2
181	бы ни	1	2
182	как я	1	2
183	зависимости от	1	2
184	в ней	2	2
185	в широком	1	2
186	говоря уже	1	2
187	во всех	2	2
188	если в	3	2
189	в общем	2	2
190	очевидно что	2	2
191	в истории	1	2
192	мере в	2	2
193	в акте	1	2
194	как в	3	2
195	перед нами	4	2
196	что по	4	2
197	но в	2	2
198	в противоположность	2	2
199	бы и	2	2
200	так или	1	2
201	все эти	2	2
202	с тех	1	2
203	раз в	1	2
204	на его	2	2
205	время и	1	2
206	не как	2	2
207	в каждом	3	2
208	не будет	3	2
209	на всю	1	2
210	в мире	5	2
211	не умеет	1	2
212	в жизни	2	2
213	только одно	1	2
214	реальности и	1	2
215	только лишь	1	2
216	солнце и	1	2
217	с тем	2	2
218	несмотря на	2	2
219	хотя в	2	2
220	в их	6	2
221	далее в	1	2
222	в зависимости	1	2
223	тем не	2	2
224	в становлении	2	2
225	не должно	3	2
226	же самого	1	2
227	дело не	3	2
228	в сущности	5	2
229	на него	1	2
230	у пушкина	3	2
231	только не	3	2
232	или иная	1	2
233	своей природе	1	2
234	это уже	1	2
235	и делает	1	2
236	что на	1	2
237	к тому	6	2
238	в конце	5	2
239	с ее	3	2
240	данном случае	3	2
241	культуры и	1	2
242	по этой	1	2
243	что у	1	2
244	и должно	1	2
245	обратим внимание	2	2
246	в новую	2	2
247	тем или	2	2
248	между тем	5	2
249	или иначе	1	2
250	всяком случае	2	2
251	мы должны	1	2
252	в сферу	1	2
253	д и	1	2
254	с ними	1	2
255	жизнь личности	1	2
256	с одной	2	2
257	себя в	4	2
258	есть в	1	2
259	а потому	1	2
260	само по	1	2
261	тем что	2	2
262	до сих	1	2
263	именно в	3	2
264	я был	1	2
265	и прежде	2	2
266	только к	2	2
267	был в	1	2
268	зависит от	1	2
269	жизнь в	1	2
270	что мы	2	2
271	уже о	1	2
272	в частности	12	2
273	вместе с	2	2
274	я уже	1	2
275	в тех	2	2
276	как нельзя	1	2
277	сих пор	1	2
278	же есть	1	2
279	в результате	5	2
280	или иным	2	2
281	но о	1	2
282	от всего	1	2
283	же в	2	2
284	это все	1	2
285	но всегда	2	2
286	личность и	1	2
287	может и	1	2
288	и прочих	1	2
289	не говоря	1	2
290	ее в	1	2
291	того или	1	2
292	в искусстве	2	2
293	в своих	1	2
294	с чужой	1	2
295	во всяком	2	2
296	но наоборот	1	1
297	речь идет	1	1
298	говоря о	1	1
299	себе этот	1	1
300	того же	5	1
301	многих отношениях	1	1
302	идет о	1	1
303	перед лицом	1	1
304	из трех	1	1
305	по преимуществу	2	1
306	и до	1	1
307	неотделима от	1	1
308	уже по	2	1
309	по его	3	1
310	возникающая в	1	1
311	и идет	1	1
312	ему в	1	1
313	мы и	1	1
314	не все	1	1
315	быть осуществлено	1	1
316	и он	2	1
317	всех сторон	1	1
318	проявляется в	1	1
319	говорил о	1	1
320	не от	2	1
321	он был	1	1
322	на них	1	1
323	он сам	1	1
324	из литературы	1	1
325	жениться на	1	1
326	мы будем	1	1
327	со всеми	2	1
328	свою жизнь	2	1
329	личность с	1	1
330	в новом	2	1
331	отличие от	2	1
332	евгений онегин	1	1
333	резко отличается	1	1
334	что касается	3	1
335	собственно и	1	1
336	когда он	2	1
337	привносит в	1	1
338	мертвых душ	1	1
339	и отчасти	1	1
340	или иную	1	1
341	то в	2	1
342	к чему	1	1
343	отношения с	1	1
344	в целом	3	1
345	всей своей	1	1
346	из этих	3	1
347	года и	1	1
348	с их	3	1
349	тому же	3	1
350	во многих	1	1
351	возникает некоторая	1	1
352	не могла	2	1
353	так сказать	2	1
354	и еще	1	1
355	свое время	2	1
356	именно такова	1	1
357	в компании	1	1
358	чтобы их	1	1
359	когда на	1	1
360	всех своих	1	1
361	но дело	1	1
362	себя самой	1	1
363	без исключения	3	1
364	в глубине	2	1
365	или даже	1	1
366	все их	1	1
367	в единую	1	1
368	со всех	1	1
369	на почве	1	1
370	этом смысле	1	1
371	лишь на	3	1
372	в них	2	1
373	далеко не	4	1
374	мира где	1	1
375	нас к	1	1
376	но лишь	1	1
377	не всегда	3	1
378	есть явление	1	1
379	перейдем к	1	1
380	ее судьбы	1	1
381	в москве	1	1
382	личности как	1	1
383	потому и	1	1
384	одного и	3	1
385	оформлен и	1	1
386	и становится	1	1
387	в эту	1	1
388	бы на	1	1
389	но если	1	1
390	свою собственную	1	1
391	и сейчас	1	1
392	и жениться	1	1
393	и ее	2	1
394	как все	1	1
395	в принципе	2	1
396	еще нет	1	1
397	оно живет	1	1
398	себе а	1	1
399	нейтральное к	1	1
400	бы мы	1	1
401	от его	2	1
402	не будем	1	1
403	времени не	1	1
404	теми же	1	1
405	имеем не	1	1
406	о событиях	1	1
407	мифологическое сознание	1	1
408	отчетливо и	1	1
409	исторического бытия	1	1
410	с теми	1	1
411	как о	1	1
412	зафиксированная в	1	1
413	в основе	1	1
414	не вызывает	1	1
415	во-вторых он	1	1
416	самого по	1	1
417	подобно тому	3	1
418	одна из	2	1
419	она хочет	1	1
420	в происхождении	1	1
421	и теперь	1	1
422	остается в	1	1
423	этом отношении	3	1
424	состояние духа	1	1
425	в стиле	1	1
426	и далее	1	1
427	встречается в	1	1
428	истории не	2	1
429	похож на	1	1
430	заметил что	1	1
431	как некое	1	1
432	оно не	1	1
433	не живет	1	1
434	к жизни	3	1
435	зрения однако	1	1
436	и о	1	1
437	здесь не	3	1
438	были бы	3	1
439	мысль о	3	1
440	это ведет	1	1
441	приводит к	4	1
442	в дальнейшем	2	1
443	со мною	2	1
444	это путь	1	1
445	в живых	1	1
446	в глаза	2	1
447	те же	2	1
448	здесь как	1	1
449	одного из	1	1
450	мог бы	1	1
451	к его	1	1
452	и на	4	1
453	строго говоря	1	1
454	образом в	1	1
455	весьма существенно	1	1
456	быть ни	1	1
457	миф это	1	1
458	и здесь	2	1
459	искусства и	1	1
460	в состав	1	1
461	внимание на	4	1
462	как субъекта	1	1
463	любви к	2	1
464	мы понимаем	1	1
465	на всех	1	1
466	а напротив	2	1
467	и смыслом	1	1
468	однако что	4	1
469	а у	1	1
470	путь к	3	1
471	от них	1	1
472	во всей	1	1
473	был привязан	1	1
474	в литературе	1	1
475	но с	2	1
476	время в	1	1
477	обе эти	2	1
478	и одновременно	1	1
479	а если	1	1
480	идет по	1	1
481	тот же	1	1
482	во всем	3	1
483	и чувства	1	1
484	ему и	1	1
485	у тебя	1	1
486	растворения в	1	1
487	человека с	1	1
488	из которых	1	1
489	этом что	1	1
490	удовольствием и	1	1
491	пуще прежнего	1	1
492	его и	1	1
493	ту или	1	1
494	мы знаем	1	1
495	к ним	1	1
496	при всей	1	1
497	не о	1	1
498	мы можем	2	1
499	у него	1	1
500	случае не	1	1
501	на меня	2	1
502	о человеческом	1	1
503	не чувствовал	1	1
504	здесь только	1	1
505	в особенности	3	1
506	из двух	1	1
507	новая форма	1	1
508	или иной	5	1
509	как у	1	1
510	на то	1	1
511	не сводится	1	1
512	к которому	1	1
513	еще и	3	1
514	наконец в	1	1
515	было и	1	1
516	и др	1	1
517	себя и	1	1
518	говорит о	2	1
519	только по	1	1
520	превращается в	1	1
521	одной стороны	2	1
522	он только	1	1
523	что несмотря	2	1
524	его как	3	1
525	могут служить	1	1
526	там где	2	1
527	факт что	1	1
528	входить в	1	1
529	вступает в	3	1
530	себе самому	2	1
531	для полного	1	1
532	литературе как	1	1
533	раз оказывается	1	1
534	но вы	1	1
535	тому как	2	1
536	когда же	1	1
537	никакой возможности	1	1
538	отдельности и	1	1
539	ни одного	1	1
540	в иные	1	1
541	и всех	1	1
542	нам еще	1	1
543	с этой	1	1
544	отречение от	1	1
545	не предполагает	2	1
546	мере не	1	1
547	своей жизни	1	1
548	оба они	1	1
549	таковы и	1	1
550	каждой из	1	1
551	в его	7	1
552	сколько бы	1	1
553	мира и	2	1
554	а все	1	1
555	именно такого	1	1
556	из нее	1	1
557	себя самого	1	1
558	к счастью	1	1
559	тем более	1	1
560	в поле	1	1
561	не должен	2	1
562	мы не	3	1
563	все они	2	1
564	уже давно	1	1
565	я в	5	1
566	своей роли	2	1
567	до тех	1	1
568	к самому	1	1
569	не знает	1	1
570	и наивность	1	1
571	же самой	1	1
572	по причине	1	1
573	или иного	1	1
574	ко всему	1	1
575	в отдельности	1	1
576	из этого	1	1
577	в свое	2	1
578	который не	2	1
579	в голову	1	1
580	пушкина а	2	1
581	как на	1	1
582	все что	1	1
583	гораздо более	2	1
584	слова это	1	1
