N	2gram	Nazirov_Tv_1	DiskursI
315	следуя за	2	1
316	это такая	1	1
317	человек не	1	1
318	что она	2	1
319	он не	8	1
320	всех этих	1	1
321	в первую	1	1
322	чем у	1	1
323	к одному	1	1
324	не к	1	1
325	собой не	1	1
326	на земле	3	1
327	религиозного учения	1	1
328	как от	1	1
329	но все	1	1
330	введение в	1	1
331	подход к	1	1
332	не будет	2	1
333	этом он	2	1
334	значение в	1	1
335	в мире	4	1
336	самим собой	4	1
337	на все	1	1
338	при помощи	2	1
339	и других	3	1
340	первую очередь	1	1
341	общества в	1	1
342	действительности в	2	1
343	то все	1	1
344	приходит в	1	1
345	в жизни	2	1
346	для них	1	1
347	действия а	1	1
348	о которых	1	1
349	у самых	1	1
350	их взаимоотношения	1	1
351	с этой	1	1
352	с тем	1	1
353	нельзя признать	1	1
354	более не	2	1
355	не заметить	1	1
356	слова и	1	1
357	не мог	2	1
358	в этих	2	1
359	во время	1	1
360	что такое	1	1
361	художественного творчества	1	1
362	а как	2	1
363	не столько	2	1
364	что до	1	1
365	отошел от	1	1
366	вплоть до	1	1
367	для многих	1	1
368	в философии	1	1
369	в россии	3	1
370	его к	1	1
371	тем не	2	1
372	и более	1	1
373	его персонажем	1	1
374	до конца	2	1
375	тем самым	7	1
376	самого начала	3	1
377	не имеет	1	1
378	дело в	3	1
379	и притом	2	1
380	не по	3	1
381	и далеко	1	1
382	в русской	5	1
383	мы все	1	1
384	но только	2	1
385	для всего	1	1
386	исследования на	1	1
387	не вполне	1	1
388	для всех	1	1
389	и приводит	1	1
390	не все	1	1
391	xix веке	1	1
392	анекдота не	1	1
393	на него	1	1
394	входят в	1	1
395	как будто	5	1
396	и делает	1	1
397	что на	1	1
398	особое внимание	1	1
399	такие же	1	1
400	личности в	2	1
401	линии развития	1	1
402	не могут	1	1
403	выход из	1	1
404	и должно	1	1
405	во все	1	1
406	как философия	1	1
407	он стал	1	1
408	этой книги	3	1
409	здесь они	1	1
410	не встречается	1	1
411	том будто	1	1
412	анализа в	1	1
413	отказаться от	2	1
414	если же	1	1
415	время они	1	1
416	прозы и	1	1
417	и это	1	1
418	ни даже	1	1
419	за самим	1	1
420	но по	1	1
421	и от	4	1
422	мысль о	2	1
423	так на	1	1
424	только то	1	1
425	с самого	3	1
426	мнение что	1	1
427	и сам	1	1
428	что каждый	1	1
429	котором нет	1	1
430	он говорит	3	1
431	особенно в	1	1
432	живет в	2	1
433	во второй	2	1
434	к языку	1	1
435	предлагаемая вниманию	1	1
436	развития в	1	1
437	утверждает что	1	1
438	что его	2	1
439	нас в	1	1
440	в эстетической	1	1
441	в конечном	4	1
442	и вследствие	1	1
443	к нему	1	1
444	том или	1	1
445	и всю	1	1
446	повести и	3	1
447	складывается из	1	1
448	отметить что	1	1
449	чем и	1	1
450	вслед за	2	1
451	наконец в	1	1
452	человека как	2	1
453	делает это	1	1
454	герой в	2	1
455	известном смысле	1	1
456	есть является	1	1
457	и личной	1	1
458	совмещается с	1	1
459	с ними	1	1
460	пришел к	1	1
461	традиции в	2	1
462	в народе	1	1
463	и действительно	1	1
464	по мнению	3	1
465	всех его	1	1
466	времени как	3	1
467	со всеми	3	1
468	завершение в	1	1
469	не имеют	4	1
470	я в	1	1
471	только на	2	1
472	в нашей	2	1
473	то и	1	1
474	следовало бы	2	1
475	в виде	3	1
476	которых можно	1	1
477	если в	2	1
478	слова не	1	1
479	в известном	1	1
480	его и	1	1
481	к своим	1	1
482	ту или	1	1
483	что происходило	1	1
484	и их	1	1
485	а нередко	1	1
486	в прозе	1	1
487	он весь	1	1
488	представлений о	2	1
489	выводит из	1	1
490	в конце	1	1
491	не случайно	4	1
492	как раз	1	1
493	не обладает	1	1
494	с традицией	2	1
495	представляют собой	1	1
496	древнерусской литературы	1	1
497	представление о	3	1
498	но эти	1	1
499	в области	1	1
500	самому автору	1	1
501	с другим	1	1
502	до сих	1	1
503	что человек	3	1
504	с той	1	1
505	было бы	1	1
506	представляет собою	1	1
507	было и	1	1
508	себя и	1	1
509	о красоте	1	1
510	на которых	1	1
511	эту форму	1	1
512	картину мира	1	1
513	говорит о	3	1
514	стремится к	3	1
515	не на	1	1
516	в евангелии	1	1
517	сознания от	1	1
518	что так	1	1
519	в одно	2	1
520	подобных ему	1	1
521	в связи	1	1
522	отсутствие в	1	1
523	с помощью	1	1
524	в творчестве	6	1
525	сравнительно со	1	1
526	во плоти	1	1
527	вместе с	2	1
528	до этого	2	1
529	как это	1	1
530	некоторые из	2	1
531	человека к	1	1
532	он ее	1	1
533	восходит к	1	1
534	литературного процесса	1	1
535	в область	1	1
536	является функцией	1	1
537	его собственной	1	1
538	наряду с	1	1
539	было положено	1	1
540	составляет один	1	1
541	когда она	1	1
542	да и	1	1
543	народе с	1	1
544	в современной	1	1
545	к чему	1	1
546	сих пор	1	1
547	в основном	4	1
548	оба они	1	1
549	о его	1	1
550	в чем	2	1
551	в смысле	1	1
552	в книге	3	1
553	это уже	5	1
554	сведено к	1	1
555	и времени	1	1
556	и часто	1	1
557	при таком	1	1
558	не существует	3	1
559	читателя что	1	1
560	это как	3	1
561	которая в	1	1
562	у достоевского	28	1
563	тем более	1	1
564	мы должны	1	1
565	но это	5	1
566	в новых	2	1
567	личности и	2	1
568	отношении к	1	1
569	не знает	2	1
570	их с	1	1
571	поведении героев	1	1
572	и другие	3	1
573	не совпадают	1	1
574	именно здесь	1	1
575	событий в	1	1
576	в таком	1	1
577	другое в	1	1
578	ибо это	1	1
