N	2gram	Tiupa_Anal_2	PoTuStor
233	с теми	1	1
234	тогда когда	1	1
235	одна из	1	1
236	в сущности	4	1
237	что иное	1	1
238	для всего	1	1
239	только не	4	1
240	не имеет	2	1
241	ничего не	9	1
242	обратим внимание	1	1
243	начала но	1	1
244	этих двух	1	1
245	всего на	1	1
246	пути и	1	1
247	это именно	2	1
248	связи с	1	1
249	в сознании	4	1
250	в виду	1	1
251	уже и	2	1
252	с другом	1	1
253	у меня	1	1
254	предположение о	1	1
255	т.п и	1	1
256	мы узнаем	2	1
257	и такие	1	1
258	похож на	1	1
259	его за	1	1
260	отличается от	1	1
261	же самое	1	1
262	должны быть	1	1
263	к тому	7	1
264	узнаем о	1	1
265	бы он	1	1
266	той или	3	1
267	что при	1	1
268	на это	1	1
269	она не	2	1
270	как известно	1	1
271	в применении	1	1
272	углу комнаты	1	1
273	данном случае	5	1
274	характер и	1	1
275	в себя	4	1
276	отвлечься от	1	1
277	приводит к	3	1
278	роль в	2	1
279	и что	1	1
280	если они	1	1
281	и сам	3	1
282	что может	1	1
283	в другом	1	1
284	с первым	1	1
285	можно было	3	1
286	времени и	1	1
287	каждого из	1	1
288	еще в	2	1
289	это только	2	1
290	если бы	3	1
291	из одного	1	1
292	с тенденцией	1	1
293	в глубине	1	1
294	в разных	1	1
295	о нем	1	1
296	и здесь	1	1
297	и т.д	3	1
298	но к	1	1
299	на вопрос	1	1
300	имеем дело	3	1
301	внимание на	2	1
302	не позволяет	2	1
303	очень близко	1	1
304	борьба с	3	1
305	нельзя сказать	1	1
306	герой нашего	1	1
307	во внешнем	1	1
308	из одних	1	1
309	имеет места	1	1
310	в которую	1	1
311	это приводит	1	1
312	к нему	1	1
313	что здесь	1	1
314	ли будет	1	1
315	тот же	1	1
316	дело с	1	1
317	к их	1	1
318	о смерти	1	1
319	кроме этого	1	1
320	и матери	1	1
321	делает его	1	1
322	с одной	5	1
323	в качестве	11	1
324	себя в	2	1
325	же и	1	1
326	разыгрывается в	2	1
327	этой борьбе	1	1
328	уже в	1	1
329	нами и	1	1
330	то и	1	1
331	оно в	1	1
332	в борьбу	1	1
333	его и	1	1
334	пока не	1	1
335	ведь это	2	1
336	в конце	4	1
337	вовсе не	2	1
338	с этими	1	1
339	как его	1	1
340	не случайно	8	1
341	не говорит	1	1
342	как раз	4	1
343	этом отношении	3	1
344	со стороны	3	1
345	или иной	3	1
346	с другой	6	1
347	на ее	1	1
348	и тех	1	1
349	здесь в	2	1
350	в свою	1	1
351	говорит о	5	1
352	своего прямого	1	1
353	близко к	1	1
354	у нас	1	1
355	одной стороны	4	1
356	на этот	2	1
357	зависит от	1	1
358	а не	10	1
359	весь его	1	1
360	потока на	2	1
361	для человека	1	1
362	в связи	1	1
363	оно ни	1	1
364	и особенно	4	1
365	но особенно	1	1
366	в углу	1	1
367	намек на	1	1
368	в данном	8	1
369	применении к	1	1
370	тому как	3	1
371	что же	1	1
372	быть только	1	1
373	друг с	1	1
374	в состоянии	2	1
375	том смысле	1	1
376	его собственный	1	1
377	человека который	1	1
378	в лицах	1	1
379	есть то	1	1
380	о его	4	1
381	и действия	1	1
382	точно и	1	1
383	так ли	1	1
384	известной степени	1	1
385	при таком	2	1
386	и другими	2	1
387	особого рода	2	1
388	в эту	3	1
389	еще более	2	1
390	мы должны	1	1
391	только что	1	1
392	я в	3	1
393	же в	1	1
394	к ее	1	1
395	по поводу	3	1
396	с ней	1	1
397	из рамок	1	1
398	по которой	1	1
399	не что	1	1
400	ко всему	1	1
401	и жизнь	1	1
402	этой точки	1	1
403	зрения может	1	1
404	именно здесь	1	1
405	это в	1	1
406	как на	1	1
