N	2gram	Propp_Isto_3	Vvedenie
144	не вполне	6	3
145	то это	2	3
146	и на	4	3
147	он сам	1	3
148	в различных	1	3
149	в чем	3	3
150	своего рода	1	3
151	ответ на	1	3
152	стороны и	3	3
153	хотя и	2	3
154	и к	3	3
155	что это	1	3
156	все эти	4	3
157	в этой	5	3
158	что она	5	3
159	при этом	2	3
160	если бы	6	3
161	не как	1	3
162	вообще не	1	3
163	смысле как	1	3
164	на этом	4	3
165	всего то	1	3
166	на нее	3	3
167	в работе	2	3
168	на этой	1	3
169	заключается в	1	3
170	и уже	2	3
171	мы видели	13	3
172	чем в	1	3
173	здесь все	1	3
174	в этих	11	3
175	быта и	1	3
176	и вот	2	3
177	однако в	1	3
178	этой работы	1	3
179	связи с	6	3
180	как будто	2	3
181	в каком	1	3
182	но все	2	3
183	в ней	2	3
184	на том	3	3
185	во второй	1	3
186	нечто цельное	1	3
187	вот почему	2	3
188	можно сказать	2	3
189	а также	2	3
190	времени в	1	3
191	к нему	5	3
192	раньше чем	3	3
193	одной из	1	3
194	может оказаться	1	3
195	в начале	1	3
196	при помощи	3	3
197	из них	7	3
198	в одном	2	3
199	что и	9	3
200	отношение к	4	3
201	говорит о	1	3
202	так же	3	3
203	что же	1	3
204	да и	2	3
205	в своем	2	3
206	к тому	3	3
207	к этому	7	3
208	в частности	5	3
209	это однако	1	2
210	же как	2	2
211	это делает	2	2
212	и до	1	2
213	от которых	2	2
214	должна быть	1	2
215	что мы	1	2
216	мы уже	6	2
217	есть не	1	2
218	мы не	1	2
219	имеет свою	3	2
220	тогда как	1	2
221	себе и	2	2
222	чем же	1	2
223	понимать в	1	2
224	его к	1	2
225	материалов и	1	2
226	в этот	2	2
227	ни одна	1	2
228	и те	1	2
229	не следует	1	2
230	дать ответ	2	2
231	в силу	2	2
232	но вместе	1	2
233	одной и	1	2
234	подобно тому	1	2
235	и наоборот	1	2
236	в другом	2	2
237	и с	4	2
238	входит в	1	2
239	в соответствии	1	2
240	уже знаем	2	2
241	для них	3	2
242	но уже	1	2
243	соответствии с	1	2
244	после этого	2	2
245	она была	1	2
246	не мог	2	2
247	что собственно	1	2
248	из того	2	2
249	с точки	1	2
250	состоит в	3	2
251	стоит в	2	2
252	свое существование	1	2
253	для объяснения	1	2
254	и той	1	2
255	не могли	1	2
256	того как	1	2
257	одна из	2	2
258	например что	1	2
259	о них	1	2
260	это еще	2	2
261	никогда не	3	2
262	казалось бы	1	2
263	ничего не	6	2
264	находятся в	1	2
265	до того	1	2
266	как следует	2	2
267	от того	1	2
268	у нас	4	2
269	к таким	1	2
270	есть только	2	2
271	лежит в	1	2
272	как только	2	2
273	с полной	1	2
274	в работах	1	2
275	если же	1	2
276	то она	1	2
277	в дальнейшем	4	2
278	и сам	1	2
279	так и	2	2
280	не с	2	2
281	отсюда и	1	2
282	не исчерпывается	1	2
283	для этого	1	2
284	смысле и	1	2
285	в известных	1	2
286	и здесь	7	2
287	и должно	1	2
288	по их	1	2
289	ее от	1	2
290	все время	2	2
291	народов и	1	2
292	если это	3	2
293	быть и	3	2
294	оказалось что	1	2
295	здесь не	3	2
296	и так	2	2
297	для нее	2	2
298	по этому	1	2
299	именно на	1	2
300	своей целью	1	2
301	только на	2	2
302	чтобы он	1	2
303	мы можем	6	2
304	могло бы	1	2
305	доказывать что	1	2
306	и др	2	2
307	обратить внимание	1	2
308	них и	1	2
309	не было	2	2
310	поставить в	1	2
311	более общего	1	2
312	языка не	1	2
313	а так	1	2
314	в связи	3	2
315	д в	1	2
316	нельзя взять	1	2
317	направление в	1	2
318	с этим	8	2
319	этих случаях	7	2
320	а если	3	2
321	этого слова	1	2
322	тому как	1	2
323	с изучением	2	2
324	но это	3	2
325	это уже	1	2
326	и сама	1	2
327	не существует	1	2
328	это может	1	2
329	или нет	1	2
330	мы должны	7	2
331	с ней	6	2
332	он и	3	2
333	жизни и	2	2
334	точно так	2	2
335	и другие	4	2
336	это в	1	2
337	за ее	1	1
338	также что	1	1
339	например в	2	1
340	на самом	2	1
341	это и	1	1
342	всем что	1	1
343	видеть в	1	1
344	долгое время	1	1
345	и за	1	1
346	что изучение	1	1
347	а уж	1	1
348	время идет	1	1
349	определенное время	1	1
350	таком случае	1	1
351	и новые	2	1
352	и совсем	1	1
353	к одной	1	1
354	приводят к	1	1
355	исследования в	1	1
356	который был	2	1
357	и подлинной	1	1
358	к общему	1	1
359	видеть как	1	1
360	которые он	1	1
361	на них	1	1
362	что его	1	1
363	из изложенного	1	1
364	то мы	2	1
365	д однако	1	1
366	как если	1	1
367	в область	1	1
368	но как	1	1
369	в сторону	2	1
370	всего он	1	1
371	как в	2	1
372	в новом	1	1
373	а через	3	1
374	нет и	1	1
375	тесно связан	1	1
376	что они	8	1
377	уже потому	1	1
378	при известных	1	1
379	трудно сказать	1	1
380	общего с	1	1
381	идут в	1	1
382	изучение этого	1	1
383	кроме того	1	1
384	целом но	1	1
385	что по	2	1
386	с двумя	1	1
387	показывает что	5	1
388	или портрет	1	1
389	народов востока	2	1
390	тем временем	1	1
391	еще на	1	1
392	с какой	1	1
393	он в	1	1
394	на долгое	1	1
395	что так	1	1
396	то обстоятельство	1	1
397	остановиться на	1	1
398	и тот	1	1
399	е с	1	1
400	общеизвестно что	1	1
401	говорят о	1	1
402	имеем в	4	1
403	тому же	2	1
404	во многих	2	1
405	что отношения	1	1
406	на то	1	1
407	если он	2	1
408	не могла	2	1
409	на его	3	1
410	больше всего	1	1
411	перестает быть	1	1
412	эту задачу	1	1
413	здесь говорится	1	1
414	кто из	1	1
415	есть один	1	1
416	из него	1	1
417	его от	1	1
418	это конечно	1	1
419	как они	1	1
420	а затем	3	1
421	в определенном	1	1
422	результаты с	1	1
423	в глубине	1	1
424	некоторые дополнительные	1	1
425	к превращению	1	1
426	материала к	1	1
427	известно что	2	1
428	видеть и	1	1
429	стоит на	3	1
430	его и	4	1
431	бы только	1	1
432	она и	1	1
433	ни одной	1	1
434	не всегда	4	1
435	этим в	1	1
436	не сам	1	1
437	перед собой	1	1
438	стороны ее	1	1
439	и становится	1	1
440	еще как	1	1
441	они говорят	1	1
442	в эту	1	1
443	исторической действительности	2	1
444	во время	6	1
445	никак не	1	1
446	в следующем	1	1
447	в такой	1	1
448	еще сильнее	1	1
449	целого но	1	1
450	представляла собой	1	1
451	как указывает	6	1
452	представление о	3	1
453	от времени	1	1
454	признает что	1	1
455	должны были	3	1
456	мы теперь	1	1
457	не самый	1	1
458	составить предмет	1	1
459	но он	4	1
460	что было	2	1
461	превратиться в	1	1
462	и эти	3	1
463	надо сказать	1	1
464	что этот	1	1
465	ним в	1	1
466	же мы	1	1
467	и очень	1	1
468	не представляют	2	1
469	уже выше	2	1
470	был уже	1	1
471	а от	1	1
472	так он	1	1
473	не раз	2	1
474	в таких	1	1
475	которые она	1	1
476	самого начала	1	1
477	ее с	1	1
478	было у	1	1
479	случае не	1	1
480	в самых	2	1
481	почему в	3	1
482	с материалом	1	1
483	правда в	1	1
484	это то	1	1
485	из четырех	1	1
486	имеем дело	1	1
487	тогда она	1	1
488	она с	1	1
489	связь и	2	1
490	во всем	1	1
491	это сказывается	1	1
492	рода с	1	1
493	не принадлежит	1	1
494	е не	1	1
495	в некотором	1	1
496	что на	4	1
497	ли это	2	1
498	у меня	5	1
499	обстоятельство что	1	1
500	превращается в	3	1
501	если его	1	1
502	прямо говорит	1	1
503	встречается в	2	1
504	и другой	1	1
505	человека в	1	1
506	отличается от	1	1
507	и отдельных	1	1
508	лет он	1	1
509	жить в	3	1
510	бы составить	1	1
511	что при	1	1
512	утверждать что	2	1
513	особенности этого	2	1
514	другие причины	1	1
515	не находятся	1	1
516	понятным почему	1	1
517	приходит к	1	1
518	и входит	1	1
519	основываясь на	1	1
520	и о	2	1
521	как не	1	1
522	свою очередь	1	1
523	меня в	1	1
524	как один	1	1
525	совершенно ясно	1	1
526	из сторон	1	1
527	чтобы быть	1	1
528	и этим	1	1
529	только то	1	1
530	на той	1	1
531	с самого	1	1
532	вопрос что	1	1
533	с ростом	1	1
534	что у	3	1
535	достаточно чтобы	2	1
536	видно из	1	1
537	сознание а	1	1
538	о связи	4	1
539	можно только	3	1
540	по тому	1	1
541	между собой	1	1
542	состоящий в	1	1
543	образом в	2	1
544	но здесь	1	1
545	о ней	2	1
546	имеет еще	1	1
547	и та	1	1
548	другими словами	1	1
549	могут дать	1	1
550	одного из	2	1
551	после того	2	1
552	помощи которых	1	1
553	образом мы	2	1
554	должно было	2	1
555	вступила в	1	1
556	нечто иное	1	1
557	историческая обстановка	1	1
558	оно составляет	1	1
559	которую в	2	1
560	также в	1	1
561	в свете	5	1
562	больше он	1	1
563	за этой	1	1
564	тех пор	1	1
565	что здесь	6	1
566	на которой	1	1
567	и дело	1	1
568	мы видим	8	1
569	известных условиях	1	1
570	могло быть	3	1
571	очень много	2	1
572	неудивительно что	1	1
573	по очереди	1	1
574	здесь смысле	1	1
575	дело здесь	1	1
576	вполне возможно	1	1
577	не то	1	1
578	по другим	1	1
579	и у	3	1
580	вернуться к	1	1
581	не знать	1	1
582	на античных	1	1
583	каким образом	1	1
584	или даже	1	1
585	дает ему	1	1
586	за ним	3	1
587	роль и	1	1
588	руки и	1	1
589	не означает	1	1
590	в особых	1	1
591	мы находим	1	1
592	к ним	1	1
593	у него	3	1
594	могли не	1	1
595	явно не	1	1
596	самом же	1	1
597	были бы	1	1
598	знает не	2	1
599	однако что	3	1
600	и тех	1	1
601	только первый	1	1
602	здесь в	1	1
603	все равно	3	1
604	в каких	1	1
605	после смерти	2	1
606	и прежде	1	1
607	и затем	1	1
608	но есть	2	1
609	связано с	4	1
610	стороны вполне	1	1
611	не создает	1	1
612	и образом	1	1
613	чтобы убедиться	1	1
614	которые не	1	1
615	потом в	2	1
616	в руках	1	1
617	имеет своей	2	1
618	его собственной	1	1
619	на эту	1	1
620	именно так	2	1
621	жизнь в	1	1
622	выясняется что	1	1
623	мы знаем	2	1
624	если не	2	1
625	для этой	1	1
626	не видит	2	1
627	во-вторых и	1	1
628	и потому	2	1
629	с них	1	1
630	многих случаях	1	1
631	к своему	1	1
632	случаях в	1	1
633	полной ясностью	1	1
634	полученные результаты	1	1
635	это были	1	1
636	в тех	2	1
637	изучение этих	1	1
638	такие явления	1	1
639	это значит	1	1
640	в малом	1	1
641	том смысле	1	1
642	действительно как	2	1
643	или с	1	1
644	именно он	1	1
645	и была	1	1
646	каждое из	1	1
647	оба они	1	1
648	именно по	1	1
649	она свободна	1	1
650	но для	1	1
651	или по	5	1
652	к вопросу	1	1
653	на одной	2	1
654	и более	2	1
655	и от	3	1
656	она может	1	1
657	это можно	1	1
658	он по	2	1
659	которая в	1	1
660	для нас	4	1
661	всего что	1	1
662	и все	3	1
663	еще более	2	1
664	них были	1	1
665	же в	2	1
666	не дает	2	1
667	нельзя было	1	1
668	них нет	1	1
669	в свою	4	1
670	группы по	1	1
671	состоит из	1	1
672	враждебное отношение	1	1
673	совершенно не	2	1
674	ко всему	1	1
675	пока не	1	1
676	это очевидно	1	1
677	этим объясняется	3	1
678	но еще	1	1
679	только одна	1	1
680	правда все	1	1
681	ее в	3	1
682	и эта	1	1
683	спросить себя	1	1
684	он составляет	1	1
685	в таком	1	1
686	все что	3	1
687	этой точки	1	1
688	они не	4	1
689	которая не	1	1
