N	2gram	Tiupa_Vved_1	Istorich
166	в самом	2	2
167	та же	1	2
168	он в	1	2
169	все эти	1	2
170	ли герой	1	2
171	еще один	1	2
172	рассказ о	1	2
173	и тот	1	2
174	вообще не	1	2
175	на его	1	2
176	три года	1	2
177	в силу	2	2
178	так например	1	2
179	стороны не	1	2
180	было бы	4	2
181	известно что	1	2
182	должен был	1	2
183	и тем	2	2
184	участие в	1	2
185	этого не	1	2
186	в котором	8	2
187	к этому	2	2
188	но он	1	2
189	того кто	1	2
190	мы пока	1	2
191	тому что	1	2
192	этой смены	1	2
193	вплоть до	1	2
194	в то	4	2
195	что такое	18	2
196	на него	2	2
197	не по	1	2
198	в основе	3	2
199	вытекает из	1	2
200	этого обряда	1	2
201	во всем	1	2
202	и после	1	2
203	не совсем	1	2
204	но при	5	2
205	в ее	1	2
206	на том	1	2
207	восходит к	2	2
208	в приведенных	1	2
209	в форме	1	2
210	сюда же	1	2
211	отца и	1	2
212	здесь не	2	2
213	тот же	1	2
214	и так	1	2
215	это означает	1	2
216	уже не	5	2
217	не можем	2	2
218	и у	1	2
219	только на	1	2
220	что не	1	2
221	или даже	1	2
222	из них	1	2
223	не так	1	2
224	прежде всего	7	2
225	у нее	2	2
226	к ним	2	2
227	в особенности	1	2
228	на этот	1	2
229	не любой	1	2
230	и др	1	2
231	и оно	2	2
232	в связи	1	2
233	но оно	1	2
234	связь с	1	2
235	как это	1	2
236	в литературе	2	2
237	и от	2	2
238	и о	1	2
239	этом и	2	2
240	сохраняется и	2	2
241	иметь для	1	2
242	в целях	1	2
243	сказать что	1	2
244	они не	1	2
245	на своих	1	1
246	одним из	5	1
247	самом деле	3	1
248	как известно	1	1
249	говорилось выше	1	1
250	бы для	1	1
251	к этой	1	1
252	между двумя	3	1
253	от своей	1	1
254	должна быть	2	1
255	в доме	1	1
256	не должны	1	1
257	о каких	1	1
258	в несколько	1	1
259	героя на	1	1
260	этих действий	1	1
261	же следует	1	1
262	случае это	1	1
263	но она	1	1
264	что иное	1	1
265	увидим ниже	1	1
266	зависимости от	1	1
267	в ней	4	1
268	более или	2	1
269	в которых	1	1
270	между собой	2	1
271	из земли	1	1
272	как если	1	1
273	своей работе	1	1
274	чем это	1	1
275	то он	2	1
276	об этих	1	1
277	друг на	1	1
278	же она	1	1
279	не входит	1	1
280	по отношению	7	1
281	тут же	1	1
282	определяется не	1	1
283	один и	1	1
284	из которого	1	1
285	встречи с	1	1
286	в своем	5	1
287	к иному	1	1
288	и к	2	1
289	имеет в	1	1
290	в этот	2	1
291	за собой	1	1
292	в целом	3	1
293	не один	2	1
294	в этой	1	1
295	что к	1	1
296	но именно	1	1
297	состоит в	10	1
298	и вот	1	1
299	в зависимости	1	1
300	ему на	1	1
301	из него	1	1
302	замуж не	1	1
303	в нее	1	1
304	однако все	1	1
305	в работе	1	1
306	могла бы	3	1
307	же не	1	1
308	в совершенно	1	1
309	них не	1	1
310	а как	1	1
311	входит в	1	1
312	на протяжении	1	1
313	при которой	3	1
314	человеку а	1	1
315	это одна	1	1
316	это ее	1	1
317	он является	2	1
318	о которых	1	1
319	далеко не	4	1
320	с тем	1	1
321	на друга	1	1
322	одна и	1	1
323	основывается на	2	1
324	и было	1	1
325	мировой истории	1	1
326	к празднику	1	1
327	автора и	1	1
328	обратимся к	2	1
329	не мог	1	1
330	когда в	2	1
331	или менее	2	1
332	в войне	2	1
333	бы на	1	1
334	но если	1	1
335	от своего	1	1
336	в своей	5	1
337	станет она	1	1
338	о герое	1	1
339	от себя	1	1
340	что я	1	1
341	от его	1	1
342	всякий раз	1	1
343	и более	3	1
344	и наоборот	1	1
345	по себе	2	1
346	без него	1	1
347	можно ли	1	1
348	тем самым	5	1
349	в науке	1	1
350	из их	1	1
351	имеем дело	3	1
352	о ней	4	1
353	находятся в	1	1
354	отправку в	1	1
355	при всем	1	1
356	как она	1	1
357	в сознании	4	1
358	как будто	4	1
359	мы и	2	1
360	ли это	2	1
361	однако это	1	1
362	из рассмотрения	1	1
363	при сохранении	1	1
364	в состав	4	1
365	же самое	1	1
366	и другим	1	1
367	к тому	6	1
368	а что	1	1
369	указывает на	1	1
370	оно не	1	1
371	скрываясь за	1	1
372	если же	1	1
373	должен быть	1	1
374	для себя	1	1
375	оно может	1	1
376	некоторой системы	1	1
377	же их	1	1
378	однако ни	1	1
379	не могу	1	1
380	на основе	1	1
381	два события	1	1
382	сводится к	4	1
383	мысль о	1	1
384	и сам	1	1
385	можно было	2	1
386	только тот	1	1
387	те же	2	1
388	не с	3	1
389	мог бы	1	1
390	том как	3	1
391	и с	2	1
392	если бы	7	1
393	по мере	1	1
394	он остается	1	1
395	теперь уже	2	1
396	в разных	1	1
397	герой узнает	1	1
398	к своему	1	1
399	мы всегда	1	1
400	себя не	1	1
401	и та	1	1
402	никак не	2	1
403	или их	1	1
404	самому себе	1	1
405	можно сказать	4	1
406	а также	8	1
407	оговорить что	1	1
408	и всю	1	1
409	от них	1	1
410	в его	4	1
411	в третьем	1	1
412	во всей	1	1
413	и только	1	1
414	вслед за	2	1
415	он обладает	1	1
416	но тут	1	1
417	в современной	3	1
418	но так	1	1
419	но с	1	1
420	с появлением	2	1
421	дело с	2	1
422	в какой	4	1
423	например так	1	1
424	к их	1	1
425	и потому	1	1
426	которых в	1	1
427	бытия в	2	1
428	который в	2	1
429	во времени	2	1
430	жизни и	7	1
431	а только	1	1
432	оказывается в	1	1
433	так можно	1	1
434	этой функции	1	1
435	или не	2	1
436	в жизни	4	1
437	в виде	1	1
438	в начале	3	1
439	смысл этой	1	1
440	а то	2	1
441	первобытного человека	2	1
442	него нет	1	1
443	не сам	1	1
444	в мировой	1	1
445	себе в	1	1
446	и их	1	1
447	представлений о	1	1
448	ним является	1	1
449	часто не	1	1
450	не о	2	1
451	на четыре	1	1
452	как его	2	1
453	при некоторых	1	1
454	же еще	1	1
455	это будет	1	1
456	символическая смерть	1	1
457	а с	2	1
458	показалось что	2	1
459	рода не	1	1
460	только по	1	1
461	на смену	2	1
462	а на	2	1
463	означало бы	1	1
464	человек в	1	1
465	к некоторой	1	1
466	таким например	1	1
467	о чем	2	1
468	свое внимание	1	1
469	здесь следует	1	1
470	принадлежности к	1	1
471	во франции	1	1
472	знаков и	1	1
473	начиная с	3	1
474	в него	1	1
475	или по	1	1
476	этом по	1	1
477	из которых	1	1
478	по своему	2	1
479	что же	3	1
480	о человеке	1	1
481	за рамки	1	1
482	один день	1	1
483	этом случае	1	1
484	не сумел	2	1
485	одного лица	1	1
486	только одна	1	1
487	его с	2	1
488	мира и	2	1
489	человек и	1	1
490	это он	1	1
491	еще более	1	1
492	для его	1	1
493	не хотят	2	1
494	но зато	1	1
495	хотя бы	1	1
496	только что	1	1
497	не самому	1	1
498	все они	2	1
499	же в	1	1
500	по всему	1	1
501	требует чтобы	1	1
502	нам не	1	1
503	может и	1	1
504	от лица	1	1
505	а о	1	1
506	специфический для	1	1
507	это делает	1	1
508	не знает	1	1
509	конфликт между	1	1
510	отношению к	7	1
511	что ты	1	1
512	из этого	1	1
513	героя в	1	1
514	но эти	1	1
515	все что	3	1
516	также не	1	1
517	в частности	13	1
518	см в	1	1
519	можно назвать	1	1
520	в таком	1	1
521	и вновь	3	1
