N	2gram	Nazirov_Tv_1	Problemy
317	как она	1	2
318	же он	1	2
319	о нем	1	2
320	то чтоб	1	2
321	входят в	1	2
322	ли это	1	2
323	и со	1	2
324	нет ни	2	2
325	отнюдь не	5	2
326	отличается от	1	2
327	отказаться от	2	2
328	всего этого	1	2
329	и говорит	1	2
330	прямо и	1	2
331	так в	1	2
332	особенно в	1	2
333	жизнь и	1	2
334	здесь достоевский	1	2
335	и должно	1	2
336	о том	6	2
337	в раннем	1	2
338	надо было	2	2
339	все его	1	2
340	переходит в	2	2
341	себя но	2	2
342	еще более	2	2
343	достоевского это	4	2
344	и мир	2	2
345	один из	4	2
346	но с	1	2
347	тот же	2	2
348	то в	2	2
349	и ее	1	2
350	со всеми	3	2
351	в эти	1	2
352	не то	2	2
353	же и	2	2
354	уже не	3	2
355	записках из	3	2
356	него и	1	2
357	к слову	1	2
358	слова не	1	2
359	в душе	1	2
360	ибо он	1	2
361	мы знаем	1	2
362	в роман	1	2
363	и делает	1	2
364	исповедь ипполита	1	2
365	связан с	3	2
366	к которому	1	2
367	было и	1	2
368	говорит о	3	2
369	не было	1	2
370	на друга	1	2
371	и внутренне	1	2
372	а так	1	2
373	о чем	1	2
374	когда она	1	2
375	но этот	1	2
376	в человеке	4	2
377	это в	3	2
378	очень важно	1	2
379	самого себя	1	2
380	с этой	1	2
381	пока еще	1	2
382	это уже	5	2
383	что оно	1	2
384	человек и	1	2
385	я как	1	2
386	обращается к	1	2
387	ибо в	2	2
388	теперь же	1	2
389	мысли о	1	2
390	сказать что	2	2
391	время не	2	2
392	ставрогина и	1	2
393	а может	1	2
394	и целуют	1	1
395	верит что	1	1
396	достоевского имеет	1	1
397	ту же	3	1
398	одним из	4	1
399	также и	1	1
400	чтобы не	1	1
401	человека и	4	1
402	и фактически	1	1
403	достоевского у	1	1
404	но тем	1	1
405	нам кажется	1	1
406	в первом	2	1
407	по преимуществу	2	1
408	был и	1	1
409	в их	3	1
410	из всех	4	1
411	в несколько	1	1
412	достоевский достигает	1	1
413	сильное впечатление	1	1
414	этот народ	1	1
415	смотрел с	1	1
416	эпизоде с	1	1
417	что никто	1	1
418	которую ведет	1	1
419	достоевского мы	1	1
420	время как	1	1
421	но она	2	1
422	мира достоевского	5	1
423	социальной действительности	2	1
424	но даже	1	1
425	то это	1	1
426	достоевского есть	1	1
427	не совсем	1	1
428	он вовсе	1	1
429	не способен	1	1
430	тон рассказа	2	1
431	род человеческий	1	1
432	проявляется в	1	1
433	свою очередь	1	1
434	и самого	1	1
435	собой в	2	1
436	идет за	1	1
437	он был	1	1
438	художественные эффекты	1	1
439	нам представляется	1	1
440	не успел	1	1
441	разбиваю ретроградов	1	1
442	тем как	1	1
443	в изображении	1	1
444	его самоутверждение	1	1
445	и разбиваю	1	1
446	она это	1	1
447	в голове	1	1
448	всегда с	1	1
449	его сознания	1	1
450	не все	1	1
451	него все	1	1
452	а и	1	1
453	него с	1	1
454	и место	1	1
455	я только	1	1
456	сих пор	1	1
457	голодный проповедывать	1	1
458	из уст	1	1
459	перед нами	2	1
460	в полном	1	1
461	мне надо	3	1
462	говорит что	2	1
463	что по	1	1
464	замысел достоевского	1	1
465	его самоопределение	2	1
466	нее он	1	1
467	романа это	1	1
468	ретроградов под	1	1
469	развивается и	1	1
470	в этой	5	1
471	им в	1	1
472	особое место	1	1
473	и до	1	1
474	роль в	1	1
475	чем его	1	1
476	говорят о	1	1
477	человек не	1	1
478	бедных людях	5	1
479	в статье	1	1
480	часть записок	1	1
481	же это	1	1
482	идеи и	1	1
483	этого вопроса	1	1
484	собой не	1	1
485	что еще	1	1
486	друг для	1	1
487	теперь перед	1	1
488	на род	1	1
489	что может	1	1
490	его можно	1	1
491	так быстро	1	1
492	виноградов в	1	1
493	заключает в	1	1
494	достоевского как	1	1
495	в нее	1	1
496	человека в	6	1
497	введение в	1	1
498	а вместе	1	1
499	больше всего	1	1
500	здесь мы	2	1
501	а затем	2	1
502	достоевским как	1	1
503	об этом	2	1
504	в глубине	1	1
505	то есть	12	1
506	само сюжетное	1	1
507	новые идеи	1	1
508	приходит в	1	1
509	делает его	1	1
510	материал для	1	1
511	в мир	2	1
512	проповедь о	1	1
513	не люблю	1	1
514	достоевский и	3	1
515	очень любят	1	1
516	личности не	2	1
517	эту тему	1	1
518	нигде не	1	1
519	все определения	1	1
520	меня но	1	1
521	и было	1	1
522	в романе	10	1
523	элемента в	1	1
524	в один	2	1
525	их на	1	1
526	одного и	1	1
527	в других	1	1
528	в этих	2	1
529	места в	1	1
530	с ума	1	1
531	я может	1	1
532	можно сказать	2	1
533	особенно к	1	1
534	рассказа о	1	1
535	образец такого	1	1
536	человеком и	1	1
537	не столько	2	1
538	деле рассказ	1	1
539	еще с	1	1
540	и недвусмысленно	1	1
541	его построения	1	1
542	босой и	1	1
543	знал и	1	1
544	этого монолога	1	1
545	на первой	1	1
546	в зеркало	2	1
547	но эта	1	1
548	художественного мира	1	1
549	в прямом	1	1
550	не поймет	1	1
551	и более	1	1
552	ставрогина в	1	1
553	том же	1	1
554	представляется ему	1	1
555	что этот	1	1
556	в повести	5	1
557	так начинается	1	1
558	имел в	1	1
559	народом в	1	1
560	с раскольниковым	1	1
561	нового материала	1	1
562	однако уже	1	1
563	эта мысль	1	1
564	она не	1	1
565	отметить что	1	1
566	считает что	1	1
567	одна из	2	1
568	что их	1	1
569	далек от	1	1
570	у кого	1	1
571	достоевский не	4	1
572	в процессе	1	1
573	в основе	2	1
574	от жизни	2	1
575	не случайно	4	1
576	героев и	3	1
577	в вечность	1	1
578	творчества достоевского	4	1
579	это мы	1	1
580	не выдержал	1	1
581	раннем творчестве	1	1
582	найти в	1	1
583	слово и	1	1
584	не лучше	1	1
585	в бедных	5	1
586	слова об	1	1
587	человек как	3	1
588	и по	3	1
589	это из	1	1
590	того в	1	1
591	а ты	1	1
592	в виноградов	1	1
593	четыре дня	1	1
594	связи с	1	1
595	в эпилоге	4	1
596	человеком а	1	1
597	вот в	2	1
598	среди них	1	1
599	иван карамазов	2	1
600	бесах в	1	1
601	достоевского является	1	1
602	не могут	1	1
603	два месяца	1	1
604	сравнительно с	1	1
605	как вчера	1	1
606	иду босой	1	1
607	себе что	1	1
608	быстро что	1	1
609	встречаются и	1	1
610	же его	1	1
611	оно не	1	1
612	характерный для	1	1
613	время он	2	1
614	приходит к	3	1
615	и о	1	1
616	но при	1	1
617	данном случае	2	1
618	достоевского к	3	1
619	ни слова	1	1
620	для всего	1	1
621	мышкин и	1	1
622	только не	1	1
623	перед самим	1	1
624	в себя	2	1
625	и видимо	1	1
626	верно отражает	1	1
627	приводит к	2	1
628	в дальнейшем	3	1
629	значение в	1	1
630	верит в	2	1
631	же касается	1	1
632	подполья с	1	1
633	за то	2	1
634	времени и	4	1
635	это вовсе	1	1
636	вопрос но	1	1
637	жизнь это	1	1
638	все плачут	1	1
639	но у	1	1
640	между собой	1	1
641	его романов	5	1
642	лицо его	2	1
643	мне тогда	1	1
644	каждый раз	1	1
645	на все	1	1
646	от двойника	1	1
647	его художественной	1	1
648	внимание на	1	1
649	никак не	1	1
650	он пришел	1	1
651	что каждый	1	1
652	раскольникова уже	1	1
653	или на	1	1
654	романа мы	1	1
655	раскольникова и	1	1
656	самому себе	1	1
657	самого достоевского	3	1
658	других людей	2	1
659	связь между	1	1
660	ее внутренним	1	1
661	путь к	1	1
662	в согласии	1	1
663	преступлении и	4	1
664	вся эта	1	1
665	на месте	1	1
666	во всей	2	1
667	подполья и	1	1
668	перед тем	2	1
669	нем и	1	1
670	в ту	3	1
671	неожиданно для	1	1
672	было тогда	1	1
673	и голодный	1	1
674	у которого	1	1
675	от всех	1	1
676	такой человек	1	1
677	знаю это	1	1
678	так строится	1	1
679	героя от	1	1
680	тех кого	1	1
681	двойника не	1	1
682	в петербурге	4	1
683	я иду	1	1
684	и резкое	1	1
685	будь то	1	1
686	достоевского его	1	1
687	два года	1	1
688	и действительно	1	1
689	диалоге ставрогина	1	1
690	это очень	1	1
691	это означало	2	1
692	по мнению	3	1
693	всех его	1	1
694	вопрос об	1	1
695	с одной	1	1
696	герои достоевского	4	1
697	себя в	1	1
698	сколько в	1	1
699	для всех	1	1
700	со своим	1	1
701	что если	1	1
702	этот момент	1	1
703	гоголя в	2	1
704	и обратно	1	1
705	и других	3	1
706	это такая	1	1
707	о стиле	1	1
708	что герои	1	1
709	не так	3	1
710	и их	1	1
711	ведь это	1	1
712	до того	1	1
713	записки из	6	1
714	но что	1	1
715	идет в	1	1
716	лишь один	1	1
717	таков его	1	1
718	событий и	1	1
719	же деле	1	1
720	никого не	1	1
721	проза русского	1	1
722	что на	1	1
723	других романах	1	1
724	без всякой	1	1
725	до сих	1	1
726	прикован к	1	1
727	каждый человек	1	1
728	тогда за	1	1
729	что человек	3	1
730	чем он	1	1
731	мне показалось	1	1
732	проповедывать новые	1	1
733	в стремлении	1	1
734	точно не	1	1
735	резко отличается	1	1
736	показалось что	1	1
737	к человеку	3	1
738	самом же	1	1
739	достоевского с	8	1
740	на этот	1	1
741	а наоборот	1	1
742	у других	1	1
743	в рассказе	3	1
744	не верит	1	1
745	есть лишь	1	1
746	жизнь в	1	1
747	сам себе	2	1
748	в идиоте	3	1
749	с гоголем	1	1
750	и жили	1	1
751	него не	1	1
752	этот принцип	1	1
753	пришел к	1	1
754	именно поэтому	1	1
755	все более	2	1
756	него в	1	1
757	ни на	3	1
758	к его	1	1
759	человека к	1	1
760	я тебе	1	1
761	да я	2	1
762	всех людей	1	1
763	появляется новый	1	1
764	время стоит	1	1
765	не одно	1	1
766	в данном	2	1
767	это произведение	1	1
768	на себя	1	1
769	нашу задачу	1	1
770	общения с	2	1
771	даже с	1	1
772	как средство	1	1
773	на первом	2	1
774	согласен с	1	1
775	плачут и	1	1
776	в бесах	3	1
777	первом плане	2	1
778	все как	1	1
779	более и	1	1
780	сейчас же	1	1
781	знать все	1	1
782	художественное произведение	1	1
783	человеку как	2	1
784	бога и	2	1
785	любят и	1	1
786	слиться с	1	1
787	в основном	4	1
788	только для	1	1
789	является как	1	1
790	так ли	2	1
791	поступков и	1	1
792	под аустерлицем	1	1
793	сам же	1	1
794	глубине души	1	1
795	и часто	1	1
796	ли в	2	1
797	в самые	1	1
798	удалось в	1	1
799	и человек	2	1
800	но тот	1	1
801	или в	2	1
802	вот его	1	1
803	и среди	2	1
804	еще раз	1	1
805	которая в	1	1
806	мысль о	2	1
807	со второй	1	1
808	общественный строй	1	1
809	убеждении в	2	1
810	человека она	1	1
811	действительной жизни	3	1
812	за три	1	1
813	для друга	1	1
814	все они	1	1
815	хотя в	1	1
816	давно уже	1	1
817	одной из	4	1
818	может и	1	1
819	в свою	7	1
820	и свое	1	1
821	стиля но	1	1
822	ко всему	1	1
823	и жизнь	1	1
824	себе не	2	1
825	в своих	5	1
826	он на	1	1
827	в личном	1	1
828	достоевского никогда	1	1
