N	2gram	Vinokur_Vv_1	Vladivir
231	на то	1	2
232	не могла	1	2
233	а к	1	2
234	в статье	1	2
235	мысли и	2	2
236	же это	2	2
237	том чтобы	6	2
238	и сам	2	2
239	на этом	3	2
240	но дело	3	2
241	но все	3	2
242	это значит	1	2
243	в работе	3	2
244	заключается в	4	2
245	отчет в	3	2
246	это не	8	2
247	на свои	2	2
248	и представить	2	2
249	этого не	2	2
250	с тем	6	2
251	эту тему	1	2
252	мы видели	2	2
253	говорится о	1	2
254	к а	1	2
255	мы не	2	2
256	еще в	1	2
257	нисколько не	3	2
258	народа и	1	2
259	и при	2	2
260	в их	11	2
261	говорил о	1	2
262	однако в	3	2
263	ним в	1	2
264	и очень	1	2
265	иной раз	2	2
266	не имеет	4	2
267	на котором	2	2
268	тогда когда	3	2
269	правда в	1	2
270	того как	3	2
271	к этим	1	2
272	было у	1	2
273	в самых	1	2
274	само по	3	2
275	того чтобы	21	2
276	казалось бы	2	2
277	невозможно но	2	2
278	по вопросу	1	2
279	в русском	1	2
280	и нужно	1	2
281	уже и	7	2
282	как будто	3	2
283	уже о	1	2
284	которое в	2	2
285	и часто	1	2
286	в совокупности	2	2
287	этой книги	2	2
288	к тому	4	2
289	будто бы	2	2
290	в настоящее	1	2
291	в виду	4	2
292	свою очередь	1	2
293	меня в	1	2
294	говоря уже	2	2
295	без всякого	1	2
296	данном случае	5	2
297	в печати	2	2
298	ничего не	2	2
299	нам представляется	1	2
300	настоящее время	1	2
301	второй половине	2	2
302	после того	2	2
303	в чем	4	2
304	в сущности	3	2
305	или как	3	2
306	по двум	1	2
307	к нему	2	2
308	состоянии в	1	2
309	в каких	1	2
310	и всего	1	2
311	история и	3	2
312	себя в	2	2
313	он сам	3	2
314	его и	1	2
315	ни с	2	2
316	в новом	1	2
317	мы находим	1	2
318	но уже	2	2
319	для того	21	2
320	видно из	1	2
321	и из	1	2
322	здесь в	1	2
323	и прежде	1	2
324	этому времени	2	2
325	о пушкине	1	2
326	во второй	3	2
327	что не	5	2
328	те кто	2	2
329	был в	2	2
330	не на	1	2
331	на эту	1	2
332	если не	1	2
333	его учения	1	2
334	в частности	3	2
335	эта идея	1	2
336	или по	1	2
337	наряду с	2	2
338	в той	7	2
339	такого рода	2	2
340	не любил	1	2
341	можно было	7	2
342	в более	2	2
343	и от	1	2
344	вопросы философии	1	2
345	же в	1	2
346	о своем	1	2
347	с ней	2	2
348	в сравнении	1	2
349	есть и	4	2
350	можно назвать	1	2
351	в своих	2	2
352	гораздо более	3	2
353	смысле слова	7	1
354	также его	1	1
355	от этой	1	1
356	и т	43	1
357	одним из	5	1
358	например в	2	1
359	в этот	2	1
360	вообще все	1	1
361	в тех	2	1
362	словами это	1	1
363	и др	2	1
364	тех же	1	1
365	он почувствовал	1	1
366	мере в	4	1
367	на историю	3	1
368	отношения между	1	1
369	культура не	1	1
370	собственном смысле	2	1
371	действительности и	1	1
372	и цельного	1	1
373	и за	1	1
374	по его	2	1
375	есть не	3	1
376	в нерасчлененном	1	1
377	что между	1	1
378	до него	1	1
379	ответить на	1	1
380	представлением о	1	1
381	теории как	1	1
382	говорить о	3	1
383	что иное	4	1
384	а для	1	1
385	на тему	2	1
386	в полной	1	1
387	жизни как	2	1
388	представление о	1	1
389	имеет дело	5	1
390	разобраться в	1	1
391	его учениками	1	1
392	литературы и	1	1
393	которые он	1	1
394	дать ему	1	1
395	дело заключается	2	1
396	в которых	6	1
397	иное как	5	1
398	ответа на	2	1
399	бы то	1	1
400	этим не	1	1
401	истории в	2	1
402	в создании	2	1
403	заключается не	1	1
404	самом деле	6	1
405	своей работе	1	1
406	но тогда	1	1
407	из крупнейших	1	1
408	но как	2	1
409	а только	8	1
410	а через	1	1
411	что так	1	1
412	не просто	4	1
413	нет и	1	1
414	теперь не	1	1
415	до наших	1	1
416	в выражениях	1	1
417	связи и	1	1
418	в произведениях	1	1
419	чем же	3	1
420	тем больше	1	1
421	нет надобности	3	1
422	независимо от	3	1
423	общего с	1	1
424	что именно	2	1
425	так называемая	2	1
426	самостоятельного и	1	1
427	природы и	1	1
428	о жизни	1	1
429	этой стороны	2	1
430	что нет	2	1
431	целом но	1	1
432	как уже	2	1
433	что по	1	1
434	его к	2	1
435	себе не	1	1
436	ясно и	1	1
437	в необходимости	1	1
438	за собой	3	1
439	идея и	1	1
440	думать так	1	1
441	та же	1	1
442	бы и	2	1
443	рукопись в	1	1
444	них так	1	1
445	это впрочем	1	1
446	выражение в	1	1
447	тому же	1	1
448	если он	1	1
449	так сказать	1	1
450	что каждая	2	1
451	к выводу	6	1
452	что она	3	1
453	больше всего	1	1
454	в свет	1	1
455	главным образом	1	1
456	чтобы он	2	1
457	т д	37	1
458	после этого	2	1
459	на том	3	1
460	интерес представляет	1	1
461	и совершенно	2	1
462	не к	2	1
463	свои собственные	1	1
464	свое время	2	1
465	но вместе	2	1
466	его от	1	1
467	его можно	2	1
468	так например	6	1
469	это конечно	1	1
470	то ни	1	1
471	что все	1	1
472	им как	1	1
473	с позиций	1	1
474	и никакого	1	1
475	или два	1	1
476	говорил что	1	1
477	них не	1	1
478	сообщение о	1	1
479	лишь в	1	1
480	а как	3	1
481	в свое	2	1
482	он есть	1	1
483	уже сказано	1	1
484	рукописей и	1	1
485	по истории	2	1
486	ведь в	1	1
487	остановиться на	1	1
488	в жизни	1	1
489	к области	1	1
490	так называемого	1	1
491	для них	1	1
492	все равно	1	1
493	на основании	5	1
494	характера то	1	1
495	мы имеем	3	1
496	брокгауза и	1	1
497	как видно	1	1
498	во внимание	2	1
499	словаря брокгауза	1	1
500	уже у	1	1
501	оно имеет	1	1
502	существует то	1	1
503	чем в	3	1
504	здесь все	2	1
505	и того	2	1
506	можно только	2	1
507	в г	5	1
508	во время	1	1
509	но если	3	1
510	от своего	1	1
511	будет в	2	1
512	а главное	1	1
513	к истории	6	1
514	взгляд на	1	1
515	в такой	1	1
516	и без	2	1
517	это делает	2	1
518	философского идеализма	2	1
519	то для	1	1
520	времен когда	1	1
521	далее в	1	1
522	его отношение	1	1
523	своего рода	3	1
524	признает что	1	1
525	нельзя было	1	1
526	не раз	1	1
527	историки и	1	1
528	может вызвать	1	1
529	но во	1	1
530	нам в	1	1
531	если бы	2	1
532	есть еще	2	1
533	вещей и	1	1
534	что этот	1	1
535	для нее	1	1
536	на рубеже	2	1
537	человечества и	1	1
538	что с	3	1
539	природа и	1	1
540	с теми	2	1
541	самого начала	1	1
542	в возможности	1	1
543	дело не	3	1
544	что такое	10	1
545	возлагает на	1	1
546	и сама	1	1
547	как следует	2	1
548	как о	4	1
549	знания и	3	1
550	есть прямое	1	1
551	не могло	1	1
552	каждый из	2	1
553	следовательно и	1	1
554	судя по	1	1
555	и всегда	1	1
556	в отношениях	2	1
557	это то	1	1
558	в самой	1	1
559	этих двух	1	1
560	свои вопросы	1	1
561	и является	1	1
562	во всем	2	1
563	всякий кто	1	1
564	которую можно	1	1
565	из истории	2	1
566	понимает под	1	1
567	было не	1	1
568	только с	3	1
569	которая по	1	1
570	из пределов	1	1
571	в каком	1	1
572	ему не	1	1
573	у меня	1	1
574	к отдельным	2	1
575	сравнении с	1	1
576	должны быть	1	1
577	лет он	1	1
578	утверждать что	1	1
579	и которая	1	1
580	нас от	1	1
581	которого мы	2	1
582	но вообще	1	1
583	и многие	1	1
584	в в	3	1
585	только при	1	1
586	совершенно ясно	1	1
587	уже потому	1	1
588	в собственном	2	1
589	исторической жизни	1	1
590	чтобы быть	1	1
591	только то	1	1
592	в себя	1	1
593	на той	1	1
594	с самого	1	1
595	с ростом	1	1
596	от того	3	1
597	слова а	1	1
598	на нее	2	1
599	которыми мы	1	1
600	времени и	4	1
601	ясно что	9	1
602	больше в	1	1
603	здесь нет	4	1
604	еще не	4	1
605	этим в	1	1
606	том как	1	1
607	по ее	1	1
608	для этого	3	1
609	выводу что	5	1
610	пор пока	1	1
611	в известных	2	1
612	и должно	1	1
613	к проблемам	2	1
614	на вопрос	6	1
615	и та	1	1
616	язык и	3	1
617	многое и	1	1
618	разумеется в	1	1
619	то как	1	1
620	не содержит	1	1
621	в музей	1	1
622	в вопросах	1	1
623	вопросу о	2	1
624	раньше чем	3	1
625	во втором	2	1
626	энциклопедического словаря	1	1
627	вполне ясно	1	1
628	этот последний	1	1
629	также в	1	1
630	только понять	1	1
631	ясно по	1	1
632	он рассматривает	1	1
633	единого и	2	1
634	и об	1	1
635	сверх того	1	1
636	а кроме	1	1
637	это несомненно	1	1
638	и самые	1	1
639	в литературе	1	1
640	нашел в	1	1
641	значит что	1	1
642	что здесь	2	1
643	но с	4	1
644	можно считать	1	1
645	этот вопрос	4	1
646	дело с	6	1
647	что даже	2	1
648	с каждым	1	1
649	в какой	4	1
650	как нечто	8	1
651	до нас	3	1
652	неудивительно что	1	1
653	всех его	1	1
654	и ее	4	1
655	не мешает	1	1
656	и тем	5	1
657	по этому	2	1
658	в качестве	7	1
659	с какой	1	1
660	этому поводу	2	1
661	с двумя	1	1
662	тем временем	1	1
663	истории человечества	1	1
664	их понимание	1	1
665	только на	3	1
666	человеческого духа	1	1
667	хотя в	2	1
668	слова не	1	1
669	то только	1	1
670	или даже	1	1
671	при помощи	2	1
672	и других	3	1
673	из них	3	1
674	она действительно	1	1
675	признать его	1	1
676	котором можно	1	1
677	следует что	2	1
678	в одном	4	1
679	и творчества	2	1
680	т п	5	1
681	в прошлом	2	1
682	содержание и	1	1
683	но которая	2	1
684	к ним	1	1
685	заметить что	1	1
686	как раз	4	1
687	тем что	6	1
688	этом отношении	3	1
689	до тех	1	1
690	значение только	1	1
691	себе отчет	1	1
692	рядом с	2	1
693	быть названа	1	1
694	нужно было	1	1
695	до сих	5	1
696	эта работа	1	1
697	оно будет	1	1
698	на которые	1	1
699	получается что	1	1
700	эту схему	1	1
701	при чем	1	1
702	виде и	1	1
703	обратиться к	1	1
704	его из	1	1
705	нужно сказать	1	1
706	в подлинном	2	1
707	иначе но	2	1
708	которых мы	1	1
709	в поисках	1	1
710	что несмотря	2	1
711	стороны своих	2	1
712	с конца	2	1
713	философской мысли	2	1
714	что из	1	1
715	что мы	2	1
716	то она	1	1
717	во франции	1	1
718	если это	2	1
719	все более	3	1
720	самым лучшим	1	1
721	все то	1	1
722	того с	1	1
723	менее не	1	1
724	в разной	2	1
725	многих случаях	1	1
726	чем то	1	1
727	не могут	5	1
728	обычно считают	1	1
729	в общих	1	1
730	она есть	5	1
731	есть только	2	1
732	и своим	1	1
733	зрения совершенно	1	1
734	это есть	2	1
735	подлинном смысле	1	1
736	не что	4	1
737	в первой	1	1
738	такие явления	1	1
739	действительно ли	1	1
740	тех пор	1	1
741	дело здесь	1	1
742	национальная культура	1	1
743	как например	5	1
744	этом случае	6	1
745	сих пор	5	1
746	оба они	1	1
747	имел в	1	1
748	но для	1	1
749	за ним	1	1
750	этом смысле	11	1
751	и надо	1	1
752	любовь к	4	1
753	которых он	1	1
754	по образцу	1	1
755	и ефрона	1	1
756	котором он	2	1
757	по возможности	3	1
758	чтобы понять	2	1
759	время и	1	1
760	не с	2	1
761	из себя	1	1
762	у них	1	1
763	то о	2	1
764	было на	1	1
765	разной степени	1	1
766	ни к	2	1
767	по самой	2	1
768	бы на	1	1
769	пока речь	1	1
770	отношении к	2	1
771	же собственно	1	1
772	французский язык	1	1
773	быть и	2	1
774	между ними	2	1
775	только как	6	1
776	уже после	3	1
777	понимает как	1	1
778	пока не	1	1
779	время не	1	1
780	большей частью	1	1
781	в действительности	1	1
782	быть у	1	1
783	дело также	1	1
784	ее в	1	1
785	и другие	1	1
786	они не	1	1
