N	2gram	Bakhtin_KF_1	Vladivir
436	только с	3	1
437	из пределов	1	1
438	в каком	4	1
439	бытия не	2	1
440	у меня	1	1
441	бытия как	5	1
442	и здесь	7	1
443	во все	1	1
444	должны быть	1	1
445	другие я	1	1
446	своей есть	1	1
447	же оказывается	1	1
448	отказаться от	2	1
449	утверждать что	1	1
450	ничего общего	2	1
451	ясность и	1	1
452	оно может	1	1
453	этой своей	1	1
454	своего развития	1	1
455	нас от	1	1
456	не будет	2	1
457	только при	1	1
458	характер и	1	1
459	о едином	2	1
460	меня а	1	1
461	чтобы быть	2	1
462	него самого	1	1
463	теперь они	1	1
464	в себя	7	1
465	но мы	1	1
466	философия в	1	1
467	образом я	1	1
468	всей своей	2	1
469	от того	3	1
470	как с	1	1
471	его самого	1	1
472	с собой	1	1
473	времени и	4	1
474	ясно что	3	1
475	здесь как	1	1
476	особенно в	1	1
477	здесь нет	2	1
478	еще не	4	1
479	мне до	2	1
480	может оставаться	1	1
481	ибо я	1	1
482	поэтому в	1	1
483	был не	1	1
484	и тяжелее	1	1
485	собой и	1	1
486	для этого	2	1
487	все дело	1	1
488	и начало	1	1
489	сводится к	2	1
490	и должно	1	1
491	где оно	1	1
492	может не	2	1
493	и та	2	1
494	не содержит	1	1
495	не имеем	3	1
496	оно безусловно	1	1
497	все во	2	1
498	во втором	1	1
499	всеми своими	1	1
500	уже во	1	1
501	единого и	9	1
502	не знаю	1	1
503	в него	2	1
504	в литературе	1	1
505	значит что	1	1
506	в современной	3	1
507	как из	1	1
508	но с	1	1
509	что только	2	1
510	я со	1	1
511	дело с	2	1
512	в какой	1	1
513	но ни	2	1
514	создает реальную	1	1
515	это очень	1	1
516	поэтому и	1	1
517	всех его	2	1
518	и ее	2	1
519	и тем	3	1
520	со всеми	2	1
521	в качестве	2	1
522	к которой	2	1
523	была действительно	1	1
524	можно установить	1	1
525	если мы	1	1
526	только на	1	1
527	и теоретическая	1	1
528	то только	1	1
529	в данной	1	1
530	в душе	1	1
531	и других	2	1
532	уже с	1	1
533	я люблю	1	1
534	бытия или	1	1
535	и этот	3	1
536	она действительно	1	1
537	признать его	1	1
538	следует что	1	1
539	и их	6	1
540	мы вошли	1	1
541	никто не	1	1
542	и навсегда	2	1
543	в одном	4	1
544	содержание и	2	1
545	содержания а	1	1
546	к ним	4	1
547	свет как	1	1
548	с моей	3	1
549	как раз	1	1
550	видения и	2	1
551	тем что	3	1
552	это будет	1	1
553	рядом с	3	1
554	чему не	2	1
555	а эта	3	1
556	на ее	1	1
557	а эти	1	1
558	миру и	1	1
559	было и	2	1
560	и нераздельно	1	1
561	больше и	1	1
562	этот термин	1	1
563	смысла и	2	1
564	мир а	1	1
565	здесь дело	1	1
566	и мне	1	1
567	ничем не	1	1
568	человеческой жизни	1	1
569	понятие о	1	1
570	ни о	1	1
571	что мы	1	1
572	себя я	1	1
573	если это	1	1
574	вследствие чего	1	1
575	действие которое	1	1
576	ни на	1	1
577	и будущего	1	1
578	до этого	1	1
579	его как	5	1
580	бытию в	2	1
581	к бытию	1	1
582	над ним	1	1
583	тяжелее но	1	1
584	но сам	1	1
585	есть только	1	1
586	это есть	2	1
587	и всей	1	1
588	в мир	1	1
589	в первой	1	1
590	желания и	1	1
591	действительно ли	2	1
592	есть непосредственно	1	1
593	все моменты	1	1
594	дело здесь	2	1
595	первом плане	2	1
596	твоя краса	1	1
597	но для	2	1
598	в смысле	6	1
599	сознании и	1	1
600	этом смысле	3	1
601	и случайное	1	1
602	которых он	1	1
603	котором он	3	1
604	мира и	4	1
605	и кроме	1	1
606	время и	5	1
607	не с	1	1
608	от него	3	1
609	из себя	8	1
610	что значит	2	1
611	с действительно	1	1
612	полагать что	1	1
613	ни к	2	1
614	бытии и	2	1
615	отношении к	2	1
616	быть и	3	1
617	между ними	1	1
618	только как	4	1
619	со мной	4	1
620	была бы	1	1
621	равно как	1	1
622	любви к	1	1
623	религии и	1	1
624	эти слова	1	1
625	в действительности	1	1
626	свою позицию	1	1
627	и приходится	1	1
628	которой я	2	1
629	дать никаких	1	1
630	но эти	1	1
631	ее в	1	1
632	жизнь человека	1	1
633	они не	1	1
634	и кажется	1	1
