N	2gram	Losev_Prob_1	StatiiOP
112	то время	1	4
113	крайней мере	2	4
114	действующих лиц	2	4
115	xix века	1	4
116	он говорит	1	4
117	в течение	1	4
118	это есть	9	4
119	что здесь	3	4
120	в смысле	1	4
121	и для	4	4
122	но это	8	4
123	сказать что	13	4
124	была бы	1	4
125	в своей	8	4
126	это в	1	4
127	во всяком	7	4
128	я и	2	3
129	говорить о	6	3
130	он был	1	3
131	или из	3	3
132	с его	2	3
133	кроме того	2	3
134	что по	1	3
135	все эти	8	3
136	и если	6	3
137	всех этих	7	3
138	на этом	1	3
139	что этот	2	3
140	в другом	1	3
141	нет в	1	3
142	о которых	3	3
143	показывает что	1	3
144	несмотря на	3	3
145	этой вещи	1	3
146	в их	4	3
147	что я	1	3
148	но он	3	3
149	тому что	4	3
150	во время	1	3
151	на язык	1	3
152	связи с	5	3
153	и здесь	6	3
154	что все	3	3
155	со стороны	1	3
156	и что	9	3
157	по этому	3	3
158	нельзя сказать	2	3
159	это несомненно	1	3
160	и его	3	3
161	вот что	1	3
162	уже не	3	3
163	уже в	3	3
164	не так	1	3
165	для него	2	3
166	так как	11	3
167	в некоторых	1	3
168	в системе	1	3
169	как раз	13	3
170	не является	5	3
171	связан с	1	3
172	что для	2	3
173	с которым	1	3
174	что мы	13	3
175	бы совершенно	1	3
176	его как	2	3
177	в связи	4	3
178	быть это	1	3
179	с этой	1	3
180	между прочим	2	3
181	в стихотворении	1	3
182	тем более	5	3
183	конце концов	4	3
184	все они	1	3
185	к этому	1	3
186	в виде	15	3
187	эту вещь	2	2
188	самом деле	6	2
189	он может	1	2
190	в чисто	1	2
191	той же	1	2
192	в сущности	2	2
193	того же	3	2
194	значит и	2	2
195	еще у	1	2
196	во всех	7	2
197	то он	2	2
198	но как	6	2
199	только тогда	1	2
200	если в	1	2
201	с которыми	4	2
202	не просто	23	2
203	нет и	2	2
204	что они	3	2
205	им в	1	2
206	его к	1	2
207	в самом	6	2
208	во многих	2	2
209	т д	10	2
210	о которой	1	2
211	вы видите	1	2
212	не как	2	2
213	том чтобы	1	2
214	чтобы в	1	2
215	но все	3	2
216	и может	2	2
217	а по	1	2
218	то есть	33	2
219	заключается в	1	2
220	отчет в	1	2
221	известно что	1	2
222	ее в	2	2
223	он и	8	2
224	между собою	7	2
225	мы не	2	2
226	и тогда	1	2
227	нас не	2	2
228	в такой	1	2
229	в которых	3	2
230	которые в	2	2
231	тем не	18	2
232	для этого	3	2
233	сам он	1	2
234	этой области	2	2
235	если и	1	2
236	в отношении	3	2
237	не менее	19	2
238	что эта	1	2
239	как о	1	2
240	дело не	1	2
241	на котором	1	2
242	тогда когда	1	2
243	одна из	1	2
244	много общего	1	2
245	так чтобы	1	2
246	не имеет	2	2
247	никогда не	7	2
248	и всегда	2	2
249	этих двух	1	2
250	х годов	1	2
251	существуют в	1	2
252	от того	1	2
253	начиная с	1	2
254	могут быть	2	2
255	к тому	3	2
256	для того	8	2
257	утверждать что	1	2
258	должен быть	1	2
259	это такое	1	2
260	как мы	7	2
261	с ее	1	2
262	в виду	6	2
263	нужно сказать	3	2
264	говорит и	3	2
265	без всякого	2	2
266	каждый раз	1	2
267	на нее	1	2
268	или в	4	2
269	и которые	5	2
270	здесь нет	2	2
271	внимание на	1	2
272	одного из	1	2
273	на что	2	2
274	что его	3	2
275	и во	3	2
276	он его	1	2
277	этому поводу	3	2
278	а потому	2	2
279	и только	4	2
280	и других	1	2
281	все время	2	2
282	еще не	9	2
283	течение всей	1	2
284	и ее	8	2
285	есть в	5	2
286	то и	6	2
287	что если	2	2
288	во втором	1	2
289	при помощи	13	2
290	несомненно в	1	2
291	одно из	2	2
292	а то	1	2
293	мы находим	2	2
294	вовсе не	35	2
295	при всей	1	2
296	или иной	5	2
297	до сих	3	2
298	не потому	2	2
299	что не	3	2
300	но есть	2	2
301	не на	3	2
302	что из	1	2
303	о содержании	1	2
304	ни на	4	2
305	вместе с	2	2
306	в одной	1	2
307	но не	9	2
308	без труда	1	2
309	для искусства	1	2
310	в это	2	2
311	несколько слов	1	2
312	сих пор	3	2
313	это выражение	1	2
314	является как	1	2
315	один из	4	2
316	в результате	2	2
317	этого термина	4	2
318	и ни	4	2
319	года в	1	2
320	только что	2	2
321	здесь только	2	2
322	к сожалению	1	2
323	к этой	1	2
324	при оценке	1	2
325	молодой человек	1	2
326	гораздо более	2	2
327	ту же	1	1
328	за пределы	6	1
329	одним из	1	1
330	также и	11	1
331	конструкцию и	1	1
332	начинается с	1	1
333	сам по	7	1
334	и то	6	1
335	смысле слова	7	1
336	на самом	6	1
337	переход от	1	1
338	тем же	1	1
339	и так	2	1
340	в первом	2	1
341	не хочет	3	1
342	по преимуществу	2	1
343	и до	2	1
344	должна быть	1	1
345	был и	1	1
346	для этих	2	1
347	уже по	1	1
348	элементы в	1	1
349	из всех	1	1
350	отношения к	1	1
351	есть не	6	1
352	смотреть на	1	1
353	для своего	2	1
354	в последние	1	1
355	это совершенно	4	1
356	вещами и	1	1
357	вопрос о	1	1
358	на такие	1	1
359	модель для	1	1
360	нам в	1	1
361	этом не	1	1
362	трактуется в	1	1
363	почти все	1	1
364	однако еще	1	1
365	еще до	1	1
366	представлением о	1	1
367	на себя	2	1
368	но уже	5	1
369	мы и	4	1
370	первого взгляда	1	1
371	с большим	1	1
372	над этой	1	1
373	же нужно	1	1
374	быть в	1	1
375	разумеется здесь	1	1
376	то мы	1	1
377	не требует	1	1
378	тот или	1	1
379	или иначе	2	1
380	мы будем	2	1
381	с самой	1	1
382	внимание именно	1	1
383	со всеми	2	1
384	до наших	1	1
385	история и	1	1
386	которые не	3	1
387	анализ этого	3	1
388	и я	1	1
389	чем же	2	1
390	в истории	4	1
391	только ее	2	1
392	чем-то более	1	1
393	показать что	1	1
394	а иной	1	1
395	в своем	5	1
396	и нет	1	1
397	что ее	1	1
398	он часто	2	1
399	что нет	2	1
400	однако не	3	1
401	прекрасное как	1	1
402	нас за	1	1
403	этом же	1	1
404	вопросом о	1	1
405	и как	6	1
406	не являются	5	1
407	самом начале	1	1
408	более или	3	1
409	и расположение	1	1
410	от этого	1	1
411	поэтому и	2	1
412	вещи но	3	1
413	как попало	1	1
414	не соответствуют	1	1
415	для которого	3	1
416	цельных и	1	1
417	еще на	1	1
418	так или	2	1
419	за это	1	1
420	бы не	1	1
421	другим способом	1	1
422	думать что	1	1
423	еще один	1	1
424	в известном	1	1
425	в дальнейшем	4	1
426	а потом	2	1
427	другом случае	1	1
428	интереснее всего	1	1
429	именно тот	1	1
430	говорят о	2	1
431	как он	4	1
432	но на	1	1
433	всей его	1	1
434	есть ее	24	1
435	оно здесь	1	1
436	что она	5	1
437	в нем	13	1
438	связанные с	1	1
439	и больше	1	1
440	одно целое	2	1
441	которая является	2	1
442	не связан	1	1
443	он должен	2	1
444	этого вопроса	1	1
445	не к	1	1
446	пор мы	2	1
447	i в	1	1
448	что ни	2	1
449	в нее	1	1
450	как оно	3	1
451	не считать	1	1
452	же касается	3	1
453	конечно в	2	1
454	на этой	2	1
455	подходит к	1	1
456	вместе со	1	1
457	является символом	4	1
458	моменты в	1	1
459	она стала	1	1
460	делает его	2	1
461	отражение в	1	1
462	еще одно	1	1
463	холмах грузии	1	1
464	он является	1	1
465	во внимание	2	1
466	мы видели	1	1
467	мы знаем	1	1
468	здесь история	1	1
469	и некоторые	1	1
470	которые я	1	1
471	и того	2	1
472	именно то	3	1
473	нисколько не	3	1
474	их на	1	1
475	или менее	3	1
476	что значит	3	1
477	вещи в	4	1
478	себя внимание	1	1
479	и при	2	1
480	наших дней	1	1
481	могло бы	1	1
482	и значит	1	1
483	собою а	1	1
484	и той	1	1
485	поэтому в	1	1
486	были свои	1	1
487	друг другу	2	1
488	автора который	1	1
489	том же	1	1
490	как закон	2	1
491	на холмах	1	1
492	по себе	15	1
493	даже в	1	1
494	его точно	1	1
495	и очень	2	1
496	но ясно	1	1
497	и одной	1	1
498	некоторых случаях	1	1
499	не раз	1	1
500	вплоть до	1	1
501	о значении	1	1
502	иной раз	1	1
503	что ему	1	1
504	не о	2	1
505	дело в	3	1
506	того как	3	1
507	которого он	2	1
508	пушкина можно	1	1
509	и сцена	1	1
510	за своего	1	1
511	сталкиваемся с	1	1
512	чтобы стать	1	1
513	для кого	1	1
514	что вы	3	1
515	иметь в	4	1
516	того чтобы	9	1
517	его от	3	1
518	казалось бы	4	1
519	последние десятилетия	1	1
520	в самой	3	1
521	обратим внимание	1	1
522	из или	3	1
523	или как	3	1
524	с одним	1	1
525	явление в	1	1
526	мыслей и	1	1
527	по своей	1	1
528	друг друга	1	1
529	своей статье	1	1
530	было не	1	1
531	в стиле	1	1
532	вот в	2	1
533	очень часто	1	1
534	уже о	1	1
535	над другими	1	1
536	когда мы	8	1
537	только известный	1	1
538	же самое	9	1
539	является одним	1	1
540	не случайно	1	1
541	а что	1	1
542	его с	1	1
543	бы он	1	1
544	той или	5	1
545	это а	1	1
546	и свое	1	1
547	образом но	1	1
548	здесь еще	1	1
549	для себя	3	1
550	вещей в	1	1
551	такое сознание	1	1
552	как они	2	1
553	можно и	1	1
554	и о	8	1
555	самое и	1	1
556	и образ	1	1
557	первом из	1	1
558	говоря уже	2	1
559	здесь не	7	1
560	в ее	3	1
561	важно только	2	1
562	нет никакой	2	1
563	с первого	1	1
564	в пределах	1	1
565	вопрос что	1	1
566	на том	4	1
567	и сам	1	1
568	можно было	3	1
569	ясно что	3	1
570	здесь как	1	1
571	особенно в	2	1
572	что никогда	1	1
573	приближением к	1	1
574	наконец нельзя	1	1
575	именно этот	1	1
576	том как	2	1
577	часто в	1	1
578	не стоит	2	1
579	разного рода	6	1
580	мы в	3	1
581	них есть	1	1
582	является в	2	1
583	а эта	2	1
584	был не	1	1
585	о котором	1	1
586	из одного	1	1
587	и вообще	4	1
588	по мере	1	1
589	вещи мы	1	1
590	с ним	3	1
591	образом в	1	1
592	находится в	1	1
593	уже сейчас	1	1
594	все дело	1	1
595	и должно	2	1
596	известной степени	2	1
597	это вполне	1	1
598	его жизни	1	1
599	и который	2	1
600	времени в	1	1
601	которыми обычно	1	1
602	не выходит	1	1
603	то тут	1	1
604	пр но	1	1
605	тем или	3	1
606	эти два	1	1
607	они ему	1	1
608	вообще и	4	1
609	именно в	4	1
610	каждом отдельном	1	1
611	выше в	1	1
612	которая и	1	1
613	в свете	1	1
614	одно место	1	1
615	по содержанию	1	1
616	такие стихотворения	1	1
617	известном смысле	1	1
618	которое было	1	1
619	его в	6	1
620	которой можно	1	1
621	как нечто	8	1
622	он уже	1	1
623	который в	1	1
624	идет к	1	1
625	но то	1	1
626	союза а	1	1
627	это с	1	1
628	это же	1	1
629	которая была	1	1
630	же он	1	1
631	нужно понимать	1	1
632	оригинально и	1	1
633	определения и	1	1
634	для всех	1	1
635	именно на	3	1
636	конечно не	1	1
637	точно и	1	1
638	не можем	2	1
639	раз в	1	1
640	указания на	1	1
641	ни одного	1	1
642	в значении	1	1
643	вернуться к	1	1
644	является не	2	1
645	а это	2	1
646	от других	2	1
647	не из	1	1
648	не дает	1	1
649	в данной	1	1
650	не стал	1	1
651	из них	3	1
652	основная функция	1	1
653	процесс и	1	1
654	в комедии	2	1
655	это обстоятельство	1	1
656	и их	1	1
657	в известной	1	1
658	нас только	1	1
659	как его	2	1
660	но что	2	1
661	того или	2	1
662	во всей	3	1
663	к той	1	1
664	в других	5	1
665	указание на	4	1
666	другое что	1	1
667	смерти и	1	1
668	даже и	8	1
669	в данный	1	1
670	на примере	1	1
671	имеет и	1	1
672	то это	1	1
673	а именно	12	1
674	еще и	5	1
675	было и	1	1
676	содержания он	1	1
677	или этот	1	1
678	для такой	1	1
679	говорит о	3	1
680	не говоря	4	1
681	она является	2	1
682	ниже в	1	1
683	означало бы	1	1
684	человек в	1	1
685	о чем	6	1
686	он становится	1	1
687	на возможность	2	1
688	совершенно очевидно	1	1
689	в одно	4	1
690	если не	4	1
691	для этой	1	1
692	которого вообще	2	1
693	уже давно	2	1
694	вступает в	1	1
695	является его	1	1
696	нет ничего	10	1
697	этого героя	1	1
698	и xix	1	1
699	смысл который	1	1
700	здесь является	2	1
701	из трех	1	1
702	касается истории	1	1
703	это такой	1	1
704	в историю	1	1
705	место где	1	1
706	требует от	1	1
707	в разговоре	1	1
708	случаях в	1	1
709	не знал	5	1
710	слишком много	1	1
711	в данном	9	1
712	что за	1	1
713	наряду с	1	1
714	и этот	1	1
715	этой последней	1	1
716	тому как	2	1
717	что же	9	1
718	в литературе	4	1
719	по существу	2	1
720	два раза	1	1
721	при ближайшем	2	1
722	это значит	1	1
723	из отдельных	1	1
724	должно быть	2	1
725	с отдельными	1	1
726	имеет много	1	1
727	но интереснее	1	1
728	о его	2	1
729	ни для	1	1
730	но для	3	1
731	не больше	3	1
732	говорить что	2	1
733	с большой	1	1
734	одновременно с	1	1
735	этой сцене	1	1
736	пределы самой	1	1
737	однако и	3	1
738	анализа и	1	1
739	тем и	2	1
740	своей собственной	1	1
741	чтобы понять	3	1
742	характеризуется в	1	1
743	для нас	5	1
744	особого рода	2	1
745	и все	7	1
746	собственно говоря	2	1
747	но зато	1	1
748	хотя бы	3	1
749	что другое	1	1
750	находим в	1	1
751	разницу между	1	1
752	как человек	1	1
753	этих вещей	1	1
754	гораздо больше	2	1
755	в период	1	1
756	о своем	2	1
757	не знает	1	1
758	понимать как	2	1
759	мы здесь	2	1
760	или иного	2	1
761	одновременно и	1	1
762	ко всему	1	1
763	и еще	3	1
764	перейти к	4	1
765	есть и	3	1
766	среди прочих	1	1
767	в трех	1	1
768	жизни и	1	1
769	но эти	1	1
770	с кругом	1	1
771	образом слово	1	1
772	только не	3	1
773	и эта	1	1
774	которая не	1	1
775	так же	9	1
