N	2gram	Kanaev_Sov_1	Istorich
305	дословном переводе	1	1
306	в два	3	1
307	во втором	1	1
308	но очень	2	1
309	это увидим	1	1
310	во всей	1	1
311	и только	1	1
312	из нескольких	1	1
313	в ту	1	1
314	может иметь	2	1
315	уже начало	1	1
316	то он	1	1
317	тот же	2	1
318	одной из	1	1
319	природой и	1	1
320	целого и	1	1
321	он уже	1	1
322	по мнению	2	1
323	всяком случае	2	1
324	наших целей	1	1
325	всего мы	1	1
326	и у	1	1
327	каким же	1	1
328	мы получим	3	1
329	где у	1	1
330	а это	1	1
331	не дает	2	1
332	на две	3	1
333	искать в	1	1
334	себе в	1	1
335	ведь это	3	1
336	другую сторону	1	1
337	появление в	1	1
338	ее на	2	1
339	нет в	1	1
340	в очень	1	1
341	и даже	2	1
342	или иной	2	1
343	мы это	1	1
344	есть не	1	1
345	здесь в	1	1
346	процесс его	1	1
347	можно назвать	2	1
348	то и	2	1
349	не было	1	1
350	ей не	1	1
351	не знает	1	1
352	нет никаких	1	1
353	равно как	1	1
354	теперь только	1	1
355	а при	1	1
356	в дословном	1	1
357	xix века	1	1
358	конечно не	1	1
359	такого рода	2	1
360	а потом	1	1
361	он ставит	1	1
362	только о	1	1
363	два основных	1	1
364	совсем исчезает	1	1
365	процессе развития	1	1
366	только одна	6	1
367	которых он	1	1
368	и от	1	1
369	а все	3	1
370	или другой	1	1
371	не представляет	1	1
372	или нет	1	1
373	все они	1	1
374	но если	1	1
375	в самом	2	1
376	что такое	2	1
377	в своих	1	1
378	в таком	2	1
379	во всяком	2	1
380	все что	1	1
