N	2gram	Losev_Dial_4	Komedia
528	по условиям	1	1
529	сам не	1	1
530	в это	1	1
531	с этой	2	1
532	то следовательно	2	1
533	что нет	1	1
534	не знаем	1	1
535	со всей	2	1
536	за его	2	1
537	необходимость его	1	1
538	не подходит	1	1
539	которой можно	1	1
540	чтобы понять	1	1
541	это уже	1	1
542	от него	3	1
543	у них	1	1
544	на такой	1	1
545	в духе	1	1
546	или нет	3	1
547	бы в	4	1
548	зрения в	1	1
549	хотя в	1	1
550	бы на	1	1
551	отношении к	2	1
552	в общем	1	1
553	к ее	1	1
554	вопрос как	1	1
555	мог не	1	1
556	или другими	1	1
557	не знает	1	1
558	сказать что	6	1
559	но чем	1	1
560	кем и	1	1
561	совершенно не	3	1
562	начать с	1	1
563	и художественного	1	1
564	остается на	1	1
565	время не	1	1
566	в каком	5	1
567	жизни и	4	1
568	человека к	1	1
569	вполне понятно	1	1
570	гораздо более	1	1
571	как на	1	1
572	земли и	1	1
573	этой точки	2	1
