N	2gram	Propp_Morf_1	Narrotol
217	о его	1	2
218	к двум	1	2
219	в связи	9	2
220	она может	1	2
221	хотя бы	4	2
222	только что	2	2
223	между ними	1	2
224	сказать что	2	2
225	новое лицо	2	2
226	в таком	1	2
227	во всяком	2	2
228	может или	1	1
229	кто лучше	1	1
230	как все	1	1
231	и т	41	1
232	одним из	1	1
233	к текстам	1	1
234	получает в	1	1
235	на самом	4	1
236	е годы	1	1
237	это и	2	1
238	говорилось выше	1	1
239	и есть	2	1
240	и до	1	1
241	с просьбой	3	1
242	по его	1	1
243	мы уже	1	1
244	он ничего	1	1
245	например в	2	1
246	не приходится	1	1
247	может входить	1	1
248	привести к	1	1
249	не совсем	1	1
250	из которых	3	1
251	он был	1	1
252	нему в	1	1
253	бы то	3	1
254	в различных	2	1
255	тем как	1	1
256	это бывает	1	1
257	видит в	1	1
258	мы будем	3	1
259	дело обстоит	1	1
260	не входит	1	1
261	тех же	4	1
262	значение и	1	1
263	не все	6	1
264	а он	1	1
265	ответ на	1	1
266	отношение к	1	1
267	что именно	1	1
268	с этим	11	1
269	о жизни	1	1
270	что ее	1	1
271	еще и	1	1
272	глаза что	1	1
273	в полном	1	1
274	целый ряд	3	1
275	и наконец	1	1
276	и к	4	1
277	следующим образом	3	1
278	действия и	1	1
279	в которой	3	1
280	что это	1	1
281	за это	1	1
282	тут и	1	1
283	бы не	1	1
284	во многих	1	1
285	будет сказано	1	1
286	ни одна	4	1
287	приводит к	2	1
288	отношение между	1	1
289	и тот	1	1
290	что даже	1	1
291	но ведь	1	1
292	но на	1	1
293	это невозможно	1	1
294	что она	2	1
295	главным образом	4	1
296	т д	39	1
297	к герою	3	1
298	одному из	3	1
299	как с	1	1
300	в силу	1	1
301	которое может	2	1
302	друг с	1	1
303	и по	2	1
304	так например	3	1
305	в нее	1	1
306	таким образом	21	1
307	но все	3	1
308	ее по	3	1
309	однако все	1	1
310	то ни	3	1
311	могла бы	4	1
312	том случае	1	1
313	них не	1	1
314	чего в	1	1
315	говорить не	1	1
316	его в	2	1
317	героя при	1	1
318	с другими	1	1
319	деле в	1	1
320	лишь на	2	1
321	чему мы	1	1
322	например с	2	1
323	в итоге	2	1
324	лет в	1	1
325	далеко не	5	1
326	на основании	1	1
327	с тем	2	1
328	ведет к	1	1
329	может идти	1	1
330	в один	3	1
331	нисколько не	1	1
332	связаны между	1	1
333	или менее	2	1
334	является непосредственным	1	1
335	во время	6	1
336	или точнее	1	1
337	этой связи	1	1
338	с точки	2	1
339	часто не	1	1
340	оказывается что	1	1
341	и животным	1	1
342	в которых	2	1
343	первой в	1	1
344	и уж	1	1
345	нельзя было	2	1
346	втором случае	1	1
347	точку зрения	1	1
348	но во	1	1
349	иных форм	1	1
350	теми же	1	1
351	рассказа как	1	1
352	ни было	2	1
353	не слишком	2	1
354	и наоборот	4	1
355	что этот	1	1
356	для нее	1	1
357	и точной	1	1
358	даже в	1	1
359	что эта	2	1
360	тому что	4	1
361	собой следующий	1	1
362	можно ли	1	1
363	так как	16	1
364	до известной	1	1
365	того как	2	1
366	которые не	1	1
367	это еще	1	1
368	после ухода	1	1
369	для всех	1	1
370	это сделать	1	1
371	данное понятие	1	1
372	за исключением	1	1
373	во всем	1	1
374	как не	1	1
375	будет зависеть	1	1
376	решается на	1	1
377	с другом	1	1
378	и со	1	1
379	детей в	1	1
380	в момент	1	1
381	встречается в	1	1
382	позволил бы	1	1
383	могут быть	16	1
384	и героев	1	1
385	сомневаться в	1	1
386	по характеру	1	1
387	чрезвычайно многообразна	1	1
388	бы составить	2	1
389	ли в	1	1
390	для героя	1	1
391	если же	5	1
392	действия или	1	1
393	обычно в	1	1
394	функции могут	2	1
395	в виду	1	1
396	здесь также	1	1
397	как по	1	1
398	всей своей	1	1
399	слова а	1	1
400	и совершенно	1	1
401	и когда	1	1
402	что каждый	1	1
403	в другом	2	1
404	в образе	4	1
405	из двух	2	1
406	не с	2	1
407	ясно что	5	1
408	хотя о	1	1
409	мог бы	1	1
410	и каждый	1	1
411	прилагаться к	1	1
412	с собой	3	1
413	вопрос не	2	1
414	вошел в	1	1
415	том как	1	1
416	с героем	1	1
417	имеется довольно	1	1
418	с этого	2	1
419	простейший пример	1	1
420	остановимся на	1	1
421	видим не	1	1
422	и здесь	5	1
423	зависеть от	1	1
424	некоторой ситуации	1	1
425	в глаза	2	1
426	для нас	2	1
427	самому себе	1	1
428	во всех	4	1
429	могут прилагаться	1	1
430	нечто иное	1	1
431	на ковре	1	1
432	а потому	1	1
433	на одном	1	1
434	что и	7	1
435	уже только	1	1
436	целая система	1	1
437	не более	1	1
438	вслед за	5	1
439	если за	2	1
440	к ней	1	1
441	в него	1	1
442	же можно	2	1
443	другой более	1	1
444	в формах	1	1
445	сразу же	2	1
446	в новой	1	1
447	к различным	2	1
448	одной из	1	1
449	мы увидим	8	1
450	ли он	1	1
451	не происходит	3	1
452	об их	1	1
453	с одной	1	1
454	со всеми	1	1
455	узнает о	3	1
456	и у	1	1
457	вопроса о	1	1
458	действующего лица	1	1
459	от других	2	1
460	но впоследствии	1	1
461	всех видов	1	1
462	в данной	1	1
463	русской в	1	1
464	их как	2	1
465	а то	3	1
466	случае не	3	1
467	которые могут	1	1
468	в карты	3	1
469	тем что	4	1
470	другой а	1	1
471	момент в	1	1
472	это будет	1	1
473	уходят на	1	1
474	знаки и	1	1
475	даже не	3	1
476	если только	1	1
477	до этого	1	1
478	а именно	1	1
479	лица в	1	1
480	и создает	1	1
481	а с	2	1
482	последний случай	1	1
483	мы еще	1	1
484	одной стороны	1	1
485	на этот	1	1
486	иначе но	1	1
487	стремится к	1	1
488	на которых	1	1
489	не на	2	1
490	на нескольких	1	1
491	одну из	1	1
492	там где	5	1
493	как возвращение	1	1
494	живет у	1	1
495	видов не	1	1
496	с помощью	1	1
497	в лесу	1	1
498	так же	3	1
499	смысл который	1	1
500	в рамках	1	1
501	надо было	1	1
502	этого момента	3	1
503	дома в	2	1
504	себя за	2	1
505	этих случаях	11	1
506	что за	1	1
507	в церковь	1	1
508	она есть	1	1
509	наряду с	5	1
510	сказано ниже	1	1
511	не бытовая	1	1
512	есть на	1	1
513	в тех	6	1
514	не можем	1	1
515	указанием на	1	1
516	бросается в	1	1
517	исходной ситуации	1	1
518	на другое	1	1
519	думает о	1	1
520	как некоторой	1	1
521	но это	6	1
522	он обращается	1	1
523	не смог	1	1
524	здесь следует	1	1
525	и где	1	1
526	это явление	4	1
527	случае он	2	1
528	о первичности	2	1
529	известной степени	1	1
530	случаях когда	2	1
531	указать на	1	1
532	о котором	1	1
533	образом такая	1	1
534	в голову	1	1
535	то не	1	1
536	собственно говоря	1	1
537	у которого	1	1
538	все они	1	1
539	всего мира	1	1
540	не знает	1	1
541	совершенно не	1	1
542	остается на	1	1
543	как за	1	1
544	только о	1	1
545	в свое	2	1
546	этим объясняется	1	1
547	более или	2	1
548	к этой	1	1
549	случае если	1	1
550	персонажей при	1	1
551	например может	1	1
552	следует сказать	1	1
553	к этому	3	1
554	точно так	1	1
555	это время	1	1
556	они не	1	1
557	которая не	1	1
