N	2gram	Losev_Dial_1	DiskursI
535	ставит себя	1	1
536	еще более	3	1
537	и ни	6	1
538	пространства к	1	1
539	стороны в	2	1
540	по самой	1	1
541	ни было	2	1
542	искусству вообще	1	1
543	хотя в	1	1
544	в искусстве	1	1
545	быть и	4	1
546	к самому	2	1
547	всего на	1	1
548	а о	2	1
549	от света	2	1
550	выведена из	1	1
551	из повседневной	1	1
552	сказать что	10	1
553	не быть	1	1
554	и зла	1	1
555	конечно как	1	1
556	никакого отношения	1	1
557	из этого	1	1
558	только о	1	1
559	в какой	1	1
560	в голову	1	1
561	к другим	1	1
562	также не	1	1
563	нас не	2	1
564	во всяком	4	1
