N	2gram	Berdyaev_N_1	Psycholo
105	вопрос о	3	3
106	но он	1	3
107	и вся	1	3
108	одна из	2	3
109	в каком	1	3
110	не могут	1	3
111	так и	2	3
112	времени и	2	3
113	и только	1	3
114	в состоянии	1	3
115	у него	2	3
116	когда она	1	3
117	в той	1	3
118	это есть	7	3
119	не существует	3	3
120	формы и	2	3
121	мы должны	1	3
122	хотя бы	2	3
123	в свою	1	3
124	и сейчас	1	3
125	от этой	1	2
126	же как	2	2
127	того же	1	2
128	это и	2	2
129	по преимуществу	1	2
130	и до	1	2
131	должна быть	3	2
132	время как	2	2
133	но она	2	2
134	с его	6	2
135	во всех	3	2
136	совсем не	12	2
137	себе и	1	2
138	отличие от	1	2
139	в центре	2	2
140	с этим	2	2
141	бы сказать	1	2
142	он в	1	2
143	все эти	2	2
144	вопроса о	1	2
145	том чтобы	2	2
146	в нее	1	2
147	но все	1	2
148	и с	2	2
149	из них	1	2
150	для чего	2	2
151	оказывается совершенно	1	2
152	должно быть	4	2
153	и того	1	2
154	одного и	1	2
155	в котором	1	2
156	в отличие	1	2
157	сами по	1	2
158	том и	2	2
159	в то	2	2
160	во всем	1	2
161	замечательно что	1	2
162	нет ни	1	2
163	есть только	1	2
164	должен быть	5	2
165	приводит к	1	2
166	не с	1	2
167	еще в	1	2
168	и даже	2	2
169	нас и	1	2
170	можно сказать	1	2
171	но во	1	2
172	как например	1	2
173	этом смысле	2	2
174	их не	1	2
175	никогда еще	1	2
176	нет в	1	2
177	себя и	1	2
178	на поверхности	1	2
179	это значит	1	2
180	эту мысль	1	2
181	по существу	2	2
182	все это	5	2
183	давно уже	1	2
184	не знает	6	2
185	смысле слова	3	1
186	сложное взаимодействие	1	1
187	связана с	2	1
188	в такой	1	1
189	он может	1	1
190	только потому	1	1
191	силы и	2	1
192	часто совершенно	1	1
193	который можно	1	1
194	нем нет	2	1
195	из всех	1	1
196	на место	1	1
197	героя но	1	1
198	движения к	1	1
199	понять смысл	1	1
200	разобраться в	1	1
201	с большим	1	1
202	способ выражения	1	1
203	на них	1	1
204	в чем	1	1
205	связано с	1	1
206	которую она	2	1
207	сильнее и	2	1
208	и такое	1	1
209	и нет	1	1
210	что нет	1	1
211	хотя и	2	1
212	в каком-то	1	1
213	отнесены к	1	1
214	от этого	1	1
215	о самом	1	1
216	ни одна	2	1
217	в известном	1	1
218	не воспринимаются	1	1
219	в употреблении	2	1
220	не к	2	1
221	что единство	1	1
222	по своему	4	1
223	показал что	1	1
224	с собой	1	1
225	от нее	1	1
226	в одну	2	1
227	смысле в	1	1
228	том случае	1	1
229	который составляет	1	1
230	на протяжении	2	1
231	он есть	1	1
232	в жизни	5	1
233	хотим сказать	1	1
234	нас к	1	1
235	во взаимной	1	1
236	он конечно	1	1
237	в эту	1	1
238	привело к	1	1
239	будет в	1	1
240	что такое	3	1
241	бы к	1	1
242	что вся	1	1
243	установить что	1	1
244	жизни с	1	1
245	не менее	4	1
246	в россии	3	1
247	есть еще	1	1
248	их в	1	1
249	есть всегда	1	1
250	и очень	1	1
251	нет никакого	1	1
252	стремление к	2	1
253	она не	3	1
254	и отдельных	1	1
255	не имеет	4	1
256	не их	1	1
257	того и	1	1
258	в формы	1	1
259	человека вот	1	1
260	свое высшее	1	1
261	под этим	1	1
262	явление в	1	1
263	в русском	2	1
264	к ней	1	1
265	вот что	1	1
266	самое явление	1	1
267	в области	1	1
268	ему не	1	1
269	проблематическим и	1	1
270	к таким	1	1
271	и оно	1	1
272	к себе	1	1
273	заключается что	2	1
274	а совсем	1	1
275	должны быть	1	1
276	быть отнесены	1	1
277	всегда есть	1	1
278	отказаться от	1	1
279	на это	1	1
280	применить к	1	1
281	оно может	1	1
282	более не	2	1
283	с ее	5	1
284	как не	8	1
285	и от	2	1
286	то время	1	1
287	значение в	1	1
288	шекспира и	1	1
289	и которые	1	1
290	во многом	1	1
291	к самой	2	1
292	и трудно	1	1
293	это должно	1	1
294	совершенно невозможно	1	1
295	быть может	4	1
296	и начало	3	1
297	мы всегда	1	1
298	гибель мы	1	1
299	он стремился	1	1
300	в значительной	1	1
301	каким путем	1	1
302	это была	1	1
303	и во	1	1
304	к нему	1	1
305	переходит в	1	1
306	нуждается в	1	1
307	весь характер	1	1
308	долго были	1	1
309	самым большим	1	1
310	в каких	1	1
311	обречен на	1	1
312	в новой	7	1
313	вступить в	1	1
314	который в	2	1
315	во времени	1	1
316	но под	1	1
317	сам собой	1	1
318	в эти	1	1
319	себя в	2	1
320	уже не	2	1
321	отнести к	1	1
322	него и	1	1
323	от других	1	1
324	вступает в	1	1
325	к содержанию	2	1
326	и их	1	1
327	слова в	1	1
328	не хотим	2	1
329	к той	1	1
330	в последние	1	1
331	нет и	2	1
332	не были	1	1
333	ней и	1	1
334	и т.п	2	1
335	нашей жизни	1	1
336	на ее	1	1
337	связаны с	2	1
338	что не	1	1
339	превращается в	1	1
340	не было	4	1
341	попал в	1	1
342	есть лишь	4	1
343	и соединений	1	1
344	ее на	1	1
345	и переживает	1	1
346	и ему	1	1
347	все более	1	1
348	если взять	1	1
349	мы говорим	2	1
350	конечно не	3	1
351	в вечной	1	1
352	тому как	3	1
353	во все	1	1
354	сферы в	1	1
355	том смысле	1	1
356	и всех	1	1
357	смысле о	1	1
358	употреблении слов	1	1
359	нашего чувства	1	1
360	ко времени	1	1
361	только для	1	1
362	но это	6	1
363	общественной жизни	6	1
364	но для	2	1
365	в смысле	2	1
366	ближе к	1	1
367	совершается в	1	1
368	чтобы разобраться	1	1
369	которая в	1	1
370	чтобы понять	1	1
371	от всех	1	1
372	всей нашей	1	1
373	ни к	2	1
374	будто бы	1	1
375	все они	2	1
376	во время	1	1
377	что вообще	1	1
378	мы в	1	1
379	к ее	3	1
380	нет ничего	1	1
381	равно как	2	1
382	жизни а	1	1
383	на гибель	2	1
384	нашей мысли	1	1
385	можно назвать	2	1
386	во всяком	1	1
387	все что	1	1
