N	2gram	Bakhtin_KF_1	Mirosoze
293	к которой	2	1
294	и всякий	1	1
295	него все	1	1
296	и действительно	6	1
297	все ценности	2	1
298	мира в	6	1
299	более чем	1	1
300	его на	2	1
301	как к	2	1
302	ней в	1	1
303	такова же	1	1
304	человека вообще	3	1
305	сознания в	2	1
306	его к	2	1
307	в каком-то	1	1
308	вокруг этой	1	1
309	человек со	1	1
310	светом и	1	1
311	есть для	1	1
312	и принять	1	1
313	это единственная	1	1
314	разных точек	1	1
315	имеем в	2	1
316	ее как	2	1
317	в мышлении	1	1
318	но ведь	5	1
319	люди а	1	1
320	зрения его	1	1
321	с чем	1	1
322	видит и	2	1
323	для моего	1	1
324	страшная и	1	1
325	всех этих	3	1
326	нее и	1	1
327	из него	3	1
328	его от	1	1
329	лишь с	2	1
330	все с	1	1
331	конца и	1	1
332	ее жизни	3	1
333	ни был	2	1
334	значительной степени	1	1
335	в каждом	3	1
336	подход к	1	1
337	же не	1	1
338	человек а	1	1
339	том случае	1	1
340	и чтобы	1	1
341	имеет с	1	1
342	на все	1	1
343	в душе	1	1
344	это было	2	1
345	сознание может	1	1
346	не совпадает	1	1
347	всю свою	1	1
348	весь мир	2	1
349	кажется что	2	1
350	и рядом	1	1
351	все границы	1	1
352	моего сознания	2	1
353	которой он	2	1
354	одна и	1	1
355	когда я	3	1
356	данте и	1	1
357	эти миры	1	1
358	нисколько не	4	1
359	смысл и	6	1
360	же я	1	1
361	лучше всего	1	1
362	сказать в	1	1
363	не единство	1	1
364	от своего	1	1
365	еще менее	1	1
366	вживания в	1	1
367	она в	1	1
368	и вокруг	1	1
369	знает и	2	1
370	все и	1	1
371	не от	1	1
372	что я	5	1
373	не путем	1	1
374	мир и	1	1
375	есть его	2	1
376	делает его	1	1
377	исключительно на	1	1
378	но во	1	1
379	творчества и	1	1
380	в философии	1	1
381	этом смысл	1	1
382	мире все	1	1
383	и эти	2	1
384	войти в	2	1
385	не должно	3	1
386	бы быть	5	1
387	вовсе не	7	1
388	есть всегда	1	1
389	если и	1	1
390	в отношении	1	1
391	не менее	3	1
392	не раз	1	1
393	эта мысль	1	1
394	мире лишь	1	1
395	имеет смысла	1	1
396	что ему	1	1
397	мысли в	1	1
398	и именно	2	1
399	мира нет	1	1
400	отпущены на	1	1
401	чем не	4	1
402	не могло	1	1
403	мышления и	2	1
404	все свои	1	1
405	человека за	1	1
406	находятся в	1	1
407	а во	1	1
408	действительно в	1	1
409	такая же	1	1
410	во всем	7	1
411	а лишь	3	1
412	мире и	1	1
413	и мысли	1	1
414	его он	1	1
415	не нужен	2	1
416	только с	3	1
417	в области	2	1
418	не потому	2	1
419	бытия не	2	1
420	от того	3	1
421	смысл мира	1	1
422	у меня	1	1
423	существенно для	1	1
424	только от	1	1
425	это-то и	1	1
426	событие в	5	1
427	к себе	2	1
428	в духе	1	1
429	что мир	1	1
430	и всех	1	1
431	вокруг него	2	1
432	такова концепция	1	1
433	созерцания и	1	1
434	же оказывается	1	1
435	оно не	2	1
436	нравственной философии	2	1
437	значит понять	1	1
438	всегда в	1	1
439	можно и	2	1
440	и о	1	1
441	человеку в	1	1
442	на нем	2	1
443	не могу	3	1
444	можно сделать	1	1
445	единство а	1	1
446	уже с	1	1
447	и этим	3	1
448	культуры и	5	1
449	бытия как	5	1
450	так и	2	1
451	и каждый	1	1
452	подойти к	1	1
453	который я	1	1
454	бы признать	1	1
455	жизнь и	2	1
456	поэтому в	1	1
457	он за	1	1
458	и даже	1	1
459	в содержании	1	1
460	об этом	1	1
461	с человеком	3	1
462	связанная с	1	1
463	своеобразный мир	1	1
464	а к	1	1
465	жизни не	1	1
466	каждый раз	1	1
467	но к	1	1
468	и та	2	1
469	своей истории	2	1
470	этой мысли	1	1
471	не стоит	1	1
472	она всегда	1	1
473	в значительной	1	1
474	от них	1	1
475	этот момент	6	1
476	лишь пассивный	1	1
477	противоречия и	1	1
478	во всей	4	1
479	и только	6	1
480	это лишь	1	1
481	и можно	1	1
482	вообще и	1	1
483	даже для	1	1
484	ней все	1	1
485	и наконец	1	1
486	есть что	1	1
487	мы уже	1	1
488	быть и	3	1
489	ее уже	1	1
490	одной из	1	1
491	и кажется	1	1
492	мира его	1	1
493	своего свободного	1	1
494	наше время	1	1
495	между тем	4	1
496	роковым для	1	1
497	и ее	2	1
498	же и	1	1
499	возможны лишь	1	1
500	отрешенный от	1	1
501	и единственное	5	1
502	говорить об	1	1
503	есть признание	1	1
504	него осталась	1	1
505	его и	2	1
506	и небо	1	1
507	него нет	1	1
508	истории для	1	1
509	себе в	1	1
510	но нет	2	1
511	всяком случае	1	1
512	мир так	1	1
513	что она	1	1
514	ценность в	1	1
515	цели и	1	1
516	в одном	4	1
517	себя от	1	1
518	ее не	1	1
519	к ним	4	1
520	как его	4	1
521	и никогда	1	1
522	создать и	1	1
523	в мою	1	1
524	но из	1	1
525	рядом с	3	1
526	ко злу	1	1
527	и из	1	1
528	а именно	1	1
529	будет ли	2	1
530	были в	1	1
531	и др	1	1
532	что не	3	1
533	притом не	1	1
534	а изнутри	3	1
535	жизнь в	1	1
536	точек зрения	1	1
537	остается и	1	1
538	и тут	1	1
539	ближе к	3	1
540	есть момент	3	1
541	если не	2	1
542	и всякое	1	1
543	вступает в	3	1
544	но оно	1	1
545	к его	1	1
546	мы говорим	1	1
547	подхода к	2	1
548	над ним	1	1
549	отношений между	1	1
550	в моей	1	1
551	ко всякому	1	1
552	он будет	1	1
553	знать что	2	1
554	есть на	2	1
555	и смысла	1	1
556	в содержание	1	1
557	и менее	1	1
558	в это	2	1
559	что мы	1	1
560	только для	1	1
561	но это	6	1
562	о его	1	1
563	в смысле	6	1
564	трудно бывает	1	1
565	сознании и	1	1
566	за его	1	1
567	к пониманию	1	1
568	сознание уже	1	1
569	своем я	1	1
570	сознания и	3	1
571	что только	2	1
572	тот мир	1	1
573	из себя	8	1
574	бы он	2	1
575	или нет	1	1
576	еще более	2	1
577	в полноте	1	1
578	не должен	3	1
579	теряет свою	1	1
580	ни к	2	1
581	действительной жизни	3	1
582	я в	1	1
583	лежит в	1	1
584	но всегда	2	1
585	за этим	1	1
586	время находится	1	1
587	лишь по	1	1
588	мира он	1	1
589	культуры как	1	1
590	не быть	3	1
591	истины и	2	1
592	в материальной	1	1
593	содержания предмета	1	1
594	человек это	1	1
595	но этот	1	1
596	жизни а	1	1
597	ко всему	5	1
598	культуры в	1	1
599	та же	2	1
600	к живому	1	1
601	в искусстве	1	1
602	в своих	3	1
603	и эта	2	1
604	и свою	1	1
605	во всяком	1	1
606	они не	1	1
