N	2gram	Potebnia_M_4	Marksizm
273	и о	4	2
274	не с	2	2
275	все то	1	2
276	родном языке	1	2
277	и даже	2	2
278	чтобы понять	2	2
279	другими словами	8	2
280	все его	1	2
281	лишь как	1	2
282	ее от	1	2
283	крайней мере	5	2
284	всяком случае	3	2
285	или может	1	2
286	будет ли	1	2
287	эти последние	1	2
288	себя с	1	2
289	но не	1	2
290	его внешняя	1	2
291	они могут	2	2
292	или же	1	2
293	и у	2	2
294	уже в	5	2
295	в виде	2	2
296	свидетельствует о	1	2
297	на самую	1	2
298	но для	1	2
299	не так	2	2
300	допустим что	5	2
301	слово как	1	2
302	друг друга	2	2
303	но что	2	2
304	у него	1	2
305	тем что	10	2
306	ближайшим образом	1	2
307	даже и	3	2
308	бы это	1	2
309	и речи	1	2
310	мы это	1	2
311	именно в	3	2
312	здесь в	1	2
313	и прежде	2	2
314	а с	1	2
315	что не	6	2
316	стремится к	2	2
317	и законченное	1	2
318	речи которые	1	2
319	и всякое	1	2
320	в речи	3	2
321	все более	3	2
322	вместе с	6	2
323	границы между	1	2
324	ко всем	3	2
325	к его	2	2
326	xix века	1	2
327	до настоящего	1	2
328	там где	3	2
329	и философии	1	2
330	понимание в	1	2
331	как из	1	2
332	различные степени	1	2
333	на слово	1	2
334	в более	2	2
335	в следующей	1	2
336	говорящего и	2	2
337	или в	1	2
338	от него	2	2
339	следовательно и	1	2
340	еще более	2	2
341	между ними	4	2
342	не знает	1	2
343	жизни и	1	2
344	что в	17	2
345	и эта	1	2
346	как на	1	2
347	эти категории	1	2
348	языка является	1	2
349	из внешней	1	1
350	то на	1	1
351	можно говорить	1	1
352	речь идет	1	1
353	например в	3	1
354	относится и	1	1
355	предполагает что	1	1
356	человека и	3	1
357	душе слушающего	1	1
358	языку и	2	1
359	сам по	4	1
360	в разные	1	1
361	прочь от	1	1
362	но тем	2	1
363	нам кажется	2	1
364	то в	3	1
365	также что	1	1
366	что эти	3	1
367	иметь место	1	1
368	уже по	2	1
369	и за	1	1
370	без помощи	1	1
371	его не	1	1
372	это совершенно	1	1
373	этот предмет	1	1
374	имеет свою	2	1
375	не была	1	1
376	из сказанного	3	1
377	говорить о	5	1
378	что иное	2	1
379	как во	1	1
380	мы и	2	1
381	то это	8	1
382	которое в	3	1
383	так а	1	1
384	слово не	1	1
385	отношении в	1	1
386	но при	1	1
387	с говорящим	1	1
388	языке в	1	1
389	дать ему	1	1
390	что его	2	1
391	ними в	1	1
392	а следовательно	1	1
393	значения данного	1	1
394	из этих	2	1
395	видели что	1	1
396	языкознании мы	1	1
397	как тем	1	1
398	то он	2	1
399	себе он	1	1
400	только тогда	5	1
401	не все	1	1
402	к слову	3	1
403	понято и	1	1
404	друг от	1	1
405	данных а	1	1
406	и чем	2	1
407	мышления мы	1	1
408	и каждому	1	1
409	и я	2	1
410	эта связь	2	1
411	его на	1	1
412	как в	7	1
413	дает нам	1	1
414	этим мы	1	1
415	и нет	1	1
416	словом в	1	1
417	как нам	1	1
418	кроме того	3	1
419	слова между	1	1
420	могли бы	4	1
421	и каждое	1	1
422	следующим образом	1	1
423	звука и	1	1
424	увидим что	1	1
425	и хотя	3	1
426	чужих в	1	1
427	что слово	10	1
428	словом не	1	1
429	явления языка	1	1
430	в которой	6	1
431	как это	1	1
432	всякое понимание	1	1
433	формы в	3	1
434	так или	2	1
435	и сложная	1	1
436	ее рождения	1	1
437	языка при	1	1
438	языкознания и	2	1
439	сюда относятся	1	1
440	этого выражения	1	1
441	есть но	1	1
442	с языком	2	1
443	этот процесс	1	1
444	и если	3	1
445	вообще не	1	1
446	что она	2	1
447	как оно	2	1
448	главным образом	1	1
449	в нашей	1	1
450	перестает быть	1	1
451	они в	1	1
452	не значит	2	1
453	переносном смысле	2	1
454	к одному	3	1
455	понятно если	2	1
456	в силу	7	1
457	оно должно	1	1
458	можно назвать	2	1
459	оно могло	1	1
460	это значение	2	1
461	одном направлении	1	1
462	мысли как	2	1
463	языком и	3	1
464	о языке	2	1
465	что нельзя	1	1
466	в нее	3	1
467	форму не	1	1
468	но все	1	1
469	человека в	2	1
470	бы они	2	1
471	в каждом	3	1
472	мы его	3	1
473	касается до	1	1
474	же касается	1	1
475	в каком-нибудь	1	1
476	с этою	1	1
477	или часть	1	1
478	ясно что	1	1
479	с целью	1	1
480	входит в	1	1
481	заключается в	1	1
482	не умеет	1	1
483	понимания слова	1	1
484	ко второму	2	1
485	он есть	1	1
486	всего того	1	1
487	случае является	1	1
488	только одно	1	1
489	из нее	2	1
490	но уже	3	1
491	в них	3	1
492	языка для	1	1
493	нет в	1	1
494	восприятие и	1	1
495	с тем	7	1
496	из понятия	1	1
497	слова если	1	1
498	все это	5	1
499	мере приближения	1	1
500	можно ответить	1	1
501	эта черта	1	1
502	что такое	7	1
503	произносит это	1	1
504	еще менее	1	1
505	к истории	1	1
506	мы замечаем	1	1
507	только для	2	1
508	бы к	1	1
509	к предмету	1	1
510	слов об	2	1
511	тонкая и	1	1
512	существовало в	1	1
513	значение то	2	1
514	от его	2	1
515	значение для	1	1
516	не менее	5	1
517	человек тем	1	1
518	чем дальше	1	1
519	говорящим и	1	1
520	чем слабее	1	1
521	выше мы	2	1
522	но он	1	1
523	друг другу	1	1
524	тем не	4	1
525	говорящего это	1	1
526	и относительно	2	1
527	возможно только	3	1
528	же мы	2	1
529	нет тайн	1	1
530	есть деятельность	1	1
531	слова до	1	1
532	бы на	1	1
533	разве только	1	1
534	которое рано	1	1
535	до известной	2	1
536	что эта	1	1
537	что с	1	1
538	мысли в	2	1
539	и проч	18	1
540	тогда когда	8	1
541	и притом	2	1
542	с живым	2	1
543	во время	2	1
544	и сама	2	1
545	с и	2	1
546	языка с	3	1
547	для кого	1	1
548	восприятия но	1	1
549	слово по	1	1
550	не могло	1	1
551	первое слово	1	1
552	находится в	5	1
553	этого явления	1	1
554	в разных	3	1
555	в самой	2	1
556	и по-видимому	1	1
557	связанное с	1	1
558	это слово	4	1
559	представление об	1	1
560	и мысли	2	1
561	не принадлежит	1	1
562	так то	3	1
563	этом отношении	1	1
564	в действительности	3	1
565	что можно	1	1
566	его внутренней	1	1
567	как всякое	2	1
568	не могут	2	1
569	когда мы	6	1
570	есть только	5	1
571	что все	4	1
572	и другой	1	1
573	и такие	1	1
574	числе и	1	1
575	уже было	2	1
576	его с	1	1
577	они и	1	1
578	слова с	3	1
579	оно не	2	1
580	слов все	1	1
581	слово которое	2	1
582	слов но	2	1
583	приближения к	1	1
584	менее возможно	1	1
585	от друга	1	1
586	наших слов	1	1
587	форма языка	1	1
588	они ни	1	1
589	в себя	1	1
590	так в	3	1
591	роль в	1	1
592	слова а	1	1
593	на том	2	1
594	и когда	2	1
595	и сам	1	1
596	на нее	3	1
597	было в	3	1
598	не передается	2	1
599	бы слово	1	1
600	можно только	2	1
601	приводит его	1	1
602	и вообще	2	1
603	к языку	1	1
604	с ним	5	1
605	как выражение	1	1
606	мысль о	6	1
607	образом в	5	1
608	разговорной речи	1	1
609	часть или	1	1
610	и поэтому	1	1
611	внимание на	5	1
612	и что	7	1
613	всех подобных	1	1
614	а человек	1	1
615	еще дальше	2	1
616	речи то	1	1
617	для говорящего	3	1
618	можно сказать	4	1
619	другому в	1	1
620	этих двух	1	1
621	на следующее	1	1
622	в немногих	1	1
623	один момент	1	1
624	с одним	1	1
625	которые мы	2	1
626	когда оно	2	1
627	тем менее	2	1
628	и только	3	1
629	в другой	2	1
630	сомнения в	1	1
631	язык есть	7	1
632	о единстве	2	1
633	в другую	1	1
634	и мир	1	1
635	ни к	2	1
636	всегда в	1	1
637	что здесь	1	1
638	но с	1	1
639	землю и	1	1
640	своего смысла	1	1
641	оно и	1	1
642	формы отдельных	1	1
643	мы видим	2	1
644	тот же	2	1
645	которым мы	1	1
646	менее в	1	1
647	дело с	1	1
648	бы из	1	1
649	и так	3	1
650	о значении	1	1
651	для нее	1	1
652	в обществе	2	1
653	их не	1	1
654	в выражении	2	1
655	именно на	2	1
656	которой оно	1	1
657	так что	5	1
658	есть в	5	1
659	и др	2	1
660	же самым	3	1
661	понимания языка	1	1
662	можно выразить	1	1
663	уже не	3	1
664	так можно	1	1
665	или не	1	1
666	еще одно	1	1
667	мы получим	1	1
668	же в	1	1
669	рано или	2	1
670	не из	5	1
671	идти по	1	1
672	и других	3	1
673	из них	1	1
674	и понимание	1	1
675	превращаются в	1	1
676	языка таким	1	1
677	одно из	1	1
678	себе в	3	1
679	отдельного слова	2	1
680	эти три	1	1
681	могло бы	1	1
682	в одном	4	1
683	иначе как	1	1
684	сами по	2	1
685	ее не	3	1
686	к ним	2	1
687	меня то	2	1
688	само по	5	1
689	и им	1	1
690	от того	4	1
691	в других	2	1
692	слово до	1	1
693	но из	1	1
694	были бы	1	1
695	или поздно	2	1
696	ясно также	1	1
697	другого в	1	1
698	со стороны	3	1
699	в данный	1	1
700	и из	3	1
701	формы слово	1	1
702	или иначе	2	1
703	эта работа	1	1
704	к нашему	1	1
705	если только	1	1
706	и нельзя	2	1
707	а именно	4	1
708	к которому	1	1
709	с той	1	1
710	как же	4	1
711	и затем	1	1
712	определении этих	1	1
713	слово но	1	1
714	больше и	1	1
715	превращается в	2	1
716	тонкие и	1	1
717	этой части	1	1
718	какая-нибудь форма	1	1
719	самое слово	4	1
720	другой стороны	1	1
721	его как	1	1
722	как ни	2	1
723	увидим в	1	1
724	дело в	1	1
725	широко как	1	1
726	на основании	4	1
727	на эту	1	1
728	для человека	4	1
729	в переносном	3	1
730	во внимание	1	1
731	эта особенность	1	1
732	душевной жизни	3	1
733	если не	1	1
734	бы оно	1	1
735	к лицу	1	1
736	не исключительно	1	1
737	нет ничего	3	1
738	слова от	2	1
739	на который	2	1
740	быть объяснено	1	1
741	ответить на	3	1
742	на родном	1	1
743	мы говорим	7	1
744	со словом	3	1
745	к самому	1	1
746	этих случаях	2	1
747	он говорит	1	1
748	для обозначения	1	1
749	если оно	2	1
750	значения этот	1	1
751	лицом к	1	1
752	в течение	2	1
753	на внутренней	1	1
754	что же	5	1
755	слова например	2	1
756	эту мысль	2	1
757	действие и	1	1
758	из этой	1	1
759	и слушающего	1	1
760	исходя из	1	1
761	и было	1	1
762	в состоянии	2	1
763	целое мы	1	1
764	быть не	2	1
765	в это	2	1
766	этом случае	5	1
767	несколько слов	2	1
768	и другим	3	1
769	связано со	1	1
770	стороны эти	1	1
771	на которой	1	1
772	но это	3	1
773	различных языках	2	1
774	к двум	1	1
775	однако не	1	1
776	это последнее	4	1
777	говорить что	1	1
778	и выражение	1	1
779	известной степени	3	1
780	слова но	1	1
781	об отношении	2	1
782	не подлежит	1	1
783	о котором	1	1
784	направления то	1	1
785	хотя и	5	1
786	который ему	1	1
787	к одной	1	1
788	но когда	1	1
789	у них	1	1
790	или нет	1	1
791	грамматических категорий	1	1
792	мы должны	2	1
793	ибо в	1	1
794	зрения в	1	1
795	потому что	33	1
796	творчества но	1	1
797	речи если	1	1
798	мы в	3	1
799	то вопрос	1	1
800	себе никакого	1	1
801	и сила	1	1
802	которая на	1	1
803	существует в	1	1
804	говорящего к	1	1
805	но можно	1	1
806	не сами	1	1
807	в последнем	1	1
808	этом мы	2	1
809	не что	2	1
810	из этого	2	1
811	языка то	2	1
812	но самый	1	1
813	значение не	1	1
814	самое что	1	1
815	и слов	1	1
816	а может	2	1
817	ее в	1	1
818	по поводу	4	1
819	каждое слово	1	1
820	слово только	1	1
821	том числе	1	1
822	смысле что	1	1
