N	2gram	Bakhtin_Fr_1	Mirosoze
407	и сам	1	1
408	не стремится	1	1
409	можно было	1	1
410	так и	10	1
411	было в	1	1
412	него всегда	1	1
413	литературы он	1	1
414	быть отнесена	1	1
415	она была	3	1
416	подойти к	1	1
417	жизнь и	1	1
418	он смотрит	1	1
419	поэтому в	2	1
420	в эпоху	9	1
421	из одного	1	1
422	и даже	8	1
423	из величайших	1	1
424	об этом	1	1
425	с человеком	1	1
426	в разных	1	1
427	связанная с	2	1
428	находится в	1	1
429	средством для	1	1
430	их но	1	1
431	именно потому	1	1
432	своей книге	2	1
433	и та	1	1
434	в глаза	1	1
435	в значительной	6	1
436	обратный свет	1	1
437	нас в	1	1
438	связанной с	2	1
439	раскрывает свою	1	1
440	всей нашей	1	1
441	от них	1	1
442	бесконечность не	1	1
443	и положительное	1	1
444	и всякая	1	1
445	во всей	3	1
446	и только	1	1
447	и наконец	2	1
448	все формы	2	1
449	мы уже	12	1
450	он перестал	1	1
451	xix век	1	1
452	порядка и	1	1
453	моменты в	1	1
454	мысли не	1	1
455	в новой	1	1
456	всех исторических	1	1
457	характерна для	1	1
458	одной из	1	1
459	этот вопрос	2	1
460	характерно для	3	1
461	ли он	1	1
462	проникнуть в	1	1
463	в вопросе	1	1
464	мира его	1	1
465	что как	1	1
466	между тем	5	1
467	образа в	1	1
468	и ее	1	1
469	только художественная	1	1
470	же и	1	1
471	завершение в	1	1
472	же она	1	1
473	с нею	1	1
474	литературы в	2	1
475	к земле	1	1
476	мира то	2	1
477	различные моменты	1	1
478	то и	1	1
479	ряду других	1	1
480	античного мира	1	1
481	это характерно	1	1
482	оно всегда	1	1
483	его и	1	1
484	xvi века	2	1
485	но нет	1	1
486	всяком случае	1	1
487	в одном	5	1
488	во внутреннее	1	1
489	к ним	1	1
490	людей не	1	1
491	мир на	1	1
492	встречаемся с	1	1
493	рядом с	5	1
494	от ее	1	1
495	связан с	3	1
496	не были	3	1
497	выходит за	4	1
498	раскрывается не	1	1
499	высших целей	1	1
500	влияние на	7	1
501	самых глубинах	1	1
502	к которому	1	1
503	уходит в	1	1
504	были в	2	1
505	и др	24	1
506	что не	2	1
507	говорит о	1	1
508	отнесена к	1	1
509	нужно сказать	4	1
510	а на	1	1
511	его природе	1	1
512	это прежде	1	1
513	у других	2	1
514	и возрождающая	1	1
515	не на	1	1
516	жизнь в	1	1
517	точек зрения	1	1
518	было для	1	1
519	эта стихия	1	1
520	и шекспира	1	1
521	в ряду	3	1
522	род его	1	1
523	мог быть	1	1
524	все более	1	1
525	и связанной	1	1
526	но оно	1	1
527	в частности	5	1
528	все основные	1	1
529	из мира	3	1
530	вопросе о	1	1
531	быть движением	1	1
532	свет это	1	1
533	перейти в	1	1
534	оно имеет	1	1
535	отношений между	1	1
536	к жизни	2	1
537	в течение	1	1
538	наряду с	2	1
539	связаны с	3	1
540	есть на	1	1
541	это его	2	1
542	да и	2	1
543	вокруг себя	1	1
544	для понимания	1	1
545	человек с	1	1
546	бросается в	1	1
547	в это	2	1
548	многие другие	1	1
549	более и	1	1
550	что мы	2	1
551	только для	1	1
552	но это	3	1
553	знает только	2	1
554	понимают как	1	1
555	от нас	1	1
556	под влиянием	1	1
557	шекспира он	1	1
558	и часто	2	1
559	было еще	2	1
560	новое слово	1	1
561	уже на	1	1
562	самое главное	1	1
563	совершается в	1	1
564	особого рода	1	1
565	находит свое	1	1
566	еще более	5	1
567	ни к	2	1
568	первая и	1	1
569	богатый и	1	1
570	лежит в	1	1
571	разных сторон	1	1
572	как кризис	1	1
573	от всякого	2	1
574	к какому	2	1
575	мира он	2	1
576	с отрицанием	1	1
577	отношением к	1	1
578	обычно не	1	1
579	от всех	3	1
580	возвращался к	1	1
581	но этот	1	1
582	культуры в	4	1
583	выходят за	1	1
584	на это	1	1
585	время он	1	1
586	нельзя подойти	1	1
587	в искусстве	3	1
588	это тем	1	1
589	в своих	5	1
590	и эта	3	1
591	и свою	1	1
592	во всяком	1	1
593	земли и	5	1
594	они не	1	1
