N	2gram	Tiupa_Teor_1	Komedia
189	так в	4	2
190	и что	3	2
191	в мире	19	2
192	с собой	1	2
193	в состав	6	2
194	после того	1	2
195	времени в	2	2
196	под именем	1	2
197	мы понимаем	1	2
198	в другой	1	2
199	вслед за	2	2
200	наконец в	1	2
201	также в	1	2
202	с которыми	1	2
203	и дает	1	2
204	тот же	1	2
205	речь о	1	2
206	с ними	1	2
207	в какой	2	2
208	впрочем и	1	2
209	и ее	3	2
210	или его	1	2
211	теперь в	1	2
212	с одной	2	2
213	является не	1	2
214	у нее	1	2
215	отношение к	5	2
216	следует признать	1	2
217	рядом с	1	2
218	видно из	1	2
219	со стороны	2	2
220	и к	3	2
221	с другой	7	2
222	нового времени	3	2
223	одной стороны	2	2
224	а на	3	2
225	с которым	1	2
226	что из	1	2
227	если не	1	2
228	по своему	2	2
229	в той	2	2
230	как бы	5	2
231	поле зрения	1	2
232	каждой из	1	2
233	в на	1	2
234	бы в	1	2
235	ни было	1	2
236	от ее	1	2
237	от всех	1	2
238	к его	2	2
239	из этого	1	2
240	в драматическом	1	1
241	говоря о	3	1
242	отношения к	2	1
243	подлинным произведением	1	1
244	отделен от	1	1
245	или к	1	1
246	говорилось выше	1	1
247	мере в	1	1
248	и чрезвычайно	1	1
249	которыми он	1	1
250	на первый	1	1
251	частности все	1	1
252	в сущности	1	1
253	всех без	3	1
254	в полной	1	1
255	в каждой	1	1
256	думаю что	1	1
257	собой в	1	1
258	между собой	3	1
259	все эти	2	1
260	в чем	1	1
261	и мира	2	1
262	во внешнем	1	1
263	в традициях	1	1
264	в область	1	1
265	из окна	1	1
266	свою жизнь	2	1
267	конечном счете	6	1
268	друг от	1	1
269	в отсутствие	1	1
270	нередко в	1	1
271	первый взгляд	1	1
272	в рамках	7	1
273	если она	1	1
274	в художественном	3	1
275	как к	2	1
276	как уже	1	1
277	тем же	1	1
278	более или	2	1
279	с нею	1	1
280	жизни в	2	1
281	для которого	1	1
282	шире и	1	1
283	но вы	1	1
284	из жизни	1	1
285	тем к	1	1
286	представляет собой	9	1
287	если мы	2	1
288	что автор	1	1
289	в себе	9	1
290	в театральном	1	1
291	не приводит	1	1
292	корнями в	2	1
293	не могла	1	1
294	на его	1	1
295	у а	1	1
296	время и	1	1
297	игра с	1	1
298	и более	1	1
299	не могли	1	1
300	впечатление от	1	1
301	в другом	3	1
302	бы быть	1	1
303	самим собой	3	1
304	полной мере	1	1
305	входит в	1	1
306	в соответствии	3	1
307	по себе	1	1
308	в жизни	2	1
309	выступает не	1	1
310	соответствии с	2	1
311	на две	3	1
312	автора и	1	1
313	вместо него	1	1
314	над его	1	1
315	является его	1	1
316	с первых	1	1
317	или менее	2	1
318	во второй	7	1
319	от своего	2	1
320	таким же	1	1
321	и без	1	1
322	между людьми	1	1
323	не несущих	1	1
324	не столько	1	1
325	от его	1	1
326	значение для	1	1
327	сам же	1	1
328	в диалоге	2	1
329	образом и	1	1
330	тем не	3	1
331	и меньше	1	1
332	их в	3	1
333	том же	1	1
334	чуть больше	1	1
335	значительное место	1	1
336	и одной	2	1
337	с точки	3	1
338	случае в	1	1
339	тем самым	4	1
340	жизни между	1	1
341	с которой	1	1
342	из нас	1	1
343	она могла	1	1
344	от греч	1	1
345	на себе	1	1
346	в основе	3	1
347	и внутренней	1	1
348	военных действий	1	1
349	иметь в	1	1
350	та или	1	1
351	вытекает из	1	1
352	однако если	2	1
353	никогда не	4	1
354	пойдет о	1	1
355	имеем дело	2	1
356	иными словами	1	1
357	и является	2	1
358	и теперь	1	1
359	сводится к	5	1
360	из того	1	1
361	что речь	1	1
362	в области	4	1
363	в каком	1	1
364	и некоторые	2	1
365	в динамике	1	1
366	отличается от	2	1
367	числе и	1	1
368	его с	1	1
369	той или	1	1
370	частной жизни	2	1
371	отказаться от	1	1
372	рода отношения	1	1
373	должен быть	1	1
374	для себя	1	1
375	же образом	1	1
376	ожидания к	1	1
377	от друга	1	1
378	ни одно	1	1
379	и служит	1	1
380	на основе	2	1
381	его поступки	1	1
382	в собственном	1	1
383	в себя	3	1
384	действия и	1	1
385	или для	1	1
386	в пределах	5	1
387	приводит к	5	1
388	времени и	2	1
389	том случае	1	1
390	и частной	1	1
391	в контексте	3	1
392	каждого из	1	1
393	мог бы	3	1
394	с учетом	1	1
395	своему происхождению	1	1
396	разного рода	1	1
397	но у	1	1
398	жизнь и	1	1
399	является в	1	1
400	о котором	1	1
401	не будучи	1	1
402	остановимся на	1	1
403	означает что	1	1
404	с человеком	1	1
405	не дай	1	1
406	в порядке	3	1
407	а также	6	1
408	за пределами	5	1
409	единственный в	1	1
410	никак не	1	1
411	судьбы здесь	1	1
412	одного из	1	1
413	первого из	1	1
414	и большого	1	1
415	этих двух	2	1
416	служит для	1	1
417	каждом из	1	1
418	в которую	1	1
419	говорить об	1	1
420	я думаю	1	1
421	нуждается в	1	1
422	искусства к	1	1
423	во всей	1	1
424	с матерью	1	1
425	в литературе	2	1
426	к которому	3	1
427	по своей	3	1
428	перед другом	1	1
429	обе эти	1	1
430	мы видим	1	1
431	к внутреннему	2	1
432	что даже	1	1
433	и весьма	1	1
434	даже если	1	1
435	они могут	1	1
436	однако она	1	1
437	было ожидать	1	1
438	по этому	1	1
439	смысл на	1	1
440	тот или	2	1
441	типов но	1	1
442	человека с	2	1
443	внимание в	1	1
444	человеком который	1	1
445	в большинстве	2	1
446	только на	1	1
447	расположение в	1	1
448	свидетельствует о	1	1
449	не все	3	1
450	основе его	1	1
451	речь в	1	1
452	большинстве случаев	1	1
453	в большой	1	1
454	системе образов	1	1
455	к каким	1	1
456	для него	2	1
457	в известной	1	1
458	воспоминании о	1	1
459	на меня	3	1
460	как раз	2	1
461	той самой	1	1
462	ее на	1	1
463	им по	1	1
464	соединении с	2	1
465	и даже	2	1
466	на второй	1	1
467	или иной	4	1
468	на примере	1	1
469	под определенным	1	1
470	однако что	1	1
471	на ее	1	1
472	если говорить	1	1
473	не обязательно	1	1
474	из других	1	1
475	а с	3	1
476	на которые	1	1
477	что не	1	1
478	говорит о	1	1
479	к более	1	1
480	противоречие между	1	1
481	у нас	2	1
482	служить также	1	1
483	не на	2	1
484	и завершает	1	1
485	не означает	1	1
486	а не	9	1
487	однако и	1	1
488	другой стороны	5	1
489	одну из	1	1
490	речи и	2	1
491	жизнь в	1	1
492	первых же	1	1
493	о и	2	1
494	с помощью	1	1
495	свою очередь	2	1
496	во множестве	1	1
497	текста в	3	1
498	со словом	1	1
499	некий общий	1	1
500	к своему	1	1
501	целом ряде	1	1
502	такого рода	8	1
503	ведет к	1	1
504	случае еще	1	1
505	именно в	3	1
506	по существу	1	1
507	персонажей в	1	1
508	друг перед	1	1
509	характерные для	1	1
510	о мире	1	1
511	ближе к	1	1
512	в более	1	1
513	в одно	2	1
514	это уже	1	1
515	может служить	2	1
516	случае если	1	1
517	отношений и	1	1
518	в результате	1	1
519	не с	3	1
520	тем более	1	1
521	и как	2	1
522	в искусстве	6	1
523	в системе	1	1
524	в стихах	1	1
525	на фоне	2	1
526	привычных для	1	1
527	нам не	1	1
528	от первого	1	1
529	сообщения о	1	1
530	между ними	4	1
531	героя и	5	1
532	из тех	2	1
533	не знает	3	1
534	сказать что	3	1
535	была бы	3	1
536	в свою	3	1
537	о себе	2	1
538	или иного	3	1
539	первом случае	1	1
540	это была	1	1
541	точно так	1	1
542	того или	3	1
543	так же	2	1
544	все что	1	1
545	как следствие	1	1
