N	2gram	Propp_Russ_1	PoTuStor
145	у него	2	2
146	явлений на	1	2
147	оно не	1	2
148	себя и	2	2
149	что не	1	2
150	не на	2	2
151	в развитии	1	2
152	что мы	1	2
153	в одно	1	2
154	в частности	2	2
155	так же	3	2
156	в область	1	2
157	но это	4	2
158	и для	2	2
159	нет никаких	1	2
160	не знает	1	2
161	есть и	1	2
162	к этому	4	2
163	можно назвать	1	2
164	они не	1	2
165	говоря о	1	1
166	мы здесь	1	1
167	полагают что	1	1
168	и первую	1	1
169	что эти	1	1
170	не имеют	1	1
171	в году	2	1
172	и могут	1	1
173	полагает что	6	1
174	мы имеем	4	1
175	что между	1	1
176	что если	1	1
177	вопрос о	1	1
178	на место	1	1
179	рая и	1	1
180	но даже	2	1
181	не совсем	4	1
182	эти очень	1	1
183	же что	1	1
184	зависимости от	1	1
185	в ней	2	1
186	настоящая работа	1	1
187	он был	2	1
188	иное как	2	1
189	не был	1	1
190	их так	1	1
191	но не	2	1
192	значение и	2	1
193	с совершенно	1	1
194	иногда и	5	1
195	мы сейчас	1	1
196	что они	7	1
197	в течение	5	1
198	же с	1	1
199	общего с	1	1
200	некоторое время	1	1
201	она как	1	1
202	все же	5	1
203	однако не	1	1
204	находящиеся в	2	1
205	хотя и	2	1
206	когда он	2	1
207	что по	4	1
208	его к	2	1
209	увидим что	1	1
210	сомнений в	2	1
211	от этого	1	1
212	уже не	6	1
213	та же	2	1
214	точку зрения	1	1
215	в нашем	2	1
216	не оставляет	1	1
217	на некоторых	1	1
218	значение так	1	1
219	как он	2	1
220	во многих	5	1
221	что она	2	1
222	что было	1	1
223	главным образом	2	1
224	с нашим	1	1
225	и связанные	2	1
226	но вместе	1	1
227	подобно тому	1	1
228	основные черты	1	1
229	по его	1	1
230	как они	2	1
231	на все	2	1
232	теми которые	1	1
233	входит в	4	1
234	уже знаем	1	1
235	на почве	1	1
236	схему их	1	1
237	весь мир	1	1
238	для них	3	1
239	с тем	8	1
240	одна и	1	1
241	несмотря на	3	1
242	семьи и	1	1
243	форма и	1	1
244	значение как	1	1
245	и того	1	1
246	смысл и	1	1
247	их на	4	1
248	одного и	1	1
249	но если	1	1
250	что есть	1	1
251	вторая часть	1	1
252	что до	1	1
253	что я	1	1
254	но эта	1	1
255	не будем	3	1
256	которые в	1	1
257	так называемое	1	1
258	общего не	1	1
259	всех их	1	1
260	как акт	1	1
261	а иногда	4	1
262	иной раз	1	1
263	приступая к	1	1
264	тогда когда	1	1
265	дело в	1	1
266	одна из	4	1
267	только из	1	1
268	к изучению	1	1
269	в самых	1	1
270	что иное	2	1
271	работы но	1	1
272	вытекает из	1	1
273	не имеет	6	1
274	и всегда	1	1
275	ничего не	3	1
276	ко дню	2	1
277	того в	1	1
278	в русском	4	1
279	к этим	1	1
280	связи с	4	1
281	в виду	1	1
282	характерен для	1	1
283	с другом	1	1
284	от того	1	1
285	нам что	1	1
286	в духе	1	1
287	должны быть	1	1
288	к тому	4	1
289	день и	2	1
290	она не	2	1
291	как известно	2	1
292	ничего общего	2	1
293	из всего	1	1
294	всем этим	1	1
295	ни одно	2	1
296	на другой	1	1
297	данном случае	1	1
298	только при	1	1
299	приводит к	3	1
300	и что	4	1
301	если они	1	1
302	и сам	1	1
303	с первым	1	1
304	можно было	1	1
305	каждого из	1	1
306	еще в	4	1
307	к тем	3	1
308	если бы	1	1
309	в разных	3	1
310	и начало	2	1
311	и здесь	2	1
312	характер этого	2	1
313	внимание на	1	1
314	и та	1	1
315	нас в	1	1
316	но весь	1	1
317	их совершенно	1	1
318	работе мы	1	1
319	говорить об	1	1
320	не более	1	1
321	наконец в	1	1
322	что ими	1	1
323	в свете	2	1
324	это приводит	1	1
325	к нему	1	1
326	что здесь	1	1
327	это вытекает	1	1
328	тот же	1	1
329	на другие	2	1
330	мы увидим	8	1
331	к их	1	1
332	смерти как	1	1
333	их мы	1	1
334	бы ни	1	1
335	в качестве	3	1
336	уже в	1	1
337	то и	1	1
338	в нашей	1	1
339	оно в	1	1
340	это значение	1	1
341	смысла в	1	1
342	так во	1	1
343	не дает	1	1
344	его и	2	1
345	не будут	1	1
346	с этими	1	1
347	привела к	1	1
348	не случайно	2	1
349	случае не	1	1
350	заметить что	1	1
351	этом отношении	1	1
352	они становятся	1	1
353	и старается	1	1
354	которые можно	2	1
355	в свою	3	1
356	а с	4	1
357	мы еще	1	1
358	что для	1	1
359	говорит о	1	1
360	в некоторых	4	1
361	связано с	1	1
362	у нас	8	1
363	на этот	3	1
364	и самый	1	1
365	а не	2	1
366	книга о	1	1
367	с которым	1	1
368	фазе развития	1	1
369	жизнь в	1	1
370	в руках	1	1
371	не всегда	1	1
372	становится ясным	1	1
373	в связи	4	1
374	этой же	1	1
375	в м	1	1
376	вопрос можно	1	1
377	многих случаях	2	1
378	предположить что	2	1
379	в данном	1	1
380	тому как	1	1
381	только себя	1	1
382	друг с	1	1
383	в уже	3	1
384	быть не	1	1
385	нам из	1	1
386	с последним	1	1
387	под названием	1	1
388	в более	2	1
389	только одна	1	1
390	при таком	1	1
391	да по	1	1
392	и другими	2	1
393	ли они	1	1
394	это часто	1	1
395	интерес к	2	1
396	на других	3	1
397	мы должны	2	1
398	на такой	1	1
399	же в	1	1
400	по поводу	1	1
401	в период	1	1
402	с ней	2	1
403	является и	1	1
404	из рамок	1	1
405	не что	2	1
406	ко всему	1	1
407	которому в	1	1
408	в своих	2	1
409	именно здесь	1	1
410	как на	1	1
