N	2gram	Vygotskiy__7	Morfolog
382	бы мы	1	1
383	что я	1	1
384	ее он	1	1
385	которые в	2	1
386	при этом	1	1
387	но он	2	1
388	силу и	1	1
389	особую функцию	2	1
390	все это	3	1
391	для нее	3	1
392	тому что	9	1
393	сам с	1	1
394	она не	5	1
395	для меня	1	1
396	что с	5	1
397	она могла	1	1
398	самого начала	7	1
399	что ему	3	1
400	того как	2	1
401	и сама	1	1
402	в основе	3	1
403	как его	1	1
404	функцию которая	1	1
405	дело не	1	1
406	значение этого	1	1
407	не достигается	1	1
408	этих двух	2	1
409	или как	1	1
410	она с	1	1
411	собой то	1	1
412	в другую	3	1
413	как таковых	1	1
414	вперед и	1	1
415	как на	6	1
416	иногда не	1	1
417	и делает	2	1
418	с другом	2	1
419	одним из	2	1
420	еще резче	1	1
421	у нас	2	1
422	такие же	1	1
423	к отдельным	1	1
424	в момент	4	1
425	исходить из	2	1
426	и развития	1	1
427	должны быть	4	1
428	всего в	2	1
429	чем перейти	2	1
430	к тому	7	1
431	той или	1	1
432	не есть	4	1
433	что при	2	1
434	первом месте	1	1
435	с ее	2	1
436	как не	1	1
437	без всякого	1	1
438	данном случае	5	1
439	как по	1	1
440	от изучения	1	1
441	и говорит	1	1
442	с самого	7	1
443	всей своей	1	1
444	приводит к	4	1
445	на основании	2	1
446	здесь как	2	1
447	мог бы	3	1
448	еще в	1	1
449	во второй	5	1
450	элементы на	1	1
451	и с	5	1
452	что от	1	1
453	которое позволяет	1	1
454	находится в	2	1
455	связанное с	1	1
456	совершенно особую	2	1
457	иное как	1	1
458	но к	1	1
459	на вопрос	5	1
460	но мы	3	1
461	и просто	1	1
462	он вдруг	1	1
463	и цели	1	1
464	их в	1	1
465	элемента из	1	1
466	за этим	1	1
467	чтобы получить	1	1
468	в его	4	1
469	во всей	2	1
470	рабочая гипотеза	2	1
471	в другой	1	1
472	тот момент	1	1
473	целом и	1	1
474	если это	1	1
475	к ней	2	1
476	теряет свою	1	1
477	еще несколько	1	1
478	но так	1	1
479	на которой	1	1
480	о его	3	1
481	если сравнить	1	1
482	в новой	3	1
483	функций которые	1	1
484	что различные	1	1
485	говорить о	1	1
486	бы показать	1	1
487	который в	1	1
488	часто подобные	1	1
489	но то	2	1
490	нам возможность	1	1
491	все они	1	1
492	морфологии в	1	1
493	со всеми	2	1
494	элементы мы	1	1
495	есть в	3	1
496	это остается	2	1
497	их вместо	1	1
498	и которая	1	1
499	ее из	1	1
500	что не	2	1
501	как свойства	1	1
502	должны привести	1	1
503	каким образом	1	1
504	в данной	1	1
505	за ним	1	1
506	их как	1	1
507	не так	1	1
508	всяком случае	1	1
509	затем о	1	1
510	своему строению	6	1
511	в одном	1	1
512	здесь перед	1	1
513	оно так	1	1
514	у него	1	1
515	повод для	1	1
516	понятия не	1	1
517	другой а	1	1
518	само собой	2	1
519	были бы	3	1
520	к двум	2	1
521	только на	3	1
522	из важнейших	3	1
523	другого и	1	1
524	или иной	1	1
525	к разрешению	1	1
526	себе представить	1	1
527	до сих	3	1
528	может и	2	1
529	на ее	2	1
530	именно в	6	1
531	а именно	1	1
532	и создает	1	1
533	в каких	1	1
534	как же	1	1
535	показывает что	2	1
536	своей разработки	1	1
537	по тем	2	1
538	к первому	1	1
539	на этот	1	1
540	она является	2	1
541	ничем не	1	1
542	что несмотря	1	1
543	как ни	1	1
544	о чем	4	1
545	должно исходить	1	1
546	при других	1	1
547	проходит через	1	1
548	все более	1	1
549	входить в	1	1
550	но оно	1	1
551	в одной	3	1
552	так мы	1	1
553	по своему	9	1
554	предположить что	1	1
555	другу и	2	1
556	в данном	5	1
557	не удалось	1	1
558	случае она	1	1
559	одновременно с	1	1
560	и там	1	1
561	которая служит	1	1
562	которые по	1	1
563	эту мысль	1	1
564	из этой	1	1
565	отношения к	2	1
566	в ряду	1	1
567	друг с	2	1
568	это значит	1	1
569	для известной	1	1
570	от форм	1	1
571	никем не	2	1
572	как будто	1	1
573	быть не	1	1
574	что же	2	1
575	дело идет	1	1
576	с этой	5	1
577	и наши	1	1
578	сих пор	3	1
579	дорогу к	1	1
580	только для	1	1
581	же самое	5	1
582	у вас	1	1
583	из ряда	1	1
584	рассматривать как	1	1
585	становится понятным	1	1
586	которых каждый	1	1
587	но на	1	1
588	она может	2	1
589	но является	1	1
590	и отношение	1	1
591	не представляет	2	1
592	то не	1	1
593	для нас	2	1
594	могли бы	5	1
595	и все	1	1
596	бы в	5	1
597	представляли собой	1	1
598	на других	1	1
599	к самым	1	1
600	между ними	3	1
601	функций и	2	1
602	состоит из	1	1
603	этот же	1	1
604	мы действительно	1	1
605	же законам	1	1
606	развитие и	1	1
607	остается на	1	1
608	нет но	1	1
609	одновременно и	2	1
610	специфические законы	1	1
611	не что	1	1
612	содержится в	1	1
613	только о	2	1
614	этим объясняется	1	1
615	таким же	1	1
616	другой если	1	1
617	в таком	1	1
618	во всяком	2	1
619	самостоятельно и	1	1
