N	2gram	Tiupa_Hudo_2	OGranits
125	в г	2	2
126	от своего	2	2
127	и при	1	2
128	разрыв между	1	2
129	и ее	3	2
130	так же	3	2
131	своего рода	16	2
132	в течение	1	2
133	с этой	1	2
134	слова и	1	2
135	художественное произведение	1	2
136	не менее	5	2
137	самого начала	1	2
138	на язык	1	2
139	бы в	1	2
140	а в	6	2
141	еще в	1	2
142	нет ничего	2	2
143	героя и	3	2
144	и к	2	2
145	в своих	1	2
146	каждое слово	1	2
147	к тому	7	2
148	и это	3	1
149	одним из	1	1
150	также и	1	1
151	же как	2	1
152	и уж	1	1
153	человека и	3	1
154	функции в	1	1
155	и через	1	1
156	голосом да	1	1
157	бытия то	1	1
158	это и	1	1
159	но тем	2	1
160	ему становится	1	1
161	здесь и	1	1
162	в себя	1	1
163	я ей	1	1
164	или иная	1	1
165	на том	1	1
166	едва ли	3	1
167	не дано	1	1
168	можно было	3	1
169	особенно в	1	1
170	на материале	1	1
171	мы имеем	1	1
172	когда в	3	1
173	содержания в	1	1
174	и о	4	1
175	но у	1	1
176	мы в	1	1
177	ключ ко	1	1
178	никоим образом	1	1
179	и всякого	1	1
180	по себе	1	1
181	это обычно	1	1
182	мы попытались	1	1
183	и над	1	1
184	в сложных	1	1
185	на себя	3	1
186	с ее	5	1
187	и который	1	1
188	сводится к	6	1
189	ему в	2	1
190	этого термина	1	1
191	не совсем	1	1
192	в мире	7	1
193	и он	3	1
194	в каждой	1	1
195	внимание на	3	1
196	и что	1	1
197	рождения и	1	1
198	еще не	3	1
199	нам представляется	2	1
200	столь же	3	1
201	времени в	1	1
202	в различных	1	1
203	не могу	3	1
204	тем как	2	1
205	в эстетической	1	1
206	в конечном	4	1
207	как художественного	1	1
208	не знала	2	1
209	жизни он	2	1
210	к нему	3	1
211	но не	4	1
212	а у	1	1
213	этом говорит	1	1
214	то он	1	1
215	эта особенность	1	1
216	борьбе с	1	1
217	природы и	1	1
218	отношение к	2	1
219	нет и	1	1
220	или иное	1	1
221	в другой	1	1
222	в свои	1	1
223	даже для	1	1
224	один и	1	1
225	которая и	1	1
226	в одной	1	1
227	не зная	2	1
228	мышление и	1	1
229	в своем	5	1
230	то или	1	1
231	по своей	1	1
232	один из	2	1
233	его к	1	1
234	одной из	3	1
235	что он	8	1
236	течение всей	1	1
237	не должна	1	1
238	который в	2	1
239	в значительной	1	1
240	со всеми	1	1
241	ни одна	1	1
242	в этой	5	1
243	самостоятельной позиции	1	1
244	для всех	1	1
245	остановиться на	1	1
246	в дальнейшем	1	1
247	и тот	1	1
248	и у	2	1
249	только на	5	1
250	себя и	2	1
251	в нашей	1	1
252	этот момент	1	1
253	что она	7	1
254	или даже	1	1
255	и других	1	1
256	его и	2	1
257	превращаются в	1	1
258	конечном счете	3	1
259	одно из	5	1
260	состоит в	7	1
261	в виде	2	1
262	бегство от	1	1
263	в конце	1	1
264	что без	1	1
265	картины мира	1	1
266	еще одну	1	1
267	подобно тому	4	1
268	и никогда	1	1
269	на этом	2	1
270	людей и	1	1
271	лишь с	1	1
272	образом не	1	1
273	ее жизни	2	1
274	ее на	2	1
275	не должно	1	1
276	для того	4	1
277	ни о	3	1
278	же не	2	1
279	и характер	1	1
280	к другому	1	1
281	требующий для	2	1
282	и здесь	1	1
283	его в	2	1
284	как к	1	1
285	искусства в	1	1
286	и иных	1	1
287	которая как	1	1
288	к которому	1	1
289	и говорил	1	1
290	как же	2	1
291	заключается в	1	1
292	он все	1	1
293	лежит в	1	1
294	системы и	1	1
295	только одно	1	1
296	произведения не	2	1
297	полагаем что	1	1
298	о которых	2	1
299	не было	6	1
300	она и	1	1
301	а на	1	1
302	не всегда	1	1
303	которой он	1	1
304	он и	1	1
305	все время	3	1
306	долгое время	1	1
307	отнюдь не	2	1
308	с миром	1	1
309	выйти за	1	1
310	этого произведения	3	1
311	автора и	2	1
312	и тогда	2	1
313	но при	3	1
314	вступает в	1	1
315	себе в	2	1
316	одно слово	1	1
317	эти слова	1	1
318	объект ее	1	1
319	как это	7	1
320	ее социальной	1	1
321	мысли и	2	1
322	к этому	1	1
323	своего рождения	1	1
324	такого рода	1	1
325	должно было	1	1
326	тому как	4	1
327	переходе от	1	1
328	тем не	4	1
329	и более	1	1
330	их в	1	1
331	в ряду	2	1
332	может идти	1	1
333	зрения и	1	1
334	же такое	1	1
335	в контексте	2	1
336	тому что	4	1
337	быть и	1	1
338	в условиях	1	1
339	до конца	1	1
340	но это	1	1
341	них приходится	1	1
342	в начале	1	1
343	к двум	1	1
344	обратимся к	2	1
345	виду что	1	1
346	и другое	1	1
347	в то	6	1
348	как о	3	1
349	мысли в	1	1
350	в определении	1	1
351	одна из	2	1
352	от матери	1	1
353	которых он	1	1
354	именно этого	1	1
355	того чтобы	4	1
356	вошедшие в	1	1
357	и чем	1	1
358	не существует	1	1
359	в разных	1	1
360	и становится	2	1
361	однако если	1	1
362	или в	3	1
363	на одном	1	1
364	найти в	1	1
365	того как	2	1
366	в самой	1	1
367	то не	1	1
368	ее и	1	1
369	же время	4	1
370	в основе	2	1
371	к произведению	1	1
372	мыслей и	1	1
373	а лишь	1	1
374	говоря словами	1	1
375	потому что	2	1
376	которым можно	1	1
377	для осуществления	1	1
378	этом отношении	1	1
379	об этом	7	1
380	не вспомнить	2	1
381	та или	1	1
382	это все	1	1
383	не знает	1	1
384	сказать что	2	1
385	но когда	1	1
386	поэтому не	1	1
387	когда мы	1	1
388	во все	1	1
389	ли не	1	1
390	рождается и	1	1
391	с его	5	1
392	только о	1	1
393	произведения и	1	1
394	создается прежде	1	1
395	же самое	3	1
396	всего в	1	1
397	вместе с	2	1
398	например в	1	1
399	переживания более	1	1
400	по поводу	3	1
401	социальной среде	1	1
402	со времен	1	1
403	к целостному	1	1
