N	2gram	Tiupa_Lite_2	Narrotol
121	еще одна	1	3
122	бы то	1	3
123	в ее	2	3
124	если в	2	3
125	когда он	1	3
126	что это	1	3
127	уже в	2	3
128	он не	5	3
129	то ни	1	3
130	в третьем	2	3
131	который по	1	3
132	тем не	2	3
133	не менее	6	3
134	коммуникативное событие	3	3
135	в то	9	3
136	тем что	4	3
137	одна из	5	3
138	никогда не	3	3
139	на себя	2	3
140	по своей	1	3
141	этом отношении	3	3
142	могут быть	2	3
143	как мы	1	3
144	с ее	2	3
145	свою очередь	1	3
146	сводится к	1	3
147	на том	1	3
148	не с	3	3
149	мог бы	1	3
150	столь же	5	3
151	как было	1	3
152	в конечном	5	3
153	восходит к	2	3
154	а именно	3	3
155	один из	4	3
156	по мысли	1	3
157	из них	2	3
158	коммуникативной стратегии	2	3
159	присутствия в	2	3
160	и даже	8	3
161	в свою	1	3
162	а с	1	3
163	истории в	1	3
164	о.м фрейденберг	1	3
165	что в	4	3
166	ни было	2	3
167	жизни в	4	3
168	а во	1	3
169	жизни и	4	3
170	отношения к	1	2
171	одним из	3	2
172	и потому	1	2
173	самом деле	1	2
174	идет о	3	2
175	здесь и	1	2
176	и до	2	2
177	должна быть	1	2
178	который в	1	2
179	мы имеем	1	2
180	ему в	1	2
181	в будущем	1	2
182	он сам	1	2
183	но как	2	2
184	как справедливо	1	2
185	нет и	1	2
186	вследствие чего	1	2
187	соответствующего жанра	1	2
188	как к	3	2
189	в своем	1	2
190	в полном	1	2
191	что по	1	2
192	в противоположность	2	2
193	всего лишь	3	2
194	все эти	1	2
195	всей своей	3	2
196	в известном	1	2
197	например как	1	2
198	с чем	1	2
199	в классическом	1	2
200	себя и	2	2
201	подобно тому	2	2
202	человека в	4	2
203	это позиция	1	2
204	различие между	1	2
205	а по	1	2
206	его в	1	2
207	сознания к	1	2
208	его личности	1	2
209	это не	1	2
210	художественного дискурса	1	2
211	с точки	3	2
212	однако в	6	2
213	даже в	4	2
214	вплоть до	3	2
215	текста является	1	2
216	события как	1	2
217	не могло	1	2
218	не имеет	1	2
219	ничего не	3	2
220	имеем дело	1	2
221	при всем	2	2
222	как раз	2	2
223	что на	1	2
224	без исключения	1	2
225	личности в	3	2
226	дискурса в	1	2
227	следует признать	3	2
228	ценностного центра	1	2
229	говоря словами	1	2
230	приходит к	1	2
231	более не	1	2
232	которых и	1	2
233	говорит и	1	2
234	в собственном	1	2
235	по сути	1	2
236	в пределах	1	2
237	приводит к	1	2
238	на свой	1	2
239	читателя в	1	2
240	и когда	1	2
241	можно было	1	2
242	во второй	1	2
243	быть может	3	2
244	времени в	1	2
245	нет у	1	2
246	во всей	1	2
247	и только	2	2
248	от всех	1	2
249	в литературе	1	2
250	и одновременно	2	2
251	идет по	1	2
252	дело с	1	2
253	являет собой	2	2
254	есть в	1	2
255	каждый из	4	2
256	по выражению	1	2
257	конечном счете	5	2
258	одно из	2	2
259	для него	4	2
260	начала жизни	1	2
261	не случайно	4	2
262	к которому	1	2
263	по всей	1	2
264	и др	3	2
265	говорит о	1	2
266	не было	2	2
267	наконец в	2	2
268	первые два	1	2
269	не всегда	1	2
270	а если	2	2
271	наряду с	1	2
272	тому как	2	2
273	с.с аверинцева	1	2
274	по существу	3	2
275	текста как	1	2
276	что мы	1	2
277	в культуре	3	2
278	и для	3	2
279	в результате	2	2
280	мира и	1	2
281	которая в	1	2
282	совершенно иной	1	2
283	и все	1	2
284	все то	1	2
285	не от	1	2
286	оказывается всего	1	2
287	нами не	1	2
288	и представляет	1	2
289	жизни а	2	2
290	себе не	2	2
291	в какой	2	2
292	так же	1	2
293	в таком	1	2
294	в роли	2	2
295	этой точки	1	2
296	они не	1	2
297	литературы а	1	1
298	и зримой	1	1
299	того же	4	1
300	поэтической речи	1	1
301	на самом	1	1
302	ценностном центре	1	1
303	традиции как	2	1
304	доверия к	1	1
305	от самого	1	1
306	отношения между	1	1
307	принципиальное различие	2	1
308	едва ли	4	1
309	к собственной	2	1
310	в году	5	1
311	общественных отношений	1	1
312	элементы в	1	1
313	есть не	1	1
314	от первой	1	1
315	в первый	2	1
316	сведена к	1	1
317	ни единого	1	1
318	он как	1	1
319	х годов	3	1
320	мы и	1	1
321	в целом	2	1
322	а далее	1	1
323	пребывания в	1	1
324	меньшей степени	1	1
325	к своему	2	1
326	себе а	1	1
327	разумеется не	2	1
328	этот текст	1	1
329	хх веке	4	1
330	к ее	1	1
331	нам представляется	2	1
332	коммуникативная стратегия	5	1
333	в чем	1	1
334	во всех	3	1
335	в столь	1	1
336	перед глазами	1	1
337	свою жизнь	1	1
338	а он	1	1
339	художественной словесности	1	1
340	именовал веком	1	1
341	общий знаменатель	1	1
342	данный момент	1	1
343	от содержания	1	1
344	в художественном	2	1
345	о жизни	1	1
346	как нам	1	1
347	и где	1	1
348	кто не	1	1
349	сознания в	3	1
350	и наконец	2	1
351	дискурса а	1	1
352	и к	2	1
353	писал что	1	1
354	в действительности	1	1
355	от этого	1	1
356	лет а	1	1
357	креативного и	1	1
358	в самом	1	1
359	прошлое в	1	1
360	идет не	1	1
361	но по	1	1
362	ни один	1	1
363	своей актуализации	1	1
364	не оставляет	1	1
365	рассказ о	1	1
366	наш взгляд	3	1
367	силу и	1	1
368	том чтобы	3	1
369	на земле	1	1
370	свое время	2	1
371	писал бахтин	1	1
372	что ни	1	1
373	на наш	3	1
374	и по	1	1
375	на этом	2	1
376	образа и	1	1
377	или иных	1	1
378	не бывает	2	1
379	от других	1	1
380	таким образом	1	1
381	и за	2	1
382	здесь мы	1	1
383	в вечности	1	1
384	в другом	3	1
385	с позиций	1	1
386	только имя	1	1
387	входя в	1	1
388	с другими	1	1
389	не меньшей	1	1
390	и иных	2	1
391	практически не	1	1
392	должен был	1	1
393	но именно	1	1
394	но уже	2	1
395	в них	2	1
396	в историческом	1	1
397	также не	1	1
398	все равно	2	1
399	соответствии с	2	1
400	мира где	1	1
401	и определяет	1	1
402	а за	2	1
403	сегодняшний день	1	1
404	в слове	1	1
405	он и	2	1
406	мы видели	1	1
407	в не	1	1
408	мы не	4	1
409	в развитии	1	1
410	нуждающегося в	1	1
411	в ходе	1	1
412	смерть как	1	1
413	в их	3	1
414	с позиции	1	1
415	место в	1	1
416	на свою	3	1
417	мысли и	2	1
418	само историческое	1	1
419	до последнего	1	1
420	от его	1	1
421	слова в	1	1
422	обнаруживается в	1	1
423	особое место	1	1
424	но он	1	1
425	в россии	2	1
426	при рассмотрении	1	1
427	что было	2	1
428	тексте не	1	1
429	с этого	1	1
430	по крайней	2	1
431	приобретает в	1	1
432	их в	1	1
433	в конце	2	1
434	как от	1	1
435	что этот	1	1
436	и то	3	1
437	было тут	1	1
438	веком героев	1	1
439	возникает в	1	1
440	только здесь	1	1
441	граница между	2	1
442	поскольку являются	1	1
443	в русской	4	1
444	бытия и	1	1
445	что ей	1	1
446	культурное пространство	1	1
447	этих двух	1	1
448	в.т в	1	1
449	событие мыслится	1	1
450	с читателем	2	1
451	мире и	1	1
452	потому что	2	1
453	читатель понимает	1	1
454	свет и	1	1
455	не по	2	1
456	и оказывается	1	1
457	в области	4	1
458	перед ним	2	1
459	у нас	5	1
460	бытия как	1	1
461	мыслилась как	1	1
462	роль по	1	1
463	взаимодействия с	1	1
464	ни был	1	1
465	не могут	1	1
466	же самое	1	1
467	могло не	1	1
468	в своего	1	1
469	но одновременно	1	1
470	как для	1	1
471	у истоков	1	1
472	для кого	2	1
473	рецептивного сознаний	1	1
474	для себя	2	1
475	гегель именовал	1	1
476	характеристике с.с	1	1
477	как утверждает	1	1
478	в виду	2	1
479	вечности и	1	1
480	узком значении	1	1
481	и от	1	1
482	мысль о	1	1
483	классического реализма	1	1
484	только то	1	1
485	случае следует	1	1
486	это путь	1	1
487	слова а	1	1
488	например о	1	1
489	и сам	2	1
490	сознаний в	1	1
491	в последующих	1	1
492	к его	1	1
493	тот же	2	1
494	является в	1	1
495	в глубинах	1	1
496	с ним	2	1
497	тех кто	4	1
498	выбора не	1	1
499	на что	1	1
500	истории самой	1	1
501	грань между	1	1
502	данного текста	1	1
503	что и	2	1
504	в глазах	3	1
505	крайней мере	2	1
506	чем и	1	1
507	это принципиально	1	1
508	все время	1	1
509	необходимо обрести	1	1
510	еще только	1	1
511	ибо жизнь	1	1
512	впрочем не	2	1
513	в него	2	1
514	систему ценностей	1	1
515	того что	5	1
516	явления как	1	1
517	с появлением	1	1
518	как целого	1	1
519	всю свою	1	1
520	в ситуации	2	1
521	как того	1	1
522	которое мы	1	1
523	русской литературе	2	1
524	своего другого	3	1
525	со всеми	1	1
526	однако с	1	1
527	человека с	1	1
528	этой системе	1	1
529	вровень с	1	1
530	то и	3	1
531	за пределами	1	1
532	в начале	3	1
533	свидетельствует о	2	1
534	еще одной	1	1
535	слова не	1	1
536	а то	1	1
537	ответ на	1	1
538	где бы	1	1
539	ни с	1	1
540	мир в	1	1
541	не так	2	1
542	в новом	1	1
543	в целый	1	1
544	вовсе не	2	1
545	хх столетия	1	1
546	жизни на	2	1
547	не утратив	1	1
548	образом не	1	1
549	не противоречит	1	1
550	лишь для	1	1
551	в финале	1	1
552	другого в	3	1
553	в данный	1	1
554	поскольку как	1	1
555	не поддается	1	1
556	как у	1	1
557	субъекта жизни	2	1
558	качестве коммуникативной	1	1
559	и прежде	1	1
560	как же	1	1
561	героя о	1	1
562	в облике	2	1
563	устремлена к	1	1
564	такого дискурса	1	1
565	в хх	4	1
566	равной степени	2	1
567	в соответствии	1	1
568	по версии	1	1
569	это мир	1	1
570	стремится к	1	1
571	воспринимающего сознания	1	1
572	более того	1	1
573	однако и	1	1
574	когда же	1	1
575	не об	1	1
576	и адресата	1	1
577	нет ничего	1	1
578	писатель и	1	1
579	о себе	3	1
580	автора с	1	1
581	уклонение от	1	1
582	культурного феномена	1	1
583	в дискурсе	2	1
584	пространства и	1	1
585	вниманием к	1	1
586	и столь	2	1
587	над ним	2	1
588	сего времени	1	1
589	очевидно что	2	1
590	к жизни	2	1
591	эстетического дискурса	1	1
592	и было	1	1
593	мыслится как	3	1
594	быть не	2	1
595	в это	1	1
596	с этой	2	1
597	х гг	1	1
598	лет назад	1	1
599	как отмечает	1	1
600	слова которое	1	1
601	своей жизни	1	1
602	до сего	1	1
603	неотождествима с	1	1
604	приобщения к	1	1
605	процесс не	1	1
606	в смысле	1	1
607	быть представлена	1	1
608	всего в	1	1
609	под названием	2	1
610	тех или	1	1
611	является своего	1	1
612	которых он	1	1
613	и рецептивного	1	1
614	необходимым для	1	1
615	адресата а	1	1
616	и перед	1	1
617	похожей на	1	1
618	обращается к	3	1
619	для нас	2	1
620	от него	1	1
621	воспринимающее сознание	1	1
622	как теперь	1	1
623	как уже	2	1
624	дисциплины и	1	1
625	здесь ценностно	1	1
626	но зато	1	1
627	от всего	1	1
628	в ценностном	1	1
629	ключом к	1	1
630	но это	3	1
631	вот этот	1	1
632	отношению ко	1	1
633	обстоит дело	1	1
634	в равной	3	1
635	здесь даже	2	1
636	в системе	1	1
637	на фоне	5	1
638	смыкается с	2	1
639	направленной на	1	1
640	все еще	2	1
641	первый раз	2	1
642	не знает	2	1
643	культуры как	2	1
644	своего предмета	1	1
645	поскольку речь	2	1
646	культуры в	1	1
647	в свое	2	1
648	который не	1	1
649	которого нет	1	1
650	судьба в	1	1
651	и эта	1	1
652	дискурс не	1	1
653	можно назвать	1	1
