N	2gram	Tiupa_Hudo_1	Istorich
123	между прочим	1	3
124	одной стороны	1	3
125	я его	1	3
126	он в	1	3
127	роль в	1	3
128	когда он	1	3
129	с мотивом	1	3
130	и она	1	3
131	что мы	1	3
132	представляют собой	2	3
133	о том	12	3
134	все это	2	3
135	не видит	1	3
136	по отношению	8	3
137	хотя в	1	3
138	как будто	4	3
139	он и	1	3
140	и ушел	2	3
141	есть на	1	2
142	и из	1	2
143	является не	1	2
144	не могла	1	2
145	в которой	1	2
146	их в	1	2
147	главным образом	1	2
148	но не	3	2
149	на его	2	2
150	чужда и	1	2
151	его на	1	2
152	момент когда	2	2
153	как и	9	2
154	в ужасе	1	2
155	человека в	6	2
156	нисколько не	1	2
157	здесь не	2	2
158	не было	4	2
159	а то	2	2
160	в состояние	1	2
161	это так	2	2
162	действующие лица	2	2
163	в жизни	1	2
164	когда ему	1	2
165	ключ к	2	2
166	видит в	3	2
167	и так	2	2
168	когда мы	1	2
169	превращается в	3	2
170	хотя бы	1	2
171	тем самым	1	2
172	приводит к	3	2
173	дает нам	1	2
174	что эта	1	2
175	но с	2	2
176	не знает	2	2
177	она или	1	2
178	во всех	1	2
179	так сказать	2	2
180	всегда только	1	2
181	см в	1	2
182	вместо того	2	2
183	о связи	1	2
184	принадлежит к	1	2
185	здесь имеется	1	2
186	и только	1	2
187	и вполне	1	2
188	например в	2	2
189	на этой	1	2
190	о своей	2	2
191	к чему	1	2
192	на три	1	2
193	здесь нет	1	2
194	на самом	2	2
195	в него	2	2
196	это не	7	2
197	такой же	3	2
198	говорили что	1	2
199	тот момент	2	2
200	живет в	2	2
201	на вопрос	2	2
202	проникнуть в	2	2
203	да и	2	2
204	с ее	2	2
205	в системе	2	2
206	не соответствует	1	2
207	того чтобы	3	2
208	что у	3	2
209	только у	1	2
210	в нее	1	2
211	в силу	1	2
212	в сущности	1	2
213	не все	1	2
214	находится в	1	2
215	сказать что	1	2
216	ни в	5	2
217	перед нами	5	2
218	не столько	2	2
219	той же	2	2
220	он видит	1	2
221	заметить что	2	2
222	тут же	1	2
223	а с	2	2
224	с ними	2	2
225	в особенности	1	2
226	в виду	1	2
227	и когда	3	2
228	состоит в	2	2
229	одна из	2	2
230	слова в	2	2
231	будто бы	3	2
232	могут быть	1	2
233	в мир	1	2
234	именно в	7	2
235	и для	3	2
236	в тот	2	2
237	себя и	2	2
238	нет ничего	2	2
239	под названием	1	2
240	и герой	2	2
241	я не	1	2
242	где как	1	2
243	с другой	1	2
244	и говорит	1	2
245	сказал что	1	2
246	и то	1	2
247	самого начала	1	2
248	одно из	1	2
249	с самого	1	2
250	а также	3	2
251	его не	1	2
252	происходит в	1	2
253	самом деле	5	2
254	также в	2	2
255	он должен	1	2
256	в которых	1	2
257	и ее	1	2
258	к себе	5	2
259	уже в	1	2
260	на нее	1	2
261	все еще	2	2
262	из них	4	2
263	на столе	2	2
264	и по	3	2
265	и более	1	2
266	человека а	1	1
267	связи и	1	1
268	этом он	1	1
269	что ей	1	1
270	каждый из	1	1
271	была его	1	1
272	узнает что	1	1
273	а а	2	1
274	бы быть	1	1
275	матери и	2	1
276	как кажется	2	1
277	в свои	1	1
278	что их	1	1
279	входит в	1	1
280	тогда как	7	1
281	за что	1	1
282	в поле	1	1
283	то можно	1	1
284	на пути	1	1
285	появляется в	1	1
286	в герое	1	1
287	бы на	2	1
288	в стороне	1	1
289	о котором	2	1
290	другого человека	1	1
291	явления не	1	1
292	в двух	1	1
293	мы узнаем	4	1
294	было уже	1	1
295	на это	1	1
296	ее на	1	1
297	и этот	1	1
298	его но	1	1
299	от солнца	1	1
300	можно говорить	1	1
301	по пути	1	1
302	в этот	1	1
303	по-видимому не	2	1
304	в настоящем	1	1
305	отметим что	2	1
306	века и	1	1
307	это время	1	1
308	для них	1	1
309	не менее	5	1
310	не похожи	1	1
311	но еще	2	1
312	только о	1	1
313	и тот	1	1
314	вовсе не	1	1
315	встрече с	3	1
316	руки по	1	1
317	вслед за	1	1
318	него и	1	1
319	как можно	1	1
320	оно было	2	1
321	с ним	4	1
322	при всей	2	1
323	за собой	1	1
324	еще можно	1	1
325	у которой	2	1
326	даже в	3	1
327	да не	2	1
328	там где	1	1
329	было ему	1	1
330	была в	1	1
331	друг от	1	1
332	этом не	1	1
333	и за	1	1
334	в центре	4	1
335	друг с	1	1
336	в своей	10	1
337	а только	4	1
338	по себе	2	1
339	в какой	1	1
340	с такими	2	1
341	там же	2	1
342	не знаем	2	1
343	от друга	1	1
344	и как	1	1
345	что можно	1	1
346	казалось бы	7	1
347	жизнь в	1	1
348	в небо	1	1
349	и он	5	1
350	как показывает	1	1
351	внутренняя жизнь	1	1
352	дочь с	1	1
353	в это	2	1
354	на свете	1	1
355	по его	1	1
356	ответ на	1	1
357	за то	1	1
358	он сам	1	1
359	приходит к	1	1
360	это очень	1	1
361	но когда	1	1
362	мы еще	1	1
363	сводится к	1	1
364	и стал	1	1
365	это вполне	1	1
366	она обладает	1	1
367	жизнью и	2	1
368	что же	2	1
369	ничем не	3	1
370	говорит об	1	1
371	из всего	1	1
372	путь к	1	1
373	время в	1	1
374	она часто	1	1
375	это могло	1	1
376	а тем	1	1
377	своего рода	7	1
378	с ужасом	1	1
379	к жизни	5	1
380	с этой	2	1
381	вплоть до	1	1
382	с другом	1	1
383	я теперь	1	1
384	в таком	3	1
385	быть не	1	1
386	особенно в	2	1
387	это одно	1	1
388	человека не	2	1
389	что ни	1	1
390	в следующей	3	1
391	себя за	1	1
392	но часто	1	1
393	но как	2	1
394	не имеют	3	1
395	относиться к	1	1
396	одну сторону	1	1
397	высшей степени	1	1
398	к своему	2	1
399	который он	1	1
400	этим и	1	1
401	говорить о	3	1
402	всей своей	1	1
403	не могут	1	1
404	при встрече	2	1
405	соответствии с	1	1
406	она когда	1	1
407	и к	4	1
408	смерти а	1	1
409	и ему	2	1
410	и мне	1	1
411	а как	1	1
412	в дальнейшем	1	1
413	молодой человек	1	1
414	узнаем что	1	1
415	нас к	1	1
416	как мы	3	1
417	когда его	1	1
418	из этого	1	1
419	следовало бы	1	1
420	отличие от	1	1
421	такими например	1	1
422	это и	1	1
423	в целом	2	1
424	от него	3	1
425	именно на	1	1
426	от такой	1	1
427	представал перед	1	1
428	ее лицо	1	1
429	что его	1	1
430	что не	2	1
431	в прошлом	1	1
432	отнюдь не	3	1
433	он все	1	1
434	что на	2	1
435	тот же	1	1
436	в городе	5	1
437	в самых	1	1
438	в то	8	1
439	по ее	1	1
440	действительно так	1	1
441	но уже	1	1
442	можно назвать	1	1
443	и о	4	1
444	в высшей	1	1
445	восходит к	1	1
446	но на	1	1
447	от этого	1	1
448	этого как	1	1
449	только на	2	1
450	каждый день	1	1
451	и глубокое	1	1
452	и потому	2	1
453	этой связи	4	1
454	этот момент	2	1
455	на основе	2	1
456	однако если	1	1
457	с социальным	1	1
458	при таком	1	1
459	то самое	1	1
460	тщательно и	1	1
461	диаметрально противоположные	1	1
462	характер и	2	1
463	тем не	4	1
464	это делает	1	1
465	о чем	1	1
466	говорится о	2	1
467	их и	1	1
468	едва ли	3	1
469	специальное изучение	1	1
470	уже не	7	1
471	как нам	2	1
472	вот как	1	1
473	он ее	2	1
474	они сами	1	1
475	не буду	1	1
476	том как	3	1
477	этом в	1	1
478	со стороны	3	1
479	xix века	1	1
480	не будут	1	1
481	я стала	1	1
482	не мотивировано	2	1
483	но так	1	1
484	для своей	1	1
485	вот тебе	2	1
486	друг друга	5	1
487	только не	1	1
488	не упоминается	1	1
489	из нее	1	1
490	их не	1	1
491	он вдруг	1	1
492	не делает	1	1
493	к живой	1	1
494	из его	1	1
495	же что	1	1
496	или человек	1	1
497	по своему	3	1
498	в самом	4	1
499	ни с	1	1
500	в сторону	1	1
501	характера и	2	1
502	человека тогда	1	1
503	он живет	1	1
504	в отличие	1	1
505	эта сторона	1	1
506	мотив сна	1	1
507	героя в	2	1
508	в природе	1	1
509	которым он	1	1
510	однако не	1	1
511	до конца	2	1
512	в результате	2	1
513	героя но	1	1
514	как к	3	1
515	со своей	1	1
516	есть случаи	1	1
517	раз он	1	1
518	ее и	1	1
519	и обстановка	1	1
520	имеет право	1	1
521	похожи на	1	1
522	в науке	1	1
523	нельзя было	1	1
524	мать и	1	1
525	далеко не	1	1
526	лежит на	2	1
527	и эта	1	1
528	человек с	1	1
529	несмотря на	4	1
530	ты их	1	1
531	непосредственно в	1	1
532	герои в	1	1
533	к человеку	1	1
534	всякий раз	1	1
535	с его	5	1
536	он же	1	1
537	одних и	1	1
538	относится и	1	1
539	от первого	1	1
540	не слишком	1	1
541	у его	2	1
542	его мы	1	1
543	о мотиве	1	1
544	приходит в	2	1
545	она сама	1	1
546	и состоит	1	1
547	чем это	1	1
548	особенность и	1	1
549	если же	1	1
550	нам кажется	1	1
551	за ним	2	1
552	то о	2	1
553	их друг	1	1
554	только для	2	1
555	же в	3	1
556	в частности	5	1
557	пока только	1	1
558	в саду	1	1
559	он теперь	1	1
560	переходит в	1	1
561	таит в	1	1
562	вся жизнь	2	1
563	них и	1	1
564	еще одна	1	1
565	на земле	1	1
566	имеют не	1	1
567	одним только	1	1
568	так или	2	1
569	одного из	1	1
570	особое значение	1	1
571	говорить пока	1	1
572	а во	1	1
573	следующей главе	3	1
574	тому времени	1	1
575	всегда есть	1	1
576	засыпает а	1	1
577	этих двух	1	1
578	себе а	1	1
579	по ночам	1	1
580	в пределах	3	1
581	или иначе	2	1
582	печке и	1	1
583	но она	1	1
584	говорили о	1	1
585	характерно что	1	1
586	могло бы	1	1
587	все в	1	1
588	не случайное	1	1
589	ни к	2	1
590	как о	1	1
591	напоминает нам	1	1
592	к одному	1	1
593	человека на	1	1
594	душу и	1	1
595	при котором	2	1
596	к своей	1	1
597	в свою	1	1
