N	2gram	Nazirov_Tv_2	Psycholo
398	в статье	2	1
399	и еще	2	1
400	эта последняя	1	1
401	моменты которые	1	1
402	же это	1	1
403	к одному	1	1
404	будет рассматриваться	1	1
405	что нужно	1	1
406	изображения и	1	1
407	теории и	1	1
408	является не	1	1
409	человека в	3	1
410	идей и	2	1
411	а затем	3	1
412	речи или	1	1
413	в мире	5	1
414	об этом	4	1
415	говорил что	2	1
416	по выражению	1	1
417	особенно в	2	1
418	мы на	1	1
419	подходит к	1	1
420	это не	7	1
421	живет в	1	1
422	и мы	3	1
423	сказывается в	1	1
424	на этот	2	1
425	это положение	1	1
426	эта система	1	1
427	тот самый	1	1
428	но лишь	1	1
429	которой он	2	1
430	всегда и	1	1
431	для себя	1	1
432	ведет к	1	1
433	произведение с	1	1
434	не содержится	1	1
435	автора и	1	1
436	эстетический эффект	2	1
437	для него	3	1
438	метода в	1	1
439	но если	2	1
440	глубже в	2	1
441	нас не	1	1
442	в черновиках	4	1
443	знаем что	1	1
444	признать что	1	1
445	должны были	1	1
446	почти совершенно	1	1
447	образом и	1	1
448	такую же	1	1
449	в прямом	1	1
450	и более	1	1
451	не могли	2	1
452	однако в	1	1
453	что этот	2	1
454	зрения и	1	1
455	он дает	1	1
456	нас к	1	1
457	евгения онегина	3	1
458	и сколько	2	1
459	и потом	1	1
460	понимание искусства	1	1
461	идеи и	1	1
462	между людьми	2	1
463	эффект это	2	1
464	вплоть до	1	1
465	оба эти	1	1
466	чтобы иметь	1	1
467	в таких	1	1
468	виду что	1	1
469	самого начала	1	1
470	как о	2	1
471	дело в	1	1
472	д все	1	1
473	идее и	1	1
474	бытия и	1	1
475	пока еще	1	1
476	каждым из	1	1
477	тем из	1	1
478	это совершенно	1	1
479	всегда с	2	1
480	связи с	1	1
481	для анализа	2	1
482	здесь же	1	1
483	факта что	1	1
484	перед ним	1	1
485	даже о	1	1
486	в духе	4	1
487	во все	1	1
488	и такие	1	1
489	лежит в	1	1
490	как фауст	1	1
491	ли не	2	1
492	как только	1	1
493	числе и	1	1
494	содержанием и	1	1
495	одну и	1	1
496	анализа и	1	1
497	в поле	1	1
498	многих и	1	1
499	автора вообще	1	1
500	гамлете и	1	1
501	человечеству с	1	1
502	чем прежде	1	1
503	но при	1	1
504	на другой	1	1
505	как по	2	1
506	характер и	1	1
507	мысль о	1	1
508	об отношении	1	1
509	с самого	1	1
510	в пределах	1	1
511	историю до	1	1
512	из писем	1	1
513	она была	1	1
514	том как	1	1
515	что от	1	1
516	но у	4	1
517	от идеи	1	1
518	поэтому в	1	1
519	быть может	3	1
520	и вообще	2	1
521	против этого	1	1
522	возбудить в	1	1
523	говорят что	1	1
524	сводится к	2	1
525	о нем	1	1
526	именно потому	1	1
527	произведения как	1	1
528	характер этого	1	1
529	одного из	1	1
530	почему же	1	1
531	в различных	1	1
532	может не	1	1
533	как у	3	1
534	на точку	1	1
535	и вследствие	1	1
536	поскольку он	1	1
537	огромную роль	1	1
538	за основу	1	1
539	сильнее и	2	1
540	в свете	3	1
541	ясного и	1	1
542	не знаю	1	1
543	и мир	1	1
544	известном смысле	1	1
545	в ту	2	1
546	образом как	1	1
547	д и	2	1
548	одной из	3	1
549	с там	9	1
550	и между	1	1
551	как нечто	1	1
552	должен быть	1	1
553	в стороне	2	1
554	жалости и	1	1
555	образа с	1	1
556	фактов что	1	1
557	не мешает	2	1
558	в выражении	1	1
559	п эта	1	1
560	без этого	1	1
561	прямо не	1	1
562	а напротив	1	1
563	своим собственным	1	1
564	до абсурда	1	1
565	и всякая	1	1
566	если в	1	1
567	в испуге	1	1
568	процесс и	1	1
569	место как	1	1
570	школы и	1	1
571	не так	2	1
572	писатель не	1	1
573	эстетическое наслаждение	1	1
574	сами по	1	1
575	для меня	1	1
576	может служить	2	1
577	которым приводит	1	1
578	не противоречит	1	1
579	к наглядному	1	1
580	народом а	1	1
581	жизни в	3	1
582	же роль	1	1
583	именно в	6	1
584	в свою	1	1
585	действующих лиц	2	1
586	представляет собою	1	1
587	такое же	1	1
588	а с	3	1
589	только через	2	1
590	и др	3	1
591	я должен	1	1
592	соответствии с	4	1
593	не между	1	1
594	есть у	1	1
595	в рассказе	3	1
596	зависит от	2	1
597	своего рода	3	1
598	сам себе	1	1
599	хотя эта	1	1
600	одну из	1	1
601	была бы	1	1
602	действия в	1	1
603	как ни	1	1
604	через нее	1	1
605	известным и	1	1
606	в творчестве	5	1
607	с первого	1	1
608	самой своей	3	1
609	я уже	1	1
610	из форм	1	1
611	мы говорим	1	1
612	к другой	1	1
613	было показано	2	1
614	только с	2	1
615	так мы	2	1
616	он говорит	1	1
617	может как	1	1
618	несколько раз	3	1
619	этот механизм	1	1
620	в литературе	2	1
621	и эстетика	2	1
622	из этой	2	1
623	области эстетики	1	1
624	должно быть	1	1
625	все сильнее	1	1
626	мысль с	1	1
627	но почему	1	1
628	себе я	1	1
629	автором и	1	1
630	общественной жизни	1	1
631	не к	1	1
632	основании всех	1	1
633	над его	1	1
634	под знаком	1	1
635	между собой	1	1
636	в графе	1	1
637	которые были	1	1
638	к сюжету	1	1
639	лев толстой	1	1
640	его с	1	1
641	а к	1	1
642	совершенно ясна	1	1
643	впечатление и	1	1
644	человека или	1	1
645	что красота	1	1
646	с а	1	1
647	о своем	1	1
648	между ними	1	1
649	только как	1	1
650	в их	3	1
651	с ними	2	1
652	с такой	1	1
653	в психологическом	1	1
654	включает в	2	1
655	божественной комедии	1	1
656	но эти	2	1
657	а может	1	1
658	видим в	2	1
659	это понятие	1	1
660	думать что	1	1
661	от ее	2	1
662	том числе	1	1
663	и вновь	1	1
664	событий в	1	1
