N	2gram	Medvedev_U_1	Istorich
242	путь и	1	1
243	и так	1	1
244	к которой	1	1
245	на своем	1	1
246	только этот	1	1
247	вот почему	7	1
248	детали частности	1	1
249	одно из	1	1
250	нужно начинать	1	1
251	в конце	2	1
252	мы можем	1	1
253	но что	1	1
254	у него	1	1
255	так то	1	1
256	этом отношении	2	1
257	еще ничего	2	1
258	только исторической	1	1
259	было и	1	1
260	что для	1	1
261	не было	1	1
262	состоит из	1	1
263	него не	1	1
264	этой же	1	1
265	чем то	1	1
266	он будет	1	1
267	встречается у	1	1
268	смысле этого	2	1
269	и всей	1	1
270	какие-то особые	1	1
271	этом случае	1	1
272	при таком	2	1
273	на большую	1	1
274	и все	1	1
275	в большей	1	1
276	пришлось бы	3	1
277	тех или	2	1
278	в системе	2	1
279	только как	1	1
280	равно как	1	1
281	сколько угодно	2	1
282	природе и	1	1
283	слагается из	1	1
284	систематическое изучение	1	1
285	этого и	1	1
