N	2gram	Bakhtin_Pr_5	Analitik
163	нам кажется	1	2
164	когда он	3	2
165	могли бы	1	2
166	и каждое	1	2
167	но в	19	2
168	бы и	2	2
169	все эти	3	2
170	в ответ	1	2
171	в себе	5	2
172	не могла	1	2
173	так сказать	2	2
174	на его	4	2
175	в нем	16	2
176	не как	3	2
177	и вот	4	2
178	о его	1	2
179	свое время	1	2
180	и по	2	2
181	значительной степени	1	2
182	о в	1	2
183	входит в	1	2
184	это не	3	2
185	с самим	15	2
186	в жизни	2	2
187	а вот	1	2
188	в них	4	2
189	с тем	3	2
190	не мог	3	2
191	или точнее	1	2
192	с точки	2	2
193	в отличие	2	2
194	тем не	1	2
195	но они	1	2
196	даже в	5	2
197	дело в	1	2
198	одна из	1	2
199	на два	1	2
200	которого он	3	2
201	по своей	2	2
202	сводится к	3	2
203	его за	4	2
204	в себя	1	2
205	в дальнейшем	2	2
206	те же	2	2
207	поэтому в	1	2
208	об этом	1	2
209	лицо его	1	2
210	и т.д	3	2
211	о своей	3	2
212	в глаза	5	2
213	любви к	1	2
214	в значительной	1	2
215	в форме	3	2
216	один из	1	2
217	но с	1	2
218	только в	6	2
219	то в	2	2
220	и ее	1	2
221	с одной	1	2
222	в точке	1	2
223	для всех	1	2
224	в большинстве	2	2
225	как справедливо	1	2
226	всяком случае	4	2
227	нуждается в	3	2
228	не для	1	2
229	самого ивана	1	2
230	мы можем	2	2
231	на меня	6	2
232	повесть о	1	2
233	тем что	4	2
234	который не	1	2
235	и прежде	4	2
236	в романе	1	2
237	говорит о	2	2
238	слове о	2	2
239	там где	7	2
240	не может	18	2
241	о себе	17	2
242	о своих	1	2
243	вместе с	2	2
244	и потому	1	2
245	по своему	4	2
246	в той	4	2
247	когда мы	1	2
248	тому как	2	2
249	да и	5	2
250	этого слова	5	2
251	в глубине	1	2
252	и для	8	2
253	и следует	1	2
254	и от	3	2
255	хотя и	2	2
256	и все	15	2
257	не должен	1	2
258	же в	1	2
259	то что	10	2
260	сказать что	3	2
261	себе самому	18	2
262	в свое	1	2
263	во всяком	4	2
264	шкафом и	1	1
265	но наоборот	1	1
266	а между	3	1
267	обращено к	2	1
268	и фактически	1	1
269	бы развернуть	1	1
270	сам по	2	1
271	на самом	9	1
272	ее до	1	1
273	ибо как	2	1
274	к другому	16	1
275	и до	1	1
276	из его	2	1
277	кто бы	1	1
278	с таким	2	1
279	в доме	1	1
280	не дано	1	1
281	собою в	1	1
282	собственный голос	2	1
283	мы уже	8	1
284	обращенное к	1	1
285	и само	1	1
286	у тебя	1	1
287	вопрос о	2	1
288	время от	1	1
289	ни единого	1	1
290	начинается с	1	1
291	слово о	7	1
292	никак не	1	1
293	я не	8	1
294	бы ни	1	1
295	зависимости от	1	1
296	не способен	1	1
297	бы сказать	1	1
298	проявляется в	1	1
299	героев или	1	1
300	он был	1	1
301	он сам	6	1
302	всего этого	3	1
303	я на	1	1
304	тут и	1	1
305	суда над	1	1
306	как если	1	1
307	все больше	1	1
308	к богу	1	1
309	не все	1	1
310	с отцом	1	1
311	ведет по	1	1
312	герой не	2	1
313	уже как	2	1
314	вступают в	1	1
315	отношение к	6	1
316	ними а	2	1
317	и место	1	1
318	друг от	1	1
319	за пределы	3	1
320	независимо от	1	1
321	из уст	1	1
322	его внутреннюю	2	1
323	глубоким и	1	1
324	встречи с	1	1
325	и ведет	1	1
326	не два	1	1
327	и точность	1	1
328	говорит что	1	1
329	из письма	2	1
330	чтоб я	1	1
331	мертвых душ	1	1
332	себе не	1	1
333	и отчасти	2	1
334	сливается с	4	1
335	к чему	1	1
336	та же	4	1
337	и у	4	1
338	тон в	1	1
339	момент его	2	1
340	бы не	2	1
341	этому я	1	1
342	раз в	2	1
343	мы обратимся	1	1
344	ведет себя	1	1
345	во многих	1	1
346	вследствие этого	1	1
347	в записках	2	1
348	не следует	1	1
349	в статье	1	1
350	к миру	1	1
351	принадлежат и	1	1
352	чем у	1	1
353	не друг	1	1
354	характер в	1	1
355	на жизнь	1	1
356	чтобы на	1	1
357	его можно	1	1
358	в нее	1	1
359	которое как	1	1
360	ни был	2	1
361	такого же	2	1
362	человека в	1	1
363	поэтому слово	1	1
364	могла не	1	1
365	здесь мы	1	1
366	совпадают с	1	1
367	а затем	2	1
368	и может	1	1
369	в другом	12	1
370	авторского замысла	1	1
371	бы быть	1	1
372	сущности не	2	1
373	слов о	1	1
374	большинстве случаев	2	1
375	себя не	1	1
376	это было	2	1
377	с другими	2	1
378	он есть	2	1
379	этом смысле	3	1
380	эту минуту	3	1
381	же если	1	1
382	оно стремится	3	1
383	отражение в	1	1
384	только одно	1	1
385	позволяет ему	1	1
386	рассказчика слово	1	1
387	из нее	1	1
388	словами самого	2	1
389	рядом с	4	1
390	в местечко	1	1
391	которой он	3	1
392	различных произведений	1	1
393	должно быть	3	1
394	собственной вине	1	1
395	он обращается	2	1
396	в один	1	1
397	остается в	1	1
398	всех этих	2	1
399	но я	2	1
400	в эту	4	1
401	в г	1	1
402	бы на	1	1
403	этом случае	1	1
404	в своей	4	1
405	таким же	1	1
406	как все	2	1
407	еще нет	1	1
408	в собственных	1	1
409	самого героя	3	1
410	мысли и	1	1
411	от себя	5	1
412	с уверенностью	1	1
413	собой и	3	1
414	художественного мира	1	1
415	теми же	2	1
416	отцом и	1	1
417	по ту	1	1
418	в диалоге	3	1
419	ли я	4	1
420	войти в	2	1
421	из виду	1	1
422	на всю	2	1
423	в устах	1	1
424	для этого	2	1
425	для нее	1	1
426	уклоняется от	1	1
427	ни были	1	1
428	всех событий	1	1
429	нас к	1	1
430	этих трех	1	1
431	любви и	1	1
432	он как	4	1
433	взглянула на	1	1
434	с ним	7	1
435	я для	4	1
436	как можно	2	1
437	отчетливо и	1	1
438	от нас	1	1
439	с теми	1	1
440	нечто смешное	1	1
441	уст в	2	1
442	на себе	1	1
443	у кого	1	1
444	на него	5	1
445	своего героя	2	1
446	в основе	1	1
447	к изучению	1	1
448	миру но	1	1
449	совпадает с	2	1
450	у него	4	1
451	того чтобы	1	1
452	себе самом	5	1
453	к тебе	1	1
454	не приносит	2	1
455	каждый из	2	1
456	слова как	1	1
457	ему и	1	1
458	а лишь	1	1
459	потому что	8	1
460	голоса в	2	1
461	со своим	2	1
462	связи с	1	1
463	же слова	2	1
464	как я	1	1
465	в метель	1	1
466	возвращает нас	1	1
467	всей своей	2	1
468	как будто	4	1
469	ему в	1	1
470	же его	1	1
471	не слышит	1	1
472	его анализа	1	1
473	перед ним	1	1
474	остаются вне	1	1
475	в стиле	4	1
476	очень часто	2	1
477	его внутренней	4	1
478	к самому	5	1
479	не могут	1	1
480	бы он	2	1
481	что уже	1	1
482	он оказывается	1	1
483	мы могли	1	1
484	слова с	2	1
485	а ее	1	1
486	в применении	1	1
487	для себя	7	1
488	достоевского где	1	1
489	как мы	8	1
490	всех сторон	1	1
491	от друга	1	1
492	самоопределение и	1	1
493	действующие лица	1	1
494	повесть на	1	1
495	частично совпадают	1	1
496	служат лишь	1	1
497	самим собою	9	1
498	для читателя	1	1
499	для всего	1	1
500	и будем	1	1
501	реальной действительности	1	1
502	него самого	1	1
503	в живых	1	1
504	что у	6	1
505	здесь как	1	1
506	особенно в	2	1
507	всех героев	1	1
508	мог бы	2	1
509	ко всему	1	1
510	его мысли	2	1
511	является в	1	1
512	на них	7	1
513	если бы	1	1
514	другом а	1	1
515	образом в	1	1
516	самим собой	7	1
517	именно потому	2	1
518	глубине души	1	1
519	и должно	1	1
520	нет на	2	1
521	его художественной	1	1
522	в самой	1	1
523	характер этого	1	1
524	свое произведение	1	1
525	один голос	1	1
526	все его	4	1
527	отца не	2	1
528	этих двух	2	1
529	должно было	1	1
530	того или	1	1
531	связь между	1	1
532	или как	3	1
533	а у	1	1
534	от них	1	1
535	двух героев	1	1
536	краткость и	1	1
537	отметить что	1	1
538	или напротив	1	1
539	во всей	1	1
540	и только	1	1
541	тем более	1	1
542	выше в	1	1
543	резко отличается	1	1
544	слова по	1	1
545	меня так	1	1
546	того что	3	1
547	является подлинным	1	1
548	и дело	1	1
549	тот же	4	1
550	одной из	2	1
551	с ними	5	1
552	одного сознания	3	1
553	не появляется	1	1
554	позиции как	1	1
555	обращаться к	5	1
556	в стороне	1	1
557	вмещает в	1	1
558	и так	4	1
559	в уста	1	1
560	теперь в	4	1
561	есть ни	1	1
562	человека с	3	1
563	так что	5	1
564	есть в	1	1
565	да еще	2	1
566	карамазов в	1	1
567	ним не	1	1
568	слова не	2	1
569	или даже	1	1
570	другой с	1	1
571	его и	3	1
572	глаза и	2	1
573	ибо он	1	1
574	характерно что	1	1
575	мы знаем	2	1
576	себе в	1	1
577	и их	1	1
578	ведь это	1	1
579	слова в	6	1
580	вовсе не	7	1
581	при всей	1	1
582	не о	4	1
583	ту сторону	1	1
584	случае не	1	1
585	в самый	2	1
586	человек как	1	1
587	не говорит	1	1
588	и делает	4	1
589	к той	1	1
590	зрение и	1	1
591	он так	2	1
592	нет в	3	1
593	мы оставляем	1	1
594	лишь один	1	1
595	для того	1	1
596	одном слове	2	1
597	что на	2	1
598	на второй	1	1
599	занимает ту	1	1
600	он раскрывается	1	1
601	до сих	1	1
602	слове рассказчика	1	1
603	может и	1	1
604	он ничего	2	1
605	а именно	1	1
606	к которому	1	1
607	чем он	1	1
608	и между	1	1
609	это все	1	1
610	наконец в	4	1
611	он во	2	1
612	а с	3	1
613	но о	1	1
614	себя и	8	1
615	героев и	1	1
616	превращается в	1	1
617	их можно	1	1
618	ей не	1	1
619	он только	3	1
620	на этот	2	1
621	не знает	6	1
622	выступают с	1	1
623	стремится к	6	1
624	есть лишь	1	1
625	уже давно	1	1
626	его собственной	1	1
627	отразиться на	1	1
628	его глазах	1	1
629	или с	1	1
630	человека как	2	1
631	не видит	1	1
632	к лицу	1	1
633	на фоне	1	1
634	все основные	1	1
635	своей любви	1	1
636	я уже	2	1
637	к себе	18	1
638	вы как	3	1
639	со словом	3	1
640	требует от	1	1
641	из которых	1	1
642	и мир	2	1
643	на ивана	1	1
644	за маской	1	1
645	лицом к	1	1
646	но вы	1	1
647	это его	1	1
648	в москве	1	1
649	был в	1	1
650	голос и	3	1
651	другого человека	3	1
652	оставляем в	1	1
653	главного героя	1	1
654	нам еще	1	1
655	и беспокойство	1	1
656	с этой	2	1
657	чужой голос	6	1
658	художественное произведение	1	1
659	затем и	1	1
660	сих пор	1	1
661	но это	6	1
662	так ли	1	1
663	ты и	1	1
664	под названием	1	1
665	это уже	2	1
666	и позволяет	1	1
667	отвечает на	1	1
668	случаях когда	1	1
669	как на	1	1
670	со всех	1	1
671	в отдельных	1	1
672	обращается к	2	1
673	себя самого	7	1
674	ни одного	9	1
675	его собственных	2	1
676	от него	6	1
677	пока лишь	1	1
678	даже так	1	1
679	бы в	4	1
680	же есть	1	1
681	своих героев	1	1
682	мы должны	3	1
683	хотя бы	2	1
684	будто бы	2	1
685	своей внутренней	1	1
686	места в	2	1
687	над собою	1	1
688	здесь только	1	1
689	наконец не	1	1
690	этот вопрос	1	1
691	между ними	1	1
692	и внутренне	2	1
693	перейдем к	1	1
694	их с	1	1
695	к его	1	1
696	оно не	1	1
697	из этого	2	1
698	героя в	5	1
699	новыми и	1	1
700	жизнь в	1	1
701	и другие	1	1
702	в своих	1	1
