N	2gram	Propp_Isto_7	StatiiOP
142	того же	2	2
143	только потому	1	2
144	такое же	2	2
145	смысл этого	1	2
146	из его	1	2
147	то же	8	2
148	для своего	1	2
149	бы то	1	2
150	с его	3	2
151	за него	4	2
152	тогда как	3	2
153	что они	3	2
154	на то	3	2
155	там где	5	2
156	в одной	2	2
157	и как	1	2
158	более или	1	2
159	в чисто	1	2
160	все эти	2	2
161	в этой	1	2
162	как он	6	2
163	на его	2	2
164	при этом	4	2
165	если бы	1	2
166	тем не	4	2
167	и более	1	2
168	о мире	1	2
169	то ни	1	2
170	не дает	1	2
171	его в	3	2
172	о которых	1	2
173	как и	6	2
174	действительно не	1	2
175	в один	2	2
176	что собственно	2	2
177	или менее	1	2
178	что такое	2	2
179	нас не	2	2
180	с точки	1	2
181	что я	1	2
182	от его	1	2
183	не раз	1	2
184	не могли	1	2
185	что этот	2	2
186	совершенно так	1	2
187	но они	3	2
188	в то	2	2
189	дело не	5	2
190	не имеет	4	2
191	есть еще	2	2
192	очень мало	1	2
193	не может	14	2
194	не по	2	2
195	доказать что	1	2
196	не до	1	2
197	где он	1	2
198	и это	2	2
199	в ее	2	2
200	него самого	1	2
201	и сам	1	2
202	во многом	1	2
203	он был	1	2
204	а также	1	2
205	другом месте	1	2
206	никак не	1	2
207	что и	8	2
208	у всех	1	2
209	как например	1	2
210	и дело	2	2
211	до ее	1	2
212	этот вопрос	2	2
213	в какой	1	2
214	только в	6	2
215	бы ни	1	2
216	по этому	2	2
217	место из	1	2
218	очевидно что	1	2
219	ни с	2	2
220	в конце	3	2
221	так как	8	2
222	ли и	2	2
223	может быть	14	2
224	в них	3	2
225	в особенности	2	2
226	со стороны	2	2
227	за пять	1	2
228	ему не	1	2
229	и др	2	2
230	говорит о	2	2
231	и самый	1	2
232	в некоторых	1	2
233	только по	1	2
234	на этот	2	2
235	его как	1	2
236	если не	4	2
237	связь с	2	2
238	эти слова	1	2
239	и потому	1	2
240	как это	2	2
241	что именно	1	2
242	к своему	1	2
243	по своему	1	2
244	в репертуаре	1	2
245	в данном	4	2
246	что за	3	2
247	в тех	5	2
248	по существу	4	2
249	только о	2	2
250	с этой	6	2
251	ее в	3	2
252	только что	1	2
253	во время	6	2
254	ни было	1	2
255	сказать что	2	2
256	утверждать что	1	2
257	и другие	9	2
258	они не	2	2
259	ту же	1	1
260	в русских	2	1
261	и то	1	1
262	узнать не	1	1
263	не имеют	2	1
264	для понимания	1	1
265	он выражается	1	1
266	в зависимости	1	1
267	на тех	1	1
268	характер его	1	1
269	мы не	4	1
270	и злой	1	1
271	бы что	1	1
272	ответить на	1	1
273	подходит под	1	1
274	ли у	1	1
275	два обстоятельства	1	1
276	не вполне	3	1
277	не совсем	2	1
278	их не	2	1
279	как не	1	1
280	в народных	1	1
281	прямой связи	2	1
282	еще не	8	1
283	участвовать в	1	1
284	в чем	5	1
285	этим не	2	1
286	на своих	1	1
287	на другой	1	1
288	своей работе	1	1
289	понятно почему	1	1
290	совсем не	1	1
291	во дворец	1	1
292	о смерти	1	1
293	нет не	1	1
294	ответ на	6	1
295	по отношению	1	1
296	отношение к	5	1
297	себе и	3	1
298	тут же	1	1
299	не просто	2	1
300	отличаются от	1	1
301	собой какой-то	1	1
302	в поисках	1	1
303	что во	2	1
304	независимо от	1	1
305	под его	1	1
306	вот как	1	1
307	для испытания	1	1
308	еще больше	1	1
309	когда он	3	1
310	что этим	1	1
311	и хотя	1	1
312	за собой	1	1
313	к другому	1	1
314	мне не	1	1
315	представляет собой	4	1
316	к месту	2	1
317	в ответ	3	1
318	из этих	3	1
319	с тех	2	1
320	что к	1	1
321	им в	2	1
322	и тот	2	1
323	важна не	3	1
324	зависимости от	1	1
325	с громадным	1	1
326	и если	3	1
327	именно этим	1	1
328	что она	5	1
329	а то	1	1
330	предметы из	1	1
331	но именно	1	1
332	где все	1	1
333	от которого	1	1
334	в первую	7	1
335	этого вопроса	1	1
336	что цель	1	1
337	говорите что	1	1
338	его от	1	1
339	же ночь	1	1
340	являются и	1	1
341	том-то и	2	1
342	они должны	2	1
343	в совершенно	1	1
344	побывал в	1	1
345	об этой	2	1
346	сочетание с	1	1
347	те же	1	1
348	к другу	1	1
349	а по	1	1
350	в несколько	1	1
351	только там	2	1
352	как царь	1	1
353	известно что	2	1
354	и тем	2	1
355	еще одно	1	1
356	но уже	1	1
357	это положение	2	1
358	на основании	1	1
359	и уже	1	1
360	для чего	1	1
361	мы видели	7	1
362	можно считать	1	1
363	такой же	1	1
364	с ума	1	1
365	в связь	1	1
366	та что	1	1
367	но если	1	1
368	во второй	1	1
369	от своего	1	1
370	и их	1	1
371	фольклорный материал	2	1
372	можно найти	2	1
373	это делает	1	1
374	народ и	1	1
375	его мнению	1	1
376	условиях и	1	1
377	здесь следует	1	1
378	представление о	3	1
379	в условиях	1	1
380	прочим и	2	1
381	не стоят	1	1
382	вплоть до	2	1
383	нельзя было	1	1
384	и той	1	1
385	такую же	1	1
386	нас к	2	1
387	теперь ничего	1	1
388	можно ли	1	1
389	в таких	2	1
390	можно указать	2	1
391	она не	2	1
392	хотелось бы	1	1
393	который был	1	1
394	одна из	7	1
395	каких условиях	1	1
396	тому кто	2	1
397	на него	2	1
398	тех пор	1	1
399	в основе	2	1
400	которого он	1	1
401	что ей	1	1
402	для всего	1	1
403	он с	1	1
404	дает возможность	1	1
405	смысл его	1	1
406	элемент в	1	1
407	из другой	2	1
408	больше чем	1	1
409	и без	1	1
410	высказано в	1	1
411	к ней	2	1
412	как она	1	1
413	предполагать что	1	1
414	таких условиях	1	1
415	как будто	1	1
416	самым важным	1	1
417	на все	1	1
418	в бою	1	1
419	известна в	1	1
420	с искусством	1	1
421	в городе	1	1
422	не могут	2	1
423	ему все	2	1
424	его за	2	1
425	заметил что	1	1
426	отличается от	2	1
427	показывающих что	1	1
428	что вы	2	1
429	а что	1	1
430	всего что	1	1
431	они и	1	1
432	что при	2	1
433	лет с	1	1
434	и которая	1	1
435	как мы	3	1
436	в свое	1	1
437	здесь не	2	1
438	не могу	1	1
439	без всякого	2	1
440	данном случае	3	1
441	мысль о	1	1
442	то время	2	1
443	не подходит	1	1
444	так в	4	1
445	стоят в	2	1
446	на том	2	1
447	в многочисленных	2	1
448	с собой	7	1
449	можно было	1	1
450	не так	2	1
451	не с	1	1
452	и которые	1	1
453	здесь нет	3	1
454	на которую	1	1
455	которые он	1	1
456	о связи	1	1
457	я ему	1	1
458	по тому	1	1
459	без сомнения	1	1
460	возможно что	3	1
461	основана на	1	1
462	и живой	1	1
463	имеет право	1	1
464	лица к	1	1
465	и ему	1	1
466	второй половине	1	1
467	с того	4	1
468	можно сказать	1	1
469	не хотелось	1	1
470	и во	1	1
471	связь между	1	1
472	от них	1	1
473	только после	2	1
474	по наследству	1	1
475	в форме	2	1
476	дворца и	1	1
477	в середине	1	1
478	свои личные	2	1
479	в том-то	2	1
480	в лице	1	1
481	по содержанию	1	1
482	не случайно	3	1
483	один из	7	1
484	это делалось	1	1
485	не хотят	1	1
486	тот же	2	1
487	согласиться с	2	1
488	с ними	1	1
489	и действительно	1	1
490	муж и	1	1
491	те которые	1	1
492	значения этих	1	1
493	он уже	1	1
494	который в	1	1
495	которых в	1	1
496	а после	2	1
497	том чтобы	3	1
498	не будет	2	1
499	конечно не	2	1
500	уже в	3	1
501	только на	2	1
502	больше не	1	1
503	это обстоятельство	2	1
504	нее в	1	1
505	себе в	1	1
506	свете и	1	1
507	не находит	2	1
508	и также	1	1
509	объяснения в	1	1
510	не для	1	1
511	у нее	2	1
512	а в	10	1
513	среди которых	1	1
514	свои уши	1	1
515	не о	1	1
516	мы можем	4	1
517	как его	1	1
518	но что	1	1
519	у него	10	1
520	и обычаев	1	1
521	в руки	1	1
522	в каждом	1	1
523	без внимания	1	1
524	он почти	1	1
525	представляют собой	5	1
526	важны для	1	1
527	е в	2	1
528	в исторической	1	1
529	а на	1	1
530	престола является	1	1
531	что тот	2	1
532	очень много	2	1
533	в каких	2	1
534	для такой	1	1
535	связано с	3	1
536	них и	1	1
537	то и	4	1
538	и стал	3	1
539	ничем не	2	1
540	за год	1	1
541	мы и	1	1
542	в ту	1	1
543	в свете	3	1
544	в руках	2	1
545	многих подобных	1	1
546	что из	2	1
547	в связи	2	1
548	позволяет установить	1	1
549	долго и	2	1
550	но оно	2	1
551	в примечаниях	1	1
552	свете этой	1	1
553	источников если	1	1
554	по своим	3	1
555	женщина и	1	1
556	не дают	1	1
557	что же	1	1
558	и всей	1	1
559	еще некоторые	1	1
560	действительно ли	1	1
561	выйти за	1	1
562	и такие	2	1
563	этом случае	1	1
564	по дороге	3	1
565	для царя	1	1
566	этом и	2	1
567	силу и	1	1
568	но для	2	1
569	вы говорите	1	1
570	должны быть	3	1
571	при всем	1	1
572	в книге	1	1
573	становится понятным	1	1
574	отвечает на	1	1
575	речь может	2	1
576	ли в	1	1
577	к будущему	1	1
578	и от	2	1
579	видим и	3	1
580	причем в	2	1
581	или в	8	1
582	то не	4	1
583	для нас	6	1
584	от него	3	1
585	и все	6	1
586	исторической действительности	1	1
587	это позволяет	1	1
588	и смысл	1	1
589	в наши	1	1
590	все они	1	1
591	же в	1	1
592	к самому	1	1
593	неотделим от	1	1
594	обычно не	1	1
595	в точности	1	1
596	раза и	1	1
597	пришел к	1	1
598	но этот	1	1
599	отношению к	1	1
600	из этого	1	1
601	героя в	1	1
602	не говорится	3	1
603	жизни и	1	1
604	но эти	1	1
605	к этой	1	1
606	а я	1	1
607	в лесу	2	1
608	он на	2	1
609	можно назвать	1	1
610	в северной	1	1
611	в таком	1	1
612	точно так	2	1
613	все что	1	1
