N	2gram	Trubetskoy_1	FransuaR
118	в течение	2	3
119	и все	1	3
120	в том	17	3
121	жизни в	5	3
122	на самом	6	2
123	тех же	1	2
124	видеть в	2	2
125	он как	1	2
126	но даже	2	2
127	в ней	2	2
128	еще не	3	2
129	он был	1	2
130	себе и	4	2
131	это и	1	2
132	что они	3	2
133	целый ряд	2	2
134	только то	1	2
135	на то	5	2
136	этой культуры	2	2
137	вследствие этого	1	2
138	на его	1	2
139	на совершенно	2	2
140	так например	1	2
141	и за	1	2
142	значительной степени	1	2
143	в мире	4	2
144	на этой	2	2
145	не во	1	2
146	и без	1	2
147	что касается	1	2
148	в их	4	2
149	точку зрения	4	2
150	и эти	1	2
151	мы должны	7	2
152	что в	4	2
153	он еще	1	2
154	того чтобы	8	2
155	что только	2	2
156	в самой	1	2
157	свою природу	1	2
158	к ней	1	2
159	связи с	3	2
160	здесь же	1	2
161	вот в	1	2
162	могут быть	1	2
163	в одну	1	2
164	без всякого	1	2
165	по сравнению	1	2
166	другом месте	1	2
167	и т.д	4	2
168	в другом	3	2
169	одного из	1	2
170	можно сказать	1	2
171	связаны с	1	2
172	сомнению что	1	2
173	одной из	3	2
174	всяком случае	6	2
175	и оценку	1	2
176	именно на	2	2
177	в качестве	3	2
178	этой новой	1	2
179	разума и	1	2
180	в конце	3	2
181	мы можем	2	2
182	у него	2	2
183	даже и	2	2
184	и даже	2	2
185	и прежде	1	2
186	связано с	1	2
187	до конца	1	2
188	власти и	1	2
189	в связи	1	2
190	для них	3	2
191	вместе с	4	2
192	так же	2	2
193	в меру	2	2
194	на эту	2	2
195	по существу	5	2
196	но это	2	2
197	вряд ли	3	2
198	не подлежит	2	2
199	совершенно не	2	2
200	всех других	1	2
201	ко всему	1	2
202	ее в	2	2
203	это в	2	2
204	яркое выражение	1	2
205	во всяком	9	2
206	все что	4	2
207	нею не	1	1
208	и то	4	1
209	самом деле	7	1
210	он может	1	1
211	сил и	3	1
212	силы и	1	1
213	к своей	1	1
214	тем же	1	1
215	в котором	2	1
216	он всегда	1	1
217	что эти	1	1
218	должна быть	2	1
219	говоря о	2	1
220	к созданию	1	1
221	и этот	3	1
222	из всех	2	1
223	есть не	1	1
224	к народу	3	1
225	для достижения	1	1
226	еще на	1	1
227	на эти	1	1
228	земле не	1	1
229	но она	2	1
230	в деле	1	1
231	этого прежде	1	1
232	и угнетения	1	1
233	того же	1	1
234	церквей о	1	1
235	будущее он	1	1
236	дать ему	1	1
237	именно благодаря	1	1
238	на них	1	1
239	знаем что	3	1
240	но этого	1	1
241	которых нет	1	1
242	время в	2	1
243	в создании	1	1
244	бы чрезвычайно	1	1
245	значение и	1	1
246	только тогда	1	1
247	по отношению	2	1
248	в общем	1	1
249	для борьбы	1	1
250	так что	2	1
251	частных людей	1	1
252	в одной	1	1
253	направленная против	1	1
254	этой власти	1	1
255	по которому	1	1
256	стороны и	1	1
257	перед нами	1	1
258	что по	1	1
259	и наконец	2	1
260	конечно не	5	1
261	от этого	1	1
262	в смысл	1	1
263	со своей	1	1
264	к чему	2	1
265	в которой	1	1
266	с самого	1	1
267	это есть	2	1
268	формы в	1	1
269	свою церковь	1	1
270	ставить в	1	1
271	бы не	1	1
272	сущности и	1	1
273	и признание	1	1
274	что к	1	1
275	всего необходимо	1	1
276	и тот	2	1
277	только один	1	1
278	и те	2	1
279	не могла	1	1
280	теми же	1	1
281	главным образом	3	1
282	он не	5	1
283	чем для	1	1
284	являются лишь	1	1
285	которому принадлежит	1	1
286	избавиться от	1	1
287	истории на	1	1
288	и иерархии	1	1
289	на точке	1	1
290	в силу	2	1
291	в корне	4	1
292	том чтобы	3	1
293	так часто	2	1
294	влияние на	1	1
295	друг с	14	1
296	ко всякой	1	1
297	и по	3	1
298	его можно	1	1
299	людей и	2	1
300	в борьбе	2	1
301	догматов и	1	1
302	время эти	1	1
303	касается до	2	1
304	могла бы	1	1
305	что все	3	1
306	в совершенно	4	1
307	об этом	1	1
308	говорить не	1	1
309	в будущее	1	1
310	его в	4	1
311	входит в	1	1
312	это не	1	1
313	он есть	1	1
314	любовь к	2	1
315	это проявляется	1	1
316	и рядом	1	1
317	по совершенно	1	1
318	о которых	3	1
319	она и	1	1
320	его было	1	1
321	с этой	1	1
322	не всегда	1	1
323	всегда и	1	1
324	как сказано	1	1
325	совершенно иному	1	1
326	в один	1	1
327	в царстве	1	1
328	но если	3	1
329	своем стремлении	1	1
330	таким же	3	1
331	центр тяжести	2	1
332	в такой	1	1
333	что вся	1	1
334	условиях и	1	1
335	никакому сомнению	1	1
336	мы говорили	3	1
337	представление о	1	1
338	оказывается что	1	1
339	этого творчества	1	1
340	данной церкви	4	1
341	должны были	1	1
342	не менее	1	1
343	из области	1	1
344	народа это	1	1
345	эта не	1	1
346	силу и	1	1
347	не в	4	1
348	том же	2	1
349	общественной жизни	2	1
350	необходимо чтобы	1	1
351	что эта	1	1
352	же мы	1	1
353	освободиться от	1	1
354	и вся	1	1
355	и есть	2	1
356	она не	2	1
357	сознании в	1	1
358	из которых	5	1
359	до известной	1	1
360	все три	1	1
361	строя и	1	1
362	в какую-то	1	1
363	тогда когда	4	1
364	дело в	1	1
365	в мировоззрении	2	1
366	было не	1	1
367	чтобы стать	1	1
368	он с	1	1
369	только не	1	1
370	преимущественно в	1	1
371	в разных	1	1
372	больше чем	2	1
373	именно с	1	1
374	всего на	1	1
375	таким путем	1	1
376	явление в	1	1
377	страх а	1	1
378	и часть	1	1
379	потому что	5	1
380	же он	1	1
381	и теперь	1	1
382	свидетельствуют о	1	1
383	исторических эпох	1	1
384	с тем	6	1
385	однако это	1	1
386	с другом	14	1
387	покаяние и	1	1
388	точке зрения	3	1
389	к себе	2	1
390	не могут	4	1
391	некоторых из	2	1
392	есть только	1	1
393	когда они	4	1
394	к тому	7	1
395	т.е к	2	1
396	понять что	2	1
397	указывает на	2	1
398	не есть	3	1
399	всего о	1	1
400	но из	1	1
401	бы это	1	1
402	для того	6	1
403	есть то	1	1
404	должен быть	1	1
405	говорят на	1	1
406	как не	1	1
407	значительной мере	2	1
408	всем этим	2	1
409	два аспекта	1	1
410	как политики	1	1
411	начал с	1	1
412	языка и	1	1
413	здесь мы	1	1
414	могли совершать	1	1
415	и когда	1	1
416	что может	3	1
417	понимание и	1	1
418	в церковной	1	1
419	культуру в	2	1
420	если бы	6	1
421	для этого	3	1
422	что отдельные	1	1
423	и внешней	1	1
424	стремление к	7	1
425	образом в	1	1
426	момент и	1	1
427	и начало	1	1
428	настоящее время	2	1
429	в лоне	2	1
430	в различных	1	1
431	в вопросах	3	1
432	на точку	1	1
433	должно было	1	1
434	того или	2	1
435	а во	1	1
436	как высшую	1	1
437	вся эта	2	1
438	подлежит сомнению	1	1
439	борьбе с	3	1
440	что и	3	1
441	отметить что	2	1
442	лишь к	4	1
443	этот последний	1	1
444	представления о	1	1
445	в свете	1	1
446	в лице	1	1
447	конце концов	3	1
448	того что	3	1
449	происходит в	1	1
450	наконец и	1	1
451	хотя бы	5	1
452	и дело	1	1
453	культура а	2	1
454	говорили выше	1	1
455	для себя	2	1
456	ясно что	2	1
457	и действительно	1	1
458	еще и	1	1
459	в разные	1	1
460	проявляется в	2	1
461	они могут	1	1
462	никак нельзя	1	1
463	все они	3	1
464	с нею	3	1
465	и у	1	1
466	в большинстве	3	1
467	борьбы с	1	1
468	себя и	5	1
469	что во	1	1
470	в виде	3	1
471	является не	2	1
472	а это	1	1
473	большинстве случаев	2	1
474	в данной	1	1
475	за ним	1	1
476	у народа	1	1
477	мы знаем	1	1
478	и их	1	1
479	и культуру	1	1
480	в прошлом	1	1
481	к ним	1	1
482	не о	2	1
483	бытия и	1	1
484	по величине	1	1
485	отдельного человека	1	1
486	в очень	1	1
487	только на	2	1
488	но вся	1	1
489	с общим	1	1
490	без того	1	1
491	подлежит никакому	1	1
492	о своей	1	1
493	государство и	1	1
494	неправильное понимание	1	1
495	а о	1	1
496	по своим	1	1
497	к которому	1	1
498	как же	1	1
499	что не	1	1
500	интеллигенции и	1	1
501	на этот	1	1
502	не на	1	1
503	а не	2	1
504	понимать как	1	1
505	а по	1	1
506	только от	1	1
507	культуры мы	1	1
508	ближе к	1	1
509	если не	2	1
510	в те	1	1
511	в руках	1	1
512	в частности	2	1
513	время она	1	1
514	ни на	1	1
515	ко всем	3	1
516	всех элементов	1	1
517	по своему	1	1
518	культуры в	3	1
519	человек с	1	1
520	в церкви	1	1
521	разума в	1	1
522	материал для	1	1
523	его творчество	1	1
524	этом случае	3	1
525	своей жизни	1	1
526	характера в	1	1
527	работы по	1	1
528	неразрывно связаны	1	1
529	с элементами	1	1
530	народа и	2	1
531	всего в	1	1
532	не является	1	1
533	известной степени	1	1
534	и для	6	1
535	и от	2	1
536	это как	1	1
537	которая в	1	1
538	в настоящее	2	1
539	для нас	2	1
540	которые будут	1	1
541	бы в	1	1
542	и ни	3	1
543	и как	3	1
544	ибо в	3	1
545	с таким	1	1
546	от всякого	1	1
547	к самому	1	1
548	в лучшем	3	1
549	с ними	1	1
550	ярким представителем	1	1
551	с ней	1	1
552	время но	1	1
553	в свою	1	1
554	разных странах	1	1
555	или иного	2	1
556	отношению к	1	1
557	есть и	2	1
558	на это	2	1
559	к этому	1	1
