N	2gram	Tiupa_Disk_1	RusskieA
435	и потому	3	1
436	некоторые из	1	1
437	более широкого	1	1
438	в иных	1	1
439	к себе	2	1
440	не удается	1	1
441	одном ряду	1	1
442	по своему	3	1
443	в область	1	1
444	в тех	2	1
445	исходя из	2	1
446	в современной	1	1
447	и более	1	1
448	этого слова	1	1
449	и не	11	1
450	при более	1	1
451	но это	1	1
452	что касается	2	1
453	при всем	1	1
454	себя именно	1	1
455	он видел	1	1
456	случаях когда	1	1
457	произойти в	1	1
458	первую очередь	1	1
459	не более	2	1
460	тем более	1	1
461	мы должны	1	1
462	в мировом	1	1
463	которые в	1	1
464	или не	1	1
465	в мифе	1	1
466	его к	1	1
467	несмотря на	1	1
468	все еще	1	1
469	в период	1	1
470	в свою	3	1
471	сказать что	3	1
472	другой стороны	3	1
473	на который	1	1
474	всех других	1	1
475	одновременно и	2	1
476	и состоит	1	1
477	во всяком	2	1
478	также не	1	1
479	очевидно в	1	1
480	по свидетельству	1	1
