N	2gram	Bakhtin_fo_2	Hudozhes
281	мы еще	3	1
282	совсем не	2	1
283	бы в	1	1
284	явлений и	2	1
285	в четвертой	1	1
286	в общем	1	1
287	отношение к	3	1
288	тому времени	1	1
289	друг от	2	1
290	друга и	1	1
291	нет и	3	1
292	связи и	1	1
293	в настоящем	1	1
294	значении этих	1	1
295	совсем иной	1	1
296	их действительной	1	1
297	первый взгляд	1	1
298	его на	1	1
299	о жизни	1	1
300	человека вообще	1	1
301	однако не	1	1
302	и точность	2	1
303	в полном	1	1
304	и как	3	1
305	не являются	1	1
306	не похожи	1	1
307	от этого	2	1
308	в этот	3	1
309	есть на	1	1
310	за свои	1	1
311	в письмах	1	1
312	в произведении	1	1
313	плане как	1	1
314	в которой	1	1
315	точку зрения	1	1
316	бы не	1	1
317	едва не	1	1
318	из этих	4	1
319	частности с	1	1
320	совершенно новые	1	1
321	о других	1	1
322	и тот	1	1
323	эпохи и	2	1
324	только один	2	1
325	его но	1	1
326	в средневековой	2	1
327	вообще не	1	1
328	не могла	2	1
329	сообщает об	1	1
330	и школы	1	1
331	всех этих	7	1
332	же это	1	1
333	не как	1	1
334	понятий и	1	1
335	и вот	2	1
336	сказал что	2	1
337	ее и	2	1
338	событий его	1	1
339	на земле	2	1
340	чтобы в	1	1
341	его от	1	1
342	никому не	1	1
343	и анекдота	1	1
344	от нее	1	1
345	что все	2	1
346	него при	1	1
347	их и	1	1
348	на этой	1	1
349	а как	1	1
350	роль в	3	1
351	смеха к	1	1
352	весь мир	3	1
353	и тем	1	1
354	но мы	1	1
355	он же	1	1
356	вышли из	2	1
357	далеко не	2	1
358	как об	1	1
359	с тем	2	1
360	а за	1	1
361	со своими	2	1
362	и уже	1	1
363	которой он	2	1
364	анекдот о	1	1
365	он и	1	1
366	или три	1	1
367	такою же	1	1
368	человек находится	1	1
369	и того	1	1
370	нисколько не	1	1
371	смысл и	1	1
372	лучше всего	1	1
373	на первый	3	1
374	мы как	1	1
375	основной тон	1	1
376	здесь впервые	1	1
377	художественное мышление	1	1
378	вне всякого	1	1
379	имеется и	1	1
380	место в	4	1
381	в отличие	1	1
382	в которых	3	1
383	в заключительных	1	1
384	которых так	1	1
385	в одном	7	1
386	в пространстве	5	1
387	другом и	1	1
388	друг другу	2	1
389	и более	2	1
390	в прошлом	3	1
391	их в	4	1
392	ним в	1	1
393	во времени	3	1
394	между прочим	1	1
395	сам он	1	1
396	например и	1	1
397	раз и	1	1
398	иной раз	1	1
399	вовсе не	13	1
400	лишь одну	1	1
401	в отношении	2	1
402	чистом виде	1	1
403	сталкивается с	1	1
404	так как	6	1
405	вплоть до	2	1
406	как можно	3	1
407	самого начала	1	1
408	дело в	1	1
409	в основе	6	1
410	облекается в	1	1
411	и имеет	2	1
412	появляется в	1	1
413	остановимся подробнее	1	1
414	каждый из	2	1
415	так много	1	1
416	и всегда	2	1
417	в самой	2	1
418	и весь	2	1
419	этих двух	1	1
420	и речевой	1	1
421	или как	1	1
422	значения например	1	1
423	такая же	1	1
424	уже говорили	4	1
425	был и	1	1
426	особое значение	2	1
427	не до	1	1
428	с другом	4	1
429	двадцати пяти	1	1
430	в трагедии	1	1
431	не могут	1	1
432	когда мы	1	1
433	такова что	1	1
434	могут быть	2	1
435	и сближения	1	1
436	же самое	3	1
437	всего в	3	1
438	мира полемически	1	1
439	как для	1	1
440	не противоречит	1	1
441	обращение к	1	1
442	тот и	1	1
443	если же	1	1
444	с анализом	2	1
445	опираясь на	1	1
446	приходит к	1	1
447	эти не	2	1
448	чем не	2	1
449	в виду	3	1
450	свою очередь	1	1
451	но при	1	1
452	данном случае	1	1
453	для читателя	1	1
454	книги и	1	1
455	с самого	1	1
456	говорили что	1	1
457	в дальнейшем	5	1
458	для своей	1	1
459	на свой	1	1
460	выражения и	1	1
461	есть человек	1	1
462	достаточно чтобы	1	1
463	в образе	4	1
464	по аналогии	2	1
465	раз он	1	1
466	этого как	1	1
467	момент при	1	1
468	того и	1	1
469	других и	1	1
470	жизнь и	3	1
471	этой жизни	1	1
472	он сам	1	1
473	но здесь	2	1
474	находится в	2	1
475	автора к	1	1
476	все дело	1	1
477	сводится к	1	1
478	и т.д	1	1
479	может не	1	1
480	и т.п	2	1
481	за пределами	1	1
482	в символическом	1	1
483	человеческого общения	1	1
484	сам а	1	1
485	требует для	1	1
486	в смерти	1	1
487	все его	4	1
488	с другой	2	1
489	как у	3	1
490	и своей	1	1
491	город с	1	1
492	все в	2	1
493	во всех	11	1
494	романа как	1	1
495	другу то	1	1
496	и хорошо	1	1
497	на одном	1	1
498	и только	2	1
499	непосредственно в	1	1
500	наконец в	2	1
501	своему содержанию	1	1
502	обычно у	1	1
503	в двух	2	1
504	романа и	1	1
505	тот же	3	1
506	речь о	1	1
507	времени и	1	1
508	он действует	1	1
509	ему самому	1	1
510	и ее	1	1
511	их не	2	1
512	времени как	1	1
513	с одной	2	1
514	именно на	1	1
515	есть в	1	1
516	литературы в	2	1
517	и у	5	1
518	этом пересечении	1	1
519	уже в	4	1
520	и они	3	1
521	впаяны в	1	1
522	него и	2	1
523	является не	1	1
524	жить а	2	1
525	характерно что	2	1
526	ни с	1	1
527	и та	2	1
528	сами по	2	1
529	они сами	2	1
530	и рождается	1	1
531	их живой	2	1
532	отличие от	1	1
533	аналогии со	1	1
534	ее на	1	1
535	герой и	1	1
536	он один	1	1
537	в целях	1	1
538	что они	4	1
539	рядом с	2	1
540	в особенности	6	1
541	никого не	1	1
542	сюда же	2	1
543	говорить и	1	1
544	дело разумеется	1	1
545	млечный путь	1	1
546	еще и	1	1
547	не переставая	1	1
548	и которого	1	1
549	мира она	1	1
550	в романе	13	1
551	объясняется тем	1	1
552	которой нет	1	1
553	них и	1	1
554	одной стороны	1	1
555	не на	3	1
556	в руках	1	1
557	для человека	1	1
558	там где	2	1
559	одна и	2	1
560	следовало бы	1	1
561	как это	2	1
562	жизнь есть	1	1
563	но все	1	1
564	в природе	1	1
565	как вещь	1	1
566	о чем	3	1
567	в данном	2	1
568	мы считаем	1	1
569	которые являются	1	1
570	быть только	1	1
571	века и	2	1
572	в ряду	4	1
573	друг с	4	1
574	человек с	1	1
575	с красным	1	1
576	этот не	2	1
577	жизни с	2	1
578	скажем в	1	1
579	но это	2	1
580	более двадцати	1	1
581	и слово	1	1
582	в смысле	5	1
583	не мог	2	1
584	от друга	2	1
585	он видел	1	1
586	уже на	1	1
587	пор еще	1	1
588	формы и	1	1
589	в пределе	1	1
590	литературных жанров	1	1
591	и пространстве	1	1
592	когда он	1	1
593	в отдельных	1	1
594	посвящены две	1	1
595	но когда	1	1
596	к ряду	4	1
597	как уже	3	1
598	тем более	3	1
599	конце концов	1	1
600	зрения в	1	1
601	вполне достаточно	1	1
602	идет об	1	1
603	хотя в	1	1
604	самому и	1	1
605	лишь что	1	1
606	сказать что	1	1
607	это на	1	1
608	в свою	1	1
609	мы здесь	1	1
610	у людей	1	1
611	взгляда на	1	1
612	в последнем	2	1
613	какая же	1	1
614	для которой	1	1
615	представлена в	1	1
616	самосознания и	1	1
617	и другие	3	1
618	во всяком	2	1
619	все что	2	1
620	этой точки	1	1
