N	2gram	Tiupa_Anal_1	slovoVRo
334	высказывания в	1	1
335	он как	1	1
336	в составе	2	1
337	до полного	1	1
338	как не	1	1
339	диалогического отношения	1	1
340	проявляется в	1	1
341	литературы и	1	1
342	между собой	2	1
343	он сам	1	1
344	людей в	1	1
345	быть в	1	1
346	в широком	4	1
347	и служит	1	1
348	чем это	1	1
349	в каких-то	1	1
350	то он	2	1
351	к которой	1	1
352	в сторону	1	1
353	с легкой	2	1
354	не просто	2	1
355	есть предмет	1	1
356	его на	1	1
357	без другого	2	1
358	если на	1	1
359	до его	2	1
360	что как	3	1
361	из возможных	2	1
362	преодолевая его	1	1
363	сознания в	4	1
364	могли бы	2	1
365	в самом	6	1
366	к художественному	1	1
367	та же	1	1
368	в целом	5	1
369	он в	1	1
370	в этой	5	1
371	рассказ о	2	1
372	объекта в	1	1
373	явлений не	1	1
374	здесь обязательно	1	1
375	но его	1	1
376	этих актов	1	1
377	и те	1	1
378	отказываясь от	1	1
379	если он	1	1
380	этот процесс	1	1
381	ей присуща	1	1
382	однако при	1	1
383	и только	1	1
384	не значит	1	1
385	речи в	1	1
386	широком смысле	2	1
387	и сам	2	1
388	которого и	1	1
389	и по	2	1
390	без исключения	1	1
391	одно и	1	1
392	в мире	8	1
393	и внутренняя	1	1
394	высказывания и	1	1
395	а его	1	1
396	два сознания	1	1
397	на все	2	1
398	для своей	1	1
399	говорить не	1	1
400	к художественной	1	1
401	и тем	1	1
402	ведь если	1	1
403	и романа	1	1
404	все равно	1	1
405	о способах	1	1
406	в действии	1	1
407	самого материала	1	1
408	несмотря на	2	1
409	рода и	2	1
410	как сказано	1	1
411	ведет к	3	1
412	такой же	2	1
413	одного и	2	1
414	сосредоточиться на	1	1
415	и становится	1	1
416	на первый	1	1
417	которая является	1	1
418	ведут к	1	1
419	мифологического мышления	1	1
420	в своей	6	1
421	при изучении	2	1
422	речи от	1	1
423	определяется и	1	1
424	сознания но	1	1
425	в такой	1	1
426	она в	1	1
427	то его	1	1
428	характеризуется именно	1	1
429	всего может	1	1
430	с разложением	1	1
431	силу и	1	1
432	далека от	1	1
433	произведения в	11	1
434	как от	2	1
435	возможно только	1	1
436	произведений искусства	2	1
437	например и	1	1
438	в двух	2	1
439	как будет	1	1
440	человека но	1	1
441	не о	2	1
442	текста и	8	1
443	его собственного	1	1
444	дело не	3	1
445	лишь одна	1	1
446	и уже	1	1
447	ничего не	1	1
448	по своей	6	1
449	прежде чем	1	1
450	себе во	1	1
451	в сознании	2	1
452	сознании равно	1	1
453	эти три	1	1
454	замыслу автора	1	1
455	не до	1	1
456	или иных	2	1
457	на известную	1	1
458	в тени	1	1
459	xx века	1	1
460	к себе	1	1
461	и должно	1	1
462	чтобы увидеть	1	1
463	указать на	1	1
464	числе и	1	1
465	другие и	1	1
466	не предполагает	2	1
467	утверждать что	1	1
468	реальности жизни	1	1
469	этот путь	1	1
470	языка по	1	1
471	также имеет	1	1
472	взаимодействие с	1	1
473	это единство	1	1
474	в виду	1	1
475	как по	1	1
476	чтобы быть	1	1
477	культуры и	1	1
478	и может	1	1
479	на том	1	1
480	оно вступает	1	1
481	понимание и	1	1
482	установления его	1	1
483	игру с	1	1
484	оговорен оспорен	1	1
485	такое отношение	2	1
486	еще в	2	1
487	возможно в	1	1
488	и социальные	1	1
489	основная особенность	1	1
490	это как	2	1
491	образом в	1	1
492	при учете	1	1
493	напряженном и	1	1
494	быть диалогического	1	1
495	определенным образом	1	1
496	за пределами	2	1
497	с другим	4	1
498	и что	1	1
499	миф в	1	1
500	не поддается	1	1
501	можно сказать	2	1
502	людей как	1	1
503	всех своих	1	1
504	авторов в	1	1
505	в драме	1	1
506	тем как	1	1
507	предмет художественного	1	1
508	когда оно	1	1
509	во всей	1	1
510	соединении с	1	1
511	в ту	1	1
512	знания и	1	1
513	человека как	1	1
514	индивидуальный характер	1	1
515	того что	4	1
516	в формах	1	1
517	его смысла	1	1
518	оно выступает	1	1
519	среди других	1	1
520	проникнуть в	1	1
521	в какой	2	1
522	друг друга	1	1
523	целом с	1	1
524	в напряженном	1	1
525	именно говорит	1	1
526	распространенная в	1	1
527	ему самому	1	1
528	и ее	1	1
529	вопрос об	3	1
530	в качестве	31	1
531	с какой	1	1
532	от автора	1	1
533	есть чисто	2	1
534	не можем	1	1
535	только на	1	1
536	понимать и	1	1
537	все многообразие	1	1
538	оно в	1	1
539	процессе его	1	1
540	за ним	1	1
541	сами по	2	1
542	в пространстве	1	1
543	может служить	2	1
544	случае не	2	1
545	и рождается	1	1
546	как раз	1	1
547	вне произведения	1	1
548	науки в	1	1
549	лишь одним	1	1
550	или иначе	1	1
551	от любого	1	1
552	не обязательно	1	1
553	строится в	1	1
554	с той	1	1
555	или меньшей	4	1
556	нашем случае	3	1
557	ему принадлежит	1	1
558	что не	3	1
559	говорит о	1	1
560	сознания два	1	1
561	должно быть	2	1
562	касается самого	1	1
563	превращается в	1	1
564	оно дано	1	1
565	о художественном	1	1
566	и оценен	1	1
567	однако и	1	1
568	другой стороны	2	1
569	все время	1	1
570	конструктивных частей	1	1
571	отнюдь не	15	1
572	его собственной	1	1
573	мира в	2	1
574	предмету познания	1	1
575	мы находим	1	1
576	все более	1	1
577	вступает в	3	1
578	в частности	19	1
579	о себе	1	1
580	можно утверждать	1	1
581	в рамках	3	1
582	даже не	1	1
583	если они	1	1
584	или иного	3	1
585	с миром	1	1
586	в литературе	4	1
587	да и	1	1
588	и внешне	1	1
589	их внутренней	1	1
590	большей или	4	1
591	рассказ в	1	1
592	мира с	1	1
593	конфликт с	1	1
594	этого слова	7	1
595	слова ибо	1	1
596	автором и	1	1
597	три момента	1	1
598	только для	2	1
599	при условии	1	1
600	смысла с	1	1
601	того или	3	1
602	и таким	1	1
603	однако не	3	1
604	себе все	1	1
605	было показано	1	1
606	него свое	1	1
607	тех или	2	1
608	сомнения в	1	1
609	не является	2	1
610	только одна	1	1
611	для актуализации	1	1
612	образом с	1	1
613	сознания и	1	1
614	себя самого	1	1
615	особого рода	7	1
616	идет об	1	1
617	же в	1	1
618	не создается	1	1
619	к самому	1	1
620	письма и	1	1
621	конечно далеко	1	1
622	возможно лишь	1	1
623	бы быть	3	1
624	смысл в	1	1
625	синтаксических и	1	1
626	также не	1	1
627	в своих	1	1
628	только не	2	1
629	том числе	3	1
