N	2gram	Nazirov_Tr_1	Literetu
171	романа и	3	2
172	не я	1	2
173	эти слова	1	2
174	но еще	1	2
175	русской литературы	2	2
176	вдруг и	1	1
177	и т	1	1
178	и хотя	1	1
179	ему нужно	1	1
180	и то	2	1
181	отметим что	1	1
182	того самого	1	1
183	это и	1	1
184	и есть	1	1
185	от самого	1	1
186	из самых	2	1
187	и до	2	1
188	исходит из	1	1
189	в какой-то	1	1
190	века в	1	1
191	и за	2	1
192	который в	2	1
193	сильное впечатление	1	1
194	смотреть на	1	1
195	собой как	1	1
196	из своих	2	1
197	исследования в	1	1
198	за два	1	1
199	и он	3	1
200	в ней	1	1
201	в xix	1	1
202	он был	2	1
203	он сам	7	1
204	ответа на	1	1
205	себя а	1	1
206	быть в	1	1
207	в чем	1	1
208	не просто	2	1
209	за пределы	1	1
210	к сожалению	1	1
211	в истории	1	1
212	в центре	1	1
213	и дети	2	1
214	в своем	3	1
215	она как	2	1
216	перед нами	2	1
217	и узок	1	1
218	деятельность не	1	1
219	с творческой	1	1
220	бы не	1	1
221	отметим также	1	1
222	т п	1	1
223	и отношения	1	1
224	уже в	3	1
225	как он	1	1
226	вы так	1	1
227	так сказать	1	1
228	что эти	2	1
229	вообще не	1	1
230	отцом и	2	1
231	по словам	2	1
232	тем не	1	1
233	заявляет что	1	1
234	он не	2	1
235	творца и	1	1
236	и еще	1	1
237	или скорее	1	1
238	жизнью и	2	1
239	содержит в	1	1
240	что без	1	1
241	сохраняют свою	1	1
242	умирает среди	1	1
243	последнее слово	1	1
244	всего отметим	1	1
245	здесь мы	1	1
246	им как	1	1
247	начинается словами	1	1
248	на все	1	1
249	матери и	1	1
250	из первых	1	1
251	в них	1	1
252	нет в	2	1
253	в самую	2	1
254	этого не	1	1
255	и вне	1	1
256	говорится о	1	1
257	ведет к	1	1
258	на этот	1	1
259	же я	1	1
260	в ходе	2	1
261	этой связи	1	1
262	где мы	1	1
263	во времена	1	1
264	то для	1	1
265	и цель	1	1
266	не столько	1	1
267	а там	1	1
268	не к	1	1
269	значение для	1	1
270	и новые	1	1
271	права на	2	1
272	я скажу	1	1
273	но это	4	1
274	но он	1	1
275	в россии	1	1
276	что сам	1	1
277	открывается в	1	1
278	возвращается к	1	1
279	тому что	1	1
280	романа с	1	1
281	она не	1	1
282	и притом	1	1
283	личности при	1	1
284	что вы	3	1
285	он с	1	1
286	только не	1	1
287	не имеет	2	1
288	же являются	1	1
289	во всем	1	1
290	рассказом о	1	1
291	и теперь	1	1
292	вот сейчас	1	1
293	в книге	1	1
294	входят в	1	1
295	сел на	1	1
296	в образах	1	1
297	на суде	3	1
298	xx века	1	1
299	его за	2	1
300	сходство с	1	1
301	суде что	1	1
302	его с	1	1
303	именно таков	1	1
304	как некое	1	1
305	и о	1	1
306	в виду	1	1
307	но при	2	1
308	человеческой личности	2	1
309	с каким	1	1
310	не человек	2	1
311	и от	1	1
312	и ждет	1	1
313	природе своей	1	1
314	с собой	1	1
315	не за	2	1
316	было в	2	1
317	в борьбе	1	1
318	жизнь и	3	1
319	в диалог	1	1
320	в ход	1	1
321	тем чем	1	1
322	шага как	1	1
323	и т.д	1	1
324	на вопрос	1	1
325	столь же	2	1
326	но мы	1	1
327	с того	1	1
328	только за	1	1
329	и который	1	1
330	времени в	2	1
331	на нее	1	1
332	восходит к	1	1
333	по слову	1	1
334	в процитированной	1	1
335	людей в	1	1
336	теперь уже	1	1
337	вольно или	1	1
338	ко всей	1	1
339	нуждается в	1	1
340	бы в	1	1
341	какой-то мере	1	1
342	и она	1	1
343	в литературе	1	1
344	к нему	3	1
345	его собственная	1	1
346	в двух	1	1
347	в самое	1	1
348	по мнению	2	1
349	в обществе	1	1
350	за себя	1	1
351	xix веке	2	1
352	в декабре	1	1
353	именно на	1	1
354	а жизнь	1	1
355	так что	2	1
356	есть в	1	1
357	носит в	1	1
358	то и	2	1
359	своей и	1	1
360	за счет	1	1
361	который сам	1	1
362	и их	1	1
363	в котором	1	1
364	ее не	1	1
365	друг друга	2	1
366	у него	6	1
367	только на	1	1
368	никого не	1	1
369	на уровне	1	1
370	даже не	1	1
371	чем он	2	1
372	социальной жизни	1	1
373	обратиться к	1	1
374	ничем не	2	1
375	только по	1	1
376	не было	1	1
377	с тем	2	1
378	и далее	1	1
379	власти и	1	1
380	и я	2	1
381	в связи	1	1
382	ко всем	1	1
383	из трех	1	1
384	в человеке	1	1
385	над ним	1	1
386	в моей	1	1
387	для искусства	2	1
388	в той	1	1
389	моя свобода	1	1
390	понял что	1	1
391	и судьбы	1	1
392	с последним	1	1
393	между отцом	1	1
394	все это	4	1
395	его воображение	1	1
396	это уже	2	1
397	этот образ	4	1
398	как система	1	1
399	себя на	1	1
400	свидетельствует о	1	1
401	для нас	1	1
402	и все	4	1
403	я даже	1	1
404	хотя бы	1	1
405	не есть	1	1
406	в общем	1	1
407	над собою	1	1
408	к ее	1	1
409	в период	1	1
410	героя и	1	1
411	из тех	1	1
412	и жизнь	1	1
413	есть и	1	1
414	труда в	1	1
415	из романа	1	1
416	в таком	2	1
417	к этой	1	1
418	что за	3	1
419	искусство для	1	1
