N	2gram	Losev_Prob_5	RusskieA
540	под влиянием	1	1
541	в одно	1	1
542	если не	4	1
543	так называемых	1	1
544	его по	1	1
545	года не	1	1
546	или по	1	1
547	солнца с	1	1
548	надо было	1	1
549	из которых	1	1
550	после получения	1	1
551	в данном	2	1
552	по поводу	2	1
553	видя в	2	1
554	который мы	1	1
555	наряду с	2	1
556	и смерти	1	1
557	же можно	1	1
558	в первой	2	1
559	может считаться	1	1
560	как только	1	1
561	это таким	1	1
562	богам в	1	1
563	но для	2	1
564	кроме того	2	1
565	же значение	1	1
566	содержится в	1	1
567	под названием	4	1
568	только одна	1	1
569	в двух	1	1
570	от него	1	1
571	и все	9	1
572	или нет	1	1
573	зрения в	1	1
574	нет никаких	1	1
575	для людей	4	1
576	но оно	1	1
577	в период	4	1
578	в ночь	1	1
579	это все	1	1
580	сказать что	9	1
581	только как	1	1
582	отношению к	2	1
583	имелось в	1	1
584	только о	1	1
585	и самих	1	1
586	в заключение	2	1
587	и состоит	1	1
588	жизни и	2	1
589	в таком	2	1
590	и вновь	1	1
591	они не	2	1
592	точно так	3	1
593	во всяком	2	1
594	все что	2	1
595	в роли	2	1
596	образ этот	1	1
