N	2gram	Tiupa_Lite_3	Stilisti
232	рук и	1	2
233	с этим	1	2
234	с собой	1	2
235	из трех	1	2
236	связано с	1	2
237	тому же	5	2
238	и потому	2	2
239	должно быть	4	2
240	очевидно что	1	2
241	значительной степени	1	2
242	тем что	2	2
243	себе и	1	2
244	в основе	5	2
245	в середине	1	2
246	что эти	1	2
247	мы обычно	1	2
248	не должен	1	2
249	не всегда	2	2
250	на первый	1	2
251	в этих	1	2
252	этой ситуации	2	2
253	человека в	2	2
254	в мире	16	2
255	до конца	4	2
256	нет ничего	1	2
257	человек с	2	2
258	несмотря на	2	2
259	в своих	2	2
260	однако в	4	2
261	в частности	11	2
262	его не	1	2
263	которых оно	1	2
264	художественного высказывания	1	2
265	в какой-то	1	2
266	к этому	2	2
267	что он	5	2
268	человеком в	1	2
269	быть может	2	2
270	времени и	1	2
271	ни к	3	2
272	в первой	2	2
273	с кем	1	2
274	но это	1	2
275	не есть	1	2
276	и при	2	2
277	без такого	1	1
278	столь же	1	1
279	своего искусства	1	1
280	одним из	4	1
281	может и	1	1
282	прежде чем	1	1
283	что однако	1	1
284	лишь то	1	1
285	в конечном	1	1
286	слово которое	1	1
287	бы по	1	1
288	и того	1	1
289	есть в	1	1
290	между внутренним	1	1
291	к той	1	1
292	своего права	1	1
293	в хх	3	1
294	говорить о	1	1
295	имя и	1	1
296	за ним	2	1
297	окружающего мира	1	1
298	о котором	1	1
299	в литературе	1	1
300	того же	2	1
301	его с	1	1
302	жизни этих	1	1
303	складывается из	2	1
304	для своего	2	1
305	даже не	1	1
306	нет в	1	1
307	пространство и	1	1
308	всей жизни	1	1
309	по мере	1	1
310	в эти	1	1
311	котором мы	1	1
312	отношению к	4	1
313	это как	3	1
314	она не	1	1
315	и действительно	1	1
316	в общении	1	1
317	был бы	1	1
318	здесь как	2	1
319	не менее	2	1
320	но еще	2	1
321	определенным образом	1	1
322	вовсе не	1	1
323	творчества в	1	1
324	так чтобы	2	1
325	в устах	1	1
326	на то	2	1
327	вслед за	3	1
328	значение для	1	1
329	затем и	1	1
330	бытие личности	1	1
331	руки и	1	1
332	на два	1	1
333	пришли к	1	1
334	говоря уже	4	1
335	ключ к	1	1
336	как раз	2	1
337	у него	1	1
338	единиц которые	1	1
339	и средством	1	1
340	даже в	4	1
341	там где	3	1
342	сознания и	2	1
343	конечном счете	1	1
344	чтобы стать	1	1
345	это будет	2	1
346	из героев	1	1
347	этом не	1	1
348	взгляд на	3	1
349	с целым	1	1
350	с другими	1	1
351	если в	1	1
352	что я	5	1
353	в зеркале	1	1
354	и жизнь	1	1
355	все еще	3	1
356	в их	1	1
357	хх веке	3	1
358	и вне	1	1
359	высказывание и	1	1
360	как некое	1	1
361	я чувствую	1	1
362	ответа на	1	1
363	то в	3	1
364	чтобы его	1	1
365	жизнь не	1	1
366	и теперь	1	1
367	человеческой культуры	1	1
368	которому он	2	1
369	героев достоевского	1	1
370	был только	1	1
371	принадлежит к	1	1
372	возвращаясь к	1	1
373	к объективной	1	1
374	но всякая	1	1
375	уже только	1	1
376	ничем не	1	1
377	что в	2	1
378	исторической жизни	1	1
379	в силу	1	1
380	превращается в	1	1
381	с миром	1	1
382	то для	1	1
383	с этой	2	1
384	например в	3	1
385	класс и	2	1
386	совершенно не	3	1
387	с общим	1	1
388	какой степени	1	1
389	свидетельствует о	1	1
390	ему и	1	1
391	в таких	1	1
392	в таком	1	1
393	особое место	2	1
394	здесь нет	1	1
395	а затем	3	1
396	большей части	2	1
397	будет происходить	1	1
398	в сторону	3	1
399	действительность в	1	1
400	бы одного	1	1
401	о которой	2	1
402	между тем	3	1
403	в ход	1	1
404	в общественном	1	1
405	еще более	1	1
406	что для	1	1
407	в самый	2	1
408	сознания к	1	1
409	мысли и	1	1
410	на все	1	1
411	на месте	1	1
412	за пределы	1	1
413	в историю	1	1
414	на вопрос	1	1
415	слова из	2	1
416	речь в	1	1
417	и эстетический	1	1
418	на свою	3	1
419	и оказывает	1	1
420	образом здесь	1	1
421	это и	1	1
422	ее в	2	1
423	само слово	1	1
424	тогда когда	1	1
425	при виде	1	1
426	что без	1	1
427	в романе	3	1
428	за собой	1	1
429	из тех	1	1
430	свою внутреннюю	1	1
431	не стирается	1	1
432	действительности в	2	1
433	и если	4	1
434	в чем	1	1
435	но уже	3	1
436	мира и	2	1
437	по себе	2	1
438	в художественном	1	1
439	и о	1	1
440	х годов	15	1
441	это уже	1	1
442	весь мир	1	1
443	другом месте	1	1
444	содержит в	1	1
445	перед лицом	4	1
446	порождает и	1	1
447	к сожалению	1	1
448	в истории	1	1
449	так что	1	1
450	не надо	2	1
451	всю свою	1	1
452	к которой	1	1
453	одного человека	1	1
454	с действительной	1	1
455	и становятся	1	1
456	тем не	1	1
457	жизни с	1	1
458	о чем	3	1
459	к более	1	1
460	по большей	2	1
461	в те	1	1
462	уже об	1	1
463	искусства в	1	1
464	более или	1	1
465	уже как	1	1
466	как от	1	1
467	на один	1	1
468	друг друга	1	1
469	только не	1	1
470	для этого	1	1
471	другой стороны	2	1
472	впадают в	1	1
473	речь не	1	1
474	он в	2	1
475	высшей ценностью	1	1
476	будто бы	1	1
477	к литературному	1	1
478	нам остается	1	1
479	именно в	5	1
480	одного говорящего	1	1
481	и где	1	1
482	чтобы он	2	1
483	приходит к	1	1
484	когда он	2	1
485	свою звонкую	1	1
486	отражения в	1	1
487	себя всю	1	1
488	еще один	2	1
489	значение имеет	1	1
490	совпадает с	1	1
491	для его	3	1
492	в определенное	1	1
493	жизни его	1	1
494	однако не	3	1
495	он не	1	1
496	и искусство	1	1
497	я был	1	1
498	народов и	1	1
499	еще раз	2	1
500	вот уже	1	1
501	до какой	1	1
502	в действительности	1	1
503	обращаться к	1	1
504	не как	2	1
505	нашему изучению	1	1
506	с идеологическими	1	1
507	это вечно	1	1
508	мы живем	1	1
509	в каждой	2	1
510	я не	2	1
511	непосредственно в	1	1
512	с другой	6	1
513	в общем	1	1
514	и эти	1	1
515	где-то между	1	1
516	своей и	1	1
517	все они	2	1
518	наш взгляд	1	1
519	в другом	6	1
520	с которой	2	1
521	ее не	1	1
522	не знающий	1	1
523	входят в	1	1
524	на этот	1	1
525	с каждым	1	1
526	все равно	1	1
527	была бы	1	1
528	и до	1	1
529	автор и	1	1
530	теперь как	2	1
531	по отношению	4	1
532	и есть	1	1
533	или менее	1	1
534	и одновременно	2	1
535	звонкую силу	1	1
536	мы воспринимаем	1	1
537	соприкасается с	1	1
538	понимать друг	1	1
539	знает что	2	1
540	роль слова	1	1
541	установка на	2	1
542	в последнем	1	1
543	обойтись без	1	1
544	быть в	1	1
545	и продукт	1	1
546	вне этого	1	1
547	и отношения	1	1
548	на протяжении	1	1
549	в г	3	1
550	неба и	1	1
551	силу поэта	1	1
552	тому как	3	1
553	со стороны	7	1
554	со своими	2	1
555	собственно говоря	1	1
556	сознания как	1	1
557	нее и	1	1
558	художественного произведения	2	1
559	не стал	1	1
560	именно поэтому	1	1
561	жизни однако	1	1
562	общения для	1	1
563	и делает	1	1
564	да это	1	1
565	мы все	1	1
566	который может	1	1
567	жизни как	2	1
568	и тогда	2	1
569	совершается в	1	1
570	еще в	3	1
571	вообще не	1	1
572	лишь при	1	1
573	жизни что	1	1
574	собеседования с	1	1
575	них в	1	1
576	в своем	1	1
577	с ними	2	1
578	роль и	1	1
579	самого существования	1	1
580	в русской	1	1
