N	2gram	Tiupa_Anal_2	Vvedenie
215	в результате	3	3
216	к этому	2	3
217	в частности	16	3
218	искусство и	1	2
219	это делает	1	2
220	и до	2	2
221	из его	2	2
222	мы уже	1	2
223	есть не	1	2
224	того же	4	2
225	и всего	1	2
226	тогда как	19	2
227	себе и	1	2
228	так называемая	1	2
229	его к	1	2
230	бы с	1	2
231	ни одна	1	2
232	и те	1	2
233	не следует	2	2
234	в принципе	1	2
235	не к	1	2
236	в силу	1	2
237	подобно тому	3	2
238	и наоборот	2	2
239	в другом	1	2
240	них не	2	2
241	входит в	1	2
242	на протяжении	2	2
243	в соответствии	2	2
244	соответствии с	2	2
245	этого не	1	2
246	несмотря на	3	2
247	ни с	2	2
248	другое дело	1	2
249	она была	1	2
250	и тогда	1	2
251	не мог	3	2
252	из того	1	2
253	и при	1	2
254	с точки	2	2
255	состоит в	8	2
256	не столько	3	2
257	том же	1	2
258	тому что	1	2
259	в отношении	1	2
260	нашего времени	4	2
261	с теми	1	2
262	на котором	2	2
263	одна из	1	2
264	о них	1	2
265	это еще	1	2
266	никогда не	3	2
267	казалось бы	3	2
268	ничего не	9	2
269	его можно	1	2
270	у нас	1	2
271	той или	3	2
272	если же	1	2
273	то она	1	2
274	значение в	1	2
275	и сам	3	2
276	так и	15	2
277	не с	4	2
278	собой в	2	2
279	две части	1	2
280	же самое	1	2
281	и здесь	1	2
282	второй половине	1	2
283	в значительной	2	2
284	во всех	4	2
285	нуждается в	1	2
286	вообще и	2	2
287	тем более	1	2
288	целого и	2	2
289	для нее	2	2
290	сопоставлении с	1	2
291	обращенная к	1	2
292	каждый из	1	2
293	только на	3	2
294	или иной	3	2
295	по его	1	2
296	литературное произведение	3	2
297	есть лишь	1	2
298	было сказано	1	2
299	а так	1	2
300	ближе к	1	2
301	должна была	2	2
302	в связи	1	2
303	внимания к	1	2
304	смысл что	1	2
305	этих случаях	2	2
306	целом ряде	1	2
307	этого слова	3	2
308	тому как	3	2
309	по существу	2	2
310	еще раз	1	2
311	но это	1	2
312	этой стороны	1	2
313	и сама	1	2
314	или нет	1	2
315	бы в	3	2
316	мы должны	1	2
317	ни к	1	2
318	будто бы	1	2
319	нам не	1	2
320	с ней	1	2
321	самой своей	1	2
322	он и	2	2
323	точно так	1	2
324	это в	1	2
325	я и	3	1
326	также его	1	1
327	судьбы не	3	1
328	выражения в	1	1
329	значении этого	1	1
330	отношения между	1	1
331	на две	3	1
332	речь идет	2	1
333	ведь и	2	1
334	отношения к	2	1
335	долгое время	1	1
336	и за	3	1
337	включая и	2	1
338	бы уже	1	1
339	таком случае	2	1
340	в полной	1	1
341	он был	2	1
342	в уста	1	1
343	нам представляется	1	1
344	что его	1	1
345	более того	1	1
346	иного рода	2	1
347	в сторону	5	1
348	в противовес	1	1
349	очевидно что	1	1
350	а и	1	1
351	как в	4	1
352	отличие от	2	1
353	и будет	1	1
354	и речи	1	1
355	и эстетического	1	1
356	и я	2	1
357	этой системе	2	1
358	подлинного искусства	1	1
359	такое воззрение	1	1
360	более или	1	1
361	себе не	2	1
362	тем временем	1	1
363	не приходится	1	1
364	в которой	1	1
365	не совпадает	1	1
366	он в	4	1
367	раз в	1	1
368	конкретное единство	1	1
369	и тот	1	1
370	античности в	1	1
371	тому же	4	1
372	на то	2	1
373	если он	1	1
374	но на	1	1
375	вследствие этого	2	1
376	на его	3	1
377	с чем	1	1
378	по словам	1	1
379	в статье	1	1
380	время и	1	1
381	слова а	1	1
382	интерес представляет	1	1
383	уже говорилось	4	1
384	чтобы в	1	1
385	его от	3	1
386	одно и	1	1
387	по догадке	1	1
388	объект и	1	1
389	этом втором	1	1
390	а затем	2	1
391	что все	2	1
392	том-то и	1	1
393	слова или	1	1
394	в глубине	1	1
395	лишь в	9	1
396	того или	3	1
397	восприятия в	1	1
398	то все	1	1
399	лишь на	1	1
400	сообщениями о	1	1
401	говорить в	1	1
402	его и	1	1
403	говорится о	1	1
404	иначе говоря	11	1
405	автора и	3	1
406	или менее	1	1
407	в эту	3	1
408	в ходе	4	1
409	никак не	2	1
410	взгляд на	1	1
411	в следующем	1	1
412	в такой	1	1
413	с идеей	1	1
414	целого но	1	1
415	к предмету	2	1
416	прийти к	1	1
417	в отличие	2	1
418	и какое	1	1
419	в краткой	1	1
420	не его	1	1
421	и эти	1	1
422	речи в	2	1
423	что этот	1	1
424	нам дана	1	1
425	естественно не	1	1
426	не ранее	1	1
427	в таких	2	1
428	в обоих	2	1
429	мышления и	1	1
430	нас и	1	1
431	возлагает на	1	1
432	тому кто	1	1
433	в центр	1	1
434	замкнутого круга	1	1
435	было не	1	1
436	первая половина	1	1
437	и имеет	1	1
438	лишь два	1	1
439	что ни	1	1
440	имеем дело	3	1
441	слова как	1	1
442	обратим внимание	1	1
443	этих двух	1	1
444	характер чем	1	1
445	которые и	2	1
446	именно она	1	1
447	и цельную	1	1
448	за исключением	1	1
449	и является	4	1
450	и после	1	1
451	убедиться в	1	1
452	о чем-то	1	1
453	слова о	1	1
454	что на	3	1
455	которая по	1	1
456	в действительности	3	1
457	у меня	1	1
458	превращается в	2	1
459	в специальном	1	1
460	прямо говорит	1	1
461	встречается в	1	1
462	с данной	1	1
463	из самого	1	1
464	и другой	1	1
465	человека в	1	1
466	отличается от	1	1
467	должны быть	1	1
468	всего в	2	1
469	что при	1	1
470	для себя	1	1
471	не одного	1	1
472	взором читателя	1	1
473	и входит	1	1
474	и о	1	1
475	значения и	1	1
476	свою очередь	1	1
477	как один	1	1
478	других можно	1	1
479	для читателя	2	1
480	на какой-нибудь	1	1
481	все прочие	1	1
482	цельную картину	1	1
483	только то	1	1
484	участия в	1	1
485	еще в	2	1
486	жизнь и	1	1
487	различного рода	1	1
488	повседневной речи	1	1
489	и соответственно	1	1
490	и из	1	1
491	одного из	3	1
492	говорилось о	1	1
493	может не	1	1
494	это было	2	1
495	каждом из	1	1
496	места и	1	1
497	которая сама	1	1
498	таков что	3	1
499	том или	2	1
500	путь к	1	1
501	поводу того	1	1
502	данного текста	1	1
503	явным образом	2	1
504	автор как	1	1
505	непосредственно в	1	1
506	них в	1	1
507	в том-то	1	1
508	в литературе	1	1
509	что здесь	1	1
510	на которой	1	1
511	рассуждение о	1	1
512	был например	1	1
513	мы видим	1	1
514	неудивительно что	1	1
515	то эти	1	1
516	все той	2	1
517	т.д в	1	1
518	не мешает	1	1
519	времени как	2	1
520	себя в	2	1
521	есть в	3	1
522	на всем	1	1
523	в текст	2	1
524	вопроса о	1	1
525	целого ряда	1	1
526	как писал	2	1
527	этого процесса	1	1
528	или даже	2	1
529	у того	1	1
530	собой лишь	1	1
531	за ним	1	1
532	обратиться к	1	1
533	его из	1	1
534	из чужих	1	1
535	который как	1	1
536	для него	4	1
537	ведь это	2	1
538	текста это	3	1
539	не означает	1	1
540	слова в	1	1
541	к ним	1	1
542	при всей	3	1
543	у него	4	1
544	следует понимать	1	1
545	или ином	2	1
546	указание на	1	1
547	случае с	1	1
548	глубине и	1	1
549	имеет тот	1	1
550	самом его	1	1
551	и т.п	8	1
552	может ли	2	1
553	и тех	1	1
554	здесь в	2	1
555	все равно	1	1
556	с той	2	1
557	своего собственного	2	1
558	а главное	1	1
559	и своим	1	1
560	и внутренне	2	1
561	одну из	2	1
562	в ряду	1	1
563	всегда и	1	1
564	мира в	1	1
565	если не	1	1
566	и особенно	4	1
567	и потому	1	1
568	однако для	1	1
569	к а	3	1
570	к своему	2	1
571	взгляде на	1	1
572	а между	1	1
573	случае она	1	1
574	в тех	1	1
575	быть только	1	1
576	в первой	3	1
577	том смысле	1	1
578	похож на	1	1
579	о жизни	2	1
580	или с	1	1
581	объяснения а	1	1
582	слова и	1	1
583	художественности в	2	1
584	сколько о	1	1
585	короче говоря	1	1
586	уже было	1	1
587	и более	1	1
588	служебная роль	1	1
589	по поводу	3	1
590	он по	2	1
591	для нас	1	1
592	и все	3	1
593	по одной	1	1
594	еще более	2	1
595	же в	1	1
596	как этого	1	1
597	отношении к	1	1
598	в системе	1	1
599	ценностей и	1	1
600	страсть к	1	1
601	может и	1	1
602	в свою	1	1
603	от своего	2	1
604	понимать как	1	1
605	состоит из	1	1
606	совершенно не	1	1
607	внутреннее единство	1	1
608	или иного	3	1
609	ко всему	1	1
610	начале этой	1	1
611	от природы	1	1
612	пока не	1	1
613	есть то	1	1
614	самое что	1	1
615	во-первых не	1	1
616	частности в	2	1
617	просто не	1	1
618	ее в	1	1
619	в таком	2	1
620	все что	2	1
621	этой точки	1	1
