N	2gram	Tiupa_Disk_2	Istorich
139	в некотором	1	2
140	должен быть	1	2
141	данном случае	6	2
142	так в	1	2
143	роль в	4	2
144	и сам	1	2
145	здесь как	1	2
146	об этом	1	2
147	еще в	3	2
148	ничего не	1	2
149	обратим внимание	1	2
150	можно сказать	3	2
151	должно было	1	2
152	от них	1	2
153	ним и	1	2
154	же в	1	2
155	того что	1	2
156	в формах	2	2
157	во всем	1	2
158	то в	1	2
159	так что	1	2
160	и они	1	2
161	из них	3	2
162	на одном	1	2
163	вовсе не	1	2
164	в других	1	2
165	из двух	3	2
166	со стороны	10	2
167	как у	1	2
168	и быть	1	2
169	а сам	2	2
170	но есть	1	2
171	в античности	1	2
172	а не	14	2
173	один из	1	2
174	в одно	1	2
175	из которых	1	2
176	как бы	4	2
177	с этой	1	2
178	но для	1	2
179	в наше	2	2
180	и для	2	2
181	формы и	1	2
182	представляли собой	1	2
183	также не	1	2
184	с ней	2	2
185	сказать что	1	2
186	к его	4	2
187	а герой	2	2
188	отношению к	4	2
189	сам в	1	2
190	в свое	2	2
191	к этому	4	2
192	строится на	1	2
193	жизни и	3	2
194	также и	3	1
195	потом и	2	1
196	себя как	1	1
197	перед ним	1	1
198	произведениях как	1	1
199	очень близка	1	1
200	переход от	1	1
201	и сюжет	1	1
202	за которым	2	1
203	и есть	1	1
204	проникает в	1	1
205	не имеют	1	1
206	должна быть	2	1
207	и могут	1	1
208	той же	2	1
209	из рассказов	1	1
210	оно означает	1	1
211	место в	2	1
212	не вполне	1	1
213	я не	1	1
214	из того	1	1
215	они были	1	1
216	но даже	1	1
217	не нужно	2	1
218	не был	1	1
219	не требует	2	1
220	о смерти	1	1
221	легко может	2	1
222	не то	1	1
223	здесь также	1	1
224	ответ на	1	1
225	отношение к	2	1
226	отличие от	12	1
227	отнюдь не	6	1
228	вследствие чего	1	1
229	в одной	1	1
230	стороны и	2	1
231	что как	2	1
232	путь в	1	1
233	пределах одной	1	1
234	что касается	1	1
235	как уже	2	1
236	дает себя	1	1
237	оказывается в	1	1
238	и наконец	3	1
239	себе не	1	1
240	которых является	1	1
241	но в	11	1
242	в противоположность	5	1
243	таких произведениях	1	1
244	только на	1	1
245	в себе	19	1
246	рассказ содержит	1	1
247	по имени	1	1
248	но на	1	1
249	задний план	1	1
250	при этом	17	1
251	и еще	1	1
252	не изучены	1	1
253	состоит в	16	1
254	пределах одного	1	1
255	в силу	1	1
256	подобно тому	2	1
257	мы его	1	1
258	слуги в	1	1
259	на почве	2	1
260	не соответствует	1	1
261	в жизни	1	1
262	героя или	1	1
263	она и	1	1
264	соответствии с	3	1
265	этого не	1	1
266	в особой	1	1
267	самых ранних	1	1
268	которую он	1	1
269	позднего происхождения	1	1
270	в ходе	2	1
271	право на	1	1
272	с магическими	1	1
273	он должен	1	1
274	наводит на	1	1
275	с точки	2	1
276	в своем	5	1
277	в отличие	12	1
278	в одном	4	1
279	пока еще	2	1
280	на мысль	1	1
281	и более	1	1
282	же может	1	1
283	верхний мир	2	1
284	изнутри в	1	1
285	случае мы	1	1
286	например и	1	1
287	здесь невозможно	1	1
288	на три	1	1
289	но они	1	1
290	тем самым	6	1
291	виду что	1	1
292	самого начала	1	1
293	как о	1	1
294	дело не	1	1
295	например не	1	1
296	я буду	1	1
297	в самых	1	1
298	о них	1	1
299	в поздних	1	1
300	и всегда	1	1
301	же время	5	1
302	к ней	1	1
303	целое в	1	1
304	мире и	3	1
305	в процессе	1	1
306	однако это	1	1
307	к себе	1	1
308	она во	1	1
309	числе и	1	1
310	к тому	1	1
311	его с	1	1
312	важное обстоятельство	1	1
313	указывает на	1	1
314	оно не	1	1
315	утверждать что	1	1
316	приходит к	1	1
317	город и	1	1
318	здесь не	2	1
319	второго лица	1	1
320	с самого	1	1
321	приводит к	3	1
322	на свой	1	1
323	обращаясь к	1	1
324	что может	1	1
325	сказано выше	1	1
326	можно только	1	1
327	мы в	1	1
328	он сам	1	1
329	для этого	1	1
330	чудовищем которое	1	1
331	один человек	1	1
332	с человеком	1	1
333	о ней	1	1
334	сводится к	2	1
335	говорит об	2	1
336	выше может	1	1
337	никак не	1	1
338	одного из	4	1
339	нас же	1	1
340	а также	8	1
341	поездки в	1	1
342	восходит к	3	1
343	во втором	1	1
344	о мертвых	1	1
345	и только	1	1
346	ночью в	1	1
347	из нескольких	1	1
348	как правило	1	1
349	может иметь	2	1
350	но с	1	1
351	рассказчик не	1	1
352	одной из	1	1
353	традиции в	1	1
354	не само	1	1
355	еще и	1	1
356	а часто	1	1
357	даже если	1	1
358	и так	1	1
359	всяком случае	1	1
360	и ее	3	1
361	же и	1	1
362	со своим	2	1
363	не исчерпывают	1	1
364	еще одно	1	1
365	героя с	1	1
366	не дает	1	1
367	на две	1	1
368	связывается с	1	1
369	одно из	4	1
370	искать в	1	1
371	для него	5	1
372	в котором	3	1
373	в современном	1	1
374	н э	1	1
375	не претендуя	1	1
376	были бы	1	1
377	что на	2	1
378	не были	1	1
379	ней и	1	1
380	и даже	1	1
381	или иной	3	1
382	под нами	1	1
383	в верхний	2	1
384	есть не	1	1
385	здесь в	3	1
386	эти две	1	1
387	близок к	1	1
388	а с	5	1
389	мира это	1	1
390	или о	1	1
391	можно назвать	4	1
392	в соответствии	2	1
393	не было	3	1
394	не знает	3	1
395	имеют никакого	1	1
396	человек в	1	1
397	подобного рода	1	1
398	некоторых его	1	1
399	и ты	1	1
400	солнца и	1	1
401	и картина	1	1
402	стороны в	1	1
403	равно как	1	1
404	он представляет	1	1
405	можно утверждать	1	1
406	как это	1	1
407	всем что	1	1
408	к своему	2	1
409	xix века	1	1
410	по своему	1	1
411	такого рода	9	1
412	собой такое	1	1
413	тому как	2	1
414	но который	1	1
415	и там	1	1
416	а потом	2	1
417	к историческому	1	1
418	в состоянии	1	1
419	в современной	1	1
420	как будто	3	1
421	только о	1	1
422	он от	1	1
423	на пути	1	1
424	является для	1	1
425	этом свете	1	1
426	к другим	1	1
427	рассматривать как	1	1
428	не оставляют	1	1
429	и от	1	1
430	его нет	1	1
431	мира и	4	1
432	уже как	2	1
433	особого рода	1	1
434	в основе	4	1
435	не говорит	1	1
436	хотя в	1	1
437	но если	1	1
438	одном лице	1	1
439	все люди	2	1
440	из этого	1	1
441	в самом	1	1
442	здесь обычно	1	1
443	в искусстве	1	1
444	в своих	6	1
445	как на	3	1
446	во всяком	1	1
447	том числе	1	1
