N	3gram	Losev_Vesc_1	Problema
107	даже больше того	4	1
108	только впервые и	1	1
109	не есть вещь	4	1
110	мы уже сказали	1	1
111	но то что	1	1
112	которое было бы	1	1
113	смысл вещи есть	1	1
114	но даже и	2	1
115	не больше как	1	1
116	есть прежде всего	2	1
117	сказать что тут	1	1
118	себе отнюдь не	1	1
119	не случайно не	2	1
120	но ясно что	1	1
121	не важно для	1	1
122	в действительности не	1	1
123	и это вовсе	2	1
124	того чтобы обеспечить	1	1
125	а следовательно и	1	1
126	и во всех	1	1
127	из них в	1	1
128	тот или иной	1	1
129	предстают перед нами	1	1
130	вещи а не	1	1
131	того что мы	1	1
132	имеют свой собственный	1	1
133	что человек есть	1	1
134	имеем дело не	2	1
135	мы говорили о	1	1
136	на самом же	1	1
137	в этом отношении	1	1
138	это совершенно неверно	1	1
139	всего то что	2	1
140	не есть она	2	1
141	от всего прочего	5	1
142	в основе своей	2	1
143	не есть ли	2	1
144	хотя бы один	1	1
145	то это значит	2	1
146	вовсе даже не	1	1
147	д все это	1	1
148	есть она сама	2	1
149	не то что	1	1
150	то в чем	1	1
151	вещи всегда есть	1	1
152	что же такое	3	1
153	говорили о смысле	1	1
154	одно и то	4	1
155	это совершенно не	2	1
156	и ее внешнее	1	1
157	не есть только	2	1
158	необходимо чтобы его	1	1
159	что же нужно	1	1
160	как раз в	1	1
161	того чтобы мы	1	1
162	что не есть	3	1
163	то время как	1	1
164	совершенно не важно	1	1
165	в самом начале	1	1
166	одно то что	1	1
167	да и сама	1	1
168	собственный смысл и	1	1
169	еще ничего не	1	1
170	не только в	4	1
171	вещь есть именно	1	1
172	мы не знаем	1	1
173	же есть не	1	1
174	только в виде	1	1
175	и то же	4	1
176	и потому что	1	1
177	между собою и	2	1
178	как будто бы	1	1
179	самой вещи и	1	1
180	тоже ведь есть	1	1
181	тех или других	4	1
182	и ничего не	1	1
183	значит что мы	5	1
184	это было бы	1	1
185	и логики и	1	1
186	и возможно при	1	1
187	не значит что	1	1
188	ни на что	1	1
189	внутренней и внешней	1	1
190	потому что она	1	1
191	так как будто	1	1
192	образ сливаются в	1	1
193	это не значит	1	1
194	не говорит о	1	1
195	еще и потому	1	1
196	есть не только	2	1
197	бы то ни	4	1
198	не только потому	1	1
199	только не есть	1	1
200	хотя бы даже	1	1
201	есть не просто	2	1
202	если мы возьмем	2	1
203	мы еще не	2	1
204	возможно при помощи	1	1
205	не есть нечто	1	1
206	с самой вещью	3	1
207	в самой же	1	1
208	т д все	1	1
209	а еще и	1	1
210	только на то	1	1
211	взятый сам по	1	1
212	но только с	1	1
213	что оно есть	4	1
214	то что смысл	1	1
215	с тем или	1	1
216	заключается в том	1	1
217	в то время	1	1
218	в том чтобы	1	1
219	и что такое	1	1
220	даже и в	1	1
221	уже не просто	2	1
222	дело не с	2	1
223	не есть треугольник	1	1
224	ту же самую	1	1
225	это значит что	19	1
226	то ясно что	1	1
227	оно не только	1	1
228	мы будем говорить	1	1
229	у нас в	2	1
230	от самой вещи	3	1
231	ничего не говорит	1	1
232	вещи не есть	3	1
233	но еще и	3	1
234	сказать что она	2	1
235	не только это	3	1
236	то или другое	1	1
237	и это есть	1	1
238	в настоящий момент	1	1
239	в то или	1	1
240	которая была бы	1	1
241	к тому что	2	1
242	необходимо исходить из	1	1
243	такой смысл который	1	1
244	в результате этого	1	1
245	и что он	1	1
246	не только то	1	1
247	той или другой	2	1
248	самом же деле	1	1
249	в этом понятии	1	1
250	уже одно то	1	1
251	от всего иного	3	1
252	только тогда когда	2	1
253	вещи и как	1	1
254	потому что сначала	1	1
255	перед нами как	1	1
256	не есть просто	4	1
257	в отдельности и	2	1
