N	2gram	Medvedev_F_1	Istorich
123	этому же	1	3
124	особого рода	1	3
125	от них	1	3
126	в его	23	3
127	эти два	1	3
128	прежде всего	22	3
129	а через	1	3
130	у него	1	3
131	связи в	1	3
132	в связи	4	3
133	вступает в	2	3
134	о себе	1	3
135	так же	4	3
136	мы увидим	4	3
137	стороны и	4	3
138	быть и	4	3
139	но это	3	3
140	между прочим	1	3
141	и от	7	3
142	его не	2	3
143	и все	6	3
144	сказать что	1	3
145	ее в	1	3
146	ту же	1	2
147	например в	1	2
148	на самом	7	2
149	и есть	1	2
150	в котором	1	2
151	той же	1	2
152	же как	2	2
153	вопрос о	2	2
154	время от	1	2
155	на себя	1	2
156	в ней	10	2
157	знаем что	1	2
158	не отражает	1	2
159	но конечно	1	2
160	в сторону	1	2
161	по отношению	4	2
162	вследствие чего	1	2
163	независимо от	4	2
164	его на	1	2
165	как в	8	2
166	в своем	11	2
167	ней в	1	2
168	хотя и	1	2
169	здесь несколько	1	2
170	есть ли	1	2
171	в этот	1	2
172	ни один	1	2
173	если он	3	2
174	не могла	2	2
175	при этом	5	2
176	из этой	2	2
177	они в	1	2
178	всех этих	3	2
179	нее и	1	2
180	в виде	1	2
181	и вот	2	2
182	так часто	1	2
183	в нее	1	2
184	так и	18	2
185	но все	2	2
186	в работе	2	2
187	на все	3	2
188	большинстве случаев	2	2
189	уже знаем	1	2
190	ни в	2	2
191	вовсе не	10	2
192	с тем	2	2
193	и уже	1	2
194	и для	1	2
195	такой же	1	2
196	как таковой	6	2
197	не мог	1	2
198	исторической действительности	1	2
199	точки зрения	16	2
200	друг другу	1	2
201	что было	2	2
202	и более	2	2
203	случае в	1	2
204	в то	9	2
205	не имеет	1	2
206	одна из	2	2
207	здесь на	1	2
208	здесь может	1	2
209	это делается	1	2
210	в русском	1	2
211	нам важно	2	2
212	встречается в	1	2
213	во все	1	2
214	и это	2	2
215	и о	1	2
216	роль в	1	2
217	в другом	1	2
218	не с	2	2
219	связан с	1	2
220	одного из	1	2
221	когда его	1	2
222	связанных с	1	2
223	связанное с	1	2
224	о ней	1	2
225	и что	2	2
226	в силу	1	2
227	а также	1	2
228	должно было	1	2
229	между тем	2	2
230	все время	2	2
231	в него	2	2
232	же в	3	2
233	характерно для	1	2
234	и действительно	1	2
235	очень много	1	2
236	с одной	4	2
237	из которого	1	2
238	в жизни	3	2
239	для нее	1	2
240	что не	1	2
241	за счет	1	2
242	мы знаем	1	2
243	себе в	1	2
244	всяком случае	4	2
245	в одном	2	2
246	никто не	1	2
247	у нее	1	2
248	этим же	1	2
249	перейти к	2	2
250	только на	5	2
251	в особенности	3	2
252	и даже	3	2
253	даже не	1	2
254	есть только	1	2
255	и др	5	2
256	но есть	2	2
257	не было	3	2
258	одной стороны	4	2
259	здесь дело	1	2
260	потом в	1	2
261	представления о	1	2
262	так на	1	2
263	и потому	9	2
264	можно сказать	1	2
265	указать на	2	2
266	еще более	1	2
267	не дает	2	2
268	совершенно не	1	2
269	отношению к	4	2
270	жизни и	7	2
271	только не	2	2
272	часто встречается	1	2
273	во всяком	4	2
274	увидим дальше	1	1
275	она была	2	1
276	также что	1	1
277	также и	1	1
278	связана со	1	1
279	начинается с	1	1
280	и через	1	1
281	самом деле	6	1
282	показаться что	1	1
283	ясно что	3	1
284	далее если	1	1
285	и до	5	1
286	действительности и	3	1
287	и этот	1	1
288	мы не	3	1
289	это делали	1	1
290	происходило в	1	1
291	нас это	1	1
292	это отношение	1	1
293	то она	1	1
294	той роли	1	1
295	между собой	1	1
296	в различных	2	1
297	как если	2	1
298	они у	1	1
299	к которой	1	1
300	со всеми	3	1
301	иногда и	1	1
302	нет и	2	1
303	только путем	1	1
304	отнюдь не	6	1
305	чем же	2	1
306	если она	1	1
307	из возможных	2	1
308	общего с	1	1
309	что как	1	1
310	такова же	1	1
311	к новому	2	1
312	все остальные	1	1
313	перед нами	1	1
314	кроме того	1	1
315	к этой	4	1
316	ее от	2	1
317	он в	2	1
318	остановиться на	2	1
319	друг от	2	1
320	совершается не	1	1
321	и те	2	1
322	е во	1	1
323	на то	1	1
324	человек не	3	1
325	этот процесс	1	1
326	вообще не	1	1
327	не следует	1	1
328	ей в	1	1
329	главным образом	4	1
330	чтобы установить	1	1
331	должна быть	7	1
332	перестает быть	3	1
333	эту задачу	1	1
334	свою собственную	1	1
335	не как	4	1
336	прочим и	1	1
337	мотив герой	1	1
338	том чтобы	2	1
339	не произошло	1	1
340	его от	1	1
341	и по	1	1
342	так например	3	1
343	от нее	2	1
344	по своему	1	1
345	могла бы	2	1
346	как они	1	1
347	из-за этого	1	1
348	в мире	4	1
349	бы быть	2	1
350	на этой	1	1
351	а как	2	1
352	один а	1	1
353	входит в	6	1
354	заключается в	1	1
355	с другими	4	1
356	в и	1	1
357	материала к	1	1
358	и стала	1	1
359	со всех	1	1
360	подходит к	3	1
361	делается в	1	1
362	но самый	1	1
363	с начала	2	1
364	и тем	1	1
365	своем исследовании	1	1
366	вопрос и	1	1
367	одной из	2	1
368	только одно	1	1
369	но уже	1	1
370	этого она	1	1
371	героя или	1	1
372	она и	1	1
373	ни одной	1	1
374	задач в	1	1
375	что собственно	1	1
376	этот материал	1	1
377	в эту	2	1
378	к тем	1	1
379	в своей	11	1
380	что такое	2	1
381	художественного творчества	1	1
382	в такой	1	1
383	с точки	13	1
384	своего рода	1	1
385	же тенденция	1	1
386	превратиться в	1	1
387	на всю	2	1
388	по себе	5	1
389	и очень	1	1
390	а от	1	1
391	как из	1	1
392	не принадлежит	1	1
393	самого начала	1	1
394	эти формы	1	1
395	дальше что	1	1
396	и сама	1	1
397	но вместе	1	1
398	и отдельных	1	1
399	на самый	1	1
400	функцию в	1	1
401	для всего	1	1
402	коллектива в	1	1
403	правда в	1	1
404	это то	1	1
405	в реальную	1	1
406	как она	3	1
407	во всем	2	1
408	только с	1	1
409	мы и	1	1
410	к таким	1	1
411	этот в	1	1
412	этом еще	1	1
413	лежит в	1	1
414	это конечно	1	1
415	отличается от	3	1
416	не есть	2	1
417	что при	1	1
418	в работах	1	1
419	если же	2	1
420	ничего общего	1	1
421	необходимо изучить	1	1
422	с ее	7	1
423	от друга	2	1
424	свою очередь	6	1
425	как один	1	1
426	в ее	8	1
427	с самого	1	1
428	в образе	1	1
429	только через	1	1
430	каждого из	2	1
431	она до	1	1
432	во второй	1	1
433	что дело	1	1
434	за этими	1	1
435	несколько иная	1	1
436	и делают	1	1
437	для этого	4	1
438	чем другие	1	1
439	с ним	2	1
440	мире в	1	1
441	все те	1	1
442	смысле и	1	1
443	но здесь	1	1
444	и должно	2	1
445	и входит	1	1
446	другими словами	1	1
447	к одной	1	1
448	наоборот это	1	1
449	что каждый	1	1
450	по их	1	1
451	тем как	1	1
452	функций в	2	1
453	соединении с	2	1
454	что бы	5	1
455	здесь в	2	1
456	тех пор	1	1
457	которых она	1	1
458	велико однако	1	1
459	как нет	1	1
460	хотя бы	5	1
461	страх перед	1	1
462	который в	1	1
463	исходить и	1	1
464	всего мы	1	1
465	именно на	1	1
466	он их	1	1
467	конечно не	4	1
468	не входит	1	1
469	своей целью	1	1
470	не можем	2	1
471	литература но	1	1
472	в большинстве	3	1
473	чтобы он	2	1
474	они могли	1	1
475	или даже	1	1
476	и обратно	1	1
477	не стал	1	1
478	и их	10	1
479	отражает в	1	1
480	руки и	1	1
481	обычно не	1	1
482	могло бы	2	1
483	сами по	2	1
484	и должна	2	1
485	уже и	1	1
486	а те	1	1
487	тогда как	1	1
488	явно не	1	1
489	от того	2	1
490	же деле	1	1
491	ней и	1	1
492	как у	1	1
493	же функцию	1	1
494	или иначе	2	1
495	не один	1	1
496	и вступает	1	1
497	и тех	1	1
498	это лежит	1	1
499	она является	2	1
500	предмет и	1	1
501	них и	1	1
502	самом же	1	1
503	чтобы убедиться	2	1
504	а на	1	1
505	ничем не	3	1
506	принимают его	1	1
507	его собственной	1	1
508	мы остановимся	1	1
509	или с	1	1
510	часть ее	1	1
511	здесь имеет	1	1
512	под влиянием	2	1
513	для этой	2	1
514	нигде не	1	1
515	роль и	1	1
516	этой работы	2	1
517	к своему	1	1
518	другу и	1	1
519	так или	1	1
520	ей и	1	1
521	смысле этого	3	1
522	как бы	6	1
523	в отдельности	1	1
524	образом на	2	1
525	это значит	1	1
526	дело здесь	1	1
527	что же	1	1
528	этого слова	3	1
529	тенденция к	1	1
530	эти вопросы	1	1
531	с этой	4	1
532	здесь очень	1	1
533	в основном	3	1
534	она дает	1	1
535	все это	9	1
536	но для	3	1
537	к вопросу	1	1
538	и слепота	1	1
539	она должна	3	1
540	это уже	1	1
541	при таком	4	1
542	войти в	2	1
543	друга не	1	1
544	на которой	1	1
545	это особого	1	1
546	дана в	2	1
547	обстоит дело	1	1
548	на фоне	3	1
549	не знает	1	1
550	была бы	2	1
551	от всех	3	1
552	типов и	1	1
553	это и	3	1
554	из этого	1	1
555	на своем	2	1
556	основываясь на	1	1
557	только одна	1	1
558	направление в	3	1
559	и эта	1	1
560	это в	1	1
561	доступ к	1	1
562	как на	4	1
563	этой точки	1	1
564	том числе	1	1
565	событий в	1	1
