N	2gram	Voloshinov_1	Otkroven
183	словом только	1	1
184	и общественной	1	1
185	там и	1	1
186	одним словом	1	1
187	самом деле	4	1
188	но не	2	1
189	из сторон	1	1
190	то он	3	1
191	лишь путем	2	1
192	сравнению с	1	1
193	в новом	1	1
194	но нет	1	1
195	нуждается в	2	1
196	иногда и	1	1
197	себе и	2	1
198	отметить что	1	1
199	в форме	6	1
200	все время	5	1
201	в одной	1	1
202	как в	2	1
203	своей и	1	1
204	бросается в	1	1
205	как например	2	1
206	в частности	3	1
207	один из	4	1
208	потребностью в	1	1
209	на человека	1	1
210	и как	9	1
211	с ними	1	1
212	ли он	2	1
213	от этого	1	1
214	чего же	2	1
215	то в	1	1
216	человеком в	2	1
217	за собой	1	1
218	и после	1	1
219	бы и	2	1
220	что это	4	1
221	между этими	1	1
222	в зачаточном	1	1
223	существует лишь	1	1
224	представляет собой	2	1
225	в эти	1	1
226	к которой	1	1
227	человека с	2	1
228	думать что	1	1
229	с какой	1	1
230	нигде и	1	1
231	же и	1	1
232	с их	1	1
233	только один	1	1
234	уже не	4	1
235	на то	1	1
236	да и	4	1
237	растворяется в	1	1
238	речи и	6	1
239	из них	3	1
240	но от	1	1
241	раз навсегда	1	1
242	его и	3	1
243	ключ к	1	1
244	был бы	1	1
245	он должен	3	1
246	к одному	1	1
247	цели и	1	1
248	всегда оказывается	1	1
249	человека не	4	1
250	в силу	1	1
251	в одном	3	1
252	его речь	2	1
253	все устойчивые	1	1
254	вовсе не	2	1
255	и сам	2	1
256	само по	1	1
257	лишь с	1	1
258	этом отношении	2	1
259	от того	3	1
260	вращается вокруг	2	1
261	это движение	1	1
262	и характер	1	1
263	бытие и	1	1
264	явление а	1	1
265	и даже	3	1
266	со стороны	1	1
267	он ни	1	1
268	с той	1	1
269	действующих лиц	1	1
270	истории и	1	1
271	в жизни	2	1
272	во внутренней	4	1
273	и пр	4	1
274	этого слова	3	1
275	а с	5	1
276	и теории	1	1
277	на этот	1	1
278	и завершает	1	1
279	его было	1	1
280	и своим	1	1
281	о чем	1	1
282	в мире	2	1
283	и тогда	2	1
284	но почему	1	1
285	в одно	1	1
286	обстановка и	1	1
287	не так	3	1
288	связь с	2	1
289	мужчины и	1	1
290	художественного творчества	5	1
291	его как	1	1
292	и без	4	1
293	как это	5	1
294	в котором	3	1
295	с каким-то	1	1
296	оказывается что	1	1
297	он говорит	1	1
298	смысле этого	2	1
299	в поэме	1	1
300	страха и	1	1
301	что было	3	1
302	в конце	6	1
303	как от	1	1
304	которым он	1	1
305	и менее	1	1
306	тему которая	1	1
307	для тех	1	1
308	да ведь	2	1
309	нет никакого	1	1
310	в отношении	2	1
311	и здесь	3	1
312	вложена в	1	1
313	но это	2	1
314	она не	1	1
315	в новые	1	1
316	одну особенность	1	1
317	того как	1	1
318	одна из	1	1
319	на два	1	1
320	ближе к	1	1
321	она должна	1	1
322	ее с	2	1
323	этими двумя	1	1
324	в процессе	6	1
325	существует между	1	1
326	указать на	1	1
327	в нас	2	1
328	не существует	4	1
329	человека для	1	1
330	в разных	3	1
331	к одной	1	1
332	и весь	1	1
333	это часто	1	1
334	и лишь	1	1
335	но еще	1	1
336	бы в	5	1
337	еще более	2	1
338	для его	1	1
339	и женщины	1	1
340	по своей	2	1
341	ни к	2	1
342	этой речи	1	1
343	свою мысль	1	1
344	в сознании	3	1
345	нужно отметить	1	1
346	внутренней жизни	3	1
347	не допускает	1	1
348	заключает в	4	1
349	как будто	1	1
350	в потоке	3	1
351	перед ним	3	1
352	лишь по	1	1
353	у нас	4	1
354	в движении	2	1
355	и эта	3	1
356	состоит из	1	1
357	но там	1	1
358	была бы	1	1
359	от всех	1	1
360	совершенно не	3	1
361	не одно	1	1
362	не стал	1	1
363	но оно	1	1
364	это конечно	1	1
365	та же	3	1
366	людей но	1	1
367	ведь может	2	1
368	его с	1	1
369	в голову	3	1
370	жизни и	3	1
371	будто бы	1	1
372	это так	1	1
373	кем и	1	1
