N	2gram	Vinokur_Ku_1	Formalny
107	историка литературы	1	4
108	и может	3	4
109	как проблема	1	4
110	как о	2	4
111	только и	3	4
112	как на	3	4
113	целом и	2	4
114	оно не	3	4
115	никогда не	2	4
116	если бы	9	4
117	для этого	3	4
118	мы увидим	3	4
119	всяком случае	5	4
120	с одной	1	4
121	конечно не	2	4
122	т п	18	4
123	одной стороны	1	4
124	в связи	3	4
125	в частности	4	4
126	этой последней	1	4
127	отношению к	9	4
128	с этой	2	4
129	что в	17	4
130	так же	4	4
131	во всяком	5	4
132	это и	4	3
133	ее целом	1	3
134	действительности и	1	3
135	по аналогии	1	3
136	зависимости от	6	3
137	время в	1	3
138	но не	5	3
139	значение и	2	3
140	в общем	3	3
141	отношение к	1	3
142	как к	1	3
143	все же	12	3
144	когда он	3	3
145	целый ряд	5	3
146	и как	2	3
147	в себе	3	3
148	так сказать	5	3
149	он не	2	3
150	роли в	2	3
151	всех этих	1	3
152	он должен	1	3
153	так например	2	3
154	в каждом	2	3
155	то ни	1	3
156	значение в	1	3
157	на все	1	3
158	его в	1	3
159	в жизни	1	3
160	в них	7	3
161	вскрыть и	1	3
162	со всей	1	3
163	среды и	1	3
164	они не	3	3
165	литературы как	1	3
166	тем самым	4	3
167	но для	1	3
168	в систему	1	3
169	на язык	4	3
170	связи с	7	3
171	сводится к	3	3
172	в роде	1	3
173	к тому	5	3
174	здесь не	3	3
175	ясно что	3	3
176	влияние на	1	3
177	аналогии с	1	3
178	бы в	7	3
179	говорит он	1	3
180	как она	1	3
181	и история	1	3
182	один из	4	3
183	или же	1	3
184	в большинстве	2	3
185	и других	1	3
186	для него	1	3
187	не для	1	3
188	в особенности	3	3
189	со всем	1	3
190	и даже	3	3
191	в области	7	3
192	не было	3	3
193	его как	1	3
194	в россии	1	3
195	смысле этого	3	3
196	или иного	3	3
197	ничем не	1	3
198	этого слова	3	3
199	в основном	1	3
200	но это	1	3
201	каждой из	1	3
202	более того	1	3
203	с помощью	7	3
204	же в	4	3
205	между ними	2	3
206	среду в	1	3
207	что он	6	3
208	думать что	1	3
209	и развитие	1	2
210	в применении	1	2
211	же как	1	2
212	е как	4	2
213	применении к	1	2
214	тех же	1	2
215	науки о	3	2
216	в зависимости	5	2
217	в году	1	2
218	в германии	1	2
219	не оказалось	1	2
220	его не	1	2
221	совершенно справедливо	1	2
222	вопрос о	2	2
223	социальное явление	1	2
224	всем этим	1	2
225	не найдем	1	2
226	всякого искусства	1	2
227	а только	8	2
228	менее всего	1	2
229	друг от	1	2
230	идет о	2	2
231	с этим	4	2
232	в него	1	2
233	однако не	6	2
234	в действительности	1	2
235	от этого	2	2
236	не приходится	1	2
237	в нашем	1	2
238	и те	1	2
239	и если	3	2
240	на его	3	2
241	а вовсе	1	2
242	и вот	1	2
243	том чтобы	8	2
244	и более	2	2
245	но ведь	2	2
246	но все	2	2
247	так называемым	2	2
248	того или	4	2
249	это не	7	2
250	ни в	2	2
251	с тем	5	2
252	мы видели	1	2
253	литературы история	1	2
254	строгом смысле	1	2
255	нисколько не	3	2
256	не так	1	2
257	что было	2	2
258	раз и	1	2
259	мысли в	1	2
260	и форм	1	2
261	к другим	1	2
262	только не	1	2
263	ничего не	2	2
264	одна из	1	2
265	в самой	4	2
266	учения о	1	2
267	в противовес	3	2
268	язык поэзии	1	2
269	и является	4	2
270	а лишь	1	2
271	убедиться в	1	2
272	может и	1	2
273	фактов и	1	2
274	от того	1	2
275	указать на	4	2
276	от нее	1	2
277	не есть	4	2
278	на наших	1	2
279	значения и	1	2
280	от друга	1	2
281	в науке	4	2
282	как с	2	2
283	историю литературы	1	2
284	не с	3	2
285	она была	1	2
286	с ним	5	2
287	часто и	1	2
288	и должно	2	2
289	и что	5	2
290	в различных	1	2
291	между тем	5	2
292	и всякая	1	2
293	что и	4	2
294	соединении с	1	2
295	нет он	1	2
296	в лице	1	2
297	только в	11	2
298	таком понимании	1	2
299	уже не	8	2
300	если мы	2	2
301	ни одного	2	2
302	не дает	1	2
303	большинстве случаев	1	2
304	его и	1	2
305	могло бы	1	2
306	в одном	3	2
307	иначе как	2	2
308	сами по	1	2
309	и со	1	2
310	в современном	1	2
311	как такового	1	2
312	как раз	8	2
313	общения и	2	2
314	даже и	3	2
315	или иначе	2	2
316	вопрос об	1	2
317	здесь в	1	2
318	не прав	1	2
319	не на	4	2
320	все время	1	2
321	была бы	3	2
322	есть лишь	3	2
323	пр и	1	2
324	под влиянием	3	2
325	все более	1	2
326	вместе с	7	2
327	в строгом	1	2
328	она есть	1	2
329	из этой	1	2
330	образом на	1	2
331	по существу	4	2
332	литературе и	2	2
333	является для	1	2
334	в чужом	1	2
335	этой науки	1	2
336	к которому	3	2
337	могло не	1	2
338	прежде чем	1	2
339	в результате	5	2
340	в своих	1	2
341	отношении к	1	2
342	тот или	1	2
343	жизни в	1	2
344	только как	1	2
345	в системе	3	2
346	прав когда	2	2
347	ко времени	1	2
348	на своем	1	2
349	что такое	6	2
350	смысле слова	1	1
351	ту же	1	1
352	можно говорить	2	1
353	но кроме	1	1
354	также и	2	1
355	например в	5	1
356	к вопросу	1	1
357	проблемы в	1	1
358	связи между	1	1
359	других областей	1	1
360	или к	1	1
361	и есть	2	1
362	в первом	3	1
363	из самых	1	1
364	данного явления	1	1
365	явления и	1	1
366	по преимуществу	2	1
367	sui generis	1	1
368	также что	1	1
369	из его	1	1
370	значит еще	1	1
371	едва ли	1	1
372	и этот	1	1
373	той же	3	1
374	и значение	2	1
375	бы уже	2	1
376	на материале	1	1
377	которую мы	1	1
378	методом и	1	1
379	е после	1	1
380	в основных	1	1
381	во внутреннем	1	1
382	структуре самого	1	1
383	вместо того	1	1
384	является социальным	1	1
385	в каждой	1	1
386	это время	1	1
387	языке в	1	1
388	xix века	5	1
389	не был	1	1
390	говоря уже	1	1
391	жизни данного	1	1
392	в чем	1	1
393	тем как	1	1
394	глаза на	1	1
395	совершенно прав	1	1
396	совсем не	1	1
397	что этого	2	1
398	в данном	4	1
399	что язык	7	1
400	искусстве но	1	1
401	тогда как	2	1
402	а через	1	1
403	его собственном	1	1
404	две основные	1	1
405	пониманию и	1	1
406	и вовсе	5	1
407	общего с	1	1
408	части в	1	1
409	от истории	2	1
410	е она	1	1
411	что касается	2	1
412	перед нами	1	1
413	хотя и	3	1
414	и понимания	1	1
415	увидим что	2	1
416	в общий	1	1
417	в условиях	1	1
418	та же	1	1
419	бы и	2	1
420	ни один	1	1
421	мы получаем	1	1
422	проблем в	1	1
423	так или	2	1
424	из этих	4	1
425	с их	3	1
426	воспитания и	1	1
427	как он	1	1
428	на то	4	1
429	наблюдаем в	1	1
430	быть только	1	1
431	широком смысле	1	1
432	теории и	1	1
433	противном случае	1	1
434	идей и	1	1
435	не следует	1	1
436	роковую роль	1	1
437	тем не	4	1
438	все те	2	1
439	чтобы установить	1	1
440	и общее	1	1
441	не значит	1	1
442	состоит в	3	1
443	к одному	1	1
444	что нужно	2	1
445	понятий и	1	1
446	духе русского	1	1
447	вообще не	1	1
448	так часто	1	1
449	не исчерпывают	1	1
450	том и	2	1
451	чтобы в	2	1
452	более отчетливо	1	1
453	приходим к	1	1
454	существу это	1	1
455	и по	1	1
456	на этом	1	1
457	лишь с	1	1
458	или иных	1	1
459	конца и	1	1
460	ради общих	1	1
461	связанных с	1	1
462	и русский	1	1
463	на этой	1	1
464	стилей и	1	1
465	заключается в	2	1
466	не умеет	1	1
467	деле в	1	1
468	может стать	1	1
469	делается в	1	1
470	этом смысле	3	1
471	лишь на	1	1
472	и основные	1	1
473	и тем	2	1
474	смысл в	2	1
475	между отдельными	1	1
476	для них	2	1
477	истории языка	5	1
478	но уже	5	1
479	он является	1	1
480	нет в	1	1
481	бытие и	1	1
482	она и	1	1
483	далеко не	1	1
484	он действительно	1	1
485	в подлинном	1	1
486	в контексте	2	1
487	социального целого	2	1
488	этого не	2	1
489	и уже	1	1
490	в научном	1	1
491	законов развития	1	1
492	мы с	1	1
493	как целое	1	1
494	действительно не	1	1
495	и тогда	4	1
496	смысл и	2	1
497	не мог	2	1
498	истории русской	1	1
499	в этих	4	1
500	или вообще	1	1
501	что если	2	1
502	к тем	1	1
503	у художника	1	1
504	как реальный	1	1
505	как наука	1	1
506	в такой	1	1
507	в котором	3	1
508	почти ни	1	1
509	у последнего	1	1
510	не столько	2	1
511	в отличие	1	1
512	своего рода	1	1
513	нас только	1	1
514	в силу	10	1
515	господствующим направлением	1	1
516	но он	1	1
517	друг другу	1	1
518	и эти	3	1
519	явление мы	1	1
520	нельзя забывать	1	1
521	тому чтобы	1	1
522	языка то	2	1
523	своего особого	1	1
524	сам этот	1	1
525	не знает	1	1
526	тому что	3	1
527	что отдельные	1	1
528	предварительным условием	1	1
529	каждую данную	1	1
530	и развивается	1	1
531	человека но	1	1
532	иной раз	2	1
533	эволюции а	1	1
534	поэтики и	1	1
535	не имеет	2	1
536	по-своему но	1	1
537	противопоставление языка	1	1
538	если в	2	1
539	и притом	1	1
540	в центр	1	1
541	говорить о	1	1
542	но только	1	1
543	того чтобы	17	1
544	та или	1	1
545	в структуре	2	1
546	свой язык	3	1
547	правда в	1	1
548	и без	1	1
549	е самой	1	1
550	на себя	3	1
551	и существенное	1	1
552	данной социальной	1	1
553	или иная	1	1
554	сырого материала	1	1
555	этих последних	1	1
556	в русском	4	1
557	потому что	23	1
558	движения и	1	1
559	науке о	1	1
560	в сознании	1	1
561	интересов но	1	1
562	из истории	1	1
563	уже и	3	1
564	этом отношении	5	1
565	эту сторону	1	1
566	понятна и	1	1
567	мы и	1	1
568	что на	1	1
569	без исключения	1	1
570	однако это	1	1
571	может показаться	1	1
572	все то	1	1
573	натурализма не	1	1
574	в духе	3	1
575	не могут	2	1
576	относиться к	1	1
577	есть только	1	1
578	могут быть	1	1
579	например на	1	1
580	свое значение	1	1
581	науки в	1	1
582	есть объект	1	1
583	ничего общего	1	1
584	его действительном	1	1
585	значение это	1	1
586	касается до	1	1
587	и самое	1	1
588	основываясь на	1	1
589	более не	1	1
590	то она	1	1
591	и сами	2	1
592	необходимо еще	1	1
593	типов и	1	1
594	языка и	8	1
595	исторической жизни	2	1
596	то чтобы	1	1
597	роль в	4	1
598	мы наблюдаем	2	1
599	если они	1	1
600	привести в	1	1
601	что у	1	1
602	только через	1	1
603	было в	2	1
604	структуры ее	1	1
605	в борьбе	1	1
606	мог бы	1	1
607	во многом	1	1
608	живет и	2	1
609	подойти к	2	1
610	по сравнению	1	1
611	поэтике в	1	1
612	с этого	1	1
613	в словах	1	1
614	из одного	3	1
615	смысле и	2	1
616	языка поэтому	2	1
617	язык и	1	1
618	о культуре	1	1
619	чем их	1	1
620	одного из	1	1
621	правда как	1	1
622	можно сказать	3	1
623	а также	1	1
624	языке как	3	1
625	как они	2	1
626	и социальной	2	1
627	самый процесс	1	1
628	связь между	1	1
629	и своей	1	1
630	и во	1	1
631	изучаемого явления	1	1
632	в науку	1	1
633	должно было	1	1
634	и хорошо	1	1
635	обоих его	1	1
636	в языке	8	1
637	самом процессе	1	1
638	именно она	1	1
639	в форме	1	1
640	не тот	1	1
641	для самого	1	1
642	в современной	2	1
643	в каждую	1	1
644	к решению	1	1
645	в лингвистике	3	1
646	в двух	1	1
647	положение в	1	1
648	в стороне	2	1
649	очень много	2	1
650	стало как	1	1
651	внутренняя форма	2	1
652	который в	1	1
653	конкретную жизнь	1	1
654	формулирует эту	1	1
655	между общим	1	1
656	метод который	1	1
657	не мешает	1	1
658	с которыми	1	1
659	так что	4	1
660	в сторону	2	1
661	себя в	1	1
662	борьбы с	1	1
663	части этой	1	1
664	слова в	1	1
665	чем с	1	1
666	а это	3	1
667	язык это	3	1
668	или даже	1	1
669	в данной	1	1
670	которые несут	2	1
671	из них	4	1
672	и понимание	1	1
673	звука в	1	1
674	был бы	2	1
675	как некоторое	1	1
676	себе в	3	1
677	так как	9	1
678	гораздо большей	1	1
679	как его	1	1
680	но что	1	1
681	отличие от	1	1
682	явлений в	2	1
683	образом не	1	1
684	явно не	1	1
685	и конкретном	2	1
686	действительно в	1	1
687	связан с	1	1
688	или иной	3	1
689	даже не	1	1
690	их разрешения	1	1
691	в н	1	1
692	она способна	1	1
693	качества и	1	1
694	первый и	1	1
695	здесь дело	1	1
696	что они	4	1
697	и тех	1	1
698	а именно	2	1
699	значения в	2	1
700	и конкретную	1	1
701	в ряде	2	1
702	с историей	2	1
703	во второй	1	1
704	а с	3	1
705	содержание его	1	1
706	возник и	1	1
707	что не	5	1
708	что для	1	1
709	связано с	3	1
710	и литературной	1	1
711	к науке	1	1
712	несколько иное	1	1
713	а на	2	1
714	а сам	1	1
715	зависит от	1	1
716	к своему	2	1
717	однако и	1	1
718	быть искусством	2	1
719	так называемой	2	1
720	основное и	1	1
721	в слове	2	1
722	для человека	1	1
723	там где	4	1
724	несмотря на	3	1
725	смысл может	1	1
726	науку и	1	1
727	к его	1	1
728	имен в	1	1
729	внутренней формы	1	1
730	по своему	1	1
731	это делается	1	1
732	лингвистики и	1	1
733	с такой	1	1
734	наряду с	1	1
735	в той	5	1
736	своих врагов	1	1
737	вкусов и	1	1
738	говоря об	2	1
739	во все	2	1
740	что же	6	1
741	и смысла	1	1
742	даже с	1	1
743	как средство	1	1
744	и историей	1	1
745	это значит	1	1
746	к следующему	1	1
747	здесь идет	1	1
748	в это	2	1
749	весь этот	1	1
750	этот не	1	1
751	но даже	1	1
752	как предмет	1	1
753	поэтому что	2	1
754	всей совокупности	1	1
755	между прочим	2	1
756	в смысле	2	1
757	в противном	1	1
758	впрочем даже	1	1
759	в недрах	1	1
760	кроме того	1	1
761	при всем	1	1
762	тех или	1	1
763	в более	2	1
764	не является	2	1
765	только одна	1	1
766	отношениях к	1	1
767	и для	2	1
768	слова но	2	1
769	было ясно	1	1
770	не подлежит	1	1
771	или в	2	1
772	что оно	3	1
773	которого они	1	1
774	том что	21	1
775	социального языка	1	1
776	не отрицал	1	1
777	это уже	1	1
778	уже совсем	1	1
779	для нас	2	1
780	что некоторые	1	1
781	еще более	1	1
782	тем более	2	1
783	не будучи	1	1
784	значение лишь	1	1
785	с понятием	1	1
786	пришлось бы	2	1
787	природным законам	1	1
788	в г	3	1
789	только что	1	1
790	истории научного	1	1
791	обстоит дело	1	1
792	можно конечно	1	1
793	они и	1	1
794	е в	2	1
795	гораздо больше	1	1
796	не говоря	2	1
797	возможно лишь	1	1
798	сказать что	1	1
799	другой стороны	6	1
800	совершенно не	1	1
801	не изменение	1	1
802	большое значение	2	1
803	перевод с	1	1
804	в последнем	2	1
805	культуры в	1	1
806	есть и	1	1
807	согласно учению	1	1
808	также не	1	1
809	ее в	2	1
810	это понятие	1	1
811	форма должна	1	1
812	к этому	1	1
813	этой точки	2	1
