N	2gram	Ircho_Kome_3	DiskursI
331	однако она	1	1
332	в самых	1	1
333	о них	1	1
334	себе самом	1	1
335	ничего не	3	1
336	того как	1	1
337	своему герою	1	1
338	нечто большее	1	1
339	те моменты	1	1
340	к ней	8	1
341	своей природе	1	1
342	и до	1	1
343	во всем	1	1
344	в текст	1	1
345	из той	1	1
346	ему не	3	1
347	точке зрения	1	1
348	известной степени	2	1
349	от их	1	1
350	уже о	1	1
351	в городе	1	1
352	к себе	5	1
353	не могут	2	1
354	надежды на	2	1
355	но все	4	1
356	не знаем	1	1
357	числе и	1	1
358	всего в	1	1
359	к тому	6	1
360	указывает на	1	1
361	должен быть	2	1
362	представляют собой	2	1
363	сцены из	1	1
364	приходит к	1	1
365	от друга	1	1
366	говоря уже	1	1
367	здесь также	1	1
368	действия и	1	1
369	с самого	4	1
370	эти две	1	1
371	результатом такого	1	1
372	как с	1	1
373	обращаясь к	1	1
374	знает он	1	1
375	и сам	5	1
376	в образе	2	1
377	мы в	1	1
378	строго говоря	1	1
379	жанра в	1	1
380	ней и	1	1
381	в эпоху	2	1
382	для этого	1	1
383	и даже	3	1
384	с ним	5	1
385	и здесь	4	1
386	не был	1	1
387	никак не	1	1
388	и что	6	1
389	себя самого	1	1
390	всей ситуации	1	1
391	не позволяет	3	1
392	может не	1	1
393	аналогии с	2	1
394	нас в	1	1
395	и во	2	1
396	должно было	3	1
397	в конечном	2	1
398	он его	1	1
399	которой было	1	1
400	складывается из	1	1
401	таким путем	1	1
402	на одном	1	1
403	в глазах	8	1
404	крайней мере	1	1
405	мне представляется	1	1
406	не будучи	1	1
407	в описании	1	1
408	общим местом	1	1
409	где происходит	1	1
410	не зная	3	1
411	менее в	1	1
412	действующих лиц	1	1
413	на новую	3	1
414	и две	1	1
415	в ситуации	1	1
416	даже если	2	1
417	до нас	4	1
418	приходит в	1	1
419	от них	1	1
420	так что	6	1
421	свидетельствуют о	1	1
422	из шедевров	1	1
423	только на	1	1
424	а напротив	1	1
425	же из	1	1
426	себя и	2	1
427	во втором	1	1
428	не дает	4	1
429	был ее	1	1
430	сам текст	1	1
431	и их	1	1
432	в новом	1	1
433	всяком случае	3	1
434	традиции на	1	1
435	в современном	1	1
436	вовсе не	4	1
437	в состоянии	1	1
438	соответственно к	1	1
439	дела до	1	1
440	может служить	1	1
441	друг друга	4	1
442	не случайно	1	1
443	тем что	5	1
444	в других	3	1
445	внутреннего мира	1	1
446	когда бы	1	1
447	из того	3	1
448	в финале	1	1
449	не были	1	1
450	и между	1	1
451	между ними	2	1
452	свое право	1	1
453	близко к	1	1
454	к человеку	2	1
455	в некоторых	1	1
456	превращается в	1	1
457	на этот	3	1
458	до конца	4	1
459	н э	2	1
460	сближает его	1	1
461	афинской демократии	1	1
462	все то	1	1
463	что из	1	1
464	и ты	2	1
465	ближе к	2	1
466	именно поэтому	1	1
467	к лицу	1	1
468	равно как	2	1
469	на фоне	1	1
470	человек в	1	1
471	как это	5	1
472	требует от	1	1
473	из которых	2	1
474	не одно	1	1
475	почему он	1	1
476	по своему	3	1
477	для обозначения	2	1
478	лицом к	1	1
479	и там	1	1
480	в мир	1	1
481	для человека	1	1
482	да и	1	1
483	судьбы но	1	1
484	кто из	2	1
485	исходя из	2	1
486	в это	1	1
487	под названием	1	1
488	приобретает в	1	1
489	на пути	1	1
490	и от	1	1
491	видно что	2	1
492	этом и	1	1
493	что касается	2	1
494	один из	3	1
495	при всем	2	1
496	мысли не	1	1
497	ли в	2	1
498	формы и	1	1
499	его не	2	1
500	своей собственной	1	1
501	когда он	4	1
502	обращается к	3	1
503	как сам	1	1
504	но об	1	1
505	своих проявлений	1	1
506	по самой	1	1
507	ни было	2	1
508	хотя в	1	1
509	человека не	2	1
510	даже при	2	1
511	быть все	1	1
512	к самому	1	1
513	всего на	1	1
514	одной из	3	1
515	а о	2	1
516	не говоря	1	1
517	сказать что	1	1
518	детей становится	1	1
519	бы его	1	1
520	при изучении	1	1
521	из этого	2	1
522	в какой	3	1
523	в голову	1	1
524	для литературного	1	1
525	во всяком	3	1
526	том числе	1	1
