N	2gram	Savitsky_E_1	DiskursI
111	должны быть	1	3
112	как не	2	3
113	свою очередь	2	3
114	в ее	8	3
115	еще в	1	3
116	и даже	6	3
117	или на	1	3
118	что и	3	3
119	не сводится	1	3
120	в сферу	2	3
121	хотя бы	15	3
122	являет собой	1	3
123	в данной	3	3
124	из них	3	3
125	к ним	3	3
126	тем что	3	3
127	именно в	4	3
128	имеет место	2	3
129	себе не	3	3
130	мира в	4	3
131	по своему	7	3
132	того что	7	3
133	один из	1	3
134	все же	1	3
135	в свою	3	3
136	сказать что	4	3
137	другой стороны	2	3
138	например в	1	2
139	на себя	3	2
140	между собой	2	2
141	но как	2	2
142	в новом	1	2
143	за пределы	1	2
144	стороны и	6	2
145	с некоторыми	1	2
146	хотя и	2	2
147	когда он	3	2
148	целый ряд	2	2
149	более или	1	2
150	в тех	1	2
151	поскольку в	1	2
152	в этой	2	2
153	в принципе	1	2
154	и по	5	2
155	на этом	1	2
156	различие между	1	2
157	об этом	1	2
158	того или	4	2
159	и тем	3	2
160	рассказывает что	1	2
161	к области	1	2
162	соответствии с	1	2
163	иначе говоря	2	2
164	одного и	1	2
165	или менее	1	2
166	не менее	1	2
167	но они	1	2
168	что с	1	2
169	можно усмотреть	1	2
170	и его	1	2
171	уже о	1	2
172	числе и	1	2
173	значительной степени	1	2
174	не есть	2	2
175	оно не	1	2
176	как мы	5	2
177	с ее	1	2
178	говоря уже	2	2
179	данном случае	2	2
180	в пределах	25	2
181	же касается	1	2
182	и вообще	1	2
183	в построении	1	2
184	во всяком	3	2
185	и что	2	2
186	одного из	1	2
187	в значительной	2	2
188	времени в	1	2
189	и во	2	2
190	большей или	1	2
191	дело с	1	2
192	в какой	2	2
193	и ее	1	2
194	точка зрения	2	2
195	есть в	2	2
196	уже в	1	2
197	как их	2	2
198	в одном	2	2
199	в современном	1	2
200	как его	1	2
201	заметить что	2	2
202	никогда не	3	2
203	к которому	1	2
204	более того	1	2
205	в соответствии	1	2
206	зависит от	1	2
207	то она	1	2
208	ни столь	2	2
209	более чем	2	2
210	одновременно с	1	2
211	что же	2	2
212	для понимания	2	2
213	жизни в	3	2
214	и было	1	2
215	в культуре	3	2
216	в начале	1	2
217	рассматривать как	1	2
218	известной степени	3	2
219	частности в	2	2
220	или в	2	2
221	о котором	1	2
222	особого рода	1	2
223	и все	2	2
224	не более	3	2
225	или меньшей	1	2
226	не говоря	2	2
227	что даже	1	2
228	это в	1	2
229	том числе	1	2
230	как известно	1	1
231	с природой	1	1
232	речь идет	1	1
233	чтобы не	1	1
234	и то	2	1
235	идет о	3	1
236	от своей	1	1
237	и до	1	1
238	состояния в	1	1
239	той же	1	1
240	например то	1	1
241	говорить о	1	1
242	в полной	4	1
243	из того	2	1
244	которое не	1	1
245	меньшей степени	2	1
246	культурной традиции	2	1
247	на них	2	1
248	он сам	2	1
249	истории в	1	1
250	что во	1	1
251	независимо от	4	1
252	его на	2	1
253	человеческого бытия	1	1
254	с их	1	1
255	в противном	1	1
256	тех случаях	1	1
257	к числу	1	1
258	какой-либо иной	2	1
259	или иную	3	1
260	всего лишь	3	1
261	бы и	3	1
262	общение с	1	1
263	что это	2	1
264	таковы например	1	1
265	он в	1	1
266	в нашем	1	1
267	и те	1	1
268	по преимуществу	2	1
269	всего к	2	1
270	прав и	1	1
271	для возникновения	1	1
272	что к	2	1
273	значение так	1	1
274	но его	1	1
275	на то	6	1
276	в случае	2	1
277	этот процесс	2	1
278	противном случае	1	1
279	в определенном	3	1
280	он не	2	1
281	с ней	1	1
282	к некоторому	1	1
283	всех этих	1	1
284	не к	2	1
285	войти в	1	1
286	на земле	1	1
287	любой из	1	1
288	или иных	1	1
289	но все	1	1
290	не будет	3	1
291	занимающей нас	1	1
292	то чтобы	1	1
293	значение в	1	1
294	в мире	2	1
295	входящие в	1	1
296	их отношении	3	1
297	говорить не	1	1
298	при помощи	2	1
299	и других	2	1
300	с другими	2	1
301	которая как	1	1
302	этом смысле	3	1
303	в жизни	1	1
304	который по	1	1
305	для них	2	1
306	о которых	1	1
307	с большей	1	1
308	с некоторым	1	1
309	этом явлении	1	1
310	с этой	6	1
311	с тем	3	1
312	нельзя признать	1	1
313	мы видели	3	1
314	фигурирует в	1	1
315	мы не	4	1
316	на пересечении	1	1
317	определенного рода	1	1
318	слова и	1	1
319	потому и	1	1
320	как таковой	1	1
321	с еще	1	1
322	в этих	2	1
323	бы на	1	1
324	или точнее	2	1
325	в изучении	1	1
326	лежат в	4	1
327	с точки	17	1
328	если можно	1	1
329	как совокупность	4	1
330	на такие	1	1
331	вплоть до	1	1
332	поэтому в	1	1
333	которые в	1	1
334	своей судьбой	1	1
335	в россии	5	1
336	его к	1	1
337	возникающих в	1	1
338	и более	2	1
339	ряд иных	1	1
340	к мировому	5	1
341	если и	1	1
342	тем самым	5	1
343	даже не	1	1
344	для каждого	1	1
345	не имеет	4	1
346	дело в	3	1
347	и притом	4	1
348	своего существования	1	1
349	образования как	1	1
350	мы все	1	1
351	без посредства	2	1
352	для всего	1	1
353	в отношениях	1	1
354	для всех	1	1
355	к концу	1	1
356	во всем	1	1
357	и теперь	2	1
358	как будто	2	1
359	этом отношении	3	1
360	что на	2	1
361	в каком	4	1
362	настоящего времени	1	1
363	такие же	1	1
364	к сфере	1	1
365	не могут	2	1
366	когда мы	1	1
367	во все	3	1
368	приобщения к	1	1
369	всего в	2	1
370	но также	2	1
371	все еще	1	1
372	отказаться от	1	1
373	но сама	1	1
374	которые лежат	1	1
375	и это	1	1
376	наблюдений над	1	1
377	своего развития	1	1
378	не делает	1	1
379	но по	2	1
380	и сами	1	1
381	и от	3	1
382	россии в	4	1
383	мысль о	1	1
384	мнение что	1	1
385	даже помимо	1	1
386	и сам	1	1
387	те же	1	1
388	мог бы	2	1
389	данной сферы	1	1
390	во второй	3	1
391	если бы	2	1
392	оно определяется	1	1
393	в определенной	1	1
394	полной мере	1	1
395	быть в	1	1
396	что его	1	1
397	нас в	1	1
398	не заключает	1	1
399	к нему	2	1
400	отметить что	3	1
401	вслед за	6	1
402	и существенно	2	1
403	и мы	3	1
404	при самом	1	1
405	известном смысле	3	1
406	в формах	1	1
407	с ними	1	1
408	единой для	1	1
409	которое мы	1	1
410	например с	2	1
411	начало в	2	1
412	или же	1	1
413	можно рассматривать	1	1
414	в большинстве	2	1
415	то и	1	1
416	следовало бы	2	1
417	в виде	5	1
418	различия в	3	1
419	если в	2	1
420	большинстве случаев	3	1
421	в известном	3	1
422	производство и	1	1
423	но от	1	1
424	ту или	3	1
425	очевидно что	3	1
426	это обстоятельство	1	1
427	и их	1	1
428	всяком случае	3	1
429	в известной	3	1
430	в прошлом	3	1
431	не о	1	1
432	мы можем	3	1
433	следует понимать	1	1
434	своем значении	1	1
435	представление о	2	1
436	в исторической	1	1
437	области культуры	1	1
438	выходит за	1	1
439	в области	11	1
440	на примере	1	1
441	и чем	2	1
442	а именно	2	1
443	в каких	1	1
444	а впоследствии	1	1
445	с той	1	1
446	в явлениях	1	1
447	и прежде	3	1
448	было бы	8	1
449	свои особые	1	1
450	существует поскольку	1	1
451	на которых	1	1
452	говорит о	3	1
453	выступает в	1	1
454	связано с	3	1
455	всех прочих	2	1
456	от этого	5	1
457	есть к	1	1
458	в любой	1	1
459	не на	4	1
460	несмотря на	4	1
461	в связи	1	1
462	культуры не	2	1
463	к сознанию	1	1
464	каких же	1	1
465	вместе с	2	1
466	как это	4	1
467	некоторые из	1	1
468	историческом и	1	1
469	их к	1	1
470	чем то	1	1
471	до настоящего	1	1
472	наряду с	2	1
473	в той	5	1
474	не важнейшим	1	1
475	было отмечено	1	1
476	мировой истории	1	1
477	должно происходить	1	1
478	понимать как	1	1
479	этого слова	1	1
480	быть и	1	1
481	аналогии с	1	1
482	отношений или	1	1
483	в формировании	1	1
484	в смысле	9	1
485	не утратила	1	1
486	тому или	2	1
487	ближе к	1	1
488	тех или	1	1
489	случаях когда	2	1
490	указать на	1	1
491	при таком	1	1
492	лицо и	1	1
493	или иному	2	1
494	в результате	3	1
495	вопрос о	4	1
496	которая в	1	1
497	а к	1	1
498	не одной	1	1
499	лежали в	1	1
500	от того	1	1
501	тем более	4	1
502	мы должны	2	1
503	в большей	1	1
504	знание в	1	1
505	но это	1	1
506	том случае	1	1
507	в мировом	1	1
508	исключительно в	2	1
509	групп и	1	1
510	отношении к	15	1
511	не являются	1	1
512	цель и	1	1
513	как нечто	1	1
514	или иного	4	1
515	культуры в	4	1
516	в свое	1	1
517	имеют дело	1	1
518	на своем	3	1
519	будучи в	1	1
520	в чьих	1	1
521	и другие	1	1
522	случае если	1	1
523	который не	1	1
524	в таком	3	1
525	многие из	1	1
