N	4gram	Tiupa_Disk_1	TeoriaLi
77	иерархично оно не предполагает	1	1
78	коммуникативным параметрам сродни любому	1	1
79	и должен занять любой	1	1
80	собой позицию которую может	1	1
81	предстают перед нами не	1	1
82	и слушающих общим знанием	1	1
83	субъекта объекта и адресата	1	1
84	в том что он	1	1
85	гегель именовал веком героев	1	1
86	даже будучи порой фактически	1	1
87	сказания не от своея	1	1
88	а по своей природе	1	1
89	от жанра высказывания жанр	1	1
90	сознаний встречающихся в дискурсе	1	1
91	и строго отграниченная система	1	1
92	как субъекты этического выбора	1	1
93	когда мы строим свою	1	1
94	зависит от жанра высказывания	1	1
95	которую может и должен	1	1
96	персонажи не выбирают а	1	1
97	однозначности и прежде всего	1	1
98	то она здесь присутствует	1	1
99	индивид чтобы быть субъектом	1	1
100	но не верифицируемым знанием	1	1
101	преступается не предначертанность судьбы	1	1
102	осуществляется или преступается не	1	1
103	хоровое слово общенародной хвалы	1	1
104	убавить ни изменить ничего	1	1
105	может ощущаться завершенная и	1	1
106	ничего нельзя не сделав	1	1
107	причастности к общему миропорядку	1	1
108	строго отграниченная система смыслов	1	1
109	всегда предносится целое нашего	1	1
110	индивида и его поступки	1	1
111	ментальной и речевой деятельности	1	1
112	закон собственно и составляющий	1	1
113	присутствует как правило лишь	1	1
114	стилевых формах косвенной речи	1	1
115	виде целенаправленно устремленный от	1	1
116	фактически точными они бытуют	1	1
117	выбирают а по своей	1	1
118	сродни любому иному роду	1	1
119	в форме определенной жанровой	1	1
120	притча разъединяет участников коммуникативного	1	1
121	по своим коммуникативным параметрам	1	1
122	на поучающего и поучаемого	1	1
123	в том что в	2	1
124	оно не предполагает хоровой	1	1
125	речевой акт притчевого типа	1	1
126	самой ситуации рассказывания а	1	1
127	поведение двух сыновей в	1	1
128	представляет собой исторически продуктивный	1	1
129	но как субъекты этического	1	1
130	можно даже сказать что	1	1
131	фатально непреложный и неоспоримый	1	1
132	чужой речи и т.п	1	1
133	их отношении к предмету	1	1
134	литературного произведения по своим	1	1
135	целенаправленно устремленный от одного	1	1
136	высказывания жанр в свою	1	1
137	нравственный закон собственно и	1	1
138	форме индивидуального речевого замысла	1	1
139	оно живет в готовом	1	1
140	произведения по своим коммуникативным	1	1
141	сочинение литературного произведения по	1	1
142	дело в том что	1	1
143	персонажи сказания не от	1	1
144	притчевого типа есть монолог	1	1
145	нашего высказывания и в	1	1
146	монолог в чистом виде	1	1
147	в готовом стабильно дифференцированном	1	1
148	смыслов оно стремится к	1	1
149	жанра высказывания жанр в	1	1
150	перед ним определенные задания	1	1
151	предметом целью и ситуацией	3	1
152	известном смысле домонологично оно	1	1
153	внеличную сторону индивида и	1	1
154	занять любой индивид чтобы	1	1
155	и персонажи сказания не	1	1
156	моделью причастности к общему	1	1
157	деятельности персонажа то она	1	1
158	связаны с языком ставят	1	1
159	кто говорит и кому	1	1
160	предносится целое нашего высказывания	1	1
161	непреложный и неоспоримый круговорот	1	1
162	форме определенной жанровой схемы	1	1
163	в свою очередь определяется	2	1
164	точными они бытуют как	1	1
165	представляет собой позицию которую	1	1
166	своим коммуникативным параметрам сродни	1	1
167	ощущаться завершенная и строго	1	1
168	и поучаемого это разделение	1	1
169	формах косвенной речи хотя	1	1
170	целое нашего высказывания и	1	1
171	в целом ряде произведений	1	1
172	отделен от своей судьбы	1	1
173	жанровой схемы и в	1	1
174	в том числе и	2	1
175	было и не могло	1	1
176	или сплетни то есть	1	1
177	может и должен занять	1	1
178	в евгении онегине но	1	1
179	ним определенные задания реализуют	1	1
180	мира которая своей карнавальной	1	1
181	высказывания и в форме	1	1
182	и в то же	1	1
183	очередь определяется предметом целью	2	1
184	есть монолог в чистом	1	1
185	как слухи или сплетни	1	1
186	текста да и персонажи	1	1
187	определяется предметом целью и	3	1
188	чистом виде целенаправленно устремленный	1	1
189	говорит и кому говорят	1	1
190	только раскрывают содержание судьбы	1	1
191	внеязыковое и потому нейтральное	1	1
192	а не ценностно дистанцированной	1	1
193	есть принадлежат самой ситуации	1	1
194	культуры в самом общем	1	1
195	персонажем в акте выбора	1	1
196	фуко представляет собой позицию	1	1
197	нем звучит один голос	1	1
198	и речевой деятельности персонажа	1	1
199	реализуют в нем определенные	1	1
200	в дискурсе речевой акт	1	1
201	продуктивный тип высказывания реализующий	1	1
202	в нем определенные возможности	1	1
203	будучи порой фактически точными	1	1
204	потому нейтральное к языку	1	1
205	едины судьба выражает внеличную	1	1
206	живет в готовом стабильно	1	1
207	это известного рода взаимная	1	1
208	лишь в стилевых формах	1	1
209	судьба выражает внеличную сторону	1	1
210	да и персонажи сказания	1	1
211	взаимная условленность конвенциональность общения	1	1
212	события на поучающего и	1	1
213	принадлежат самой ситуации рассказывания	1	1
214	нельзя не сделав хуже	1	1
215	схемы и в форме	1	1
216	ситуации рассказывания а не	1	1
217	слухи или сплетни то	1	1
218	в стилевых формах косвенной	1	1
219	произведение искусства не сводится	1	1
220	отграниченная система смыслов оно	1	1
221	нами не как объекты	1	1
222	любой индивид чтобы быть	1	1
223	предначертанность судьбы а некий	1	1
224	судьбы а некий нравственный	1	1
225	но от божья повеленья	1	1
226	другому что касается ментальной	1	1
227	они едины судьба выражает	1	1
228	в нем звучит один	1	1
229	рассказывания а не ценностно	1	1
230	не предначертанность судьбы а	1	1
231	собой исторически продуктивный тип	1	1
232	по своей коммуникативной природе	1	1
233	мишеля фуко представляет собой	1	1
234	от своей судьбы они	1	1
235	разделение иерархично оно не	1	1
236	правило лишь в стилевых	1	1
237	мы строим свою речь	1	1
238	к однозначности и прежде	1	1
239	стремится к однозначности и	1	1
240	определенные задания реализуют в	1	1
241	достоверным но не верифицируемым	1	1
242	его поступки только раскрывают	1	1
243	рекоша но от божья	1	1
244	от одного сознания к	1	1
245	отношении к предмету речи	1	1
246	в самом общем виде	2	1
247	поучаемого это разделение иерархично	1	1
248	не было и не	1	1
249	то есть принадлежат самой	1	1
250	стабильно дифференцированном и оцененном	1	1
251	участников коммуникативного события на	1	1
252	дискурсе речевой акт притчевого	1	1
253	то же время они	1	1
254	морализаторскую премудрость притчевого назидания	1	1
255	сказание в известном смысле	1	1
256	жанр в свою очередь	1	1
257	занять уготованной ему позиции	1	1
258	параметрам сродни любому иному	1	1
259	мы имеем дело не	1	1
260	это разделение иерархично оно	1	1
261	и составляющий морализаторскую премудрость	1	1
262	сторону индивида и его	1	1
263	в известном смысле домонологично	1	1
264	своей судьбы они едины	1	1
265	задания реализуют в нем	1	1
266	картина мира которая своей	1	1
267	касается ментальной и речевой	1	1
268	должен занять любой индивид	1	1
269	здесь присутствует как правило	1	1
270	речевой деятельности персонажа то	1	1
271	прибавить ни убавить ни	1	1
272	божья повеленья сказание в	1	1
273	ни прибавить ни убавить	2	1
274	персонажа то она здесь	1	1
275	исторически продуктивный тип высказывания	1	1
276	от божья повеленья сказание	1	1
277	дифференцированном и оцененном мире	1	1
278	ни к чему не	1	1
279	перед нами не как	1	1
280	целью и ситуацией высказывания	3	1
281	изменить ничего нельзя не	1	1
282	выбора осуществляется или преступается	1	1
283	порой фактически точными они	1	1
284	языком ставят перед ним	1	1
285	определенной жанровой схемы и	1	1
286	повеленья сказание в известном	1	1
287	в акте выбора осуществляется	1	1
288	том что он не	1	1
289	они бытуют как слухи	1	1
290	сознания к другому что	1	1
291	выражает внеличную сторону индивида	1	1
292	завершенная и строго отграниченная	1	1
293	ни изменить ничего нельзя	1	1
294	она здесь присутствует как	1	1
295	чтобы быть субъектом данного	1	1
