N	2gram	Ircho_Kome_3	StatiiOP
165	не является	4	3
166	что для	2	3
167	одной стороны	3	3
168	до конца	4	3
169	с которым	1	3
170	что мы	2	3
171	в связи	4	3
172	с этой	3	3
173	тем более	4	3
174	обращается к	3	3
175	конце концов	2	3
176	все они	1	3
177	к этому	6	3
178	в какой	3	3
179	речь идет	5	2
180	самом деле	6	2
181	трагедии и	2	2
182	такое же	2	2
183	той же	1	2
184	выходит из	2	2
185	в сущности	2	2
186	того же	6	2
187	не был	1	2
188	его отношение	1	2
189	во всех	2	2
190	тем как	1	2
191	но как	1	2
192	если в	1	2
193	себе отчет	1	2
194	нет и	4	2
195	что они	2	2
196	в произведениях	2	2
197	им в	1	2
198	в самом	9	2
199	и тот	3	2
200	имеем в	1	2
201	он считает	1	2
202	в статье	1	2
203	т д	1	2
204	о которой	2	2
205	не как	2	2
206	том чтобы	1	2
207	чтобы в	2	2
208	и по	1	2
209	но все	4	2
210	и может	1	2
211	а по	5	2
212	отчет в	1	2
213	известно что	1	2
214	ни разу	1	2
215	а с	1	2
216	он и	2	2
217	мы не	2	2
218	в развитии	2	2
219	такой же	1	2
220	не мог	2	2
221	которую он	2	2
222	не столько	1	2
223	в которых	5	2
224	точку зрения	1	2
225	которые в	1	2
226	тем не	3	2
227	если я	1	2
228	для этого	1	2
229	сам он	2	2
230	в отношении	4	2
231	случае в	1	2
232	не менее	5	2
233	как можно	1	2
234	что эта	2	2
235	самого начала	4	2
236	дело не	2	2
237	на котором	1	2
238	к этим	1	2
239	не имеет	3	2
240	никогда не	3	2
241	три стиха	1	2
242	бы между	1	2
243	найти в	1	2
244	на долю	3	2
245	он хочет	1	2
246	х годов	2	2
247	на себе	1	2
248	от того	2	2
249	могут быть	1	2
250	ставит в	1	2
251	к тому	6	2
252	для того	6	2
253	на это	3	2
254	должен быть	2	2
255	находясь в	1	2
256	как мы	2	2
257	не совсем	2	2
258	в виду	2	2
259	без всякого	2	2
260	с самого	4	2
261	что у	1	2
262	или в	1	2
263	времени и	1	2
264	здесь нет	4	2
265	во многом	1	2
266	по тому	2	2
267	до нас	4	2
268	одного из	3	2
269	с одной	3	2
270	на что	1	2
271	что его	5	2
272	и во	2	2
273	он его	1	2
274	от них	1	2
275	этому поводу	1	2
276	и только	1	2
277	и других	1	2
278	все время	2	2
279	еще не	6	2
280	перед своей	1	2
281	течение всей	1	2
282	и ее	2	2
283	и у	1	2
284	во втором	1	2
285	одно из	1	2
286	а то	1	2
287	в новом	1	2
288	мы находим	1	2
289	вовсе не	4	2
290	при всей	2	2
291	должен был	4	2
292	до сих	9	2
293	этой комедии	4	2
294	себя и	2	2
295	что не	3	2
296	у современников	1	2
297	не на	1	2
298	этот человек	2	2
299	что из	1	2
300	вместе с	9	2
301	в одной	1	2
302	но не	1	2
303	в сборнике	1	2
304	своего времени	1	2
305	быть не	1	2
306	в это	1	2
307	сих пор	9	2
308	это был	1	2
309	один из	3	2
310	в результате	2	2
311	его не	2	2
312	только что	7	2
313	именно поэтому	1	2
314	одной из	3	2
315	в свою	7	2
316	быть назван	1	2
317	к сожалению	1	2
318	к этой	2	2
319	молодой человек	8	2
320	за пределы	2	1
321	которая через	1	1
322	одним из	2	1
323	начинается с	1	1
324	а из	1	1
325	ярким примером	1	1
326	в пятом	1	1
327	идет о	3	1
328	перед лицом	2	1
329	тем же	3	1
330	в первом	1	1
331	не хочет	5	1
332	и остальные	1	1
333	и до	1	1
334	свое место	1	1
335	видеть в	1	1
336	из всех	2	1
337	отношения к	2	1
338	признать очень	1	1
339	в и	2	1
340	для своего	1	1
341	известной комедии	3	1
342	это совершенно	1	1
343	вопрос о	1	1
344	этом не	1	1
345	еще до	1	1
346	ввести в	1	1
347	несомненное стремление	1	1
348	на себя	4	1
349	ему в	1	1
350	похожи на	1	1
351	и он	2	1
352	решение вопроса	1	1
353	пребывания в	2	1
354	с тремя	1	1
355	между собой	4	1
356	качеств то	1	1
357	не требует	1	1
358	или иначе	2	1
359	к жизни	1	1
360	в сторону	1	1
361	со всеми	1	1
362	очевидно что	1	1
363	этой группы	2	1
364	которые не	1	1
365	она у	1	1
366	и я	2	1
367	в истории	1	1
368	трудно сказать	1	1
369	сначала он	1	1
370	как сын	1	1
371	из уст	1	1
372	в своем	8	1
373	город в	1	1
374	что совершается	1	1
375	когда он	4	1
376	целый ряд	2	1
377	и как	1	1
378	не являются	1	1
379	беседы в	1	1
380	себе дело	1	1
381	самом начале	1	1
382	более или	1	1
383	весь город	1	1
384	от этого	1	1
385	для которого	1	1
386	всего лишь	2	1
387	из жизни	1	1
388	у целого	1	1
389	так или	2	1
390	представляет собой	3	1
391	за это	1	1
392	бы не	2	1
393	еще один	1	1
394	а потом	1	1
395	говорят о	1	1
396	частности на	1	1
397	как он	3	1
398	человек не	1	1
399	что она	4	1
400	в нем	3	1
401	в плен	2	1
402	от которого	1	1
403	в разработке	1	1
404	который они	1	1
405	и почему	1	1
406	он должен	1	1
407	не к	1	1
408	поэта и	1	1
409	свое время	1	1
410	которого и	1	1
411	что ни	3	1
412	в нее	1	1
413	уступая место	1	1
414	совпадают с	4	1
415	а затем	2	1
416	конечно в	1	1
417	подходит к	1	1
418	ко второму	1	1
419	его пребывания	1	1
420	к власти	1	1
421	моменты в	1	1
422	чаще всего	1	1
423	на сцене	1	1
424	еще одно	2	1
425	которым он	2	1
426	пятом акте	1	1
427	в ином	1	1
428	он является	1	1
429	на которую	1	1
430	соответствии с	1	1
431	этого не	1	1
432	мы располагаем	1	1
433	г где	1	1
434	мы знаем	2	1
435	чем в	3	1
436	здесь история	1	1
437	можно считать	1	1
438	нисколько не	3	1
439	под руку	2	1
440	или менее	1	1
441	себя внимание	1	1
442	бы на	1	1
443	нас теперь	1	1
444	на месте	3	1
445	его современников	1	1
446	на фоне	1	1
447	то его	1	1
448	вышел из	1	1
449	одном из	1	1
450	сам же	1	1
451	друг другу	1	1
452	что после	1	1
453	том же	1	1
454	стиха но	1	1
455	того кто	2	1
456	этого мало	1	1
457	некоторых случаях	1	1
458	начиная от	2	1
459	время из	1	1
460	на три	1	1
461	на рубеже	1	1
462	вплоть до	2	1
463	что ему	2	1
464	не о	3	1
465	может служить	1	1
466	принадлежат к	1	1
467	того как	1	1
468	к новым	1	1
469	на него	4	1
470	за своего	1	1
471	сталкиваемся с	1	1
472	чувствует что	1	1
473	того чтобы	6	1
474	не могло	1	1
475	заслуживает внимания	1	1
476	судя по	3	1
477	смысл его	1	1
478	так много	1	1
479	его от	2	1
480	к вопросу	1	1
481	но очень	1	1
482	того в	1	1
483	по своей	1	1
484	друг друга	4	1
485	мы подходим	1	1
486	годов в	1	1
487	на мой	1	1
488	свидетельствуют о	1	1
489	со своим	1	1
490	до того	2	1
491	обращает на	1	1
492	перед ним	3	1
493	и со	2	1
494	от их	1	1
495	свое собственное	1	1
496	мы встречаем	1	1
497	уже о	1	1
498	все то	1	1
499	нет ни	2	1
500	ему все	1	1
501	же самое	3	1
502	первого и	1	1
503	в числе	1	1
504	не случайно	1	1
505	а что	1	1
506	бы он	3	1
507	слова с	1	1
508	своего отца	1	1
509	мой взгляд	1	1
510	приходит к	1	1
511	был для	1	1
512	и о	2	1
513	свою очередь	6	1
514	при его	1	1
515	и говорить	1	1
516	говоря уже	1	1
517	здесь не	2	1
518	в ее	3	1
519	формы и	1	1
520	важно только	1	1
521	он с	1	1
522	нет никакой	1	1
523	и этим	3	1
524	в пределах	2	1
525	приводит к	3	1
526	как с	1	1
527	и когда	1	1
528	и сам	5	1
529	состояли из	1	1
530	в образе	2	1
531	чтобы дать	1	1
532	можно было	2	1
533	дерзости и	1	1
534	те же	1	1
535	ясно что	6	1
536	особенно в	1	1
537	она была	2	1
538	бы кончиться	1	1
539	к первому	1	1
540	том как	3	1
541	мы в	1	1
542	них есть	1	1
543	в эпоху	2	1
544	о котором	1	1
545	из одного	1	1
546	с ним	5	1
547	стремление к	1	1
548	все его	1	1
549	на опыт	1	1
550	известной степени	2	1
551	из рук	1	1
552	то они	1	1
553	в раннем	1	1
554	со словами	1	1
555	язык и	1	1
556	его жизни	1	1
557	может не	1	1
558	женится на	1	1
559	должно было	3	1
560	же нет	1	1
561	которых в	1	1
562	шесть стихов	1	1
563	что и	8	1
564	сомнения в	1	1
565	который до	1	1
566	в лучшем	1	1
567	и она	1	1
568	для самого	1	1
569	по содержанию	1	1
570	в поздней	1	1
571	но так	1	1
572	мы сталкиваемся	1	1
573	в двух	3	1
574	его в	8	1
575	менее в	1	1
576	этого материала	1	1
577	ли он	1	1
578	и две	1	1
579	в угоду	1	1
580	он уже	1	1
581	который в	3	1
582	являются в	1	1
583	это же	1	1
584	которая была	1	1
585	же он	1	1
586	можно спорить	1	1
587	с двумя	1	1
588	конечно не	3	1
589	да еще	1	1
590	раз в	2	1
591	комедии к	1	1
592	ни одного	1	1
593	действующего лица	1	1
594	спорить о	1	1
595	целого ряда	1	1
596	является не	1	1
597	не из	1	1
598	для сравнения	1	1
599	не дает	4	1
600	на пути	1	1
601	не стал	1	1
602	из них	5	1
603	в комедии	10	1
604	это обстоятельство	3	1
605	и их	1	1
606	в известной	2	1
607	в одном	2	1
608	в современном	1	1
609	подходим к	1	1
610	как его	1	1
611	идет в	1	1
612	в других	3	1
613	следует признать	1	1
614	представляют собой	2	1
615	где в	1	1
616	тем чем	1	1
617	чтобы показать	1	1
618	с общим	1	1
619	из двух	1	1
620	не были	1	1
621	возможно что	3	1
622	ней и	1	1
623	то это	5	1
624	был в	1	1
625	этого человека	1	1
626	стороны он	1	1
627	а именно	1	1
628	было и	1	1
629	на которые	3	1
630	а они	1	1
631	говорит о	1	1
632	не говоря	1	1
633	этому времени	1	1
634	здесь были	1	1
635	дело к	1	1
636	человек в	1	1
637	о чем	7	1
638	на время	1	1
639	и ему	1	1
640	если не	3	1
641	с помощью	4	1
642	зрения что	1	1
643	нет ничего	2	1
644	в частности	3	1
645	эти слова	1	1
646	как эти	1	1
647	шесть лет	1	1
648	я говорю	2	1
649	всё же	1	1
650	стиха и	1	1
651	так мы	1	1
652	требует от	1	1
653	слишком много	1	1
654	видит в	1	1
655	ли ты	1	1
656	наряду с	2	1
657	тому как	1	1
658	по существу	2	1
659	нескольких стихов	1	1
660	который много	1	1
661	в состоянии	1	1
662	какие же	1	1
663	бога и	1	1
664	о его	2	1
665	этом и	1	1
666	эпизоды из	1	1
667	одновременно с	1	1
668	писал в	1	1
669	однако и	1	1
670	вероятно в	1	1
671	время его	1	1
672	котором он	1	1
673	схеме а	1	1
674	это как	1	1
675	своей собственной	1	1
676	чтобы понять	1	1
677	а к	1	1
678	вредно для	1	1
679	последнего времени	1	1
680	для нас	1	1
681	и все	2	1
682	у них	1	1
683	имел большое	1	1
684	места в	1	1
685	бы в	4	1
686	хотя бы	4	1
687	отношении к	1	1
688	а о	2	1
689	не знает	3	1
690	понимать как	1	1
691	сравнить эти	1	1
692	прямо противоположное	1	1
693	но этот	1	1
694	и еще	3	1
695	в свое	2	1
696	жизни и	1	1
697	пути к	1	1
698	этой точки	1	1
699	и эта	1	1
700	стиха из	1	1
701	по названию	1	1
702	я могу	1	1
703	так же	4	1
704	все что	3	1
705	они не	1	1
