N	2gram	Potebnia_M_4	OGranits
514	говоря словами	2	1
515	это слово	4	1
516	только что	3	1
517	творчества но	1	1
518	потому что	33	1
519	связи с	3	1
520	эти три	1	1
521	до того	3	1
522	этом отношении	1	1
523	не вполне	2	1
524	об этом	2	1
525	особенно ясно	1	1
526	этот не	1	1
527	действительность с	1	1
528	чем сложнее	1	1
529	две формы	1	1
530	основании что	1	1
531	не знает	1	1
532	языка в	2	1
533	сказать что	8	1
534	в поэтическом	1	1
535	речи здесь	1	1
536	равно как	2	1
537	все то	1	1
538	понимается как	2	1
539	но когда	1	1
540	слова есть	1	1
541	когда мы	6	1
542	что основной	1	1
543	языке и	4	1
544	явления языка	1	1
545	время мы	1	1
546	про себя	1	1
547	только о	2	1
548	его понимании	1	1
549	же самое	4	1
550	должны быть	3	1
551	вместе с	6	1
552	есть хотя	1	1
553	может произвести	1	1
554	например в	3	1
555	по поводу	4	1
556	что при	1	1
