N	2gram	Nazirov_Tv_2	Vvedenie
272	ничего не	4	2
273	по самой	3	2
274	не столько	2	2
275	в соответствии	4	2
276	него в	2	2
277	лежит в	1	2
278	не могли	2	2
279	начале xix	1	2
280	как только	1	2
281	точно так	1	2
282	известной мере	2	2
283	и др	3	2
284	одна из	3	2
285	мы уже	1	2
286	этого слова	1	2
287	будто бы	1	2
288	же как	3	2
289	значение в	1	2
290	или нет	1	2
291	тому что	1	2
292	критики и	2	2
293	истории не	1	2
294	бы с	1	2
295	это делает	1	2
296	соответствии с	4	2
297	несмотря на	1	2
298	этой стороны	1	2
299	литературы и	1	2
300	невозможно но	1	2
301	если же	1	2
302	самой своей	3	2
303	познания и	2	2
304	литературы в	1	2
305	чем же	1	2
306	и должно	1	2
307	должна была	1	2
308	это уже	2	2
309	сильнее чем	1	2
310	этой книги	1	2
311	сам же	1	2
312	доказывать что	1	2
313	жизни как	1	2
314	ни к	2	2
315	и тогда	2	2
316	той или	1	2
317	она была	1	2
318	и до	1	2
319	но это	5	2
320	д в	3	2
321	разумеется с	1	2
322	свои собственные	1	1
323	то мы	1	1
324	может не	1	1
325	в повседневной	1	1
326	любовь к	1	1
327	одну из	1	1
328	каждом из	1	1
329	может и	1	1
330	или иное	1	1
331	с самого	1	1
332	не означает	2	1
333	не значит	1	1
334	на его	4	1
335	отношении к	1	1
336	что дает	1	1
337	и многое	2	1
338	не знать	1	1
339	для нас	1	1
340	вся история	1	1
341	а главное	1	1
342	на деле	1	1
343	по словам	2	1
344	не должен	1	1
345	больших романов	1	1
346	же это	1	1
347	на всем	1	1
348	но он	1	1
349	в предисловии	1	1
350	человеческой личности	2	1
351	теряет от	1	1
352	достоевского в	9	1
353	это и	1	1
354	развития человечества	1	1
355	до уровня	1	1
356	собой лишь	1	1
357	не была	1	1
358	принято считать	1	1
359	мышления и	1	1
360	так он	2	1
361	себе не	1	1
362	в область	3	1
363	в с	1	1
364	у меня	1	1
365	уже говорилось	1	1
366	имеют дело	1	1
367	к автору	1	1
368	для читателя	1	1
369	факта что	1	1
370	в статье	2	1
371	своего времени	1	1
372	и соответственно	1	1
373	писателя не	1	1
374	в стороне	2	1
375	на то	1	1
376	говорил что	2	1
377	анализа и	1	1
378	руки и	1	1
379	что также	1	1
380	автора с	1	1
381	с первого	1	1
382	взором читателя	1	1
383	его и	2	1
384	к которому	2	1
385	включает в	2	1
386	дает нам	1	1
387	при всей	1	1
388	и без	2	1
389	эти связи	1	1
390	человека или	1	1
391	только то	1	1
392	не дает	1	1
393	вообще в	1	1
394	что на	2	1
395	в ходе	1	1
396	латинской пословице	1	1
397	в обстановке	1	1
398	того или	1	1
399	говорил о	1	1
400	если он	5	1
401	более того	2	1
402	то в	1	1
403	человеческой истории	1	1
404	слова не	1	1
405	бытия и	1	1
406	еще на	1	1
407	если не	4	1
408	времени как	1	1
409	и я	1	1
410	в эту	1	1
411	находит свое	1	1
412	или даже	2	1
413	что строгое	1	1
414	без этого	1	1
415	и эстетического	1	1
416	в свете	3	1
417	искусство в	1	1
418	же ясно	1	1
419	из всего	1	1
420	между собой	1	1
421	или же	1	1
422	всего что	1	1
423	этот образ	1	1
424	что идея	2	1
425	превращается в	3	1
426	например в	5	1
427	похож на	1	1
428	совершенно не	1	1
429	письма к	3	1
430	для него	3	1
431	которого не	1	1
432	а лишь	1	1
433	по предмету	1	1
434	такое воззрение	1	1
435	д и	2	1
436	стороне все	1	1
437	а затем	3	1
438	в обоих	1	1
439	должны были	1	1
440	не выдерживает	2	1
441	нет и	2	1
442	но как	1	1
443	если можно	1	1
444	связи гораздо	1	1
445	его биографии	1	1
446	является так	1	1
447	в глубине	1	1
448	и имеет	1	1
449	еще более	1	1
450	своим собственным	1	1
451	нам представляется	1	1
452	истории с	1	1
453	в центр	1	1
454	жизнь и	1	1
455	в черновой	3	1
456	изменения в	1	1
457	в идее	1	1
458	в россии	2	1
459	в противовес	1	1
460	что этот	2	1
461	и прежде	1	1
462	по адресу	1	1
463	всегда и	1	1
464	как в	4	1
465	одного из	1	1
466	свой собственный	1	1
467	о жизни	3	1
468	или очень	1	1
469	ведь в	1	1
470	культуры и	1	1
471	отличие от	2	1
472	автора и	1	1
473	можно говорить	1	1
474	требует от	1	1
475	что его	2	1
476	общего с	1	1
477	только понять	1	1
478	что у	4	1
479	но смысл	1	1
480	в биографии	1	1
481	лишь в	1	1
482	человечества и	1	1
483	что оно	1	1
484	в литературе	2	1
485	выражением которой	1	1
486	содержанием и	1	1
487	не то	1	1
488	предисловии к	1	1
489	свою очередь	1	1
490	частности в	1	1
491	не похоже	1	1
492	и от	4	1
493	и о	1	1
494	романа достоевского	5	1
495	во многих	2	1
496	же существенное	1	1
497	у древних	1	1
498	а между	1	1
499	связано с	1	1
500	них нет	1	1
501	тому же	2	1
502	и потому	4	1
503	что они	4	1
504	вывода к	1	1
505	прямо не	1	1
506	том как	1	1
507	а с	3	1
508	ясного и	1	1
509	от своего	1	1
510	он был	1	1
511	том смысле	1	1
512	этой традицией	1	1
513	его из	1	1
514	та ни	1	1
515	этого высшего	1	1
516	психологии и	1	1
517	в изображении	1	1
518	и за	1	1
519	наряду с	7	1
520	эта система	1	1
521	перед собой	1	1
522	это сказывается	1	1
523	к целому	1	1
524	человечества на	1	1
525	кто из	1	1
526	условия для	1	1
527	то все	1	1
528	с полным	2	1
529	человек в	1	1
530	что все	1	1
531	образом в	1	1
532	во время	1	1
533	нужно сказать	1	1
534	в среде	1	1
535	идей и	2	1
536	отличается от	1	1
537	положение что	1	1
538	нередко встречается	1	1
539	только потому	1	1
540	точку зрения	2	1
541	метода в	1	1
542	для которого	2	1
543	у него	6	1
544	а к	1	1
545	говорим о	1	1
546	было вновь	1	1
547	не мешает	2	1
548	жизни своей	1	1
549	то или	1	1
550	приходит к	1	1
551	н к	2	1
552	цивилизации в	1	1
553	для себя	1	1
554	в таком	3	1
555	в момент	1	1
556	в которой	2	1
557	очень редко	1	1
558	в отличие	2	1
559	был бесспорно	1	1
560	действительно все	1	1
561	себя не	1	1
562	мы видим	4	1
563	месте в	1	1
564	вообще все	1	1
565	жить в	1	1
566	иного рода	1	1
567	не смешивать	1	1
568	случае с	1	1
569	ли это	1	1
570	она действительно	1	1
571	автора в	1	1
572	заставляет нас	3	1
573	с большой	1	1
574	показывает что	4	1
575	человека к	1	1
576	них более	1	1
577	объясняется и	1	1
578	представление о	7	1
579	меня в	1	1
580	жизнь в	1	1
581	встречается в	1	1
582	в своих	3	1
583	и никогда	1	1
584	в построении	1	1
585	непосредственно в	1	1
586	и является	1	1
587	самого начала	1	1
588	в xix	2	1
589	у этих	1	1
590	ни та	1	1
591	ему не	1	1
592	не остается	1	1
593	сделать его	1	1
594	видеть в	1	1
595	организации этих	1	1
596	в такой	2	1
597	на той	1	1
598	но нет	1	1
599	говорит что	1	1
600	это как	1	1
601	в духе	4	1
602	значит что	1	1
603	и эти	1	1
604	или иного	1	1
605	в таких	1	1
606	и у	2	1
607	русской литературы	1	1
608	и исследования	1	1
609	себя в	2	1
610	ни другая	1	1
611	этот факт	2	1
612	в какой-то	1	1
613	давно уже	2	1
614	бы уже	1	1
615	общеизвестно что	1	1
616	ряде случаев	1	1
617	быть назван	1	1
618	эта идея	1	1
619	именно потому	1	1
620	и особенно	1	1
621	теперь не	1	1
622	известно что	2	1
623	страсть к	1	1
624	относится и	2	1
625	искусстве и	1	1
626	сомнений что	2	1
627	не быть	1	1
628	по поводу	1	1
629	и современной	1	1
630	это понятие	1	1
631	письма и	1	1
632	истории человечества	1	1
633	явно не	1	1
634	человека в	3	1
635	не теряет	1	1
636	именно эту	1	1
637	в трудах	1	1
638	участие в	1	1
639	еще в	1	1
640	того времени	1	1
641	в первой	2	1
642	достоевский как	1	1
643	человека на	1	1
644	речь идет	1	1
645	мы знаем	1	1
646	еще нет	1	1
647	и более	1	1
648	как видно	1	1
649	тесно связан	1	1
650	таком случае	2	1
651	в свою	1	1
