N	2gram	Losev_Vlad_2	Narrotol
141	и самого	1	2
142	столько же	1	2
143	в чем	2	2
144	если в	1	2
145	отличие от	3	2
146	во сне	2	2
147	в той	2	2
148	если она	1	2
149	так называемая	1	2
150	что касается	3	2
151	та же	1	2
152	на то	2	2
153	не могла	2	2
154	так сказать	1	2
155	и еще	1	2
156	и вот	3	2
157	не будет	1	2
158	говорил о	2	2
159	а по	1	2
160	это было	4	2
161	я в	3	2
162	для них	1	2
163	все равно	1	2
164	этого не	2	2
165	а за	2	2
166	он и	3	2
167	в москве	6	2
168	и того	1	2
169	в этих	4	2
170	в отличие	3	2
171	сих пор	1	2
172	она не	2	2
173	не имеет	2	2
174	дело в	3	2
175	и сама	1	2
176	видел во	1	2
177	дело не	1	2
178	не могло	1	2
179	казалось бы	2	2
180	ничего не	2	2
181	по терминологии	1	2
182	этих двух	1	2
183	и является	1	2
184	связи с	8	2
185	не столь	1	2
186	ни о	1	2
187	ли не	1	2
188	как мы	11	2
189	у себя	1	2
190	свою очередь	2	2
191	здесь не	4	2
192	в произведении	1	2
193	особенно в	1	2
194	этом месте	1	2
195	с ним	5	2
196	никак не	3	2
197	до сих	1	2
198	нас в	2	2
199	же в	2	2
200	чем он	1	2
201	дело с	1	2
202	он уже	5	2
203	всяком случае	6	2
204	себя в	2	2
205	только на	1	2
206	до конца	7	2
207	его и	2	2
208	в конце	13	2
209	к ним	1	2
210	не о	2	2
211	друг друга	2	2
212	каждый из	1	2
213	и даже	10	2
214	в области	3	2
215	о своей	1	2
216	в результате	5	2
217	как у	2	2
218	на ее	1	2
219	после смерти	4	2
220	было и	1	2
221	и притом	2	2
222	что не	2	2
223	и стал	1	2
224	а на	1	2
225	человеческой жизни	1	2
226	что мы	1	2
227	если не	2	2
228	вместе с	8	2
229	весь день	1	2
230	к его	2	2
231	по своему	2	2
232	да и	3	2
233	в первой	1	2
234	быть и	1	2
235	человека который	1	2
236	о его	5	2
237	в связи	8	2
238	и от	2	2
239	в году	24	2
240	тот кто	1	2
241	хотя бы	3	2
242	из деревни	1	2
243	жизни в	2	2
244	между ними	1	2
245	сказать что	11	2
246	в свою	3	2
247	и будущего	1	2
248	в таком	3	2
249	во всяком	6	2
250	жизнь человека	1	1
251	если б	1	1
252	говоря о	3	1
253	и т	1	1
254	одним из	1	1
255	в следующем	3	1
256	сам по	2	1
257	не имел	2	1
258	а из	1	1
259	так у	1	1
260	он почувствовал	1	1
261	и есть	2	1
262	ему что	1	1
263	но после	1	1
264	и до	2	1
265	за границей	1	1
266	по его	1	1
267	мы уже	2	1
268	например в	1	1
269	жизни по	2	1
270	еще можно	1	1
271	что между	1	1
272	в первый	1	1
273	пока только	1	1
274	этом не	1	1
275	он как	1	1
276	то и	1	1
277	что иное	1	1
278	но даже	1	1
279	мы и	1	1
280	всю ночь	1	1
281	значит и	1	1
282	он был	6	1
283	на втором	1	1
284	иное как	1	1
285	быть в	3	1
286	бы то	1	1
287	природы и	1	1
288	своей работе	1	1
289	при жизни	2	1
290	мы будем	3	1
291	после его	1	1
292	а только	1	1
293	не то	3	1
294	тех же	1	1
295	не все	1	1
296	а он	2	1
297	отношение к	4	1
298	тут же	2	1
299	и я	5	1
300	его на	3	1
301	что именно	1	1
302	с этим	5	1
303	и лишь	1	1
304	человеческого бытия	1	1
305	на минуту	1	1
306	о жизни	1	1
307	исторической жизни	1	1
308	еще и	6	1
309	когда он	1	1
310	целый ряд	1	1
311	и наконец	4	1
312	следующее в	1	1
313	и к	6	1
314	оказывается с	1	1
315	самом начале	1	1
316	в действительности	1	1
317	он на	2	1
318	в противоположность	1	1
319	это то	1	1
320	за собой	1	1
321	гораздо раньше	1	1
322	со своей	2	1
323	еще на	2	1
324	в которой	4	1
325	отношения с	1	1
326	что это	4	1
327	это за	2	1
328	не понимает	1	1
329	тут и	1	1
330	во многих	2	1
331	из другого	1	1
332	будучи сам	1	1
333	был назначен	1	1
334	тоже не	1	1
335	церкви с	1	1
336	что даже	1	1
337	как он	2	1
338	человек не	2	1
339	образ жизни	1	1
340	что она	1	1
341	главным образом	1	1
342	т д	1	1
343	одному из	1	1
344	может состоять	1	1
345	как с	1	1
346	однако он	1	1
347	содержит в	4	1
348	он прямо	2	1
349	на земле	2	1
350	его от	1	1
351	базируются на	1	1
352	и по	2	1
353	так например	1	1
354	таким образом	3	1
355	но все	2	1
356	то ни	1	1
357	чего он	1	1
358	той же	4	1
359	них не	1	1
360	чего в	1	1
361	глубокий и	1	1
362	его в	4	1
363	и отдельные	1	1
364	он есть	1	1
365	например с	1	1
366	из истории	1	1
367	на свои	2	1
368	но уже	2	1
369	далеко не	1	1
370	на основании	1	1
371	с тем	2	1
372	мы видели	2	1
373	зато в	1	1
374	нисколько не	2	1
375	или менее	3	1
376	во время	1	1
377	отрыве от	1	1
378	казалось что	1	1
379	и третий	1	1
380	в котором	5	1
381	с точки	3	1
382	в их	2	1
383	больше не	1	1
384	сближение с	1	1
385	оказывается что	1	1
386	в которых	1	1
387	что я	3	1
388	последовательность и	1	1
389	нельзя было	1	1
390	мир и	1	1
391	последних дней	3	1
392	но во	1	1
393	теми же	1	1
394	по крайней	4	1
395	что после	1	1
396	не слишком	1	1
397	которая представляет	1	1
398	что этот	1	1
399	для нее	1	1
400	любовь к	1	1
401	даже в	2	1
402	с длинной	1	1
403	случае мы	1	1
404	раз и	2	1
405	внимание к	1	1
406	на рубеже	1	1
407	так как	5	1
408	не раз	1	1
409	его личности	1	1
410	до известной	1	1
411	важно что	1	1
412	как можно	1	1
413	перед смертью	2	1
414	того как	2	1
415	не говоря	3	1
416	своего существования	1	1
417	было не	1	1
418	как следует	1	1
419	с и	2	1
420	чтобы стать	1	1
421	который считал	1	1
422	судя по	1	1
423	вся его	1	1
424	для всех	1	1
425	жизни не	1	1
426	невозможно но	2	1
427	наряду со	1	1
428	свои вопросы	1	1
429	во всем	1	1
430	в изложении	1	1
431	только с	1	1
432	тех слов	1	1
433	ему не	1	1
434	на молитву	1	1
435	влияние не	1	1
436	в начальной	1	1
437	понимает и	1	1
438	не любил	2	1
439	жизни будущего	1	1
440	свою позицию	1	1
441	было для	2	1
442	целиком он	1	1
443	в виду	2	1
444	только то	1	1
445	всей своей	1	1
446	в более	2	1
447	признаков а	1	1
448	верит в	1	1
449	слова а	1	1
450	и совершенно	1	1
451	и сам	2	1
452	на нее	1	1
453	не с	1	1
454	ясно что	1	1
455	дни жизни	2	1
456	на которую	1	1
457	он писал	1	1
458	чем у	1	1
459	с собой	1	1
460	вопрос не	1	1
461	имеет дело	1	1
462	во второй	2	1
463	том как	1	1
464	поэтому в	1	1
465	был не	1	1
466	разрыв с	1	1
467	и вообще	10	1
468	тайно от	1	1
469	произведения как	1	1
470	и здесь	1	1
471	и та	1	1
472	разумеется в	1	1
473	для нас	7	1
474	ни слова	1	1
475	в отрыве	1	1
476	во всех	3	1
477	с нами	2	1
478	но несомненно	1	1
479	что и	3	1
480	чего уж	1	1
481	крайней мере	4	1
482	к истине	1	1
483	также в	1	1
484	труд в	1	1
485	к ней	3	1
486	как результат	1	1
487	в него	1	1
488	и мы	4	1
489	но тут	1	1
490	в двух	2	1
491	тот же	5	1
492	мы увидим	1	1
493	ли он	2	1
494	бы из	1	1
495	бытия в	2	1
496	до нас	1	1
497	со всеми	1	1
498	с которыми	4	1
499	к одному	1	1
500	того же	5	1
501	второй и	1	1
502	уже в	3	1
503	вы уже	1	1
504	ни одного	1	1
505	у них	1	1
506	в данной	1	1
507	в душе	1	1
508	впрочем как	1	1
509	этот раз	3	1
510	только одно	3	1
511	расхождений между	1	1
512	этом в	1	1
513	а то	2	1
514	или даже	1	1
515	далек от	1	1
516	бытия и	2	1
517	само по	2	1
518	тем что	1	1
519	не просто	1	1
520	на том	1	1
521	это будет	1	1
522	которое мы	1	1
523	в последние	2	1
524	является носителем	1	1
525	даже не	1	1
526	говорится но	1	1
527	говорить и	1	1
528	если только	1	1
529	до этого	1	1
530	которых мы	1	1
531	а именно	6	1
532	для этого	1	1
533	этому времени	2	1
534	наконец в	3	1
535	же о	1	1
536	на людей	1	1
537	последние дни	3	1
538	этом у	1	1
539	что для	2	1
540	и опять	1	1
541	на этот	4	1
542	иначе но	1	1
543	стремится к	2	1
544	а главное	1	1
545	не на	2	1
546	его как	1	1
547	жизни который	1	1
548	возвращаясь к	1	1
549	понятие о	1	1
550	приезда в	1	1
551	его сознании	1	1
552	со своими	1	1
553	которой он	2	1
554	так же	4	1
555	и потому	2	1
556	к бытию	1	1
557	над ним	1	1
558	в церковь	1	1
559	же времени	1	1
560	она есть	1	1
561	наряду с	2	1
562	перехода от	1	1
563	в тех	1	1
564	и всей	1	1
565	ней не	1	1
566	и солнце	1	1
567	рассказ в	1	1
568	лет назад	1	1
569	своей жизни	3	1
570	но это	4	1
571	все это	5	1
572	тут тоже	1	1
573	пока еще	1	1
574	в книге	1	1
575	известной степени	1	1
576	которых он	1	1
577	являются не	1	1
578	это первое	1	1
579	собственно говоря	2	1
580	еще более	3	1
581	тем более	3	1
582	у которого	2	1
583	будто бы	2	1
584	теперь же	1	1
585	отношении к	1	1
586	хотя как	1	1
587	в период	1	1
588	первый раз	1	1
589	всего мира	1	1
590	была бы	1	1
591	в свое	1	1
592	действие которое	1	1
593	более или	3	1
594	не говорится	2	1
595	к этой	2	1
596	по поводу	4	1
597	от которой	1	1
598	дела нам	1	1
599	их отношений	1	1
600	к этому	6	1
601	точно так	3	1
602	это время	4	1
603	том числе	1	1
604	они не	1	1
