N	2gram	Tiupa_Teor_1	Freidism
101	– только	1	4
102	не менее	4	4
103	в основе	3	4
104	же время	5	4
105	потому что	3	4
106	и для	2	4
107	– с	5	4
108	к тому	2	4
109	если мы	2	4
110	того чтобы	1	4
111	данном случае	5	4
112	сводится к	5	4
113	– и	2	4
114	с ними	1	4
115	уже не	4	4
116	как раз	2	4
117	внешней речи	2	4
118	на которые	1	4
119	и др	1	4
120	себя и	1	4
121	в данном	8	4
122	в мир	1	4
123	и о	4	4
124	в более	1	4
125	в следующей	2	4
126	в этих	3	4
127	между ними	4	4
128	человека и	1	3
129	другому человеку	1	3
130	при анализе	1	3
131	на себя	2	3
132	а только	3	3
133	конечном счете	6	3
134	в материальном	1	3
135	как в	5	3
136	и как	2	3
137	между двумя	3	3
138	следующей главе	1	3
139	в себе	9	3
140	и те	1	3
141	в узком	3	3
142	и вот	3	3
143	и по	2	3
144	что все	1	3
145	было бы	1	3
146	мы имеем	7	3
147	другой –	1	3
148	случае не	2	3
149	тому что	2	3
150	внутренней и	2	3
151	не могут	2	3
152	она не	1	3
153	с ее	3	3
154	свою очередь	2	3
155	только то	1	3
156	приводит к	5	3
157	что может	2	3
158	если бы	3	3
159	и внешней	3	3
160	и что	3	3
161	бы то	1	3
162	на всех	1	3
163	в конечном	6	3
164	во втором	3	3
165	человека с	2	3
166	человека к	3	3
167	себя в	6	3
168	из которого	3	3
169	у него	1	3
170	в них	2	3
171	со стороны	2	3
172	и т.п	4	3
173	о себе	2	3
174	вместе с	2	3
175	по своему	2	3
176	слова и	1	3
177	сознания –	2	3
178	и от	1	3
179	не является	4	3
180	не знает	3	3
181	от всех	1	3
182	ее в	2	3
183	в искусстве	6	3
184	по поводу	1	3
185	отношения к	2	2
186	чтобы не	1	2
187	в такой	1	2
188	и то	2	2
189	тем же	1	2
190	в первом	2	2
191	и до	1	2
192	жизни по	1	2
193	в составе	1	2
194	того же	3	2
195	между собой	3	2
196	в ее	5	2
197	но как	1	2
198	с которыми	1	2
199	отличие от	6	2
200	или иное	1	2
201	значение для	1	2
202	в своем	4	2
203	сознания в	1	2
204	что это	1	2
205	в нашем	4	2
206	всей его	1	2
207	что она	2	2
208	внутренней речи	13	2
209	их в	3	2
210	это было	2	2
211	это не	2	2
212	на почве	4	2
213	но их	3	2
214	чаще всего	1	2
215	только о	1	2
216	всю жизнь	1	2
217	на две	3	2
218	жизни но	2	2
219	и становится	1	2
220	том что	9	2
221	во второй	7	2
222	мы конечно	1	2
223	в их	2	2
224	в отличие	6	2
225	но во	1	2
226	теми же	1	2
227	как это	8	2
228	в отношении	3	2
229	случае в	1	2
230	таких случаях	2	2
231	в таких	1	2
232	дело не	2	2
233	и притом	2	2
234	только не	2	2
235	являются только	1	2
236	тем не	3	2
237	и теперь	1	2
238	из того	1	2
239	в области	4	2
240	в момент	2	2
241	все то	1	2
242	отличается от	2	2
243	оно не	1	2
244	для себя	1	2
245	то или	1	2
246	из всего	1	2
247	в виду	5	2
248	на основе	2	2
249	роль в	2	2
250	в глаза	2	2
251	я –	3	2
252	сознание не	1	2
253	высказывания –	1	2
254	в другом	3	2
255	и поэтому	1	2
256	не позволяет	1	2
257	этих двух	2	2
258	произведение искусства	5	2
259	нуждается в	1	2
260	что и	2	2
261	жизни –	2	2
262	во всей	1	2
263	во внутренней	2	2
264	также в	1	2
265	не тот	1	2
266	человека как	1	2
267	быть и	2	2
268	на которой	1	2
269	мы видим	1	2
270	в какой	2	2
271	даже если	1	2
272	может оказаться	2	2
273	окружающей его	1	2
274	с одной	2	2
275	для всех	1	2
276	только на	1	2
277	ни было	1	2
278	из них	1	2
279	в прошлом	1	2
280	в конце	2	2
281	с этими	1	2
282	в систему	1	2
283	рядом с	1	2
284	и даже	2	2
285	с другой	7	2
286	а с	3	2
287	одной стороны	2	2
288	более того	1	2
289	а не	9	2
290	речи и	2	2
291	культуры –	1	2
292	так же	2	2
293	внешнем мире	1	2
294	быть это	1	2
295	для понимания	2	2
296	внешнего мира	2	2
297	сказать не	1	2
298	к объекту	1	2
299	человеческого поведения	1	2
300	же самое	1	2
301	это уже	1	2
302	не существует	1	2
303	все они	1	2
304	из тех	2	2
305	к его	2	2
306	и другие	2	2
307	в своих	1	2
308	они не	1	2
309	ту же	1	1
310	можно говорить	1	1
311	одним из	2	1
312	же как	1	1
313	бы для	1	1
314	но был	1	1
315	между всеми	1	1
316	конечно с	1	1
317	несколько иной	1	1
318	со всех	1	1
319	речевой деятельности	1	1
320	и другими	1	1
321	я как	2	1
322	случае это	1	1
323	вопрос о	1	1
324	высказывания а	1	1
325	впечатление от	1	1
326	но она	2	1
327	жизни как	4	1
328	в целом	3	1
329	что можно	3	1
330	большей степени	1	1
331	в каждой	1	1
332	всех сторон	1	1
333	этот психологический	1	1
334	собой в	1	1
335	внимание и	1	1
336	что его	1	1
337	служит для	1	1
338	объекта или	1	1
339	одним словом	1	1
340	коем случае	2	1
341	жить и	2	1
342	в качестве	24	1
343	что они	1	1
344	как говорит	3	1
345	его я	1	1
346	в центре	1	1
347	первый взгляд	1	1
348	независимо от	1	1
349	это ни	1	1
350	переживания и	1	1
351	как уже	1	1
352	здесь –	1	1
353	в противоположность	2	1
354	нашей внешней	1	1
355	при чтении	2	1
356	но эта	1	1
357	– совпадение	1	1
358	еще на	1	1
359	свою душу	1	1
360	образом и	1	1
361	майора ковалева	1	1
362	он в	1	1
363	степени и	1	1
364	по преимуществу	4	1
365	это тот	1	1
366	переживание уже	1	1
367	говорят о	1	1
368	имеем в	3	1
369	высказывания не	1	1
370	на то	1	1
371	если он	1	1
372	в наших	1	1
373	материал из	1	1
374	но прежде	1	1
375	к искусству	1	1
376	мотивов этого	1	1
377	от его	1	1
378	он ни	1	1
379	порядка в	4	1
380	на одну	1	1
381	с нашим	1	1
382	– на	3	1
383	его можно	1	1
384	его составе	1	1
385	все с	1	1
386	без исключения	4	1
387	не следует	4	1
388	а затем	1	1
389	жизни поэтому	1	1
390	еще большей	1	1
391	художественный образ	1	1
392	входит в	1	1
393	таково в	1	1
394	каждого из	1	1
395	этом смысле	2	1
396	говоря о	3	1
397	должен был	1	1
398	укажем на	1	1
399	и тем	3	1
400	пределы всего	1	1
401	далеко не	2	1
402	что произведение	1	1
403	рода и	2	1
404	это переживание	2	1
405	глазами другого	1	1
406	и тоже	1	1
407	обратимся к	1	1
408	с я	1	1
409	особенно для	1	1
410	на первый	1	1
411	имен и	1	1
412	таким же	1	1
413	художественного творчества	1	1
414	он должен	2	1
415	и без	1	1
416	как совокупность	1	1
417	отказаться и	1	1
418	на первой	1	1
419	широком и	1	1
420	в одном	2	1
421	– у	1	1
422	для данного	1	1
423	которые в	1	1
424	друг другу	1	1
425	по крайней	1	1
426	однако в	7	1
427	с такими	1	1
428	этого поведения	1	1
429	точно и	1	1
430	между людьми	1	1
431	возникает в	1	1
432	его роли	1	1
433	к такой	2	1
434	до известной	2	1
435	– его	5	1
436	не по	1	1
437	без остатка	2	1
438	материала в	2	1
439	и внутренней	1	1
440	все без	1	1
441	из других	1	1
442	вытекает из	1	1
443	в коем	2	1
444	дело в	2	1
445	– помимо	2	1
446	человек как	1	1
447	нее нет	1	1
448	характерные для	1	1
449	и является	2	1
450	смысле –	1	1
451	к какому-нибудь	1	1
452	задолго до	1	1
453	до смерти	1	1
454	бытия не	1	1
455	и здесь	2	1
456	разрыв между	1	1
457	внешнего объекта	1	1
458	его за	1	1
459	является одним	1	1
460	его с	1	1
461	всего что	1	1
462	той или	1	1
463	в поле	1	1
464	она же	1	1
465	отказаться от	1	1
466	на это	1	1
467	о том	1	1
468	и это	2	1
469	своего развития	1	1
470	меня в	1	1
471	ни одно	1	1
472	действия и	1	1
473	то время	1	1
474	свободу и	1	1
475	и сам	1	1
476	котором он	1	1
477	в мире	19	1
478	переход к	1	1
479	на нее	1	1
480	времени и	2	1
481	не с	3	1
482	мог бы	3	1
483	с собой	1	1
484	в результате	1	1
485	в окружающей	1	1
486	и внутренняя	1	1
487	жизнь и	1	1
488	мы в	2	1
489	комплексов в	1	1
490	остановимся на	1	1
491	на язык	1	1
492	означает что	1	1
493	ними и	1	1
494	о ней	2	1
495	то есть	12	1
496	в широком	1	1
497	а также	6	1
498	под маской	1	1
499	после того	1	1
500	основе своей	1	1
501	особого рода	2	1
502	в которую	1	1
503	– во	1	1
504	а у	1	1
505	на ее	1	1
506	искусства в	2	1
507	в форме	2	1
508	крайней мере	1	1
509	способность к	2	1
510	при воспоминании	1	1
511	с врачом	1	1
512	о своих	1	1
513	к которому	3	1
514	в двух	1	1
515	дело с	1	1
516	но этим	1	1
517	вступить в	1	1
518	к нашему	2	1
519	который в	2	1
520	же типа	1	1
521	они могут	1	1
522	бы ни	1	1
523	есть в	2	1
524	с нею	1	1
525	говорить об	1	1
526	для других	1	1
527	также и	1	1
528	за пределами	5	1
529	смысл этой	1	1
530	которых можно	1	1
531	смысла в	1	1
532	дает ему	1	1
533	миф –	1	1
534	слова в	2	1
535	– так	1	1
536	может служить	2	1
537	как будто	2	1
538	в случаях	1	1
539	тем что	1	1
540	и конкретном	1	1
541	о каком	1	1
542	лишь для	1	1
543	и только	1	1
544	момент в	1	1
545	в другой	1	1
546	или иной	4	1
547	точек зрения	1	1
548	на примере	1	1
549	на них	1	1
550	именно в	3	1
551	с той	1	1
552	во внешней	1	1
553	принадлежит не	1	1
554	превращается в	2	1
555	а на	3	1
556	мы легко	2	1
557	однако и	1	1
558	долгое время	1	1
559	отнюдь не	3	1
560	в слове	3	1
561	новой реальности	1	1
562	жизнь в	1	1
563	и пути	1	1
564	нет никаких	1	1
565	имея в	1	1
566	является его	1	1
567	свести к	1	1
568	переживание не	1	1
569	реальности это	1	1
570	мы говорим	1	1
571	требует от	1	1
572	к своему	1	1
573	для искусства	2	1
574	целом ряде	1	1
575	жизни когда	1	1
576	высказывания с	1	1
577	такого рода	8	1
578	анализу и	1	1
579	типа как	1	1
580	литературного произведения	7	1
581	в первой	5	1
582	ему о	1	1
583	мире –	1	1
584	отношений внешнего	1	1
585	в это	1	1
586	этого слова	3	1
587	в контексте	3	1
588	– значение	1	1
589	ближе к	1	1
590	остается в	1	1
591	мира в	1	1
592	известной степени	3	1
593	делает ее	1	1
594	но на	1	1
595	на время	1	1
596	в область	1	1
597	об искусстве	1	1
598	которая в	1	1
599	мы нигде	1	1
600	непосредственно с	1	1
601	целый ряд	1	1
602	бы в	1	1
603	тем более	1	1
604	в динамике	1	1
605	я в	16	1
606	всю полноту	1	1
607	в том	16	1
608	любовь и	1	1
609	отношении к	2	1
610	совпасть с	1	1
611	нам не	1	1
612	о своем	2	1
613	на смену	4	1
614	весь мир	1	1
615	имеет место	2	1
616	жизни а	1	1
617	роли в	5	1
618	я это	1	1
619	из этого	1	1
620	матерью но	1	1
621	видим в	2	1
622	значение в	1	1
623	можно назвать	1	1
