N	2gram	Bakhtin_Fr_3	EvropaiC
153	они должны	1	3
154	в совершенно	1	3
155	заключается в	1	3
156	это не	2	3
157	на почве	1	3
158	с тем	1	3
159	чем в	1	3
160	в этих	6	3
161	таким же	1	3
162	культуры а	1	3
163	представление о	2	3
164	даже в	4	3
165	что их	1	3
166	образом в	2	3
167	в разных	2	3
168	во всем	3	3
169	уже и	1	3
170	за ними	1	3
171	у нас	4	3
172	этой истории	1	3
173	должны быть	2	3
174	что оно	1	3
175	как для	1	3
176	и это	2	3
177	то ни	1	3
178	данном случае	2	3
179	жизнь и	1	3
180	и вообще	1	3
181	с одной	1	3
182	настоящее время	1	3
183	подлежит сомнению	1	3
184	сомнению что	2	3
185	в эти	2	3
186	конечно не	2	3
187	в начале	3	3
188	и других	6	3
189	каждый из	1	3
190	отличие от	3	3
191	прежде всего	16	3
192	в связи	5	3
193	ко всем	3	3
194	и потому	4	3
195	не подлежит	3	3
196	в настоящее	1	3
197	что только	1	3
198	ее и	1	3
199	а в	3	3
200	гораздо больше	2	3
201	эти элементы	2	3
202	он считает	2	2
203	от своей	1	2
204	в котором	2	2
205	и до	8	2
206	со своей	1	2
207	также и	4	2
208	и состоит	1	2
209	общества и	2	2
210	почти все	1	2
211	в сущности	9	2
212	а для	1	2
213	и ее	2	2
214	в ней	4	2
215	свою очередь	1	2
216	меньше чем	1	2
217	народа который	1	2
218	бы то	1	2
219	тем как	1	2
220	во всяком	1	2
221	но как	2	2
222	что они	1	2
223	и где	1	2
224	если он	1	2
225	но на	1	2
226	при виде	1	2
227	он должен	1	2
228	том чтобы	1	2
229	одной и	2	2
230	а затем	1	2
231	то есть	18	2
232	между отдельными	1	2
233	в них	9	2
234	в общей	2	2
235	и особенно	1	2
236	и уже	1	2
237	мы видели	3	2
238	такой же	1	2
239	в один	2	2
240	на первый	1	2
241	в эту	4	2
242	следует что	1	2
243	мы разумеем	1	2
244	образом и	1	2
245	и более	1	2
246	тому что	1	2
247	тем самым	1	2
248	этими двумя	1	2
249	одна из	3	2
250	на себе	1	2
251	в основе	5	2
252	мы все	1	2
253	только не	1	2
254	и весь	1	2
255	очень мало	1	2
256	на этом	2	2
257	ему и	1	2
258	доказать что	1	2
259	что на	1	2
260	это конечно	1	2
261	сходство с	1	2
262	о них	1	2
263	как мы	10	2
264	особенности которые	1	2
265	в себя	1	2
266	на том	1	2
267	и сам	2	2
268	на нее	1	2
269	те же	5	2
270	все его	1	2
271	в виду	7	2
272	все дело	1	2
273	в другом	3	2
274	другими словами	3	2
275	же время	6	2
276	к нему	2	2
277	во втором	1	2
278	в ту	7	2
279	было бы	4	2
280	но так	1	2
281	пришлось бы	1	2
282	в вопросе	1	2
283	и так	2	2
284	чужды и	1	2
285	между этими	1	2
286	жизни и	4	2
287	ни было	1	2
288	одно из	3	2
289	для него	5	2
290	всяком случае	1	2
291	культура в	1	2
292	вовсе не	12	2
293	и только	1	2
294	не было	5	2
295	и из	1	2
296	которые по	1	2
297	что для	2	2
298	вопросе о	1	2
299	отнюдь не	1	2
300	для этой	3	2
301	в частности	3	2
302	все то	2	2
303	но не	2	2
304	из этой	2	2
305	этого слова	2	2
306	только то	1	2
307	к двум	1	2
308	ни для	4	2
309	но для	1	2
310	это может	1	2
311	на такой	2	2
312	с ними	1	2
313	между ними	3	2
314	не знает	1	2
315	в свою	1	2
316	ко всему	2	2
317	всех тех	1	2
318	они не	3	2
319	гораздо более	1	2
320	смысле слова	4	1
321	наконец из	1	1
322	этого положения	1	1
323	говоря о	1	1
324	например в	2	1
325	предполагает что	1	1
326	по адресу	2	1
327	это и	2	1
328	том именно	1	1
329	в первом	1	1
330	из самых	2	1
331	которую они	1	1
332	из его	1	1
333	исходит из	1	1
334	ведь и	1	1
335	оно было	1	1
336	все те	1	1
337	высшей степени	1	1
338	но те	1	1
339	долгое время	1	1
340	той же	8	1
341	отношения к	1	1
342	а как	1	1
343	есть не	1	1
344	на тех	1	1
345	и вырождения	1	1
346	мы не	2	1
347	что между	1	1
348	не во	1	1
349	и тут	1	1
350	их народ	1	1
351	вместо того	1	1
352	начала в	1	1
353	духе и	1	1
354	к своему	1	1
355	и самого	1	1
356	была у	1	1
357	на них	2	1
358	всем этим	2	1
359	иное как	1	1
360	на их	2	1
361	это действительно	1	1
362	с его	3	1
363	же самые	1	1
364	это имеет	1	1
365	а следовательно	1	1
366	и другие	2	1
367	себе и	1	1
368	нет и	1	1
369	мира в	1	1
370	что во	1	1
371	как в	3	1
372	перед нами	1	1
373	кроме того	3	1
374	и как	3	1
375	его к	2	1
376	тем же	2	1
377	и отчасти	1	1
378	в этот	2	1
379	от самого	1	1
380	отношениях лучше	1	1
381	он в	2	1
382	во многих	1	1
383	этой культуре	1	1
384	не могла	1	1
385	на его	2	1
386	видит и	1	1
387	главным образом	1	1
388	но именно	3	1
389	силой и	1	1
390	и еще	2	1
391	в узком	1	1
392	к одному	1	1
393	однако он	1	1
394	и вот	2	1
395	смертью в	2	1
396	уже сказали	1	1
397	без исключения	1	1
398	и убеждения	1	1
399	одно и	1	1
400	людей которые	2	1
401	всех отношениях	1	1
402	больше всего	1	1
403	здесь мы	2	1
404	распространяется на	1	1
405	друг в	2	1
406	указывали на	1	1
407	это было	1	1
408	при встрече	1	1
409	с другими	1	1
410	всех народов	1	1
411	каждого из	1	1
412	и тем	1	1
413	этой работы	1	1
414	по всему	1	1
415	рядом с	2	1
416	этого не	1	1
417	понимает в	1	1
418	в развитии	1	1
419	ряде других	1	1
420	остается в	1	1
421	и ко	1	1
422	в своей	6	1
423	соответствующие им	1	1
424	нас не	1	1
425	можно найти	1	1
426	это делает	1	1
427	во времена	1	1
428	бы к	1	1
429	не к	2	1
430	жизни с	2	1
431	нельзя и	1	1
432	и той	2	1
433	с историческим	1	1
434	на ноги	1	1
435	но он	2	1
436	друг другу	1	1
437	и эти	1	1
438	их в	3	1
439	в корне	2	1
440	чтобы это	1	1
441	что этот	1	1
442	человека но	1	1
443	случае мы	1	1
444	характер в	1	1
445	если их	2	1
446	в отношении	1	1
447	но отдельные	1	1
448	даже гораздо	1	1
449	есть нечто	1	1
450	самого начала	1	1
451	для каждого	1	1
452	как о	2	1
453	не имеет	1	1
454	взгляды на	1	1
455	и притом	1	1
456	ее с	1	1
457	и сама	2	1
458	или лучше	1	1
459	может только	1	1
460	следовательно и	2	1
461	этого явления	2	1
462	судя по	1	1
463	нельзя не	1	1
464	дело в	2	1
465	больше чем	2	1
466	именно с	1	1
467	к концу	1	1
468	бы все	1	1
469	всех своих	1	1
470	видим что	1	1
471	к представлению	1	1
472	уже говорили	3	1
473	именно его	1	1
474	и его	17	1
475	техники и	1	1
476	не совсем	1	1
477	начиная с	3	1
478	время мы	1	1
479	да и	1	1
480	числе и	2	1
481	бы он	1	1
482	среды в	1	1
483	целом в	2	1
484	как человек	1	1
485	они и	2	1
486	всегда в	1	1
487	правда не	3	1
488	оно может	1	1
489	потому не	1	1
490	этого лишь	1	1
491	здесь не	3	1
492	из приведенных	1	1
493	нами выше	1	1
494	каждый раз	1	1
495	с самого	1	1
496	говорили что	1	1
497	так в	4	1
498	роль в	4	1
499	в культуре	4	1
500	поэтому мы	1	1
501	за то	1	1
502	сам он	1	1
503	именно этот	1	1
504	к тем	2	1
505	не были	2	1
506	не исчерпывается	2	1
507	ничего не	1	1
508	или иной	2	1
509	лишь то	1	1
510	быть в	2	1
511	другом месте	1	1
512	сверху вниз	1	1
513	язык и	2	1
514	за пределами	1	1
515	никак не	3	1
516	воспринимает и	1	1
517	в значительной	3	1
518	это была	1	1
519	к истине	1	1
520	на пользу	1	1
521	нем не	1	1
522	ее от	1	1
523	от них	1	1
524	на одном	1	1
525	во всей	3	1
526	в другой	1	1
527	не надо	1	1
528	от этих	1	1
529	бы нам	1	1
530	и следовательно	3	1
531	связь между	3	1
532	наконец и	1	1
533	в современной	1	1
534	один из	4	1
535	видели что	1	1
536	мы видим	5	1
537	не ставит	1	1
538	как нечто	2	1
539	к их	1	1
540	те которые	1	1
541	слились с	1	1
542	поэтому и	3	1
543	высшее и	1	1
544	похожа на	1	1
545	в качестве	1	1
546	же и	3	1
547	для всех	1	1
548	с нею	2	1
549	уже в	2	1
550	только на	4	1
551	в нашей	2	1
552	этого нельзя	3	1
553	свидетельствует о	2	1
554	же они	1	1
555	ними нет	1	1
556	мы находим	3	1
557	в прошлом	1	1
558	ее не	2	1
559	быть на	1	1
560	много и	1	1
561	них мы	1	1
562	заметить что	1	1
563	тем что	3	1
564	их именно	1	1
565	ее на	1	1
566	в других	3	1
567	даже и	2	1
568	но из	1	1
569	же еще	1	1
570	были бы	1	1
571	именно как	1	1
572	и даже	4	1
573	с другим	1	1
574	в высшей	1	1
575	культуры между	1	1
576	связаны с	5	1
577	здесь дело	1	1
578	а именно	1	1
579	что тот	1	1
580	как же	1	1
581	еще и	2	1
582	только к	1	1
583	те кто	1	1
584	перед которой	1	1
585	до конца	6	1
586	а не	5	1
587	в риме	2	1
588	он и	7	1
589	людьми и	1	1
590	некоторые из	1	1
591	те специальные	1	1
592	мало и	1	1
593	в человеке	1	1
594	интересен и	1	1
595	к жизни	2	1
596	и трагическую	1	1
597	с особенностями	1	1
598	смысле этого	1	1
599	из отдельных	1	1
600	мыслится как	1	1
601	взглядов на	1	1
602	их было	1	1
603	несколько дальше	1	1
604	только для	3	1
605	все остальные	1	1
606	с элементами	1	1
607	всего в	1	1
608	в более	3	1
609	становится понятным	1	1
610	и часто	1	1
611	пор еще	1	1
612	много но	1	1
613	элементы в	1	1
614	борьбе между	2	1
615	культуры не	1	1
616	которого они	1	1
617	и перед	2	1
618	но когда	1	1
619	еще более	4	1
620	в большей	2	1
621	будто бы	1	1
622	ноги и	2	1
623	даже при	1	1
624	не являются	1	1
625	над собою	1	1
626	для народа	1	1
627	лежит представление	1	1
628	в целях	1	1
629	лишь те	1	1
630	две стороны	1	1
631	сказать что	3	1
632	не усомнился	1	1
633	на мою	1	1
634	но этот	1	1
635	мы считаем	1	1
636	что ни	1	1
637	не способны	1	1
638	в голову	1	1
639	вполне понятно	1	1
640	ее в	1	1
641	в своих	5	1
642	с такой	1	1
643	этой цели	1	1
644	том числе	3	1
