N	2gram	Bakhtin_sl_2	DiskursI
209	речь идет	1	1
210	одним из	2	1
211	это и	2	1
212	в чужой	2	1
213	изображения и	2	1
214	слова эта	1	1
215	и есть	1	1
216	от личности	1	1
217	можно говорить	2	1
218	проникает в	2	1
219	слово же	1	1
220	и могут	1	1
221	встречается и	1	1
222	есть не	1	1
223	на материале	2	1
224	и само	2	1
225	мы не	2	1
226	не была	3	1
227	высказывания в	1	1
228	он как	1	1
229	в сущности	6	1
230	они были	1	1
231	становится объектом	2	1
232	и со	1	1
233	самого героя	1	1
234	с внутренне	1	1
235	диалогического отношения	1	1
236	и быта	1	1
237	и определяется	1	1
238	он сам	1	1
239	оно стоит	1	1
240	людей в	1	1
241	в чем	3	1
242	характер и	1	1
243	роман и	2	1
244	во всех	12	1
245	тем как	1	1
246	сохраняет свое	1	1
247	чем это	1	1
248	точка зрения	2	1
249	в сторону	1	1
250	всего он	1	1
251	речи различных	1	1
252	которая не	1	1
253	не просто	1	1
254	за пределы	2	1
255	связи и	2	1
256	в истории	11	1
257	в одной	1	1
258	и выражения	1	1
259	и стилистически	2	1
260	от содержания	1	1
261	чужого слова	40	1
262	пределах одной	1	1
263	однако не	1	1
264	исключает возможность	1	1
265	хотя и	2	1
266	а со	1	1
267	от актуальной	1	1
268	в самом	1	1
269	себе как	2	1
270	в нашем	2	1
271	поэтому и	4	1
272	и формируется	1	1
273	так в	2	1
274	сливаются с	1	1
275	человеке и	3	1
276	говорят о	1	1
277	о других	1	1
278	но на	1	1
279	как у	1	1
280	человек не	1	1
281	но именно	1	1
282	так сказать	6	1
283	и только	1	1
284	и еще	1	1
285	но прежде	2	1
286	которое может	1	1
287	его от	3	1
288	на этом	3	1
289	своих персонажей	1	1
290	таким образом	8	1
291	зоне контакта	1	1
292	значительной степени	6	1
293	и слушателей	1	1
294	сознание и	3	1
295	самого автора	2	1
296	об этом	1	1
297	круга в	1	1
298	всей ее	1	1
299	лишь в	3	1
300	к художественной	1	1
301	того или	1	1
302	время и	1	1
303	авторитарного слова	6	1
304	и иных	4	1
305	но их	1	1
306	не соответствует	1	1
307	и романа	1	1
308	этого не	1	1
309	письменной речи	1	1
310	и вне	2	1
311	несмотря на	1	1
312	как сказано	1	1
313	же второй	1	1
314	мифологического мышления	1	1
315	в такой	1	1
316	пределах одного	7	1
317	на каждом	2	1
318	от времени	1	1
319	утверждения что	1	1
320	установка на	2	1
321	прислушаться к	1	1
322	оно до	1	1
323	необходимые предпосылки	1	1
324	тем не	1	1
325	героя но	1	1
326	и более	2	1
327	произведения в	1	1
328	условного и	1	1
329	прозаических жанров	1	1
330	для нее	1	1
331	и герой	1	1
332	с миром	1	1
333	до известной	1	1
334	в таких	1	1
335	была понята	1	1
336	она не	6	1
337	самого начала	1	1
338	как о	2	1
339	дело не	1	1
340	мышления и	5	1
341	одна из	4	1
342	от профанного	1	1
343	на него	2	1
344	в процессе	13	1
345	xix века	4	1
346	они же	1	1
347	которого он	2	1
348	и имеет	1	1
349	чтобы стать	1	1
350	самого по	1	1
351	в игру	1	1
352	не стремится	1	1
353	ничего не	1	1
354	того как	2	1
355	своему герою	1	1
356	те моменты	1	1
357	к ней	2	1
358	и до	1	1
359	во всем	4	1
360	и поэтическое	2	1
361	имеет два	1	1
362	слово здесь	3	1
363	звучит в	1	1
364	этом жанре	1	1
365	известной степени	2	1
366	от их	1	1
367	именно такой	1	1
368	к себе	1	1
369	она во	1	1
370	не могут	5	1
371	на границе	2	1
372	романа почти	2	1
373	но все	5	1
374	было у	1	1
375	не знаем	2	1
376	отличается от	2	1
377	числе и	1	1
378	становящегося человека	1	1
379	оно не	8	1
380	утверждать что	1	1
381	в применении	1	1
382	должен быть	2	1
383	авторитетное слово	1	1
384	и образ	2	1
385	в зоне	1	1
386	и служит	1	1
387	из главных	1	1
388	языка и	9	1
389	в собственном	3	1
390	с самого	1	1
391	чужой речи	16	1
392	в условиях	1	1
393	слова а	1	1
394	как с	2	1
395	например о	1	1
396	и сам	1	1
397	здесь как	2	1
398	строятся на	1	1
399	поэтому в	1	1
400	для этого	4	1
401	и даже	7	1
402	человека это	1	1
403	с ним	7	1
404	с человеком	1	1
405	о нем	2	1
406	риторические жанры	2	1
407	героев с	1	1
408	и здесь	2	1
409	и должно	1	1
410	не был	2	1
411	никак не	1	1
412	и что	1	1
413	с авторским	2	1
414	не стоит	1	1
415	себя самого	1	1
416	может не	2	1
417	самому себе	1	1
418	в значительной	6	1
419	нас в	1	1
420	должно было	1	1
421	самый процесс	1	1
422	таким путем	1	1
423	ним и	2	1
424	в форме	2	1
425	ее содержание	1	1
426	других культур	1	1
427	века и	1	1
428	слов и	3	1
429	и следовательно	1	1
430	является результатом	1	1
431	индивидуальный характер	1	1
432	и мир	4	1
433	не зная	1	1
434	как объект	1	1
435	в эпическом	1	1
436	уже сказано	2	1
437	менее в	1	1
438	действующих лиц	2	1
439	и две	1	1
440	от современной	1	1
441	каждом шагу	2	1
442	до нас	1	1
443	самого говорящего	1	1
444	на мир	2	1
445	в окружающем	1	1
446	же и	2	1
447	для всех	4	1
448	на всем	1	1
449	только на	1	1
450	себя и	4	1
451	в поэзии	2	1
452	особое отношение	1	1
453	большинстве случаев	5	1
454	двуголосого слова	4	1
455	окружающем его	1	1
456	мир в	1	1
457	и их	5	1
458	в новом	2	1
459	всяком случае	2	1
460	вовсе не	10	1
461	высказывания и	1	1
462	не для	1	1
463	авторского слова	1	1
464	может служить	1	1
465	друг друга	1	1
466	случае не	1	1
467	как такового	1	1
468	тем что	1	1
469	и оценки	1	1
470	рассказ от	1	1
471	в других	1	1
472	становление и	1	1
473	жанрах в	1	1
474	того что	1	1
475	не были	1	1
476	внутренней самостоятельности	1	1
477	точек зрения	3	1
478	его при	1	1
479	романного слова	2	1
480	здесь это	2	1
481	и между	2	1
482	во второй	1	1
483	и др	4	1
484	пародия на	1	1
485	в романе	46	1
486	три момента	1	1
487	но есть	1	1
488	касается самого	1	1
489	в некоторых	3	1
490	превращается в	1	1
491	и оценен	1	1
492	откровение его	1	1
493	до конца	17	1
494	его как	2	1
495	влияние и	1	1
496	для романа	2	1
497	все то	1	1
498	там где	6	1
499	оценки и	1	1
500	и слово	2	1
501	более глубокое	1	1
502	понимания этого	1	1
503	ближе к	1	1
504	в одно	2	1
505	почву для	1	1
506	на фоне	4	1
507	человек в	6	1
508	как это	3	1
509	в иных	1	1
510	в особенности	3	1
511	требует от	2	1
512	не одно	1	1
513	этого типа	1	1
514	применении к	1	1
515	и там	3	1
516	общения с	1	1
517	до его	1	1
518	да и	1	1
519	их внутренней	1	1
520	ведь для	1	1
521	сам в	1	1
522	даже в	2	1
523	слова и	8	1
524	на пути	1	1
525	автором и	1	1
526	и от	3	1
527	время от	1	1
528	этом и	1	1
529	свою жизненную	1	1
530	один из	5	1
531	говорящего и	2	1
532	и собственно	1	1
533	более того	2	1
534	и ценностями	1	1
535	лишь его	1	1
536	от слова	1	1
537	слова но	1	1
538	живет и	1	1
539	а предмет	1	1
540	его не	4	1
541	контакта с	1	1
542	сосредоточена на	1	1
543	совершенно иной	1	1
544	обращается к	1	1
545	особого рода	1	1
546	к чужому	3	1
547	это требует	1	1
548	еще более	2	1
549	и ни	2	1
550	по-видимому наиболее	1	1
551	современной действительности	1	1
552	же в	1	1
553	но всегда	1	1
554	быть и	3	1
555	два языка	1	1
556	к самому	1	1
557	одной из	1	1
558	слово в	11	1
559	чужому слову	2	1
560	выведена из	1	1
561	сказать что	3	1
562	речи и	3	1
563	например и	1	1
564	высказываний на	1	1
565	можно утверждать	1	1
566	одновременно и	3	1
567	при изучении	1	1
568	только о	2	1
569	жанровых формах	1	1
570	в какой	1	1
571	из романа	2	1
572	включает в	2	1
573	также не	1	1
574	как слово	2	1
575	дальнейшем развитии	2	1
576	во всяком	3	1
577	том числе	1	1
