N	2gram	Nazirov_Tv_1	Narrotol
156	жизни в	6	3
157	жизни и	3	3
158	как известно	1	2
159	одним из	4	2
160	самом деле	2	2
161	и до	1	2
162	который в	3	2
163	мы имеем	1	2
164	говорить о	1	2
165	между собой	1	2
166	он сам	6	2
167	иное как	1	2
168	время в	3	2
169	не то	2	2
170	как справедливо	1	2
171	первый взгляд	1	2
172	как к	2	2
173	в своем	4	2
174	в полном	1	2
175	что по	1	2
176	или иную	1	2
177	всего лишь	1	2
178	он идет	1	2
179	все эти	1	2
180	в известном	1	2
181	смысла но	1	2
182	роль в	1	2
183	та же	4	2
184	себя и	1	2
185	ключ к	1	2
186	собой не	1	2
187	человека в	6	2
188	но без	2	2
189	подход к	1	2
190	а по	2	2
191	его в	1	2
192	это не	4	2
193	авторской позиции	3	2
194	жизни но	1	2
195	на первый	1	2
196	рассказа о	1	2
197	однако в	2	2
198	даже в	3	2
199	вплоть до	1	2
200	она не	1	2
201	писал он	1	2
202	которого он	2	2
203	что иное	1	2
204	не имеет	1	2
205	как формы	1	2
206	как раз	1	2
207	что на	1	2
208	личности в	2	2
209	оно не	1	2
210	приходит к	3	2
211	более не	2	2
212	в собственном	1	2
213	по сути	4	2
214	приводит к	2	2
215	и когда	2	2
216	что у	1	2
217	или в	2	2
218	было в	2	2
219	во второй	2	2
220	быть может	2	2
221	все та	1	2
222	времени в	13	2
223	том или	1	2
224	складывается из	1	2
225	во всей	2	2
226	от всех	1	2
227	в литературе	2	2
228	известном смысле	1	2
229	всех его	1	2
230	и ее	1	2
231	от одной	1	2
232	по выражению	1	2
233	конечном счете	4	2
234	ту или	1	2
235	одно из	1	2
236	для него	6	2
237	сами по	1	2
238	не случайно	4	2
239	представляют собой	1	2
240	имя которого	1	2
241	сюжета в	1	2
242	к которому	1	2
243	по всей	1	2
244	события но	1	2
245	говорит о	3	2
246	не было	1	2
247	не на	1	2
248	зависит от	2	2
249	его как	2	2
250	наконец в	1	2
251	о чем	1	2
252	главного персонажа	1	2
253	на чем	1	2
254	сути дела	3	2
255	в область	1	2
256	а если	1	2
257	наряду с	1	2
258	вокруг него	1	2
259	для автора	2	2
260	в связи	1	2
261	у нее	1	2
262	которая в	1	2
263	в двух	2	2
264	и все	6	2
265	тем более	1	2
266	прошлого и	2	2
267	хотя в	1	2
268	не от	1	2
269	это все	1	2
270	картину мира	1	2
271	жизни а	1	2
272	не что	1	2
273	себе не	2	2
274	в какой	1	2
275	так же	3	2
276	в таком	1	2
277	точно так	2	2
278	событий в	1	2
279	литературы а	1	1
280	также и	1	1
281	к их	1	1
282	эта позиция	1	1
283	и через	1	1
284	того же	2	1
285	в разные	1	1
286	на самом	3	1
287	опираясь на	1	1
288	и есть	1	1
289	не признает	1	1
290	чего не	1	1
291	на историю	1	1
292	подхода к	3	1
293	действительности и	2	1
294	намек на	2	1
295	в году	7	1
296	уже по	1	1
297	есть не	2	1
298	он как	1	1
299	одной только	1	1
300	но она	2	1
301	больше всего	1	1
302	о возможности	1	1
303	жить можно	1	1
304	и со	1	1
305	всю ночь	1	1
306	в целом	4	1
307	не сразу	1	1
308	себе а	1	1
309	нам представляется	1	1
310	в чем	2	1
311	во всех	1	1
312	по своему	1	1
313	одним словом	1	1
314	совсем не	1	1
315	видит в	1	1
316	человеческих отношений	3	1
317	в настоящем	2	1
318	из уст	1	1
319	в художественном	1	1
320	что как	2	1
321	вспомним что	1	1
322	о жизни	1	1
323	границы этого	1	1
324	и где	1	1
325	в цепь	1	1
326	сознания в	1	1
327	и наконец	2	1
328	писателя как	1	1
329	и к	1	1
330	пространстве а	2	1
331	в действительности	1	1
332	в герое	1	1
333	видения мира	1	1
334	в самом	3	1
335	трактуют как	1	1
336	даже если	1	1
337	из жизни	1	1
338	но по	1	1
339	литературе нового	1	1
340	формы в	1	1
341	европейского романа	1	1
342	между настоящим	1	1
343	стал меньше	1	1
344	сливаются в	1	1
345	зависим от	1	1
346	но на	1	1
347	так сказать	2	1
348	общения с	2	1
349	на его	3	1
350	наш взгляд	1	1
351	он ни	3	1
352	человек не	1	1
353	но само	1	1
354	в первую	1	1
355	отношений между	2	1
356	у читателя	1	1
357	на земле	3	1
358	в плане	1	1
359	говорилось выше	1	1
360	выглядит как	1	1
361	на наш	1	1
362	в комнату	2	1
363	и по	3	1
364	на этом	1	1
365	от других	2	1
366	таким образом	5	1
367	здесь мы	2	1
368	в вечности	2	1
369	для характеристики	1	1
370	героя или	1	1
371	об этом	2	1
372	мы уже	1	1
373	это состояние	1	1
374	первую очередь	1	1
375	который и	1	1
376	движение сюжета	1	1
377	должен был	1	1
378	делает его	1	1
379	в них	1	1
380	в историческом	1	1
381	в душах	1	1
382	достоевского и	3	1
383	все равно	1	1
384	соответствии с	3	1
385	восприятие и	1	1
386	нельзя признать	1	1
387	он и	1	1
388	друга в	1	1
389	в не	1	1
390	в один	2	1
391	и тогда	1	1
392	их на	1	1
393	одного и	1	1
394	или другому	1	1
395	отрыве от	1	1
396	что если	1	1
397	в котором	6	1
398	в их	3	1
399	к предмету	1	1
400	вспять к	1	1
401	к одному	1	1
402	место в	3	1
403	мысли и	4	1
404	жизни с	2	1
405	всякий раз	1	1
406	особое место	1	1
407	в зеркало	2	1
408	образом и	1	1
409	но он	2	1
410	в россии	3	1
411	по крайней	2	1
412	и более	1	1
413	в конце	1	1
414	как от	1	1
415	том же	1	1
416	что этот	1	1
417	времени а	2	1
418	его персонажем	1	1
419	картине мира	1	1
420	между людьми	2	1
421	а от	1	1
422	человек и	1	1
423	быть без	1	1
424	отметить что	1	1
425	дело не	3	1
426	дело в	3	1
427	кого из	1	1
428	в процессе	1	1
429	в русской	5	1
430	в разрезе	1	1
431	это еще	1	1
432	все без	1	1
433	для всего	1	1
434	преимущественно в	1	1
435	жизни не	1	1
436	к ней	2	1
437	потому что	5	1
438	к этим	1	1
439	анекдота не	1	1
440	в книге	3	1
441	не по	3	1
442	на некоторые	1	1
443	и делает	1	1
444	и служба	1	1
445	в области	1	1
446	ли это	1	1
447	а как	2	1
448	у нас	1	1
449	в четвертом	1	1
450	или исторические	1	1
451	начиная с	1	1
452	и времени	1	1
453	не могут	1	1
454	мы узнаем	1	1
455	художественное время	1	1
456	же самое	1	1
457	что оно	1	1
458	мысли о	1	1
459	он видит	3	1
460	искусства как	1	1
461	время они	1	1
462	смысл рассказа	1	1
463	году в	2	1
464	действия к	1	1
465	что все	3	1
466	в виду	2	1
467	анекдот но	1	1
468	и от	4	1
469	мысль о	2	1
470	только то	1	1
471	обычно предполагают	1	1
472	однако эта	1	1
473	мы были	1	1
474	и сам	1	1
475	живет в	2	1
476	начала и	1	1
477	к его	1	1
478	было и	1	1
479	тот же	2	1
480	к языку	1	1
481	с ним	3	1
482	эпизод в	1	1
483	при такой	1	1
484	на ту	1	1
485	и здесь	1	1
486	хронологической последовательности	1	1
487	в самой	1	1
488	внимание на	1	1
489	что каждый	1	1
490	мире не	1	1
491	там же	3	1
492	нас в	1	1
493	и того	2	1
494	и всю	1	1
495	грань между	1	1
496	этот момент	1	1
497	что и	2	1
498	стало причиной	1	1
499	в глазах	1	1
500	крайней мере	2	1
501	чем и	1	1
502	резко отличается	1	1
503	все время	1	1
504	человека как	2	1
505	в него	2	1
506	подробностями и	1	1
507	того что	3	1
508	главному герою	1	1
509	в современной	1	1
510	герой в	2	1
511	ни слова	1	1
512	в отрыве	1	1
513	с ними	1	1
514	эту форму	1	1
515	своих прежних	1	1
516	принимает форму	1	1
517	русской литературе	4	1
518	занимает особое	1	1
519	со всеми	3	1
520	человека с	2	1
521	в спальню	1	1
522	мира это	1	1
523	в россию	2	1
524	и у	2	1
525	и внутреннего	2	1
526	то и	1	1
527	в нашей	2	1
528	свидетельствует о	2	1
529	слова не	1	1
530	то у	1	1
531	его и	1	1
532	не так	3	1
533	характер что	2	1
534	под сомнение	2	1
535	вовсе не	5	1
536	когда рассказчик	1	1
537	далек от	1	1
538	жизни на	1	1
539	протяжении всего	2	1
540	не противоречит	1	1
541	в финале	4	1
542	этой проблемы	2	1
543	он живет	1	1
544	до сих	1	1
545	как у	1	1
546	чем он	1	1
547	служба и	1	1
548	в соответствии	3	1
549	а на	1	1
550	стремится к	3	1
551	с которым	2	1
552	в комнате	1	1
553	когда же	1	1
554	когда она	1	1
555	и уже	1	1
556	рассчитан на	1	1
557	ставит под	1	1
558	закономерно приводит	1	1
559	связь с	1	1
560	ни на	3	1
561	и будущего	3	1
562	некоторые из	2	1
563	человека к	1	1
564	свой опыт	1	1
565	пространства и	2	1
566	надо было	2	1
567	к жизни	2	1
568	является причиной	1	1
569	составляет один	1	1
570	в мир	2	1
571	человек с	1	1
572	и было	1	1
573	с этой	1	1
574	еще раз	1	1
575	сих пор	1	1
576	о его	1	1
577	в какую	1	1
578	является как	1	1
579	в смысле	1	1
580	себя с	1	1
581	всего они	1	1
582	как омовение	1	1
583	читателя то	1	1
584	о котором	2	1
585	финале рассказа	1	1
586	и перед	1	1
587	в другое	1	1
588	обращается к	1	1
589	который является	2	1
590	от него	1	1
591	как уже	1	1
592	бы он	1	1
593	а может	1	1
594	понимал и	1	1
595	между вещами	2	1
596	но это	5	1
597	настоящим и	1	1
598	в терминах	1	1
599	мы переходим	1	1
600	смыкается с	1	1
601	может и	1	1
602	не знает	2	1
603	он далек	1	1
604	если же	1	1
605	где он	2	1
606	это было	1	1
607	во сне	1	1
608	как результат	1	1
