N	2gram	Ircho_Kome_3	Problemy
368	входящих в	1	1
369	в их	2	1
370	из всех	2	1
371	а уж	1	1
372	и само	1	1
373	отца но	1	1
374	чем ты	1	1
375	время как	2	1
376	своему герою	1	1
377	которое не	1	1
378	они были	1	1
379	то это	5	1
380	не совсем	2	1
381	из которых	2	1
382	как впрочем	1	1
383	зависимости от	1	1
384	действию а	1	1
385	такое же	2	1
386	свою очередь	6	1
387	собой в	1	1
388	он был	4	1
389	со словами	1	1
390	я на	1	1
391	тем как	1	1
392	глаза на	1	1
393	один лишь	1	1
394	сказать и	1	1
395	в изображении	2	1
396	и главное	1	1
397	к которой	1	1
398	и нуждается	1	1
399	тут же	4	1
400	меньше всего	4	1
401	лицом к	1	1
402	трудно сказать	1	1
403	сих пор	9	1
404	ты с	1	1
405	независимо от	1	1
406	из уст	1	1
407	ней в	2	1
408	перед нами	1	1
409	еще больше	3	1
410	цитатами из	1	1
411	могли бы	1	1
412	что по	1	1
413	не являются	1	1
414	и хотя	2	1
415	и между	1	1
416	сами себя	1	1
417	говорил он	1	1
418	человек у	1	1
419	за это	1	1
420	в ответ	1	1
421	в этой	3	1
422	им в	1	1
423	и тот	3	1
424	и до	1	1
425	роль в	2	1
426	говорят о	1	1
427	говорить с	1	1
428	так с	1	1
429	перемены в	1	1
430	не могла	3	1
431	человек не	1	1
432	сцену в	1	1
433	в статье	1	1
434	после этого	2	1
435	из нашего	1	1
436	жалуется и	1	1
437	в живых	1	1
438	полемики с	1	1
439	на жизнь	1	1
440	чтобы в	2	1
441	его можно	1	1
442	так быстро	1	1
443	на то	3	1
444	в нее	1	1
445	эта же	1	1
446	именно это	1	1
447	собой две	1	1
448	человека в	2	1
449	больше всего	1	1
450	в косвенной	1	1
451	здесь мы	1	1
452	опять не	1	1
453	совпадают с	4	1
454	а затем	2	1
455	и может	1	1
456	об этом	7	1
457	чуть не	1	1
458	говорил что	1	1
459	них не	1	1
460	ты сделаешь	1	1
461	ко второму	1	1
462	и мы	3	1
463	в свой	1	1
464	приходит в	1	1
465	любовь к	3	1
466	ведь она	1	1
467	материал для	1	1
468	в мир	1	1
469	не ясно	2	1
470	позволяет ему	1	1
471	ни одной	2	1
472	зная о	1	1
473	дела и	1	1
474	со своими	1	1
475	чтобы они	1	1
476	она была	2	1
477	который почти	1	1
478	перед собой	1	1
479	в других	3	1
480	его образ	1	1
481	мы заранее	1	1
482	которую он	2	1
483	в этих	1	1
484	в г	2	1
485	места в	1	1
486	бы на	1	1
487	можно сказать	1	1
488	таким же	1	1
489	как все	1	1
490	образец такого	1	1
491	человеком и	1	1
492	начиная от	2	1
493	он искал	1	1
494	не столько	1	1
495	на фоне	1	1
496	точнее не	2	1
497	делает вид	1	1
498	должны были	1	1
499	стало быть	1	1
500	еще из	1	1
501	наконец как	1	1
502	говорит с	1	1
503	теми же	1	1
504	иным как	1	1
505	том и	1	1
506	и настойчиво	1	1
507	том же	1	1
508	в устах	1	1
509	гостя если	1	1
510	случае в	1	1
511	эта мысль	1	1
512	конце третьего	1	1
513	она не	2	1
514	на котором	1	1
515	что их	2	1
516	реагирует на	1	1
517	и остается	1	1
518	в основе	2	1
519	не случайно	1	1
520	не приносит	1	1
521	найти в	1	1
522	не лучше	1	1
523	и весь	1	1
524	и по	1	1
525	но очень	1	1
526	того в	1	1
527	ему и	2	1
528	и теперь	1	1
529	связи с	5	1
530	он больше	1	1
531	не видит	1	1
532	некоторое время	1	1
533	этом отношении	2	1
534	подобное сравнение	1	1
535	ну а	1	1
536	похожи на	1	1
537	от их	1	1
538	вернемся к	1	1
539	не могут	2	1
540	такого отношения	2	1
541	признаться в	3	1
542	всего в	1	1
543	он оказывается	1	1
544	все еще	2	1
545	пор еще	1	1
546	же его	1	1
547	для того	6	1
548	которой она	1	1
549	я тебя	1	1
550	приходит к	1	1
551	и о	2	1
552	того чтобы	6	1
553	но при	2	1
554	ни одно	1	1
555	здесь не	2	1
556	без всякого	2	1
557	еще меньше	1	1
558	да что	2	1
559	в себя	1	1
560	она только	1	1
561	приводит к	3	1
562	значение в	1	1
563	как с	1	1
564	другого героя	1	1
565	и совершенно	1	1
566	с собой	1	1
567	чтобы дать	1	1
568	можно было	2	1
569	за то	2	1
570	времени и	1	1
571	шел за	1	1
572	и ненависть	2	1
573	к диалогу	1	1
574	по сравнению	2	1
575	в отношениях	2	1
576	из желания	1	1
577	между собой	4	1
578	из одного	1	1
579	могла не	1	1
580	в построении	1	1
581	еще хуже	1	1
582	никак не	1	1
583	или на	1	1
584	наконец на	1	1
585	после того	1	1
586	в пользу	1	1
587	совершенного им	1	1
588	создает в	1	1
589	должно было	3	1
590	все на	1	1
591	путь к	1	1
592	в согласии	1	1
593	отрывки из	2	1
594	на месте	3	1
595	в середине	1	1
596	в ту	1	1
597	не должен	1	1
598	которой в	1	1
599	и она	1	1
600	для самого	1	1
601	она на	1	1
602	не зная	3	1
603	уходит в	1	1
604	что здесь	1	1
605	на которой	1	1
606	по своей	1	1
607	который попадает	1	1
608	сразу же	4	1
609	в совершенном	2	1
610	два года	1	1
611	должен быть	2	1
612	и любовь	2	1
613	равно что	1	1
614	и кончая	1	1
615	впрочем и	1	1
616	по мнению	2	1
617	у тебя	2	1
618	совершенно ему	1	1
619	содержание его	1	1
620	ты был	1	1
621	с одной	3	1
622	со своим	1	1
623	живого человека	1	1
624	он тотчас	1	1
625	а напротив	1	1
626	же из	1	1
627	этот момент	1	1
628	а то	1	1
629	себя среди	1	1
630	и других	1	1
631	участие в	1	1
632	этот раз	2	1
633	что герои	1	1
634	ответ на	1	1
635	не так	3	1
636	себе в	3	1
637	и их	1	1
638	понимает что	2	1
639	руки и	1	1
640	до того	2	1
641	в прошлом	1	1
642	чтобы она	1	1
643	среди которых	3	1
644	меня то	1	1
645	мы можем	3	1
646	в некоторых	1	1
647	идет в	1	1
648	его девушке	1	1
649	ее на	1	1
650	другой и	1	1
651	они становятся	1	1
652	что на	1	1
653	не были	1	1
654	меня и	1	1
655	самом его	1	1
656	до сих	9	1
657	и речи	4	1
658	что человек	1	1
659	чем он	1	1
660	действующих лиц	1	1
661	мы еще	1	1
662	а они	1	1
663	быть с	1	1
664	не говоря	1	1
665	к человеку	2	1
666	на этот	3	1
667	а сам	2	1
668	ничем не	4	1
669	жизнь в	1	1
670	сам себе	1	1
671	же точно	1	1
672	не он	3	1
673	его глазах	1	1
674	месте преступления	3	1
675	именно поэтому	1	1
676	нет ничего	2	1
677	издевается над	1	1
678	ко всем	1	1
679	к его	1	1
680	я тебе	1	1
681	для оправдания	1	1
682	требует от	1	1
683	не одно	1	1
684	на себя	4	1
685	ли ты	1	1
686	и там	1	1
687	образом на	1	1
688	ко мне	1	1
689	быть не	1	1
690	черты и	1	1
691	бога и	1	1
692	будет и	1	1
693	любят и	1	1
694	человека который	2	1
695	призыв к	1	1
696	в основном	1	1
697	только для	2	1
698	его отца	2	1
699	надо мной	1	1
700	что касается	2	1
701	внутренняя борьба	1	1
702	думают что	1	1
703	под названием	1	1
704	сам же	1	1
705	еще одна	1	1
706	ли в	2	1
707	самое главное	1	1
708	котором он	1	1
709	или в	1	1
710	между ними	2	1
711	еще раз	1	1
712	и душевной	1	1
713	и видит	1	1
714	своей собственной	1	1
715	с известной	2	1
716	с известными	1	1
717	все они	1	1
718	несмотря на	4	1
719	пока я	1	1
720	хотя в	1	1
721	к лицу	1	1
722	можно скорее	1	1
723	он понимает	2	1
724	ты не	1	1
725	одной из	3	1
726	в свою	7	1
727	с ней	1	1
728	как за	1	1
729	из этого	2	1
730	ипполита в	3	1
731	об этих	1	1
732	отца по	1	1
733	в своих	2	1
734	дает основание	1	1
735	уже после	1	1
736	я могу	1	1
737	мной и	1	1
