N	2gram	Savitsky_P_1	EvropaiE
107	в общем	2	3
108	и к	4	3
109	представляет собой	1	3
110	северной америке	3	3
111	в известном	1	3
112	но на	1	3
113	в определенном	1	3
114	значительная часть	1	3
115	мы можем	1	3
116	большинстве случаев	1	3
117	и мы	2	3
118	этом смысле	1	3
119	и тем	2	3
120	в них	2	3
121	с тем	3	3
122	характеру к	1	3
123	в которых	5	3
124	европейской культуры	4	3
125	никогда не	1	3
126	потому что	3	3
127	заключает в	2	3
128	с другом	1	3
129	можно думать	1	3
130	бы ни	2	3
131	тем в	1	3
132	место в	1	3
133	что и	1	3
134	и только	1	3
135	известном смысле	1	3
136	всяком случае	1	3
137	и россия	1	3
138	из них	2	3
139	в прошлом	1	3
140	последние годы	1	3
141	к ним	1	3
142	некотором смысле	1	3
143	там где	1	3
144	ни на	1	3
145	российского мира	2	3
146	в данном	1	3
147	применении к	1	3
148	друг с	1	3
149	россии как	3	3
150	в результате	1	3
151	каждая страна	1	3
152	не более	1	3
153	в психологии	1	3
154	как на	2	3
155	во всяком	1	3
156	и то	1	2
157	другие народы	2	2
158	по преимуществу	1	2
159	должна быть	1	2
160	есть не	2	2
161	что если	1	2
162	которое в	2	2
163	культурной традиции	1	2
164	не нужно	2	2
165	в расчете	1	2
166	россия и	1	2
167	но как	1	2
168	россия есть	1	2
169	и чем	1	2
170	в истории	1	2
171	более чем	2	2
172	поскольку они	1	2
173	с этим	2	2
174	помнить что	2	2
175	последние века	1	2
176	хотя и	3	2
177	и как	3	2
178	россии не	1	2
179	что это	1	2
180	в этой	1	2
181	xviii и	1	2
182	евразии не	1	2
183	и если	4	2
184	как оно	1	2
185	главным образом	2	2
186	и еще	1	2
187	в силу	2	2
188	какой бы	1	2
189	поскольку она	1	2
190	в мире	2	2
191	и с	2	2
192	заключается в	3	2
193	например с	1	2
194	сказывается в	2	2
195	для них	2	2
196	далеко не	1	2
197	дело идет	1	2
198	в развитии	1	2
199	в эту	2	2
200	в этих	1	2
201	в котором	4	2
202	не к	2	2
203	и более	1	2
204	районы эти	1	2
205	о выходе	1	2
206	в идеологическом	1	2
207	с т	4	2
208	она не	1	2
209	тогда когда	1	2
210	могут стать	1	2
211	именно потому	1	2
212	в порядке	3	2
213	могут быть	3	2
214	случаях когда	1	2
215	но также	4	2
216	на основе	1	2
217	культуры и	1	2
218	по сравнению	2	2
219	если бы	4	2
220	определенном смысле	1	2
221	но нужно	1	2
222	и что	1	2
223	притом в	1	2
224	есть область	1	2
225	в значительной	2	2
226	в его	2	2
227	во всей	2	2
228	востока и	1	2
229	и значительная	1	2
230	о положении	1	2
231	также в	1	2
232	для европы	1	2
233	мы должны	4	2
234	в сферу	1	2
235	эти последние	1	2
236	западная европа	1	2
237	в какой	1	2
238	и теперь	1	2
239	есть в	2	2
240	и стран	1	2
241	в большинстве	1	2
242	если в	2	2
243	и других	2	2
244	в существе	1	2
245	народы мира	1	2
246	в других	1	2
247	расчете на	1	2
248	областей в	1	2
249	только к	1	2
250	на основании	1	2
251	европейских стран	1	2
252	а не	2	2
253	не означает	1	2
254	что все	1	2
255	вместе с	1	2
256	за тем	1	2
257	сравнению с	1	2
258	наряду с	3	2
259	хозяйства и	2	2
260	европы в	1	2
261	или хотя	1	2
262	в –	1	2
263	мира но	1	2
264	еще более	2	2
265	русская революция	4	2
266	исключительно в	2	2
267	же в	4	2
268	мы видим	1	2
269	а в	4	2
270	не есть	1	2
271	другой стороны	1	2
272	в гораздо	4	2
273	частности в	1	2
274	в северной	2	2
275	нужно помнить	2	1
276	как известно	1	1
277	также что	1	1
278	и т	3	1
279	например в	2	1
280	в русских	1	1
281	области техники	1	1
282	связана с	1	1
283	определенный момент	1	1
284	сомнения что	2	1
285	и это	2	1
286	реалистической и	1	1
287	может по	1	1
288	в определенный	1	1
289	помогла бы	1	1
290	и утверждается	1	1
291	преимущественно к	1	1
292	ли их	1	1
293	признание что	2	1
294	есть нечто	2	1
295	говорить о	2	1
296	только это	2	1
297	европеизации в	1	1
298	обездоленная в	1	1
299	чем то	1	1
300	экономическое знание	1	1
301	в сочетании	2	1
302	окружающей среды	1	1
303	прочим на	1	1
304	что его	1	1
305	с его	1	1
306	то историческое	1	1
307	бы она	1	1
308	в грехе	1	1
309	ибо то	1	1
310	российская в	1	1
311	и россию	1	1
312	закрывать глаза	1	1
313	более как	1	1
314	отказом от	1	1
315	отличие от	1	1
316	грехе и	1	1
317	к сожалению	1	1
318	как по	1	1
319	веков по	1	1
320	в рамках	1	1
321	человеческого бытия	1	1
322	мира который	1	1
323	всех стран	1	1
324	все же	1	1
325	революция есть	4	1
326	могли бы	1	1
327	что по	1	1
328	более или	1	1
329	от европы	2	1
330	океанического хозяйства	1	1
331	чуть ли	1	1
332	европу как	1	1
333	разных точек	1	1
334	мы именуем	1	1
335	скажем прямо	1	1
336	о соотношении	1	1
337	на территории	1	1
338	количеству осадков	1	1
339	образ россии	2	1
340	т д	1	1
341	области и	1	1
342	поскольку дело	1	1
343	эмпирической науки	1	1
344	не утверждает	1	1
345	не как	1	1
346	русской стихии	1	1
347	пределах российского	1	1
348	ли не	1	1
349	этом мире	1	1
350	и наоборот	1	1
351	значительной части	1	1
352	от нее	1	1
353	должна освободить	1	1
354	а затем	1	1
355	в нем	3	1
356	противоположение это	1	1
357	поэзии и	1	1
358	полной мере	2	1
359	ценности и	1	1
360	она получила	1	1
361	и иных	1	1
362	весь мир	1	1
363	в страны	1	1
364	качестве общего	1	1
365	в жизни	2	1
366	в ином	1	1
367	азии как	1	1
368	русской культуры	1	1
369	наименее поддающимся	1	1
370	признавать что	1	1
371	последние в	1	1
372	остается открытым	1	1
373	континента но	1	1
374	есть некоторая	1	1
375	или менее	1	1
376	рассматривать с	1	1
377	не явятся	1	1
378	на долго	1	1
379	с к	7	1
380	большей степени	4	1
381	как область	1	1
382	в отличие	1	1
383	что при	1	1
384	определяется как	1	1
385	культуры можно	1	1
386	вопрос ставится	1	1
387	творчества и	2	1
388	друг другу	2	1
389	европа с	1	1
390	которая помогла	1	1
391	для этого	1	1
392	бы нас	1	1
393	пред лицом	3	1
394	не менее	2	1
395	что эта	1	1
396	что с	1	1
397	для каждого	1	1
398	одна из	2	1
399	чтобы в	1	1
400	где в	2	1
401	мы все	1	1
402	можно судить	1	1
403	россии есть	1	1
404	та или	1	1
405	рассматривать как	1	1
406	казалось бы	1	1
407	бы неправильно	1	1
408	находятся в	1	1
409	или иная	1	1
410	они являются	1	1
411	в русском	2	1
412	часть русского	1	1
413	осуществляется в	2	1
414	следует понимать	1	1
415	своего существования	1	1
416	если будет	1	1
417	можно рассматривать	1	1
418	в случаях	1	1
419	значение также	1	1
420	des abendlandes	1	1
421	долго на	1	1
422	к сфере	1	1
423	будущее в	1	1
424	мир в	1	1
425	относиться к	1	1
426	числе и	1	1
427	мы отнюдь	1	1
428	все еще	1	1
429	света в	2	1
430	его строить	1	1
431	открытым для	1	1
432	и о	5	1
433	северная часть	1	1
434	значительной мере	2	1
435	востоку от	1	1
436	и австралии	2	1
437	мысль о	2	1
438	оказаться в	1	1
439	не исключает	1	1
440	х и	2	1
441	последние тысячелетия	1	1
442	имеют в	1	1
443	в рамки	1	1
444	литературы и	1	1
445	незначительная часть	1	1
446	и центральной	1	1
447	с собой	1	1
448	те же	1	1
449	по природе	1	1
450	будут и	1	1
451	еще в	1	1
452	когда в	1	1
453	к первому	1	1
454	является в	2	1
455	быть может	6	1
456	мире в	1	1
457	вероятно что	1	1
458	и пред	1	1
459	сводится к	3	1
460	тех кто	4	1
461	с разных	1	1
462	явятся ли	1	1
463	может не	1	1
464	страна как	1	1
465	связь между	1	1
466	в которую	2	1
467	законченной в	1	1
468	от наиболее	1	1
469	современности и	1	1
470	глаза на	1	1
471	в явлении	1	1
472	по количеству	1	1
473	различия между	1	1
474	xix век	2	1
475	насколько можно	1	1
476	на будущее	1	1
477	из европы	1	1
478	untergang des	1	1
479	тот же	3	1
480	с ними	3	1
481	именно о	1	1
482	эта идея	2	1
483	и ее	1	1
484	переходит в	1	1
485	уже в	1	1
486	если мы	1	1
487	в начале	2	1
488	что не	1	1
489	это значение	1	1
490	и земледельческий	1	1
491	связывается с	1	1
492	одно из	1	1
493	не будут	1	1
494	представить себе	1	1
495	и должна	1	1
496	гораздо большей	4	1
497	не о	2	1
498	восточной россии	1	1
499	своем значении	2	1
500	всецело к	1	1
501	в исторической	1	1
502	она находится	1	1
503	государство и	1	1
504	здесь нужно	2	1
505	на коротко	1	1
506	культуры нужно	1	1
507	русской истории	1	1
508	одних и	2	1
509	обратиться к	1	1
510	каком смысле	1	1
511	выступает в	1	1
512	перед тем	1	1
513	не было	2	1
514	не одной	1	1
515	коротко ли	1	1
516	с которым	1	1
517	мы хотим	1	1
518	что из	2	1
519	что мы	3	1
520	мы знаем	1	1
521	бы как	1	1
522	эту эпоху	1	1
523	нет ничего	1	1
524	и теми	1	1
525	земель и	1	1
526	суждений о	2	1
527	что во	1	1
528	и приближаются	1	1
529	историческом и	2	1
530	в европе	2	1
531	многих случаях	1	1
532	естественных условиях	1	1
533	можно быть	1	1
534	америке и	2	1
535	как европейская	1	1
536	к жизни	1	1
537	она есть	3	1
538	количеством осадков	1	1
539	реальность и	2	1
540	лондона то	1	1
541	многих других	1	1
542	должно быть	2	1
543	с ее	1	1
544	простор для	1	1
545	для тех	2	1
546	на пути	4	1
547	в формах	1	1
548	и где	1	1
549	многие из	1	1
550	она может	1	1
551	и среди	1	1
552	что оно	1	1
553	о котором	1	1
554	степени чем	1	1
555	европа в	1	1
556	знание в	1	1
557	как осуществление	1	1
558	мира к	1	1
559	но возможно	1	1
560	и другие	1	1
561	и восточной	1	1
562	в обстановке	7	1
563	поскольку не	1	1
564	в отношениях	1	1
565	наша концепция	1	1
566	экономической природе	1	1
567	культуры западноевропейской	1	1
568	лесной и	2	1
569	азии россия	1	1
570	к этой	1	1
571	однако же	1	1
572	это в	1	1
573	понимать что	1	1
574	который не	1	1
575	том числе	2	1
576	ее место	1	1
577	являются областями	1	1
578	гораздо более	1	1
