N	2gram	Propp_Isto_4	Marksizm
438	действительно в	1	1
439	а его	1	1
440	части его	1	1
441	переходом на	2	1
442	мы видим	6	1
443	речи о	1	1
444	с ними	5	1
445	пришел к	1	1
446	мы увидим	3	1
447	очень много	1	1
448	орудия в	1	1
449	или же	3	1
450	от них	2	1
451	эту действительность	1	1
452	только этот	1	1
453	так что	2	1
454	сильным и	1	1
455	к какому	1	1
456	уже не	5	1
457	уже в	2	1
458	и они	2	1
459	мы получим	1	1
460	друг за	1	1
461	при помощи	10	1
462	или просто	2	1
463	первобытного человека	1	1
464	и материальной	1	1
465	выражена в	1	1
466	вводится в	2	1
467	теснейшим образом	1	1
468	тогда он	2	1
469	в одном	5	1
470	и один	1	1
471	прибавить что	4	1
472	с переходом	2	1
473	какой же	1	1
474	они становятся	1	1
475	образом к	1	1
476	со стороны	1	1
477	на ее	1	1
478	этом как	1	1
479	эти две	1	1
480	лица в	1	1
481	на заре	1	1
482	тому как	1	1
483	мы еще	1	1
484	смысле и	1	1
485	превращается в	7	1
486	чем речь	2	1
487	человек в	1	1
488	план выдвигается	1	1
489	о чем	3	1
490	что мы	3	1
491	под влиянием	1	1
492	его как	2	1
493	мог быть	1	1
494	уже давно	1	1
495	входить в	3	1
496	этой же	1	1
497	ответить на	1	1
498	как это	3	1
499	имеются в	1	1
500	но не	5	1
501	пр есть	1	1
502	этого момента	1	1
503	к жизни	1	1
504	друга дополняют	1	1
505	и там	2	1
506	и всей	1	1
507	быть только	1	1
508	в мир	1	1
509	по существу	3	1
510	многих других	3	1
511	никем не	1	1
512	есть и	2	1
513	на пути	1	1
514	его за	1	1
515	между прочим	2	1
516	здесь входить	1	1
517	неба и	1	1
518	в более	1	1
519	и может	1	1
520	такого рода	2	1
521	у них	1	1
522	не будучи	1	1
523	только с	2	1
524	в большей	1	1
525	здесь на	2	1
526	причем эта	1	1
527	его функции	1	1
528	бы на	1	1
529	и другие	3	1
530	он же	2	1
531	их с	1	1
532	и так	1	1
533	но этот	2	1
534	никакой связи	1	1
535	в явление	1	1
536	главе мы	2	1
537	однако мы	1	1
