N	2gram	Tiupa_Hudo_2	slovoVRo
452	жизни на	2	1
453	как раз	4	1
454	тем что	6	1
455	в других	4	1
456	героя его	1	1
457	чувствует себя	1	1
458	как у	2	1
459	или иначе	1	1
460	чужой мысли	1	1
461	этой роли	1	1
462	что не	2	1
463	себе то	1	1
464	говорит о	4	1
465	превращается в	4	1
466	а на	1	1
467	этого не	1	1
468	однако и	2	1
469	другой стороны	1	1
470	именно так	2	1
471	все время	3	1
472	отнюдь не	2	1
473	но организует	1	1
474	более глубокое	1	1
475	все более	1	1
476	вступает в	1	1
477	в частности	7	1
478	о себе	3	1
479	и определенности	1	1
480	из форм	1	1
481	или иного	2	1
482	с миром	1	1
483	быть только	1	1
484	да и	5	1
485	и внешне	1	1
486	рассказ в	1	1
487	автором и	2	1
488	у толстого	1	1
489	в условиях	1	1
490	только для	2	1
491	того или	2	1
492	и таким	1	1
493	этом и	3	1
494	в самую	1	1
495	более и	1	1
496	не является	2	1
497	за его	1	1
498	слова но	1	1
499	на улице	1	1
500	и среди	1	1
501	контакта с	1	1
502	это так	1	1
503	интерес к	1	1
504	из своего	1	1
505	к внешнему	1	1
506	но зато	1	1
507	на языке	1	1
508	в существенный	1	1
509	сказал бы	1	1
510	же в	1	1
511	образ человека	1	1
512	только как	1	1
513	очень велика	1	1
514	они были	2	1
515	это внешнее	1	1
516	не замечать	1	1
517	смысл в	1	1
518	в кругу	1	1
519	в своих	1	1
520	только не	2	1
521	каждое слово	1	1
522	к этому	1	1
523	том числе	1	1
524	гораздо более	2	1
525	которая не	1	1
