N	2gram	Vygotskiy__6	VelikijI
234	в которых	2	1
235	если оно	1	1
236	сравнению с	14	1
237	что тот	1	1
238	и ведет	2	1
239	ведет к	1	1
240	в одном	2	1
241	свое здание	1	1
242	в тот	1	1
243	происхождения и	1	1
244	который он	1	1
245	к высшему	1	1
246	и всех	1	1
247	этого слова	2	1
248	с родным	1	1
249	с этой	2	1
250	и очень	1	1
251	раз и	2	1
252	на пути	1	1
253	свободы по	1	1
254	как можно	1	1
255	другом но	1	1
256	и другое	2	1
257	на котором	2	1
258	не по	3	1
259	и именно	1	1
260	и слишком	1	1
261	в другие	1	1
262	не существует	1	1
263	нам и	1	1
264	и от	2	1
265	это как	1	1
266	в разных	5	1
267	того как	5	1
268	может быть	13	1
269	как она	1	1
270	конце концов	1	1
271	видим что	1	1
272	основанное на	3	1
273	во всем	1	1
274	в сознании	4	1
275	к жизни	4	1
276	но вот	1	1
277	что на	4	1
278	в будущем	1	1
279	может и	1	1
280	бесспорный и	1	1
281	другой стороны	2	1
282	но все	1	1
283	есть и	1	1
284	есть то	1	1
285	к этому	1	1
286	от слова	1	1
287	и развитием	5	1
288	вся история	1	1
289	и другие	2	1
290	в своих	3	1
291	слова с	1	1
292	в процессе	9	1
293	это в	2	1
294	им и	1	1
295	она не	2	1
296	они не	4	1
