N	2gram	Ircho_Kome_3	Psycholo
210	той же	1	2
211	разве не	1	2
212	между собой	4	2
213	столь же	3	2
214	что его	5	2
215	одним словом	1	2
216	но как	1	2
217	очевидно что	1	2
218	отнюдь не	4	2
219	и я	2	2
220	в истории	1	2
221	тем больше	1	2
222	в одной	1	2
223	их характера	1	2
224	как к	1	2
225	это был	1	2
226	целый ряд	2	2
227	и наконец	1	2
228	всех предыдущих	1	2
229	что герои	1	2
230	внес в	1	2
231	представляет собой	3	2
232	не могла	3	2
233	в силу	2	2
234	эти события	1	2
235	и по	1	2
236	в нее	1	2
237	и может	1	2
238	и дальше	1	2
239	показывает что	1	2
240	такой же	1	2
241	перед собой	1	2
242	места в	1	2
243	от своего	1	2
244	и ее	2	2
245	как все	1	2
246	признать что	1	2
247	должны были	1	2
248	образом и	1	2
249	но он	1	2
250	друг другу	1	2
251	их в	3	2
252	том и	1	2
253	истинную сущность	1	2
254	в этих	1	2
255	дело не	2	2
256	он хочет	1	2
257	ничего не	3	2
258	находятся в	1	2
259	либо в	4	2
260	к ней	8	2
261	прибегать к	1	2
262	то это	5	2
263	ли это	1	2
264	не могут	2	2
265	ли что	1	2
266	свою очередь	6	2
267	действия и	1	2
268	то время	2	2
269	в глаза	3	2
270	одного из	3	2
271	вошел в	1	2
272	том как	3	2
273	мы в	1	2
274	для этого	1	2
275	со стороны	11	2
276	с ним	5	2
277	и та	1	2
278	от смерти	1	2
279	аналогии с	2	2
280	и во	2	2
281	у них	1	2
282	что здесь	1	2
283	должен был	4	2
284	по мнению	2	2
285	это же	1	2
286	все они	1	2
287	со всеми	1	2
288	в качестве	2	2
289	сочувствие к	1	2
290	к своим	1	2
291	к каким	1	2
292	следует что	3	2
293	одно из	1	2
294	на спасение	1	2
295	всяком случае	3	2
296	противоречие между	1	2
297	в конце	7	2
298	к первой	1	2
299	следует понимать	1	2
300	к самому	1	2
301	представляют собой	2	2
302	сам себя	2	2
303	а с	1	2
304	говорит о	1	2
305	до конца	4	2
306	однако и	1	2
307	же точно	1	2
308	на время	1	2
309	эти слова	1	2
310	к его	1	2
311	к себе	5	2
312	надо было	1	2
313	хотя бы	4	2
314	к своему	2	2
315	в первой	1	2
316	по существу	2	2
317	быть не	1	2
318	с этой	3	2
319	не знаем	1	2
320	только что	7	2
321	так же	4	2
322	в лучшем	1	2
323	была бы	1	2
324	какой мере	2	2
325	из своей	1	2
326	наш поэт	1	2
327	можем не	1	2
328	указывают на	1	2
329	к этой	2	2
330	они не	1	2
331	можно назвать	1	2
332	во всяком	3	2
333	он считает	1	1
334	чтобы не	1	1
335	и грубой	1	1
336	и потому	1	1
337	относятся к	1	1
338	представлял собой	1	1
339	ее сопоставление	1	1
340	в первом	1	1
341	он требует	1	1
342	и остальные	1	1
343	и до	1	1
344	из его	2	1
345	в действие	1	1
346	над ней	3	1
347	в зависимости	1	1
348	что мы	2	1
349	как надо	1	1
350	мы имеем	1	1
351	это совершенно	1	1
352	вот о	1	1
353	с более	1	1
354	нас важно	1	1
355	чем ты	1	1
356	не столько	1	1
357	становится совершенно	1	1
358	на себя	4	1
359	и он	2	1
360	из ее	1	1
361	в сцене	1	1
362	чем больше	1	1
363	еще не	6	1
364	эта заимствована	1	1
365	здесь нет	4	1
366	я на	1	1
367	в чем	1	1
368	придать своим	1	1
369	с его	3	1
370	там и	1	1
371	сказать и	1	1
372	в изображении	2	1
373	и главное	1	1
374	слишком много	1	1
375	но не	1	1
376	в сторону	1	1
377	которую она	1	1
378	зритель не	1	1
379	в комментариях	1	1
380	отношение к	5	1
381	отличие от	2	1
382	тут же	4	1
383	нет и	4	1
384	виду конечно	1	1
385	относится к	1	1
386	которые не	1	1
387	мы обязаны	1	1
388	независимо от	1	1
389	все остальные	2	1
390	еще больше	3	1
391	хотя и	5	1
392	заставляет зрителя	1	1
393	на предыдущих	1	1
394	себе дело	1	1
395	в ожидании	2	1
396	более или	1	1
397	в действительности	1	1
398	следует остановиться	1	1
399	трагический фон	1	1
400	то в	1	1
401	ход действия	1	1
402	для которого	1	1
403	стороны мы	1	1
404	в себя	1	1
405	ситуации в	3	1
406	за это	1	1
407	и тот	3	1
408	зависимости от	1	1
409	только один	2	1
410	имеем в	1	1
411	и те	1	1
412	на его	2	1
413	образом для	1	1
414	чтобы они	1	1
415	и еще	3	1
416	в понимании	1	1
417	не как	2	1
418	хотя он	1	1
419	том чтобы	1	1
420	стихам придает	1	1
421	это дело	1	1
422	своего времени	1	1
423	подобно тому	1	1
424	собой две	1	1
425	но все	4	1
426	не будет	2	1
427	а затем	2	1
428	вызвать у	1	1
429	то чтобы	1	1
430	другой раз	1	1
431	есть все	1	1
432	значение в	1	1
433	и с	4	1
434	сказать в	1	1
435	все их	1	1
436	с другими	2	1
437	это не	2	1
438	всю свою	1	1
439	ненужным в	1	1
440	другому а	1	1
441	те самые	1	1
442	из первых	1	1
443	действий и	1	1
444	а вот	1	1
445	возводимых на	1	1
446	не ясно	2	1
447	для них	1	1
448	чаще всего	1	1
449	все равно	3	1
450	на основании	2	1
451	в слове	1	1
452	он и	2	1
453	когда я	1	1
454	о чем	7	1
455	с сильным	1	1
456	еще раз	1	1
457	или менее	1	1
458	высшей точки	1	1
459	внимания с	1	1
460	из общего	1	1
461	это сообщение	1	1
462	мы опять	1	1
463	таким же	1	1
464	в следующем	1	1
465	это делает	1	1
466	стихов в	3	1
467	в их	2	1
468	цели поэтому	1	1
469	не от	1	1
470	она превратилась	1	1
471	герои трагедий	1	1
472	служить в	1	1
473	над ними	1	1
474	теми же	1	1
475	весь механизм	1	1
476	однако в	4	1
477	с такими	1	1
478	намека на	1	1
479	и вся	1	1
480	своим героям	1	1
481	ему как	1	1
482	и второе	1	1
483	человек и	1	1
484	с которой	1	1
485	в людях	1	1
486	на глазах	1	1
487	то чего	1	1
488	принадлежат к	1	1
489	и притом	1	1
490	к этим	1	1
491	на него	4	1
492	не по	7	1
493	путь между	1	1
494	и два	1	1
495	сталкиваемся с	1	1
496	в самых	1	1
497	предыдущих стихах	1	1
498	не могло	1	1
499	а тот	1	1
500	он с	1	1
501	в построении	1	1
502	смысл его	1	1
503	так много	1	1
504	что ни	3	1
505	явно в	1	1
506	вот что	1	1
507	бы по	2	1
508	с новой	1	1
509	этом отношении	2	1
510	двух словах	1	1
511	понять почему	1	1
512	что на	1	1
513	для нашей	1	1
514	одним из	2	1
515	у меня	1	1
516	мы встречаем	1	1
517	в трагедии	1	1
518	весь в	1	1
519	всего в	1	1
520	бы он	3	1
521	все еще	2	1
522	что при	1	1
523	которой она	1	1
524	отказаться от	2	1
525	из чего	1	1
526	ничего общего	1	1
527	я тебя	1	1
528	но при	2	1
529	вывод что	2	1
530	в некоторых	1	1
531	знаем что	1	1
532	мог сказать	1	1
533	можно сделать	1	1
534	роль в	2	1
535	можно было	2	1
536	так и	4	1
537	те же	1	1
538	не с	2	1
539	которая была	1	1
540	мог бы	1	1
541	в результате	2	1
542	полном согласии	1	1
543	это первый	1	1
544	остается только	1	1
545	ничего подобного	1	1
546	по сравнению	2	1
547	истинная причина	1	1
548	этого мало	1	1
549	он к	1	1
550	ней как	1	1
551	могла не	1	1
552	это я	1	1
553	может не	1	1
554	на вопрос	2	1
555	язык и	1	1
556	можно сказать	1	1
557	основе своей	1	1
558	в пользу	1	1
559	нас в	1	1
560	он направляется	1	1
561	это было	1	1
562	в конечном	2	1
563	и результатом	1	1
564	мы понимаем	1	1
565	которой мы	2	1
566	которых в	1	1
567	образом если	1	1
568	этих слов	2	1
569	этому поводу	1	1
570	этот момент	1	1
571	или иначе	2	1
572	что человек	1	1
573	в глазах	8	1
574	в другой	1	1
575	вслед за	1	1
576	своего господина	2	1
577	явствует из	1	1
578	и она	1	1
579	по содержанию	1	1
580	моменты в	1	1
581	всякого рода	1	1
582	дело с	3	1
583	признаться что	1	1
584	пор не	2	1
585	трагедии и	2	1
586	средний путь	1	1
587	по этому	1	1
588	образов в	1	1
589	мысли что	1	1
590	и у	1	1
591	только на	1	1
592	ни одного	1	1
593	себя и	2	1
594	в нашей	1	1
595	в начале	3	1
596	целого ряда	1	1
597	не из	1	1
598	предположение что	1	1
599	и других	1	1
600	участие в	1	1
601	за ним	2	1
602	и их	1	1
603	с этими	1	1
604	тому же	6	1
605	дела до	1	1
606	не о	3	1
607	друг друга	4	1
608	меня то	1	1
609	которым они	1	1
610	они будут	2	1
611	явно не	1	1
612	образом что	1	1
613	и давая	1	1
614	в других	3	1
615	само собой	4	1
616	не было	2	1
617	ней и	1	1
618	а на	2	1
619	чтобы между	1	1
620	а именно	1	1
621	чем он	1	1
622	тому как	1	1
623	в отличие	1	1
624	что для	2	1
625	положений и	1	1
626	превращается в	1	1
627	от этого	1	1
628	понимаем что	1	1
629	он только	1	1
630	был в	1	1
631	а сам	2	1
632	на которых	1	1
633	ничем не	4	1
634	жизнь в	1	1
635	то дело	1	1
636	когда же	1	1
637	разговор с	1	1
638	что из	1	1
639	которые как	1	1
640	ближе к	2	1
641	тебя и	1	1
642	мы знаем	2	1
643	если не	3	1
644	этому что	1	1
645	которой в	1	1
646	именно поэтому	1	1
647	равно как	2	1
648	в частности	3	1
649	и особенно	2	1
650	как эти	1	1
651	от кого	1	1
652	не одно	1	1
653	решение вопроса	1	1
654	ним как	1	1
655	сравнению с	2	1
656	он бы	2	1
657	одновременно с	1	1
658	не произведя	1	1
659	быть только	1	1
660	эту мысль	1	1
661	из этой	2	1
662	с тобой	1	1
663	не кажется	1	1
664	кто из	2	1
665	для понимания	2	1
666	на свете	1	1
667	своему герою	1	1
668	и там	1	1
669	в гибели	1	1
670	о его	2	1
671	от героев	1	1
672	ход событий	1	1
673	видит себя	2	1
674	нисколько не	3	1
675	в достаточной	1	1
676	это ясно	1	1
677	что наш	1	1
678	не является	4	1
679	убеждает его	1	1
680	ли в	2	1
681	действия в	1	1
682	к одной	2	1
683	большее чем	1	1
684	бы на	1	1
685	уверен в	2	1
686	отношении к	1	1
687	нападение на	1	1
688	сведения о	1	1
689	между ними	2	1
690	с ней	1	1
691	и эта	1	1
692	только как	2	1
693	вспоминает что	1	1
694	это на	1	1
695	жизни а	1	1
696	других случаях	1	1
697	почему он	1	1
698	спасает от	1	1
699	жизни и	1	1
700	но еще	1	1
701	это в	2	1
702	же нет	1	1
703	во сне	1	1
704	все что	3	1
705	этой точки	1	1
