N	2gram	Berdyaev_M_1	SlovoVZh
302	о чем	2	1
303	так называемый	2	1
304	этом основании	1	1
305	него не	2	1
306	же не	1	1
307	в истории	2	1
308	не раскрывает	1	1
309	себя на	1	1
310	все более	1	1
311	вступает в	1	1
312	в идиоте	1	1
313	но если	3	1
314	в частности	1	1
315	то он	1	1
316	все основные	1	1
317	и без	1	1
318	то есть	3	1
319	подхода к	1	1
320	она в	1	1
321	к одному	1	1
322	не могут	5	1
323	что я	1	1
324	он будет	1	1
325	наряду с	1	1
326	нельзя было	1	1
327	единство а	1	1
328	для их	1	1
329	не должно	1	1
330	и почти	1	1
331	мы еще	2	1
332	и менее	1	1
333	бы но	1	1
334	что до	1	1
335	зрения и	1	1
336	его творчество	2	1
337	и вся	1	1
338	в различные	1	1
339	между людьми	1	1
340	только для	1	1
341	природу и	2	1
342	в высшей	2	1
343	с которой	2	1
344	в смысле	1	1
345	в обоих	1	1
346	в русской	1	1
347	протяжении всей	1	1
348	более и	1	1
349	уж конечно	2	1
350	в основе	2	1
351	только одна	1	1
352	время как	2	1
353	он еще	1	1
354	уже на	1	1
355	к пониманию	1	1
356	потому не	3	1
357	того чтобы	2	1
358	чем не	1	1
359	не существует	2	1
360	человека для	1	1
361	оторвался от	2	1
362	человек и	6	1
363	только и	3	1
364	особого рода	1	1
365	от него	4	1
366	еще более	1	1
367	тем более	1	1
368	не должен	1	1
369	как явление	1	1
370	теряет свою	1	1
371	по своей	2	1
372	же этот	1	1
373	а лишь	1	1
374	же он	1	1
375	участие в	1	1
376	не нужен	1	1
377	в искусстве	1	1
378	в свою	2	1
379	как будто	2	1
380	жизни в	2	1
381	в области	1	1
382	записок из	5	1
383	с ней	2	1
384	у нас	5	1
385	и оно	1	1
386	обычно не	1	1
387	все то	1	1
388	самой своей	1	1
389	когда мы	2	1
390	есть только	2	1
391	культуры в	1	1
392	я и	1	1
393	и увидели	1	1
394	но из	1	1
395	и эта	1	1
396	во всяком	1	1
397	они не	1	1
398	слова это	1	1
399	к тому	3	1
